election_cycle_id,cycle_year,calendar_year,semester,party,performance_score,active_members,party_violations,party_win_rate,party_participation_rate,documents_last_year,party_avg_rebel_rate,committees_active,rank_by_performance,rank_by_discipline,percent_rank_performance,ntile_party_tier,prev_cycle_performance,prev_cycle_documents,stddev_performance,cycle_party_count,change_performance_pct,change_documents_pct,performance_trend,discipline_score,competitiveness_index
2018-2022,2,2019,annual,KLP,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,2,35.00,0,0,120,0.00,,stable,14.00,0.83
2018-2022,3,2020,annual,SPI,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,4,35.00,0,0,120,0.00,,stable,14.00,0.83
2014-2018,1,2014,annual,NorrS,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,,,0,120,,,baseline,14.00,0.83
2018-2022,2,2019,annual,JL,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,2,35.00,0,0,120,0.00,,stable,14.00,0.83
1998-2002,3,2000,annual,JL,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,2,35.00,0,0,120,0.00,,stable,14.00,0.83
2022-2026,1,2022,annual,M,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,,,0,120,,,baseline,14.00,0.83
2018-2022,3,2020,annual,KLP,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,2,35.00,0,0,120,0.00,,stable,14.00,0.83
2030-2034,1,2030,annual,VägV,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,4,,,0,30,,,baseline,14.00,3.33
2026-2030,4,2029,annual,NYD,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,35.00,0,0,120,0.00,,stable,14.00,0.83
2010-2014,1,2010,annual,SOC.P,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,4,,,0,120,,,baseline,14.00,0.83
1998-2002,4,2001,annual,L,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,2,35.00,0,0,120,0.00,,stable,14.00,0.83
2014-2018,1,2014,annual,K,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,2,,,0,120,,,baseline,14.00,0.83
2022-2026,2,2023,annual,ALP,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,1,35.00,0,0,120,0.00,,stable,14.00,0.83
1998-2002,4,2001,annual,FP,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,2,35.00,0,0,120,0.00,,stable,14.00,0.83
2002-2006,3,2004,annual,LBPO,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,35.00,0,0,120,0.00,,stable,14.00,0.83
1994-1998,3,1996,annual,V,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,4,35.00,0,0,120,0.00,,stable,14.00,0.83
2026-2030,1,2026,annual,KD,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,2,,,0,120,,,baseline,14.00,0.83
2022-2026,4,2025,annual,RS,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,35.00,0,0,120,0.00,,stable,14.00,0.83
2022-2026,3,2024,annual,SKÅ,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,4,35.00,0,0,120,0.00,,stable,14.00,0.83
2022-2026,1,2022,annual,KLP,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,2,,,0,120,,,baseline,14.00,0.83
2014-2018,4,2017,annual,NorrS,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,35.00,0,0,120,0.00,,stable,14.00,0.83
2026-2030,1,2026,annual,KrVP,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,2,,,0,120,,,baseline,14.00,0.83
2022-2026,1,2022,annual,KD,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,2,,,0,120,,,baseline,14.00,0.83
2018-2022,4,2021,annual,L,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,2,35.00,0,0,120,0.00,,stable,14.00,0.83
2026-2030,2,2027,annual,S,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,35.00,0,0,120,0.00,,stable,14.00,0.83
1998-2002,3,2000,annual,S,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,4,35.00,0,0,120,0.00,,stable,14.00,0.83
1998-2002,1,1998,annual,SKÅ,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,4,,,0,120,,,baseline,14.00,0.83
2018-2022,3,2020,annual,FP,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,2,35.00,0,0,120,0.00,,stable,14.00,0.83
2010-2014,4,2013,annual,DjuP,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,1,35.00,0,0,120,0.00,,stable,14.00,0.83
1998-2002,1,1998,annual,JL,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,2,,,0,120,,,baseline,14.00,0.83
2006-2010,4,2009,annual,SPI,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,4,35.00,0,0,120,0.00,,stable,14.00,0.83
2026-2030,2,2027,annual,SOC.P,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,4,35.00,0,0,120,0.00,,stable,14.00,0.83
2006-2010,3,2008,annual,RS,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,35.00,0,0,120,0.00,,stable,14.00,0.83
2026-2030,2,2027,annual,-,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,1,35.00,0,0,120,0.00,,stable,14.00,0.83
1998-2002,3,2000,annual,RS,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,35.00,0,0,120,0.00,,stable,14.00,0.83
1994-1998,4,1997,annual,VägV,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,4,35.00,0,0,120,0.00,,stable,14.00,0.83
2030-2034,1,2030,annual,M,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,,,0,30,,,baseline,14.00,3.33
2026-2030,1,2026,annual,FP,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,2,,,0,120,,,baseline,14.00,0.83
2022-2026,4,2025,annual,PP,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,35.00,0,0,120,0.00,,stable,14.00,0.83
2002-2006,3,2004,annual,FP,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,2,35.00,0,0,120,0.00,,stable,14.00,0.83
2002-2006,4,2005,annual,RS,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,35.00,0,0,120,0.00,,stable,14.00,0.83
2022-2026,2,2023,annual,V,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,4,35.00,0,0,120,0.00,,stable,14.00,0.83
2010-2014,4,2013,annual,L,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,2,35.00,0,0,120,0.00,,stable,14.00,0.83
2002-2006,1,2002,annual,SPI,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,4,,,0,120,,,baseline,14.00,0.83
2026-2030,2,2027,annual,ENH,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,1,35.00,0,0,120,0.00,,stable,14.00,0.83
2022-2026,3,2024,annual,RS,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,35.00,0,0,120,0.00,,stable,14.00,0.83
2014-2018,4,2017,annual,SPI,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,4,35.00,0,0,120,0.00,,stable,14.00,0.83
2006-2010,2,2007,annual,KrVP,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,2,35.00,0,0,120,0.00,,stable,14.00,0.83
1998-2002,4,2001,annual,DjuP,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,1,35.00,0,0,120,0.00,,stable,14.00,0.83
1994-1998,1,1994,annual,SPI,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,4,,,0,120,,,baseline,14.00,0.83
2018-2022,3,2020,annual,PP,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,35.00,0,0,120,0.00,,stable,14.00,0.83
1994-1998,4,1997,annual,JL,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,2,35.00,0,0,120,0.00,,stable,14.00,0.83
1994-1998,1,1994,annual,LBPO,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,,,0,120,,,baseline,14.00,0.83
1998-2002,4,2001,annual,FI,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,2,35.00,0,0,120,0.00,,stable,14.00,0.83
2018-2022,4,2021,annual,PP,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,35.00,0,0,120,0.00,,stable,14.00,0.83
2006-2010,3,2008,annual,LBPO,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,35.00,0,0,120,0.00,,stable,14.00,0.83
2030-2034,1,2030,annual,V,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,4,,,0,30,,,baseline,14.00,3.33
1998-2002,4,2001,annual,KLP,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,2,35.00,0,0,120,0.00,,stable,14.00,0.83
2018-2022,1,2018,annual,---,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,1,,,0,120,,,baseline,14.00,0.83
2010-2014,4,2013,annual,VägV,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,4,35.00,0,0,120,0.00,,stable,14.00,0.83
2018-2022,3,2020,annual,JL,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,2,35.00,0,0,120,0.00,,stable,14.00,0.83
2026-2030,3,2028,annual,C,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,1,35.00,0,0,120,0.00,,stable,14.00,0.83
2010-2014,1,2010,annual,JL,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,2,,,0,120,,,baseline,14.00,0.83
2006-2010,1,2006,annual,KrVP,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,2,,,0,120,,,baseline,14.00,0.83
2022-2026,3,2024,annual,ENH,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,1,35.00,0,0,120,0.00,,stable,14.00,0.83
2002-2006,3,2004,annual,KrVP,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,2,35.00,0,0,120,0.00,,stable,14.00,0.83
1998-2002,4,2001,annual,V,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,4,35.00,0,0,120,0.00,,stable,14.00,0.83
2026-2030,4,2029,annual,FP,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,2,35.00,0,0,120,0.00,,stable,14.00,0.83
2018-2022,1,2018,annual,LBPO,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,,,0,120,,,baseline,14.00,0.83
2018-2022,3,2020,annual,LBPO,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,35.00,0,0,120,0.00,,stable,14.00,0.83
1994-1998,2,1995,annual,NorrS,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,35.00,0,0,120,0.00,,stable,14.00,0.83
2018-2022,1,2018,annual,PP,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,,,0,120,,,baseline,14.00,0.83
2018-2022,1,2018,annual,-,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,1,,,0,120,,,baseline,14.00,0.83
1994-1998,4,1997,annual,LBPO,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,35.00,0,0,120,0.00,,stable,14.00,0.83
2026-2030,2,2027,annual,SPI,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,4,35.00,0,0,120,0.00,,stable,14.00,0.83
2006-2010,4,2009,annual,JL,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,2,35.00,0,0,120,0.00,,stable,14.00,0.83
1998-2002,1,1998,annual,NYD,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,,,0,120,,,baseline,14.00,0.83
2026-2030,1,2026,annual,FI,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,1,,,0,120,,,baseline,14.00,0.83
2010-2014,1,2010,annual,C,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,1,,,0,120,,,baseline,14.00,0.83
2014-2018,4,2017,annual,NYD,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,35.00,0,0,120,0.00,,stable,14.00,0.83
1998-2002,1,1998,annual,PP,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,,,0,120,,,baseline,14.00,0.83
2014-2018,2,2015,annual,---,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,1,35.00,0,0,120,0.00,,stable,14.00,0.83
2018-2022,3,2020,annual,M,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,35.00,0,0,120,0.00,,stable,14.00,0.83
2022-2026,4,2025,annual,M,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,35.00,0,0,120,0.00,,stable,14.00,0.83
2026-2030,3,2028,annual,SJP,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,4,35.00,0,0,120,0.00,,stable,14.00,0.83
1994-1998,1,1994,annual,M,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,,,0,120,,,baseline,14.00,0.83
1998-2002,3,2000,annual,SJP,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,4,35.00,0,0,120,0.00,,stable,14.00,0.83
2022-2026,3,2024,annual,SPI,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,4,35.00,0,0,120,0.00,,stable,14.00,0.83
2018-2022,3,2020,annual,RS,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,35.00,0,0,120,0.00,,stable,14.00,0.83
1998-2002,2,1999,annual,PP,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,35.00,0,0,120,0.00,,stable,14.00,0.83
2002-2006,1,2002,annual,SKÅ,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,4,,,0,120,,,baseline,14.00,0.83
2026-2030,4,2029,annual,C,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,1,35.00,0,0,120,0.00,,stable,14.00,0.83
2010-2014,1,2010,annual,NYD,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,,,0,120,,,baseline,14.00,0.83
1994-1998,3,1996,annual,FI,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,2,35.00,0,0,120,0.00,,stable,14.00,0.83
2022-2026,1,2022,annual,C,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,1,,,0,120,,,baseline,14.00,0.83
2002-2006,4,2005,annual,SPI,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,4,35.00,0,0,120,0.00,,stable,14.00,0.83
1998-2002,2,1999,annual,SPI,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,4,35.00,0,0,120,0.00,,stable,14.00,0.83
2002-2006,2,2003,annual,DjuP,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,1,35.00,0,0,120,0.00,,stable,14.00,0.83
2006-2010,4,2009,annual,SKÅ,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,4,35.00,0,0,120,0.00,,stable,14.00,0.83
2006-2010,1,2006,annual,-,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,1,,,0,120,,,baseline,14.00,0.83
1998-2002,3,2000,annual,V,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,4,35.00,0,0,120,0.00,,stable,14.00,0.83
2010-2014,2,2011,annual,SKÅ,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,4,35.00,0,0,120,0.00,,stable,14.00,0.83
2018-2022,1,2018,annual,K,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,2,,,0,120,,,baseline,14.00,0.83
1994-1998,2,1995,annual,SKÅ,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,4,35.00,0,0,120,0.00,,stable,14.00,0.83
1994-1998,3,1996,annual,NorrS,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,35.00,0,0,120,0.00,,stable,14.00,0.83
2002-2006,2,2003,annual,---,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,1,35.00,0,0,120,0.00,,stable,14.00,0.83
2010-2014,4,2013,annual,C,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,1,35.00,0,0,120,0.00,,stable,14.00,0.83
1994-1998,3,1996,annual,SD,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,4,35.00,0,0,120,0.00,,stable,14.00,0.83
2026-2030,4,2029,annual,DjuP,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,1,35.00,0,0,120,0.00,,stable,14.00,0.83
1994-1998,2,1995,annual,FI,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,1,35.00,0,0,120,0.00,,stable,14.00,0.83
2002-2006,1,2002,annual,VägV,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,4,,,0,120,,,baseline,14.00,0.83
2014-2018,2,2015,annual,SOC.P,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,4,35.00,0,0,120,0.00,,stable,14.00,0.83
2002-2006,4,2005,annual,MP,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,35.00,0,0,120,0.00,,stable,14.00,0.83
2014-2018,4,2017,annual,LBPO,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,35.00,0,0,120,0.00,,stable,14.00,0.83
2014-2018,1,2014,annual,VägV,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,4,,,0,120,,,baseline,14.00,0.83
1998-2002,1,1998,annual,C,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,1,,,0,120,,,baseline,14.00,0.83
2030-2034,1,2030,annual,C,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,1,,,0,30,,,baseline,14.00,3.33
2002-2006,4,2005,annual,C,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,1,35.00,0,0,120,0.00,,stable,14.00,0.83
2010-2014,1,2010,annual,FI,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,1,,,0,120,,,baseline,14.00,0.83
1998-2002,1,1998,annual,---,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,1,,,0,120,,,baseline,14.00,0.83
2030-2034,1,2030,annual,S,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,,,0,30,,,baseline,14.00,3.33
2026-2030,1,2026,annual,S,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,,,0,120,,,baseline,14.00,0.83
2002-2006,4,2005,annual,DjuP,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,1,35.00,0,0,120,0.00,,stable,14.00,0.83
1998-2002,1,1998,annual,V,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,4,,,0,120,,,baseline,14.00,0.83
2022-2026,1,2022,annual,LBPO,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,,,0,120,,,baseline,14.00,0.83
2006-2010,4,2009,annual,C,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,1,35.00,0,0,120,0.00,,stable,14.00,0.83
2030-2034,1,2030,annual,RS,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,,,0,30,,,baseline,14.00,3.33
1998-2002,3,2000,annual,SOC.P,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,4,35.00,0,0,120,0.00,,stable,14.00,0.83
1994-1998,4,1997,annual,NYD,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,35.00,0,0,120,0.00,,stable,14.00,0.83
2018-2022,1,2018,annual,FP,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,2,,,0,120,,,baseline,14.00,0.83
2014-2018,4,2017,annual,RS,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,35.00,0,0,120,0.00,,stable,14.00,0.83
2014-2018,4,2017,annual,PP,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,35.00,0,0,120,0.00,,stable,14.00,0.83
2022-2026,3,2024,annual,SD,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,4,35.00,0,0,120,0.00,,stable,14.00,0.83
2010-2014,1,2010,annual,VägV,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,4,,,0,120,,,baseline,14.00,0.83
2026-2030,3,2028,annual,-,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,1,35.00,0,0,120,0.00,,stable,14.00,0.83
2022-2026,3,2024,annual,FP,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,2,35.00,0,0,120,0.00,,stable,14.00,0.83
2010-2014,4,2013,annual,K,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,2,35.00,0,0,120,0.00,,stable,14.00,0.83
2002-2006,1,2002,annual,KD,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,2,,,0,120,,,baseline,14.00,0.83
2026-2030,3,2028,annual,ALP,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,1,35.00,0,0,120,0.00,,stable,14.00,0.83
2018-2022,3,2020,annual,V,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,4,35.00,0,0,120,0.00,,stable,14.00,0.83
2018-2022,3,2020,annual,SOC.P,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,4,35.00,0,0,120,0.00,,stable,14.00,0.83
2026-2030,3,2028,annual,FP,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,2,35.00,0,0,120,0.00,,stable,14.00,0.83
2030-2034,1,2030,annual,K,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,2,,,0,30,,,baseline,14.00,3.33
1998-2002,1,1998,annual,SD,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,4,,,0,120,,,baseline,14.00,0.83
2014-2018,2,2015,annual,L,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,2,35.00,0,0,120,0.00,,stable,14.00,0.83
2026-2030,2,2027,annual,L,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,2,35.00,0,0,120,0.00,,stable,14.00,0.83
2014-2018,4,2017,annual,DjuP,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,1,35.00,0,0,120,0.00,,stable,14.00,0.83
1998-2002,3,2000,annual,FP,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,2,35.00,0,0,120,0.00,,stable,14.00,0.83
2002-2006,4,2005,annual,VägV,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,4,35.00,0,0,120,0.00,,stable,14.00,0.83
2026-2030,2,2027,annual,RS,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,35.00,0,0,120,0.00,,stable,14.00,0.83
2026-2030,1,2026,annual,KLP,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,2,,,0,120,,,baseline,14.00,0.83
2014-2018,2,2015,annual,JL,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,2,35.00,0,0,120,0.00,,stable,14.00,0.83
1994-1998,3,1996,annual,MP,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,35.00,0,0,120,0.00,,stable,14.00,0.83
2030-2034,1,2030,annual,-,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,1,,,0,30,,,baseline,14.00,3.33
2014-2018,2,2015,annual,ALP,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,1,35.00,0,0,120,0.00,,stable,14.00,0.83
2002-2006,4,2005,annual,LBPO,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,35.00,0,0,120,0.00,,stable,14.00,0.83
2010-2014,3,2012,annual,-,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,1,35.00,0,0,120,0.00,,stable,14.00,0.83
2030-2034,1,2030,annual,SKÅ,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,4,,,0,30,,,baseline,14.00,3.33
2018-2022,3,2020,annual,FI,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,2,35.00,0,0,120,0.00,,stable,14.00,0.83
2026-2030,3,2028,annual,KLP,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,2,35.00,0,0,120,0.00,,stable,14.00,0.83
1994-1998,4,1997,annual,SD,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,4,35.00,0,0,120,0.00,,stable,14.00,0.83
2006-2010,4,2009,annual,MP,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,35.00,0,0,120,0.00,,stable,14.00,0.83
2010-2014,2,2011,annual,K,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,2,35.00,0,0,120,0.00,,stable,14.00,0.83
2010-2014,3,2012,annual,K,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,2,35.00,0,0,120,0.00,,stable,14.00,0.83
2022-2026,4,2025,annual,-,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,1,35.00,0,0,120,0.00,,stable,14.00,0.83
2010-2014,1,2010,annual,ENH,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,1,,,0,120,,,baseline,14.00,0.83
2010-2014,2,2011,annual,V,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,4,35.00,0,0,120,0.00,,stable,14.00,0.83
2014-2018,2,2015,annual,S,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,35.00,0,0,120,0.00,,stable,14.00,0.83
2010-2014,4,2013,annual,KrVP,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,2,35.00,0,0,120,0.00,,stable,14.00,0.83
2026-2030,3,2028,annual,---,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,1,35.00,0,0,120,0.00,,stable,14.00,0.83
2002-2006,1,2002,annual,NorrS,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,,,0,120,,,baseline,14.00,0.83
2026-2030,1,2026,annual,RS,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,,,0,120,,,baseline,14.00,0.83
2014-2018,2,2015,annual,FI,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,1,35.00,0,0,120,0.00,,stable,14.00,0.83
2010-2014,1,2010,annual,EAP,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,1,,,0,120,,,baseline,14.00,0.83
1998-2002,2,1999,annual,LBPO,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,35.00,0,0,120,0.00,,stable,14.00,0.83
1994-1998,3,1996,annual,ALP,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,1,35.00,0,0,120,0.00,,stable,14.00,0.83
2022-2026,3,2024,annual,SOC.P,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,4,35.00,0,0,120,0.00,,stable,14.00,0.83
2018-2022,3,2020,annual,EAP,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,1,35.00,0,0,120,0.00,,stable,14.00,0.83
2018-2022,4,2021,annual,FI,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,2,35.00,0,0,120,0.00,,stable,14.00,0.83
2002-2006,2,2003,annual,ENH,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,1,35.00,0,0,120,0.00,,stable,14.00,0.83
2002-2006,1,2002,annual,M,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,,,0,120,,,baseline,14.00,0.83
2030-2034,1,2030,annual,JL,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,2,,,0,30,,,baseline,14.00,3.33
2006-2010,1,2006,annual,C,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,1,,,0,120,,,baseline,14.00,0.83
2006-2010,3,2008,annual,S,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,4,35.00,0,0,120,0.00,,stable,14.00,0.83
2018-2022,2,2019,annual,ENH,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,1,35.00,0,0,120,0.00,,stable,14.00,0.83
2018-2022,1,2018,annual,DjuP,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,1,,,0,120,,,baseline,14.00,0.83
2030-2034,1,2030,annual,NorrS,35.00,0,0,0.00,0.00,0,0.00,0,1,1,0,3,,,0,30,,,baseline,14.00,3.33
