userid,dbid,toplevel,queryid,query,plans,total_plan_time,min_plan_time,max_plan_time,mean_plan_time,stddev_plan_time,calls,total_exec_time,min_exec_time,max_exec_time,mean_exec_time,stddev_exec_time,rows,shared_blks_hit,shared_blks_read,shared_blks_dirtied,shared_blks_written,local_blks_hit,local_blks_read,local_blks_dirtied,local_blks_written,temp_blks_read,temp_blks_written,blk_read_time,blk_write_time,temp_blk_read_time,temp_blk_write_time,wal_records,wal_fpi,wal_bytes,jit_functions,jit_generation_time,jit_inlining_count,jit_inlining_time,jit_optimization_count,jit_optimization_time,jit_emission_count,jit_emission_time
10,16385,t,7212741653730760686,COMMENT ON COLUMN public.sweden_municipality_election_0.first_round IS 'DATA.Public GDPR.NA',0,0,0,0,0,0,1,0.114424,0.114424,0.114424,0.114424,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,159,0,0,0,0,0,0,0,0
10,16385,t,8150661065816900567,COMMENT ON COLUMN public.assignment_element.detail IS 'DATA.Public GDPR.Personal',0,0,0,0,0,0,1,0.076664,0.076664,0.076664,0.076664,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,165,0,0,0,0,0,0,0,0
10,16385,f,3762829239777940768,"/* Then we can drop them */
DROP VIEW pg_stat_statements",0,0,0,0,0,0,3,0.478066,0.121918,0.190317,0.15935533333333332,0.028296719413309298,0,403,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,6318,0,0,0,0,0,0,0,0
16384,16385,t,-5449494104262188815,COPY  ( SELECT * FROM public.view_riksdagen_party_coalition_evolution ORDER BY random ( ) LIMIT 0 ) TO STDOUT WITH CSV HEADER,0,0,0,0,0,0,1,1.171628,1.171628,1.171628,1.171628,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,t,-6573128479416707659,"ALTER TABLE ONLY public.document_status_container
    ADD CONSTRAINT fk_86c52yf22uk0bpcs1qoc3aeyv FOREIGN KEY (document_attachment_containe_0) REFERENCES public.document_attachment_container(hjid)",0,0,0,0,0,0,1,0.538068,0.538068,0.538068,0.538068,0,0,174,1,1,1,0,0,0,0,0,0,0.014638,0.012473,0,0,48,0,8151,0,0,0,0,0,0,0,0
10,16385,t,4263764185933482653,"ALTER TABLE ONLY public.sweden_political_party
    ADD CONSTRAINT fk_c2f4dhdce9p61sg50rnww73c1 FOREIGN KEY (parties_sweden_election_regi_0) REFERENCES public.sweden_election_region(hjid)",0,0,0,0,0,0,1,0.496911,0.496911,0.496911,0.496911,0,0,185,2,0,0,0,0,0,0,0,0,0.022993,0,0,0,46,0,4149,0,0,0,0,0,0,0,0
16384,16385,f,-1822349172987761615,REFRESH MATERIALIZED VIEW public.view_riksdagen_politician_document,0,0,0,0,0,0,2,13.585186,6.690035,6.895151,6.792593,0.10255800000000015,0,3035,0,6,3,0,0,0,0,0,0,0,0.038582,0,0,508,17,71627,0,0,0,0,0,0,0,0
10,16385,t,1727469565293995040,COMMENT ON COLUMN public.sweden_county_electoral_regi_1.code IS 'DATA.Public GDPR.NA',0,0,0,0,0,0,1,0.120876,0.120876,0.120876,0.120876,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,159,0,0,0,0,0,0,0,0
16384,16385,f,-6153399139979643861,SELECT COUNT(*) FROM public.view_riksdagen_politician_decision_pattern,1,0.541015,0.541015,0.541015,0.541015,0,1,0.009378000000000001,0.009378000000000001,0.009378000000000001,0.009378000000000001,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,t,-1332379995738531451,"ALTER TABLE ONLY public.sweden_municipality_election_0
    ADD CONSTRAINT sweden_municipality_election_0_pkey PRIMARY KEY (hjid)",0,0,0,0,0,0,1,1.078181,1.078181,1.078181,1.078181,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,2795,0,0,0,0,0,0,0,0
16384,16385,t,-2010345667430201340,"COPY  ( SELECT role_description AS value, COUNT ( * ) AS count FROM document_person_reference_da_0 WHERE role_description IS NOT NULL GROUP BY role_description ORDER BY count DESC, role_description LIMIT 1000 ) TO STDOUT WITH CSV HEADER",0,0,0,0,0,0,1,0.086632,0.086632,0.086632,0.086632,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,f,282311385615370361,"SELECT fk.""global_id_fk"" FROM ONLY ""public"".""jv_snapshot"" fk LEFT OUTER JOIN ONLY ""public"".""jv_global_id"" pk ON ( pk.""global_id_pk"" OPERATOR(pg_catalog.=) fk.""global_id_fk"") WHERE pk.""global_id_pk"" IS NULL AND (fk.""global_id_fk"" IS NOT NULL)",1,0.077505,0.077505,0.077505,0.077505,0,1,0.0027760000000000003,0.0027760000000000003,0.0027760000000000003,0.0027760000000000003,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,t,-7576130498240661900,COMMENT ON COLUMN public.sweden_election_region.county_id IS 'DATA.Public GDPR.NA',0,0,0,0,0,0,1,0.10107,0.10107,0.10107,0.10107,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,159,0,0,0,0,0,0,0,0
10,16385,t,-4628567556127716962,"ALTER TABLE ONLY public.person_detail_element
    ADD CONSTRAINT fk_a6syxeadcisfnnfjqemog93qd FOREIGN KEY (detail_list_person_detail_el_0) REFERENCES public.detail_element(hjid)",0,0,0,0,0,0,1,0.456836,0.456836,0.456836,0.456836,0,0,178,1,0,0,0,0,0,0,0,0,0.0159,0,0,0,44,0,4011,0,0,0,0,0,0,0,0
10,16385,f,-3001077671193128586,"-- Register a view on the function for ease of use.
CREATE VIEW pg_stat_statements AS
  SELECT * FROM pg_stat_statements(true)",0,0,0,0,0,0,4,9.478588,0.596859,6.972248,2.369647,2.661756937092585,0,1031,0,6,6,0,0,0,0,0,0,0,0.095097,0,0,412,0,59947,0,0,0,0,0,0,0,0
10,16385,f,7737387123518792177,"SELECT fk.""events_application_session_h_0"" FROM ONLY ""public"".""application_action_event"" fk LEFT OUTER JOIN ONLY ""public"".""application_session"" pk ON ( pk.""hjid"" OPERATOR(pg_catalog.=) fk.""events_application_session_h_0"") WHERE pk.""hjid"" IS NULL AND (fk.""events_application_session_h_0"" IS NOT NULL)",1,0.414165,0.414165,0.414165,0.414165,0,1,0.0030759999999999997,0.0030759999999999997,0.0030759999999999997,0.0030759999999999997,0,0,159,11,0,0,0,0,0,0,0,0,0.108083,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,f,-4081882617077491365,"SELECT fk.""detail_list_person_detail_el_0"" FROM ONLY ""public"".""person_detail_element"" fk LEFT OUTER JOIN ONLY ""public"".""detail_element"" pk ON ( pk.""hjid"" OPERATOR(pg_catalog.=) fk.""detail_list_person_detail_el_0"") WHERE pk.""hjid"" IS NULL AND (fk.""detail_list_person_detail_el_0"" IS NOT NULL)",1,0.099085,0.099085,0.099085,0.099085,0,1,0.002955,0.002955,0.002955,0.002955,0,0,25,1,0,0,0,0,0,0,0,0,0.0159,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16384,16385,f,6254383732282640684,"COPY  ( SELECT document_category AS value, COUNT ( * ) AS count FROM document_status_container WHERE document_category IS NOT NULL GROUP BY document_category ORDER BY count DESC, document_category LIMIT $1 ) TO STDOUT WITH CSV HEADER",1,0.048291,0.048291,0.048291,0.048291,0,1,0.004368,0.004368,0.004368,0.004368,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,t,5520447758079076650,CREATE INDEX idx_gov_body_name ON public.government_body_data USING btree (name),0,0,0,0,0,0,1,0.676709,0.676709,0.676709,0.676709,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,1686,0,0,0,0,0,0,0,0
16384,16385,t,-3020197419609077668,"COPY  ( SELECT rm AS value, COUNT ( * ) AS count FROM document_element WHERE rm IS NOT NULL GROUP BY rm ORDER BY count DESC, rm LIMIT 2000 ) TO STDOUT WITH CSV HEADER",0,0,0,0,0,0,1,0.081693,0.081693,0.081693,0.081693,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16384,16385,f,-3460631476371876721,REFRESH MATERIALIZED VIEW public.view_worldbank_indicator_data_country_summary,0,0,0,0,0,0,1,2.163207,2.163207,2.163207,2.163207,0,0,858,0,3,1,0,0,0,0,0,0,0,0.012394,0,0,184,3,33204,0,0,0,0,0,0,0,0
10,16385,t,-5930257329542554205,"CREATE VIEW public.view_application_action_event_page_annual_summary AS
 SELECT page AS embedded_id_page,
    date_trunc('year'::text, created_date) AS embedded_id_created_date,
    count(*) AS hits,
    percent_rank() OVER (PARTITION BY (date_trunc('year'::text, created_date)) ORDER BY (count(*)) DESC) AS rank_percentage,
    rank() OVER (PARTITION BY (date_trunc('year'::text, created_date)) ORDER BY (count(*)) DESC) AS rank
   FROM public.application_action_event
  WHERE (page IS NOT NULL)
  GROUP BY page, (date_trunc('year'::text, created_date))
  ORDER BY (date_trunc('year'::text, created_date)), (count(*)) DESC",0,0,0,0,0,0,1,0.800169,0.800169,0.800169,0.800169,0,0,419,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,6575,0,0,0,0,0,0,0,0
10,16385,t,-3177506847617167046,COMMENT ON COLUMN public.application_session.hjid IS 'DATA.Sensitive GDPR.Personal',0,0,0,0,0,0,1,0.095729,0.095729,0.095729,0.095729,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,225,0,0,0,0,0,0,0,0
16384,16385,f,238410598408167409,ANALYZE public.view_riksdagen_committee_ballot_decision_party_summary,0,0,0,0,0,0,1,0.372579,0.372579,0.372579,0.372579,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,506,0,0,0,0,0,0,0,0
10,16385,t,2981930230415622762,"COMMENT ON VIEW public.view_riksdagen_pre_election_quarterly_activity IS 'Enhanced multi-dimensional Q4 (October-December) aggregate activity analysis comparing election years vs non-election years. Detects pre-election surge patterns (>1.5x baseline) across voting, documents, assignments, and party effectiveness. Features: year-over-year comparison, z-score calculation for multiple dimensions, party-level context, committee productivity metrics, activity classification. Data Sources (META/META level): view_politician_behavioral_trends (voting), view_riksdagen_politician_document (documents), view_riksdagen_politician_role_evolution (roles), view_party_effectiveness_trends (party performance), view_committee_productivity (committee metrics). Election years: 2002, 2006, 2010, 2014, 2018, 2022, 2026. Framework 1: Temporal Analysis + Framework 3: Pattern Recognition. Use Case: Comprehensive system-wide pre-election activity detection across all behavioral dimensions with party and committee context, cross-election cycle comparison.'",0,0,0,0,0,0,1,0.673732,0.673732,0.673732,0.673732,0,0,28,0,1,1,0,0,0,0,0,0,0,0.013535,0,0,2,0,1113,0,0,0,0,0,0,0,0
10,16385,t,3487508988642734921,"CREATE VIEW public.view_riksdagen_party_decision_flow AS
 SELECT dpr.party_short_code AS party,
    dpd.committee,
    dpd.decision_type,
    dd.org AS committee_org,
    date_trunc('month'::text, (dd.made_public_date)::timestamp with time zone) AS decision_month,
    EXTRACT(year FROM dd.made_public_date) AS decision_year,
    EXTRACT(month FROM dd.made_public_date) AS decision_month_num,
    count(*) AS total_proposals,
    count(*) FILTER (WHERE ((upper((dpd.chamber)::text) ~~ '%BIFALL%'::text) OR (upper((dpd.chamber)::text) ~~ '%GODKÄNT%'::text) OR (upper((dpd.chamber)::text) ~~ '%BIFALLA%'::text))) AS approved_proposals,
    count(*) FILTER (WHERE ((upper((dpd.chamber)::text) ~~ '%AVSLAG%'::text) OR (upper((dpd.chamber)::text) ~~ '%AVSLÅ%'::text))) AS rejected_proposals,
    count(*) FILTER (WHERE ((upper((dpd.chamber)::text) ~~ '%ÅTERFÖRVISNING%'::text) OR (upper((dpd.chamber)::text) ~~ '%ÅTERFÖRVISA%'::text))) AS referred_back_proposals,
    count(*) FILTER (WHERE ((upper((dpd.chamber)::text) !~~ '%BIFALL%'::text) AND (upper((dpd.chamber)::text) !~~ '%AVSLAG%'::text) AND (upper((dpd.chamber)::text) !~~ '%GODKÄNT%'::text) AND (upper((dpd.chamber)::text) !~~ '%BIFALLA%'::text) AND (upper((dpd.chamber)::text) !~~ '%AVSLÅ%'::text) AND (upper((dpd.chamber)::text) !~~ '%ÅTERFÖRVISNING%'::text) AND (upper((dpd.chamber)::text) !~~ '%ÅTERFÖRVISA%'::text))) AS other_decisions,
    round(((100.0 * (count(*) FILTER (WHERE ((upper((dpd.chamber)::text) ~~ '%BIFALL%'::text) OR (upper((dpd.chamber)::text) ~~ '%GODKÄNT%'::text) OR (upper((dpd.chamber)::text) ~~ '%BIFALLA%'::text))))::numeric) / (NULLIF(count(*), 0))::numeric), 2) AS approval_rate,
    round(((100.0 * (count(*) FILTER (WHERE ((upper((dpd.chamber)::text) ~~ '%AVSLAG%'::text) OR (upper((dpd.chamber)::text) ~~ '%AVSLÅ%'::text))))::numeric) / (NULLIF(count(*), 0))::numeric), 2) AS rejection_rate,
    min(dd.made_public_date) AS earliest_decision_date,
    max(dd.made_public_date) AS latest_decision_date
   FROM (((((public.document_proposal_data dpd
     JOIN public.document_proposal_container dpc ON ((dpc.proposal_document_proposal_c_0 = dpd.hjid)))
     JOIN public.document_status_container dsc ON ((dsc.document_proposal_document_s_0 = dpc.hjid)))
     JOIN public.document_data dd ON (((dd.id)::text = (dsc.document_document_status_con_0)::text)))
     LEFT JOIN public.document_person_reference_co_0 dprc ON ((dprc.hjid = dsc.document_person_reference_co_1)))
     LEFT JOIN public.document_person_reference_da_0 dpr ON ((dpr.document_person_reference_li_1 = dprc.hjid)))
  WHERE ((dpd.chamber IS NOT NULL) AND (dpd.committee IS NOT NULL) AND (dd.made_public_date IS NOT NULL) AND (length((dpd.chamber)::text) >= 6) AND (length((dpd.chamber)::text) <= 29))
  GROUP BY dpr.party_short_code, dpd.committee, dpd.decision_type, dd.org, (date_trunc('month'::text, (dd.made_public_date)::timestamp with time zone)), (EXTRACT(year FROM dd.made_public_date)), (EXTRACT(month FROM dd.made_public_date))
 HAVING (count(*) > 0)
  ORDER BY (EXTRACT(year FROM dd.made_public_date)) DESC, (EXTRACT(month FROM dd.made_public_date)) DESC, dpr.party_short_code, dpd.committee",0,0,0,0,0,0,1,1.568719,1.568719,1.568719,1.568719,0,0,230,0,1,1,0,0,0,0,0,0,0,0.011772,0,0,105,0,19867,0,0,0,0,0,0,0,0
10,16385,t,-9104889343237520311,COMMENT ON COLUMN public.sweden_parliament_electoral__1.number_of_seats IS 'DATA.Public GDPR.NA',0,0,0,0,0,0,1,0.092974,0.092974,0.092974,0.092974,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,159,0,0,0,0,0,0,0,0
10,16385,t,1261006092280286590,COMMENT ON COLUMN public.qrtz_triggers.job_group IS 'DATA.Sensitive GDPR.NA',0,0,0,0,0,0,1,0.103935,0.103935,0.103935,0.103935,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,162,0,0,0,0,0,0,0,0
16384,16385,f,-7855803020725195580,COPY  ( SELECT * FROM public.qrtz_paused_trigger_grps ORDER BY random ( ) LIMIT $1 ) TO STDOUT CSV HEADER,1,0.056286,0.056286,0.056286,0.056286,0,1,0.000812,0.000812,0.000812,0.000812,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,t,-6175803382211738602,COMMENT ON COLUMN public.language_content_data.from_language IS 'DATA.Public GDPR.NA',0,0,0,0,0,0,1,0.104676,0.104676,0.104676,0.104676,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,159,0,0,0,0,0,0,0,0
10,16385,t,-6115951403233008341,COMMENT ON COLUMN public.vote_meta_data.proffessional_behavior IS 'DATA.Public GDPR.Personal',0,0,0,0,0,0,1,0.10167,0.10167,0.10167,0.10167,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,165,0,0,0,0,0,0,0,0
10,16385,t,178548230703901228,"CREATE VIEW public.view_application_action_event_page_element_hourly_summary AS
 SELECT page AS embedded_id_page,
    element_id AS embedded_id_element_id,
    date_trunc('hour'::text, created_date) AS embedded_id_created_date,
    count(*) AS hits,
    percent_rank() OVER (PARTITION BY page, (date_trunc('hour'::text, created_date)) ORDER BY (date_trunc('hour'::text, created_date)), (count(*)) DESC) AS rank_percentage,
    rank() OVER (PARTITION BY page, (date_trunc('hour'::text, created_date)) ORDER BY (date_trunc('hour'::text, created_date)), (count(*)) DESC) AS rank
   FROM public.application_action_event
  WHERE ((page IS NOT NULL) AND (element_id IS NOT NULL) AND ((element_id)::text <> ''::text))
  GROUP BY page, element_id, (date_trunc('hour'::text, created_date))
  ORDER BY (date_trunc('hour'::text, created_date)), (count(*)) DESC",0,0,0,0,0,0,1,0.530243,0.530243,0.530243,0.530243,0,0,126,0,2,2,0,0,0,0,0,0,0,0.022362,0,0,55,0,8294,0,0,0,0,0,0,0,0
10,16385,t,9080557063710738961,COMMENT ON COLUMN public.document_proposal_data.decision_type IS 'DATA.Public GDPR.NA',0,0,0,0,0,0,1,0.107171,0.107171,0.107171,0.107171,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,159,0,0,0,0,0,0,0,0
10,16385,t,2361379585449081024,CREATE INDEX idx_politician_summary_vote_date ON public.view_riksdagen_vote_data_ballot_politician_summary USING btree (vote_date),0,0,0,0,0,0,1,1.154093,1.154093,1.154093,1.154093,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,1702,0,0,0,0,0,0,0,0
10,16385,t,8762075711067064767,COMMENT ON COLUMN public.document_data.status IS 'DATA.Public GDPR.NA',0,0,0,0,0,0,1,0.096982,0.096982,0.096982,0.096982,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,159,0,0,0,0,0,0,0,0
10,16385,t,-2280959442371576985,COMMENT ON COLUMN public.document_reference_data.document_reference_list_docu_0 IS 'DATA.Public GDPR.NA',0,0,0,0,0,0,1,0.097463,0.097463,0.097463,0.097463,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,159,0,0,0,0,0,0,0,0
10,16385,t,1739913700011061838,COMMENT ON COLUMN public.document_reference_data.hjid IS 'DATA.Public GDPR.NA',0,0,0,0,0,0,1,0.125896,0.125896,0.125896,0.125896,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,218,0,0,0,0,0,0,0,0
10,16385,t,-4111507683268790259,COMMENT ON COLUMN public.application_action_event.application_operation IS 'DATA.Sensitive GDPR.Personal',0,0,0,0,0,0,1,0.077645,0.077645,0.077645,0.077645,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,168,0,0,0,0,0,0,0,0
10,16385,t,-4037305820360025088,COMMENT ON COLUMN public.person_element.image_url_max IS 'DATA.Public GDPR.Personal',0,0,0,0,0,0,1,0.105517,0.105517,0.105517,0.105517,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,165,0,0,0,0,0,0,0,0
10,16385,t,2764015865162263523,COMMENT ON COLUMN public.qrtz_simple_triggers.repeat_interval IS 'DATA.Sensitive GDPR.NA',0,0,0,0,0,0,1,0.093976,0.093976,0.093976,0.093976,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,162,0,0,0,0,0,0,0,0
16384,16385,f,1444683404438561527,REFRESH MATERIALIZED VIEW public.view_riksdagen_vote_data_ballot_summary_weekly,0,0,0,0,0,0,1,2.541876,2.541876,2.541876,2.541876,0,0,831,0,2,1,0,0,0,0,0,0,0,0.014327,0,0,223,3,29591,0,0,0,0,0,0,0,0
16384,16385,f,-9129068013197742634,"COPY  ( SELECT decision_type AS value, COUNT ( * ) AS count FROM committee_proposal_data WHERE decision_type IS NOT NULL GROUP BY decision_type ORDER BY count DESC, decision_type LIMIT $1 ) TO STDOUT WITH CSV HEADER",1,0.04833,0.04833,0.04833,0.04833,0,1,0.004449,0.004449,0.004449,0.004449,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16384,16385,t,1919135394164347330,COPY  ( SELECT * FROM public.document_detail_data ORDER BY random ( ) LIMIT 0 ) TO STDOUT CSV HEADER,0,0,0,0,0,0,1,0.068639,0.068639,0.068639,0.068639,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16384,16385,f,-2159052973401156356,"COPY  ( SELECT vote AS value, COUNT ( * ) AS count FROM vote_data WHERE vote IS NOT NULL GROUP BY vote ORDER BY count DESC, vote LIMIT $1 ) TO STDOUT WITH CSV HEADER",1,0.120646,0.120646,0.120646,0.120646,0,1,0.0046890000000000005,0.0046890000000000005,0.0046890000000000005,0.0046890000000000005,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16384,16385,f,7389806165080435594,COPY  ( SELECT * FROM public.document_detail_container ORDER BY random ( ) LIMIT $1 ) TO STDOUT CSV HEADER,1,0.0484,0.0484,0.0484,0.0484,0,1,0.000861,0.000861,0.000861,0.000861,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16384,16385,t,8360542774371345965,"COPY  ( WITH temporal_buckets AS ( SELECT *, DATE_TRUNC ( 'month' , period_start ) AS time_bucket, ROW_NUMBER ( ) OVER ( PARTITION BY DATE_TRUNC ( 'month' , period_start ) ORDER BY random ( ) ) AS rn FROM public.view_ministry_effectiveness_trends ) SELECT * FROM temporal_buckets WHERE rn = 1 ORDER BY time_bucket DESC LIMIT 0 ) TO STDOUT WITH CSV HEADER",0,0,0,0,0,0,1,0.904836,0.904836,0.904836,0.904836,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,t,-3423549024828387054,COMMENT ON COLUMN public.qrtz_simple_triggers.repeat_count IS 'DATA.Sensitive GDPR.NA',0,0,0,0,0,0,1,0.097242,0.097242,0.097242,0.097242,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,162,0,0,0,0,0,0,0,0
16384,16385,t,-1991550836451309559,COPY  ( SELECT * FROM public.document_detail_container ORDER BY random ( ) LIMIT 0 ) TO STDOUT CSV HEADER,0,0,0,0,0,0,1,0.115336,0.115336,0.115336,0.115336,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16384,16385,f,9058150907875306320,SELECT COUNT(*) FROM public.view_riksdagen_party_electoral_trends,1,1.58379,1.58379,1.58379,1.58379,0,1,0.013023999999999999,0.013023999999999999,0.013023999999999999,0.013023999999999999,0,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,t,-4395383298402057826,COMMENT ON COLUMN public.detail_data.detail IS 'DATA.Public GDPR.Personal',0,0,0,0,0,0,1,0.098785,0.098785,0.098785,0.098785,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,165,0,0,0,0,0,0,0,0
10,16385,t,-5461254523346261663,"CREATE INDEX idx_qrtz_t_n_g_state ON public.qrtz_triggers USING btree (sched_name, trigger_group, trigger_state)",0,0,0,0,0,0,1,0.705793,0.705793,0.705793,0.705793,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,2618,0,0,0,0,0,0,0,0
10,16385,t,6978723751962975478,"CREATE TABLE public.indicators_element (
    hjid bigint NOT NULL,
    page numeric,
    pages numeric,
    per_page numeric,
    total numeric
)",0,0,0,0,0,0,1,0.98564,0.98564,0.98564,0.98564,0,0,252,0,1,1,0,0,0,0,0,0,0,0.012233,0,0,102,1,10884,0,0,0,0,0,0,0,0
16384,16385,f,8356736892061273101,view_record.schemaname,1,0.001222,0.001222,0.001222,0.001222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,t,-7130637479031592076,"CREATE TABLE public.committee_proposal_container (
    hjid bigint NOT NULL
)",0,0,0,0,0,0,1,0.220453,0.220453,0.220453,0.220453,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,4235,0,0,0,0,0,0,0,0
16384,16385,f,-760193575071821502,SELECT COUNT(*) FROM public.view_riksdagen_party_summary,1,0.696767,0.696767,0.696767,0.696767,0,1,0.007673999999999999,0.007673999999999999,0.007673999999999999,0.007673999999999999,0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,t,-8202998676154375711,COMMENT ON COLUMN public.against_proposal_data.proposal_issue_number IS 'DATA.Public GDPR.NA',0,0,0,0,0,0,1,0.073718,0.073718,0.073718,0.073718,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,159,0,0,0,0,0,0,0,0
16384,16385,t,-3899851020462317747,"COPY  ( SELECT assignment_type AS value, COUNT ( * ) AS count FROM assignment_element WHERE assignment_type IS NOT NULL GROUP BY assignment_type ORDER BY count DESC, assignment_type LIMIT 1000 ) TO STDOUT WITH CSV HEADER",0,0,0,0,0,0,1,0.119965,0.119965,0.119965,0.119965,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16384,16385,f,-7462742192299567136,SELECT COUNT(*) FROM public.view_riksdagen_politician_longevity_analysis,1,0.292308,0.292308,0.292308,0.292308,0,1,0.007324,0.007324,0.007324,0.007324,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16384,16385,t,6650430479887907887,BEGIN,0,0,0,0,0,0,53114,25.058927000002367,0.00028,0.026289,0.00047179513875814506,0.00045898075447680406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,t,-723093749801231084,COMMENT ON COLUMN public.sweden_election_type.election_type IS 'DATA.Public GDPR.NA',0,0,0,0,0,0,1,0.091962,0.091962,0.091962,0.091962,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,159,0,0,0,0,0,0,0,0
16384,16385,f,-815553085151496359,SELECT EXISTS(SELECT $1 FROM public.view_riksdagen_org_document_daily_summary LIMIT $2),2,0.061346,0.030067,0.031279,0.030673,0.0006060000000000015,2,0.00541,0.002695,0.002715,0.002705,1.0000000000000026e-05,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16384,16385,t,4596585822553137679,COPY  ( SELECT * FROM public.sweden_county_electoral_area ORDER BY random ( ) LIMIT 0 ) TO STDOUT CSV HEADER,0,0,0,0,0,0,1,0.132378,0.132378,0.132378,0.132378,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,f,6542866971977320159,COMMENT ON ACCESS METHOD hnsw IS 'hnsw index access method',0,0,0,0,0,0,1,0.045405,0.045405,0.045405,0.045405,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,164,0,0,0,0,0,0,0,0
16384,16385,t,-1287536202975269684,COPY  ( SELECT * FROM public.qrtz_blob_triggers ORDER BY random ( ) LIMIT 0 ) TO STDOUT CSV HEADER,0,0,0,0,0,0,1,0.128261,0.128261,0.128261,0.128261,0,0,43,1,0,0,0,0,0,0,0,0,0.007995,0,0,0,0,0,0,0,0,0,0,0,0,0,0
