person_id,person_name,party,total
0404025497421,Birgitta Ohlsson,L,615
0236051814311,Mikael Jansson,SD,266
0393583311409,Lars Lindén,KD,250
0372414474424,Oskar Svärd,M,12
0841352877309,Stig Sandström,V,57
0522460069116,Cecilia Magnusson ,M,6
0899169869710,Helena Gellerman,L,33
0314794471216,Anna Starbrink,L,4
0972914963202,Björn Kaaling,S,7
0970400972210,Hans Backman,L,374
0456066032422,Mathias Sundin,L,172
0652944607906,Cristina Husmark Pehrsson,m,419
0226631365426,Mikael Larsson,C,114
0679667648714,Marianne Berg,V,524
0469384565811,Anders Alftberg,SD,18
0990007083418,Lars Ångström ,MP,2
0853813080501,Majléne Westerlund Panke,S,58
0478345475910,Chris Heister,m,103
0272006117024,Jon Thorbjörnson,V,29
0972914963202,Björn Kaaling ,S,1
0573136138218,Krister Örnfjäder,S,538
0699787174310,Lotta Hedström,MP,156
0467253407311,Hans Unander,S,165
0500946976511,Ragnwi Marcelind ,KD,5
088028607414,Lena Asplund,M,161
0503029811325,David Josefsson,M,19
0584386800218,Gunnar Hökmark ,M,23
0914133868703,Barbro Hietala Nordlund,s,204
046703152205,Kent Olsson,m,282
0709749259417,Rickard Persson,MP,9
0921939922800,Arne Kjörnsberg,S,44
0711876203701,Hans Hjortzberg-Nordlund ,M,8
0776705932527,Ciczie Weidby,V,71
0874331493311,Helena Frisk,S,98
0800956862429,Gulan Avci,L,38
0985426914829,Anna Lasses,C,83
0256404677510,Cecilia Engström,KD,32
0000000000000,Maud Ekendahl ,M,10
0414687558527,Maria Weimer,L,253
0977281927618,Thomas Östros,S,80
0737666060225,Joakim Järrebring,S,44
0584386800218,Gunnar Hökmark,m,164
091303475611,Eric Palmqvist,SD,105
0922497728524,Ardalan Shekarabi,S,85
0346261747912,Helena Höij,KD,333
0911916463828,Fredrik Lundh Sammeli,S,409
0764422217512,Lars Engsund,M,16
0565167965311,Eva Sonidsson,S,402
0638497389621,Julia Kronlid,SD,254
0654147472012,Sten Nordin,M,15
0781623040415,Camilla Waltersson Grönvall,M,237
0920901966627,Tony Haddou,V,149
0538982776628,Anton Abele,M,23
0557180142229,Fredrik Lindahl,SD,32
0203071331400,Yvonne Ångström ,L,15
0500463008008,Hans Andersson,V,124
0925451929216,Penilla Gunther,KD,300
0853204119514,Marlene Burwick,S,5
0150118366721,Linda Westerlund Snecker,V,64
0781357446917,Sven-Erik Bucht,S,171
0792733370419,Magnus Oscarsson,KD,151
099099202224,Paulina Brandberg,L,3
057993099726,Magnus Ek,C,19
0344222203323,Dennis Dioukarev,SD,80
0910241260018,Kent Härstedt ,S,1
0892215792827,Torsten Lindström,KD,412
0361652802700,Lennart Fridén,M,110
0330714384902,Inger Strömbom ,KD,21
0321885416125,Rossana Dinamarca,V,786
0857394544302,Henrik S Järrel,M,237
0599661454115,Lena Bäckelin,S,37
0909948830718,Ann-Christin Ahlberg,S,635
0789353702707,Mats Lindberg ,S,1
0285612919302,Ulla Löfgren,M,167
082878762718,Anders Flanking,C,11
0438928446810,Lena Ek ,C,13
0304498908019,Gudrun Brunegård,KD,48
0213183979300,Margareta Persson,S,121
0911067396229,Mattias Vepsä,S,69
0977824845202,Anita Brodén,L,497
0591624095901,Björn Leivik,M,106
0135054091316,Metin Ataseven,M,26
0807438844115,Karin Nilsson,C,109
0844246115721,Eliza Roszkowska Öberg,M,149
0899795917517,Håkan Larsson,C,232
0658094895604,Maggi Mikaelsson,V,187
0204443909416,Johan Hedin,C,122
0961349903416,Rebwar Hassan,MP,5
0692076685824,Camilla Hansén,MP,149
0285352171912,Henrik Ripa,M,33
0855286184126,Jessica Rodén,S,72
0119851690521,David Perez,SD,16
0841352877309,Stig Sandström ,V,2
0860429409414,Désirée Pethrus Engström,KD,243
0150200797210,Mats Sander,M,81
0516879803714,Lars Isovaara,SD,67
0155044813008,Carl-Axel Johansson,m,153
0272604986201,Claes-Göran Brandin ,S,4
089246126523,Elin Lundgren,S,172
0996403729104,Tone Tingsgård,S,92
0644177413119,Stig Henriksson,V,94
0481460392727,Jessica Wetterling,V,93
0116084827614,Mehmet Kaplan,MP,352
0927576375115,Kenth Högström,s,145
0591055036519,Mauricio Rojas,L,109
0457308547314,Karin Svensson Smith,v,340
0283009944701,Ana Maria Narti,L,193
0306286538528,Sofia Damm,KD,114
0823142696709,Lisbeth Staaf-Igelström,S,66
0988598877109,Per-Richard Molén,M,40
031005479013,Per Westerberg ,M,25
0916145693524,Camilla Lindberg,L,68
0412148992926,Hanna Westerén,S,186
0897334717419,Gunnar Strömmer,M,51
0529103571012,Jan R Andersson,M,366
085742305813,Patrik Engström,S,81
0996373560505,Runar Patriksson,L,248
0718937995813,Lars-Arne Staxäng,M,363
0463244199702,Inger Gustafsson,L,1
0241621108903,Bengt Silfverstrand,S,65
0130640724922,Clara Aranda,SD,32
0779329190517,Kjell Jansson,M,47
0299768872013,Per-Samuel Nisser,m,94
0546731406922,Rebecka Le Moine,MP,158
0338278373318,Dan Kihlström ,KD,10
0280164118408,Tommy Ternemar,S,197
0939158389321,Samuel Gonzalez Westling,V,139
0199809132302,Karin Falkmer ,M,10
0183788551910,Åsa Torstensson ,C,3
0834800011503,Birgitta Wistrand,m,90
0000000000000,"","",1
0164935407015,Stig Eriksson ,V,9
0365748677411,Mats Nordberg,SD,55
0703330864716,Inger Fredriksson,C,6
0910241260018,Kent Härstedt,s,296
039655712615,Margareta Pålsson,M,242
064601872511,Catharina Elmsäter-Svärd ,M,5
0900533740700,Marianne Samuelsson ,MP,8
0574355225922,Fredrik Eriksson,SD,64
012576033427,Hannah Bergstedt,S,277
0103624617217,Helén Pettersson i Umeå,S,296
0624040854527,Emma Berginger,MP,70
0480007629014,Michael Hagberg,S,188
0270681733602,Inge Carlsson ,S,1
0590042760718,Annicka Engblom,M,209
0103624617217,Helén Pettersson,S,169
0456070504608,Berit Adolfsson ,M,5
0852475703226,Lorena Delgado Varas,V,40
0266517781926,Christina Örnebjär,L,139
0156396655712,Olle Larsson,SD,15
0577400273410,Ameer Sachet,S,199
0526874284718,Stefan Svanström,KD,22
0433422973328,Kristoffer Lindberg,S,137
0742251416419,Renée Jeryd,S,73
0701022001100,Torgny Johansson,S,1
023451344303,Patrik Norinder ,M,18
0927576375115,Kenth Högström ,S,1
0495661214429,Lorentz Tovatt,MP,13
0980316377627,Lars Hjälmered,M,237
0170585430421,Jimmy Ståhl,SD,118
0466653728712,Denis Begic,S,92
0516528386117,Patrik Björck,S,218
0742883909221,John Weinerhall,M,1
0787533297400,Björn von Sydow,S,80
0114065053815,Rolf Olsson,V,300
0921939922800,Arne Kjörnsberg ,S,1
0489591175704,Ingemar Josefsson ,S,4
0395292877305,Per-Olof Svensson ,S,2
0365797008114,Leif Pettersson,S,197
0911916463828,Fredrik Lundh,S,184
0161597857912,Tuve Skånberg ,KD,9
0447461551212,Per Svedberg,S,169
0951905661227,Christofer Bergenblock,C,106
0319703582208,Björn Hamilton,M,126
0792716417210,Lars Bäckström,V,335
0545733815610,Patrick Reslow,SD,234
0393199907225,Jenny Bengtsson,V,1
0979018047922,Kajsa Lunderquist,M,38
0783069490115,Mirja Räihä,S,76
0875425244515,Ronny Olander ,S,1
0575745085214,Paavo Vallius,S,68
0144183626805,Lennart Värmby ,V,3
0360160202728,Emma Ahlström Köster,M,86
0407081382317,Anna-Caren Sätherberg,S,114
0112333043027,Rasmus Giertz,SD,21
0808145784313,Siw Wittgren-Ahl,S,423
0371013828421,Lars Larsson,SD,2
0883183598315,Lena Sandlin-Hedman ,S,1
0468765214727,Yasmine Posio,V,32
0814945477312,Gunilla Wahlén ,V,1
0184922809505,Ingvar Johnsson,S,9
0627371646324,William Petzäll,SD,11
0836001490919,Ulrika Carlsson,C,90
0698785853314,Agneta Ringman,S,141
0332753845811,Yvonne Ruwaida ,MP,2
0970709885516,Inga-Lill Sjöblom,S,58
0395416536118,Siv Holma ,V,2
0440225263920,Robert Olesen,S,15
0465398691116,Eskil Erlandsson ,C,18
0600784831409,Dag Klackenberg,M,15
0101299073819,Karin Pilsäter,L,359
0590020362617,Cecilia Brinck,M,10
0987224899103,Birger Schlaug,MP,79
0714579775816,Ewa Thalén Finné ,M,9
0951422950012,Anna Ågerfalk,L,2
0980725315516,Lars Leijonborg,L,200
0662364517619,Luciano Astudillo,S,278
027112189005,Leif Carlson ,M,8
0718034011110,Jessika Roswall,M,92
023767922422,Mats Persson,L,260
046703152205,Kent Olsson ,M,16
031005479013,Per Westerberg,m,194
0111697351426,Louise Eklund,L,20
0959102638818,Roger Karlsson,C,40
0906517990916,Marie Weibull Kornias,M,60
0827298177012,Maria Östberg Svanelind,S,1
0208558695314,Ingemar Nilsson,S,195
0200426688007,Elisabeth Fleetwood ,M,5
0911990886006,Solveig Ternström,C,26
0872978640827,Helena Leander,MP,317
0977592683711,Magnus Jacobsson ,KD,20
0376867803913,Agneta Gille,S,357
067992138910,Peter Jeppsson,S,311
0507199415917,Matz Hammarström,MP,52
0468956880528,Mikael Eskilandersson,SD,146
0427321850912,Lars Mejern Larsson,S,408
0320950917801,Inger Nordlander,S,71
0495314169413,Jonas Jacobsson,M,20
0906336297511,Marie Engström,V,516
0214849275619,Christopher Ödmann,MP,51
0157062733618,Jonas Eriksson,MP,232
0377384542907,Chatrine Pålsson,KD,549
0506541436524,Sanne Lennström,S,84
0703309898919,Charlotta L Bjälkebring ,V,4
0630993685307,Ulf Lönnberg,KD,1
0254021157518,Lars Andersson,SD,57
0480339311713,Annika Eclund,KD,246
0492644357418,Per Söderlund,SD,27
0617957067613,Helene Petersson,S,164
0691264514114,Anna Johansson,S,36
0823142696709,Lisbeth Staaf-Igelström ,S,1
0354810740804,Carl Erik Hedlund,M,84
04671560703,Bengt-Ola Ryttar,S,55
0678597762924,Martin Westmont,SD,35
0424684306815,Sedat Dogru,M,5
0397924710612,Ulrika Karlsson,M,106
0328926898814,Marita Ulvskog,S,48
0476336341120,Anna Bergkvist,M,20
0534948028412,Magnus Sjödahl,KD,15
0130789484021,Mattias Bäckström Johansson,SD,206
0714307225418,Sven-Erik Österberg,S,193
0879782396219,Olle Thorell,S,444
0456305921813,Hans Olsson,S,227
0962410717322,Sultan Kayhan,S,22
0500946976511,Ragnwi Marcelind,KD,471
0985943148917,Victoria Tiblom,SD,65
0906365922712,Anne-Marie Pålsson,M,263
0390912778804,Peter Althin,KD,218
0438928446810,Lena Ek,C,357
0731092390302,Sture Arnesson ,V,2
0680329141121,Aron Modig,KD,107
0782242286018,Gunnar Axén,M,345
07776758016,Ewa Larsson,MP,149
079223680900,Åke Carnerö ,KD,3
0905755961314,Lars Elinderson,m,187
0184488075016,Dan Ericsson ,KD,8
0960030082916,Ann-Kristine Johansson,S,592
0731092390302,Sture Arnesson,V,38
0535526562910,Lars Tysklind,L,405
0185503778507,Birgitta Sellén ,C,10
0649200228012,Stefan Wikén,S,16
0432998314415,Annika Duàn,S,1
0251617324715,Katarina Köhler,S,147
0928479652300,Lars Björkman,M,132
0502770250503,Göran Magnusson,S,54
0183544538819,Patrik Jönsson,SD,50
0472335069513,Eva Bengtson Skogsberg,M,60
041911485722,Magdalena Thuresson,M,17
0447198048312,Peter Eriksson,MP,206
0205071690103,Erling Wälivaara ,KD,13
0610162335824,Niklas Sigvardsson,S,66
0123939426106,Märta Johansson,S,15
07921826010,Anna-Belle Strömberg,S,85
0202577142527,Matheus Enholm,SD,10
0330714384902,Inger Strömbom,kd,257
0583257327619,Kerstin Andersson,S,186
0219220227418,Isabella Hökmark,M,39
0630824497414,Jessica Polfjärd,M,142
0488357052317,Mats Pertoft,MP,547
0736583179204,Roy Hansson,M,103
0174490514929,Marcus Andersson,S,17
0836614547702,Kerstin Kristiansson Karlstedt,s,182
0211726202212,Maria Kornevik Jakobsson,C,62
0441733186214,Osama Ali Maher,M,1
0440497495914,Tomas Högström,M,206
0983984918111,Matilda Ernkrans,S,530
027112189005,Leif Carlson,M,93
022805994927,Sofia Westergren,M,20
0463955388312,Bengt-Anders Johansson,M,300
0509415296421,Kjell-Arne Ottosson,KD,77
0634122058105,Per Erik Granström,S,204
0537400268911,Caroline Helmersson Olsson,S,251
0245320188502,Lars Tobisson,M,49
0801311569314,Gunilla Svantorp,S,194
0761548559113,Christin Hagberg,S,153
0229350341619,Ilona Szatmári Waldau,V,48
0463606088610,Bertil Kjellberg,M,230
0269067253614,Thomas Strand,S,460
0315499690028,Teresa Carvalho,S,208
0150118366721,Linda W Snecker,V,18
0161972600410,Elsa Widding,-,13
0655418111118,Laila Olsen,S,2
0546982180011,Anders Bengtsson,s,125
0895706637124,Abir Al-Sahlani,C,19
0523880046118,Yoomi Renström,S,24
0787535945527,Jennie Åfeldt,SD,139
0480182220803,Lennart Bolander,M,7
0384833975200,Bo Könberg ,L,10
0415959965211,Mia Sydow Mölleby,V,531
0332753845811,Yvonne Ruwaida,MP,214
0673622610409,Birgitta Carlsson,C,750
0791786201912,Maria Plass,M,138
0750727320521,Jonas Gunnarsson,S,211
0227924728814,Anna Grönlund Krantz,L,108
0222102752213,Stefan Olsson,M,13
0381918573217,Michael Svensson,M,138
0798631972204,Rune Berglund ,S,2
0920776498515,Ulf Melin,m,16
0103279988010,Heléne Fritzon,S,20
0699354970600,Rose-Marie Frebran,kd,178
0666354900406,Eva Johansson,s,25
0841428824218,Camilla Sköld Jansson ,V,2
0862868280923,Annie Johansson,C,81
0236004923301,Gudrun Schyman,V,178
0369028728526,Kent Ekeroth,SD,426
0988598877109,Per-Richard Molén ,M,8
0225823431305,Stefan Hagfeldt,m,256
014386615025,Ali Esbati,V,154
0821986001816,Torgny Danielsson,S,44
0229760896014,Anders W Jonsson,C,219
0262455192724,Max Andersson,MP,194
0708340640717,Åsa Domeij,MP,177
0683297678211,Elisebeht Markström,S,179
0542573140300,Ulf Nilsson ,L,4
0868286862422,Fredrick Federley,C,66
0465804601318,Pia Steensland,KD,23
065105536026,Niklas Karlsson,S,131
0903751303011,Catherine Persson,S,114
0992473266516,Larry Söder,KD,210
0937012299307,Gun Hellsvik,M,31
0229002789006,Reynoldh Furustrand,S,67
033935884729,Martina Johansson,C,154
0921688244311,Eva Johnsson,KD,70
0115057914316,Lars Lilja,S,158
0831636664429,Mattias Karlsson,SD,280
0205071690103,Erling Wälivaara,kd,362
0721509806321,Nooshi Dadgostar,V,245
0103812031214,Gunnar Sandberg,S,359
0987224899103,Birger Schlaug ,MP,2
0502490570219,Kristina Axén Olin,M,64
0474290584024,Azadeh Rojhan Gustafsson,S,29
0610573125306,Berndt Ekholm ,S,1
0957631371811,Lars U Granberg ,S,9
0196077326617,Solveig Zander,C,285
0457308547314,Karin Svensson Smith ,V,3
0525562399327,Caroline Högström,M,28
0897304708905,Sinikka Bohlin,S,267
0860364634014,Mattias Ottosson,S,199
0695090885212,Maria Abrahamsson,M,76
079223680900,Åke Carnerö,kd,51
0121939297619,Jamal El-Haj,S,137
0699506181311,Karin Åström,S,350
0127744006318,Cecilia Gustafsson,M,7
0360187680814,Mats Hellhoff,SD,13
0191823608408,Ulla-Britt Hagström,kd,246
0522460069116,Cecilia Magnusson,M,449
0114869877121,Sara Karlsson,S,226
0700424025906,Mats Odell,KD,452
0116759114313,Bengt Eliasson,L,151
0560258077929,Bino Drummond,M,8
0817472556307,Thomas Julin,MP,59
0597298079716,Stefan Tornberg,C,59
0283284978818,Markus Kallifatides,S,51
0296832736219,Reza Khelili Dylami,M,14
0963046628824,Christian Lindefjärd,SD,24
0883123676901,Kjell-Erik Karlsson,V,202
0454698803028,Sofia Nilsson,C,21
0627722735100,Lennart Kollmats ,L,3
0764949934324,Ulrika Heindorff,M,90
0222691314314,Ulf Kristersson,M,282
0701525641715,Bo Bernhardsson,S,175
0460690753617,Pia Nilsson,S,332
0697941234716,Margareta Larsson,SD,116
0125165702713,Marietta de Pourbaix-Lundin ,M,20
0556854176401,Eva Arvidsson ,S,2
0760437424714,Magdalena Andersson,M,311
0802373156815,Nyamko Sabuni,L,110
0363721826713,Per Lodenius,C,216
0792474127508,Karl Gustav Abramsson,S,152
0245320188502,Lars Tobisson ,M,10
0105126451619,Anna Hagwall,SD,83
0505783078517,Helene Hellmark Knutsson,S,16
0584183916016,Ulf Holm,MP,886
07351347121,Anders Schröder,MP,10
0425115010020,Kadir Kasirga,S,55
0483316376813,Mikael Odenberg ,M,12
0668060748617,Stefan Käll,L,11
0914002106327,Sofia Fölster,M,127
0548843588006,Ingemar Vänerlöv,kd,526
0165360915617,Christer Adelsbo,S,392
0916454726102,Anders Sjölund,m,99
0768605712423,Daniel Sestrajcic,V,67
0638431210311,Cecilia Wikström i Uppsala,L,64
0389220391128,Christian Carlsson,KD,39
0723133822026,Carl Nordblom,M,49
0869873635602,Anna Lindgren,M,144
0940980416614,Jan Ericson,M,542
0386515634211,Staffan Appelros,M,58
0376395541120,Joakim Sandell,S,78
0653132951201,Ulf Björklund,kd,130
0862868280923,Annie Lööf,C,23
0271338654822,Ola Möller,S,58
0522240580423,Arin Karapet,M,44
0529963707818,Martin Nilsson,S,64
068822158616,Katarina Tolgfors,M,29
0349986646724,Märta Stenevi,MP,125
0714579775816,Ewa Thalén Finné,M,457
0512357753412,Britt Bohlin ,S,1
0473783431010,Morgan Johansson,S,304
0379072486818,Anna Ibrisagic,M,46
0587736055221,Niels Paarup-Petersen,C,192
0428644311601,Nils-Erik Söderqvist,S,59
0164935407015,Stig Eriksson,v,136
0447797778718,Sotiris Delis,M,70
072821648404,Helena Bonnier,M,15
0880137451720,Emma Nohrén,MP,163
039984931601,Jacob Johnson,V,486
0240670797111,Björn Tidland,SD,46
0431699774518,Murad Artin ,V,1
0741225202024,Meeri Wasberg,S,46
0284192765516,Tomas Eneroth ,S,1
0808145784313,Siw Wittgren-Ahl ,S,1
0497565513923,Ziita Eriksson,M,2
0394601078212,Mahmood Fahmi,M,11
099373212513,Tobias Krantz,L,256
0706974423606,Inge Garstedt,M,50
0515213566019,Lars Isacsson,S,72
0972254695405,Elina Linna,V,634
0517869568019,Mikael Johansson ,MP,4
0551013247907,Barbro Andersson Öhrn,S,8
0387230530213,Crister Carlsson,M,43
0588282566419,Lars Beckman,M,348
0581480697617,Thomas Bodström,S,162
0956444284814,Per Bolund,MP,342
0530361204603,Rolf Åbjörnsson,kd,98
0227924728814,Anna Grönlund,L,62
0489462966700,Tanja Linderborg ,V,8
0482689573825,Björn Wiechel,S,58
0993294767708,Lennart Beijer,V,142
0431699774518,Murad Artin,V,60
0718034011110,Jessika Vilhelmsson,M,24
0853395328224,Lena Hallengren,S,214
046426524512,Olle Felten,SD,80
0838210948212,Henrik Landerholm,m,90
0910272619521,Benjamin Dousa,M,3
0880452278816,Mikaela Valtersson,MP,334
0739780276601,Alf Svensson ,KD,4
0282644582407,Carlinge Wisberg ,V,3
0582811195313,Tina Acketoft,L,570
0350758939722,Pontus Haag,M,5
0375671185701,Sven Brus ,KD,1
0145294944502,Roger Richthoff,-,2
0771794334400,Marianne Jönsson,S,20
0811968273221,Patrik Forslund,M,44
0273732267214,Jan Andersson,C,296
0252641216303,Britt-Marie Lindkvist ,S,1
0381231495405,Leif Björnlod,MP,128
055257333723,Oscar Sjöstedt,SD,51
0375671185701,Sven Brus,kd,465
0479155832315,Kenneth Lantz,kd,488
0381853591928,Malte Tängmark Roos,MP,47
0784309503313,Ewa Björling,M,129
0287864972117,Sofia Jonsson ,C,9
0575283695521,Helena Storckenfeldt,M,91
0902086611116,Eva Olofsson,V,571
0338278373318,Dan Kihlström,kd,656
013162757105,Elizabeth Nyström ,M,12
0454447556218,Ismail Kamil,L,1
0205360448417,Peter Jonsson,S,133
0694917698222,Michael Rubbestad,SD,120
0730984957305,Anne-Marie Ekström,L,141
0958776965517,Lennart Axelsson,s,617
0232236105111,Magda Ayoub ,KD,8
0962841101917,Annika Qarlsson,C,584
0540190357911,Hans Hoff,S,560
0348383585915,Marielle Lahti,MP,2
0446973363306,Lennart Nilsson ,S,1
0266627143525,Magnus Ehrencrona,MP,156
0228907110117,Mariam Osman Sherifay,S,17
0239948123229,Erik Almqvist,SD,86
0180442748612,Johan Andersson,S,28
0767503635911,Désirée Liljevall,S,260
0720249554818,Börje Vestlund,S,533
0494054455310,David Lång,SD,290
088849148003,Elver Jonsson,L,131
0504711999229,Pavel Gamov,SD,54
0708639889502,Maud Björnemalm,S,32
0797642182211,Mats G Nilsson,M,41
0483316376813,Mikael Odenberg,m,146
0607691439013,Karin Enström,m,292
0982795248728,Jakob Forssmed,KD,123
02658325625,Angelica Lundberg,SD,85
0327078838011,Christine Jönsson,M,53
0984153507725,Gustaf Göthberg,M,25
0334816698724,Karolina Skog,MP,12
0892012091809,Sten Andersson ,M,2
0136937107804,Stig Rindborg ,M,3
0851966755011,Hans Stenberg ,S,4
0699354970600,Rose-Marie Frebran ,KD,24
0658094895604,Maggi Mikaelsson ,V,8
0759167494321,Petra Ekerum,S,5
0572788110724,Maria Malmer Stenergard,M,192
0545353563812,Amineh Kakabaveh,V,424
0628870165823,Emma Hult,MP,33
0664751846104,Göte Jonsson,M,29
0758652610,Maria Arnholm,L,73
0272604986201,Claes-Göran Brandin,s,237
0747667590310,Marina Pettersson ,S,1
0481005050915,Else-Marie Lindgren,KD,223
0888807074321,Amanda Lind,MP,65
0514669448526,Elin Söderberg,MP,108
0682989845822,Håkan Svenneling,V,183
0213183979300,Margareta Sandgren,S,99
0435526123410,Ulla Wester,S,137
0747852417614,Maria Öberg,S,68
0708639889502,Maud Björnemalm ,S,2
0999542677318,Anne-Marie Wallouch,V,3
0235974887200,Susanne Eberstein ,S,1
0556347007015,Peter Pedersen,V,597
0373223420310,Niclas Malmberg,MP,66
0262124593702,Kurt Kvarnström,S,577
0182190010218,Esabelle Dingizian,MP,186
0859968278117,Carina Ohlsson,S,773
0667054859301,Alf Eriksson,S,187
0521260619925,Sofia Amloh,S,46
0553513261108,Barbro Feltzing ,MP,10
0476336341120,Anna Tenje,M,45
0104804820009,Per Unckel,M,94
0619928872229,Laila Naraghi,S,94
0235494367806,Ingegerd Saarinen,mp,378
04671560703,Bengt-Ola Ryttar ,S,2
0947572086414,Anne-Li Sjölund,C,168
0210198640127,Fredrik Schulte,M,168
031005479013, Per Westerberg,M,18
0961483563503,Gudrun Nordborg,V,73
0591624095901,Björn Leivik ,M,4
0448155122323,Olof Lavesson,M,206
0697255175510,Willy Söderdahl,V,97
055824190225,Ebba Hermansson,SD,21
0901257862125,Hans Linde,V,693
0195810270316,Marie Wahlgren,L,181
0442872782509,Harald Nordlund ,L,5
028954589415,Ann-Sofie Alm,M,66
0797281536419,Tomas Nilsson,S,23
0299937536814,Håkan Bergman,S,122
0256743155204,Per-Ingvar Johnsson,C,194
0229825314217,Sermin Özürküt,V,120
0224712677012,Johan Pehrson ,L,17
0739152363302,Göran Lennmarker,m,188
0496341906327,Alexandra Völker,S,61
0791649913415,Stefan Nilsson,MP,73
0526693079901,Gunnar Andrén,L,210
0987246082523,Paula Örn,S,16
0993294767708,Lennart Beijer ,V,2
0475634300704,Anna Åkerhielm ,M,18
0325462829512,Christina Östberg,SD,109
0986091320811,Catarina Deremar,C,110
0802826314426,Sofia Arkelsten,M,147
0834510274913,Charlotte Nordström,M,16
0184968091618,Jan Riise,MP,170
087735695612,Anders Karlsson,s,331
0495314169413,Jonas Jacobsson Gjörtler,M,169
0211757295524,Josef Fransson,SD,451
0891971250317,Urban Ahlin,s,245
031414803913,Maria Wetterstrand,MP,121
0361291071906,Carl-Erik Skårman,M,102
0697941234716,Margareta Gunsdotter,-,46
0853831481615,Lars Thomsson,C,24
0231432628318,Shadiye Heydari,S,127
0694077681517,Lennart Gustavsson,V,159
0782713019602,Holger Gustafsson ,KD,6
0975579292417,Monica Green,s,810
0244345953026,Peter Danielsson,M,201
0551169456620,Gabriel Wikström,S,27
0627722735100,Lennart Kollmats,L,208
0525611880106,Gunnel Wallin,c,133
0534056896314,Lars Gustafsson ,KD,15
0748447264503,Margit Gennser ,M,14
0879055385113,Jeppe Johnsson ,M,7
0771287795114,Marie-Louise Rönnmark,S,4
0457213878205,Jan Erik Ågren ,KD,8
0846171262302,Kjell Eldensjö,kd,139
0671881934227,Johan Nissinen,SD,245
0928964569700,Margareta Andersson ,C,15
0819601620927,Annika Hirvonen,MP,235
0731265898310,Marianne Kierkemann,M,22
0410231576416,Lars Johnsson,M,46
0316505710324,Janine Alm Ericson,MP,215
0542573140300,Ulf Nilsson,L,422
0937521536309,Henrik Westman,M,205
0641996868011,Ann Arleklo,S,112
0871764071911,Nina Kain,SD,31
025158809026,Ida Gabrielsson,V,99
0951854268017,Åsa Romson,MP,80
023001325318,Lotta Edholm,L,14
0502353466300,Anders G Högmark,m,262
0857394544302,Henrik S Järrel ,M,4
0391973624515,Erik A Eriksson,C,37
0480085646428,Erik Andersson,M,63
0681085425612,Per Rosengren ,V,2
0327857385513,Kenneth Johansson,C,588
0558392779801,Ester Lindstedt-Staaf,kd,159
0209063197208,Christer Skoog,S,97
0634013303818,Niclas Lindberg,S,30
0509830681123,Ida Karkiainen,S,123
0835507837915,LiseLotte Olsson,V,250
048561486727,Isabell Mixter,V,151
0316177736318,Sverker Thorén,L,128
0662032691523,Amalia Rud Stenlöf,S,36
0161616238120,Lina Nordquist,L,61
0200003128803,Lennart Daléus,C,33
0395292877305,Per-Olof Svensson,S,92
0859721748313,Jörgen Andersson,M,61
075747847023,Gustaf Lantz,S,37
0975144579503,Anne-Katrine Dunker ,M,8
0615338062910,Lena Olsson,V,525
0283299919701,Olle Lindström,m,70
0284192765516,Tomas Eneroth,S,404
0534173087404,Carin Lundberg,S,105
0837462035506,Lena Ödeen,L,1
0525611880106,Gunnel Wallin ,C,7
0113077554312,Raimo Pärssinen ,S,1
0990688247511,Marianne Åhman,L,12
0599736947819,Ola Sundell,m,257
0866055333028,Alexandra Anstrell,M,145
0662749063210,Roland Bäckman,S,93
0348584595917,Cinnika Beiming ,S,2
0457722435319,Tomas Kronståhl,S,28
0520793981601,Sonia Karlsson,S,152
010611244716,Statsrådet Åsa Regnér,S,1
0124035957411,Kent Persson,V,490
0105632258713,Boriana Åberg,M,461
0946889218011,Jan-Evert Rådhström ,M,9
0905755961314,Lars Elinderson ,M,10
0879014196003,Jonas Åkerlund,SD,44
0937688366013,Peter Hultqvist,S,364
0411459873625,Hanna Gunnarsson,V,81
0331967573912,Maria Larsson,kd,611
0587985033012,Göte Wahlström,S,273
0810852280213,Marie-Louise Hänel Sandström,M,43
0933424396309,Billy Gustafsson,S,347
0653904370212,Fredrik Olovsson,S,384
0586690122908,Johan Lönnroth ,V,1
0112806493429,Fredrik Saweståhl,M,15
0480384439015,Tasso Stafilidis,V,387
0465398691116,Eskil Erlandsson,C,512
0883392691612,Anneli Särnblad Stoors,S,72
0398471271026,Frida Tånghag,V,3
0937372967816,Hanna Ericson-Broberg,M,1
0773312517000,Gustaf von Essen,M,81
0327372175911,Fredrik Ahlstedt,M,16
0544137999406,Björn von der Esch,KD,229
0488332307829,Abraham Halef,S,11
0687163544710,Sofia Modigh,KD,5
0883183598315,Lena Sandlin-Hedman,S,149
0745615729714,Kia Andreasson ,MP,3
0970259744617,Margareta Cederfelt ,M,2
0745594497101,Lars-Ivar Ericson,C,197
0274710563201,Agne Hansson ,C,21
0287864972117,Sofia Larsen,C,225
0480384439015,Tasso Stafilidis ,V,1
0694077681517,Lennart Gustavsson ,V,3
0424138087713,Agneta Berliner,L,158
0847676507229,Stina Larsson,C,102
0861143074410,Torkild Strandberg,L,207
0107123682905,Berndt Sköldestig ,S,1
0240128497814,Maria Lundqvist-Brömster,L,224
0178323535715,Johnny Svedin,SD,75
080633830413,Jamal Mouneimne,S,9
0634917636517,Margareta Israelsson,S,154
0519740099915,Saila Quicklund,M,271
