embedded_id_public_date,embedded_id_document_type,total
2015-02-12,samtr,2
2025-11-25,sou,1
2012-05-09,f-lista,1
2017-02-16,dir,42
2000-06-13,sou,1
2021-06-01,kammakt,2
2019-05-08,eunprot,1
2003-11-05,frs,41
2025-01-20,ip,2
2014-12-10,kammakt,1
2007-05-11,bet,5
2013-09-23,fr,1
2010-10-29,eundok,1
2011-09-21,f-lista,1
2008-11-26,frs,33
2009-04-16,t-lista,1
2005-11-22,ip,3
2024-08-06,frs,2
2013-10-17,prot,1
2023-02-27,fr,5
2025-07-02,bet,6
2009-06-01,bet,3
2020-12-08,f-lista,1
2005-10-26,prop,1
2024-11-28,skflista,4
2023-05-17,skflista,2
2020-10-19,samtr,1
2018-04-17,t-lista,1
2013-06-03,ip,3
2013-12-18,f-lista,1
2010-12-13,eunbil,9
2002-05-23,prot,1
2020-10-20,kammakt,2
2011-02-22,mot,1
2007-09-17,fpm,1
2015-09-30,fr,4
2022-11-03,mot,2
2005-09-29,mot,277
2001-10-04,fr,3
2017-09-14,dir,1
2019-11-13,fr,31
2008-04-24,frs,7
2020-09-21,t-lista,1
2023-01-17,fr,3
2022-03-22,kammakt,3
2002-06-10,fr,3
2015-01-14,rskr,1
2003-04-29,prot,1
2023-09-20,frs,16
2006-05-09,minråd,2
2005-04-11,utskottsdokument,8
2023-05-17,fr,7
2008-04-07,minråd,1
2006-11-01,frs,13
2017-12-18,t-lista,1
2012-06-13,rskr,9
2017-11-28,utskottsmöte,11
2021-03-27,sfs,1
2022-11-16,kammakt,10
2021-10-12,eunprot,1
2003-04-22,ip,7
2023-02-20,fr,2
2013-12-06,eundok,1
2007-10-03,f-lista,1
2026-03-18,frs,18
2019-03-08,utskottsdokument,1
2009-02-04,bet,2
2015-06-16,komm,1
2015-12-14,f-lista,1
2015-10-15,skflista,1
2006-03-17,f-lista,1
2008-12-10,fr,10
2012-07-19,frs,3
2019-01-24,f-lista,1
2022-05-05,votering,35
2013-11-08,fr,5
2003-04-24,ip,5
2024-06-24,kalakt,1
2023-05-17,dir,2
2023-03-16,t-lista,1
2017-11-27,frs,1
2002-01-22,ip,2
2018-02-27,f-lista,1
2009-02-11,fpm,1
2017-11-15,frs,23
2012-02-25,utskottsmöte,8
2023-10-26,utskottsdokument,1
2023-05-24,prot,2
2019-05-22,fr,3
2006-04-18,ip,1
2007-02-15,mot,5
2012-08-24,mot,1
2025-10-03,eunprot,1
2024-05-28,f-lista,1
2015-10-13,samtr,1
2013-06-15,utskottsmöte,5
2019-02-19,fr,10
2022-03-16,ip,1
2023-02-21,bet,3
2014-06-10,mot,11
2001-11-15,prot,1
2020-05-18,bet,2
2016-07-07,frs,3
2014-03-06,frs,3
2019-03-07,utskottsmöte,20
2022-09-02,kammakt,5
2001-03-29,fr,4
2004-07-13,frs,4
2016-11-14,kf-lista,1
2009-09-21,mot,4
2025-12-15,kammakt,1
2012-12-04,frs,3
2009-02-24,bet,1
2006-01-02,ip,1
2017-05-12,bet,4
2021-02-10,votering,18
2002-02-22,fr,8
2011-04-05,t-lista,1
2004-05-12,prop,3
2000-01-10,frs,3
2006-11-23,prot,1
2002-03-06,prot,1
2011-02-17,mot,2
2024-04-26,ds,1
2008-05-09,bet,3
2014-10-24,ip,2
2012-11-23,eunprot,2
2011-12-14,prop,1
2022-04-05,rir,1
2001-11-06,prop,1
2014-11-26,yttr,13
2025-02-18,prot,1
2017-11-07,utskottsmöte,13
2011-06-09,bet,1
2012-12-07,mot,43
2011-10-17,eunbil,10
2019-01-17,bet,8
2010-12-08,votering,4
2003-11-11,ip,6
2005-04-12,frs,2
2005-02-02,frs,55
2007-08-20,frs,4
2003-10-07,mot,3541
2002-09-11,frs,1
2019-12-09,kammakt,1
2010-06-18,f-lista,1
2018-02-21,ip,3
2010-11-15,eunbil,12
2019-01-07,prop,1
2010-11-30,ip,5
2007-12-11,fr,27
2018-05-23,kalakt,1
2006-03-21,f-lista,1
2007-11-14,prot,1
2020-05-29,eunprot,1
2023-12-13,frs,25
2022-06-22,utskottsmöte,2
2001-02-14,prot,1
2019-04-17,prop,1
2021-10-29,frs,1
2025-01-29,utskottsmöte,3
2012-09-21,ip,1
2025-05-20,f-lista,1
2018-11-15,mot,17
2023-01-13,kalakt,1
2013-01-31,fr,2
2004-07-27,frs,2
2022-10-31,fr,3
2020-04-28,prot,1
2016-04-06,t-lista,1
2019-03-30,komm,4
2018-06-18,kammakt,3
2014-10-23,fr,2
2010-03-31,dir,3
2024-10-29,prop,3
2014-03-27,kammakt,13
2022-10-31,bet,3
2020-03-09,samtr,7
2019-05-09,fr,2
2012-11-08,ip,5
2009-10-15,frsrdg,3
2014-07-31,dir,1
2003-10-23,sou,1
2024-05-15,frs,29
2012-02-14,ds,1
2011-09-13,prop,1
2015-08-26,fr,1
2013-01-29,prot,1
2011-11-01,bet,2
2006-03-29,prop,4
2007-12-10,minråd,2
2014-04-08,bet,4
2025-04-09,sfs,1
2013-03-08,sou,2
2002-04-09,mot,53
2025-11-04,fr,6
2017-10-25,f-lista,1
2007-03-23,bet,4
2023-08-23,kammakt,2
2025-06-12,prop,1
2022-10-15,kammakt,1
2012-02-24,bet,1
2020-09-15,prot,1
2013-05-21,utskottsdokument,2
2000-10-26,frs,9
2022-02-23,ip,2
2013-02-01,mot,1
2008-10-13,f-lista,1
2016-10-04,dir,1
2009-02-17,prot,1
2013-05-23,prot,1
2020-07-23,frs,16
2025-08-19,fr,5
2011-12-08,samtr,1
2019-03-28,yttr,1
2019-10-10,utskottsdokument,1
2008-10-08,ip,1
2024-03-26,utskottsmöte,1
2008-02-12,t-lista,1
2009-10-22,prop,2
2001-12-17,ip,1
2010-01-20,fr,8
2008-06-13,f-lista,1
2019-12-18,f-lista,1
2003-10-13,utskottsmöte,12
2020-01-09,dir,2
2018-10-24,utskottsmöte,2
2006-02-20,ip,7
2018-10-15,kf-lista,2
2024-01-25,f-lista,1
2019-09-09,bet,3
2010-12-14,kammakt,8
2009-02-10,mot,1
2015-10-22,fr,12
2007-05-21,utskottsdokument,1
2019-09-17,yttr,1
2009-04-23,prot,1
2026-03-09,fr,6
2022-03-17,ip,1
2017-10-31,rir,1
2017-05-19,ip,1
2004-09-28,ip,5
2015-06-08,fr,1
2019-04-25,t-lista,1
2023-09-15,utskottsmöte,1
2017-01-13,f-lista,1
2009-11-25,prot,1
2022-06-07,utskottsmöte,28
2017-02-24,f-lista,1
2007-05-24,prot,1
2007-11-12,utskottsmöte,12
2013-03-25,bet,1
2012-01-31,bet,2
2021-01-28,samtr,2
2019-03-18,ip,4
2004-09-07,fr,2
2004-01-26,ip,9
2023-03-08,samtr,2
2005-05-26,prot,1
2014-02-21,bet,3
2012-12-12,frs,15
2023-03-09,"",3
2009-06-09,prot,1
2020-09-08,bet,5
2014-11-21,frs,6
2012-03-01,frs,10
2001-02-23,mot,4
2009-06-16,fr,6
2011-06-17,fr,2
2023-02-16,votering,2
2019-12-19,fr,28
2024-07-30,ds,1
2008-05-21,mot,2
2005-02-09,fr,20
2024-09-12,ip,1
2011-12-01,fpm,1
2024-02-21,sou,1
2020-01-21,kammakt,1
2020-03-30,fr,2
2008-02-16,utskottsmöte,13
2022-02-23,rskr,11
2024-04-10,rskr,3
2003-10-31,ip,1
2016-12-16,eunprot,1
2014-01-01,sou,8
2005-01-28,frs,8
2012-04-24,fr,6
2023-02-14,prop,3
2023-03-30,"",10
2013-06-24,prot,1
2025-10-09,frsrdg,1
2001-03-28,fr,6
2017-09-27,kammakt,7
2006-11-18,utskottsmöte,12
2020-01-28,kalakt,2
2002-02-04,fr,5
2006-10-11,prot,1
2016-10-10,mot,1
2001-02-27,ip,3
2007-01-26,utskottsmöte,1
2004-11-08,ip,2
2003-06-11,votering,15
2019-02-27,f-lista,1
2021-07-07,prot,1
2025-02-06,dir,2
2005-03-17,votering,18
2025-04-29,prot,1
2025-09-18,yttr,1
2023-09-21,ip,2
2010-12-04,utskottsmöte,8
2013-06-12,utskottsdokument,17
2003-01-21,fr,5
2019-01-22,bet,1
2023-02-02,prot,1
2012-04-18,prot,1
2003-01-09,prop,1
2015-06-10,sou,2
2023-10-17,"",5
2011-05-06,utskottsdokument,3
2002-04-23,fr,7
2014-01-07,fr,1
2011-12-20,utskottsdokument,11
2022-04-27,votering,48
2016-11-30,mot,1
2021-05-03,fr,12
2025-08-15,sfs,2
2001-09-26,prot,1
2009-08-04,frs,5
2018-04-16,prop,4
2015-03-10,frs,1
2020-10-26,ds,1
2022-07-13,kf-lista,1
2005-01-01,ip,1
2010-10-26,mot,821
2003-09-16,prot,2
2015-03-31,mot,6
2012-09-20,prot,1
2011-06-16,kammakt,8
2009-06-10,rskr,12
2018-06-20,votering,11
2024-06-13,kammakt,8
2018-12-04,samtr,2
2022-03-17,yttr,2
2011-03-03,ip,6
2005-12-28,utskottsdokument,1
2009-12-22,frs,11
2008-10-23,frs,4
2001-03-19,bet,5
2021-02-04,fr,29
2018-08-01,fr,2
2016-08-02,ip,1
2011-01-28,utskottsdokument,6
2003-05-11,utskottsmöte,1
2007-11-22,yttr,1
2015-10-22,prot,1
2020-03-04,mot,4
2009-11-21,utskottsmöte,7
2009-01-29,frs,5
2012-06-18,fpm,3
2007-08-27,ip,3
2008-12-19,ds,1
2026-01-28,mot,2
2025-11-10,bet,6
2018-10-13,sfs,1
2023-04-21,eunprot,1
2015-04-24,utskottsmöte,2
2022-01-13,samtr,1
2020-09-10,fr,9
2024-01-31,utskottsmöte,2
2021-11-04,skflista,2
2018-05-23,votering,36
2005-08-19,utskottsmöte,1
2004-09-17,utskottsmöte,1
2011-02-14,f-lista,1
2018-07-05,dir,1
2000-12-01,ip,7
2022-03-02,kammakt,17
2007-05-21,mot,3
2006-03-16,prop,1
2009-03-11,f-lista,1
2014-01-16,sou,1
2016-01-04,ip,1
2012-10-12,fr,3
2023-08-22,samtr,2
2003-05-05,prot,1
2012-10-18,utskottsdokument,9
2002-01-10,dir,1
2010-05-15,utskottsmöte,13
2018-05-14,prot,1
2022-05-10,fr,3
2014-10-06,fr,1
2021-09-21,bet,3
2013-12-02,eunbil,11
2010-12-17,bet,3
2010-04-06,f-lista,1
2004-03-06,utskottsmöte,13
2019-08-20,kalakt,3
2026-01-21,"",2
2023-08-03,dir,1
2000-11-02,mot,21
2003-09-10,frs,2
2026-03-12,dir,2
2012-06-19,rskr,16
2020-01-10,bet,2
2024-04-11,ip,4
2006-11-17,mot,189
2007-11-23,mot,1
2005-11-01,fr,10
2010-07-12,sou,1
2025-04-22,f-lista,1
2019-11-18,frs,3
2025-03-11,kammakt,3
2021-02-26,yttr,1
2016-04-27,rskr,12
2017-07-06,fr,1
2022-03-16,frs,34
2001-12-10,fr,15
2018-10-18,kammakt,4
2022-03-08,prop,2
2000-11-06,frs,3
2023-10-19,ds,1
2014-02-17,prot,1
2021-11-16,bet,5
2004-09-24,prop,1
2006-04-25,prop,1
2003-09-18,dir,5
2008-01-16,f-lista,1
2017-10-12,mot,2
2020-03-05,frsrdg,1
2016-06-09,votering,1
2015-11-26,fr,2
2010-11-15,bet,2
2022-10-07,mot,4
2013-04-18,dir,1
2022-04-29,f-lista,1
2023-01-17,mot,1
2016-01-26,ip,2
2006-06-19,fr,13
2011-05-17,f-lista,1
2024-12-30,ip,1
1900-01-01,utskottsdokument,8786
2013-11-22,bilaga,1
2019-05-29,fr,3
2016-09-07,yttr,1
2011-09-19,mot,4
2018-04-18,votering,53
2002-02-07,prot,1
2009-01-29,bet,1
2016-05-04,utskottsmöte,8
2020-10-13,utskottsmöte,23
2014-04-23,yttr,2
2005-08-16,fr,8
2020-10-23,kf-lista,2
2024-10-10,fr,13
2018-01-24,kammakt,8
2013-10-15,fr,2
2004-09-15,fr,2
2003-07-03,dir,2
2005-08-15,fr,7
2003-05-28,frs,36
2025-02-17,bet,5
2000-07-11,frs,8
2024-12-19,kammakt,1
2005-03-14,mot,1
2015-05-06,prot,1
2018-12-12,eunprot,1
2008-02-13,f-lista,1
2015-01-28,bet,8
2009-02-27,prot,1
2021-07-23,frs,7
2002-05-29,prot,1
2015-01-20,kammakt,3
2010-04-13,f-lista,1
2011-02-22,ip,4
2024-09-11,frs,11
2015-03-24,sou,1
2009-05-28,frsrdg,1
2010-09-30,sou,2
2017-01-25,fr,8
2020-03-02,fr,8
2023-10-19,utskottsmöte,18
2006-04-11,fr,5
2008-02-19,t-lista,1
2010-04-21,yttr,3
2008-01-16,fr,4
2017-04-28,ip,12
2013-06-17,votering,11
2014-05-12,samtr,2
2008-02-27,frs,39
2018-01-31,votering,17
2022-03-22,f-lista,1
2004-09-09,ds,5
2005-12-31,dir,1
2020-10-14,t-lista,1
2014-01-22,ds,1
2002-11-14,prot,1
2015-07-09,frs,3
2021-11-30,skflista,2
2016-03-21,sou,1
2002-02-12,frs,7
2016-02-24,f-lista,1
2017-09-12,bet,3
2023-04-27,utskottsmöte,22
2025-11-06,utskottsmöte,44
2010-10-05,t-lista,1
2004-03-25,prot,1
2007-09-24,utskottsmöte,4
2021-10-20,utskottsmöte,2
2003-02-17,utskottsmöte,10
2011-02-03,utskottsdokument,4
2012-04-23,yttr,1
2013-09-19,votering,9
2015-03-12,ip,13
2018-06-20,prop,1
2002-04-03,frs,19
2007-04-17,prop,2
2025-10-23,utskottsmöte,64
2025-06-18,kammakt,15
2025-10-17,kammakt,1
2015-02-27,utskottsmöte,1
2020-06-30,fr,6
2003-02-26,ip,3
2009-04-21,utskottsdokument,8
2015-10-28,frs,20
2001-11-27,dir,1
2015-11-17,skflista,1
2009-12-17,utskottsdokument,13
2004-07-22,frs,3
2024-04-02,ip,1
2009-01-24,utskottsmöte,9
2001-07-25,sou,2
2019-01-11,utskottsmöte,2
2025-07-11,eunprot,1
2005-10-27,mot,2
2016-11-22,eunbil,10
2020-11-17,fr,4
2006-05-03,eunbil,3
2022-01-27,yttr,1
2011-03-31,bet,3
2023-06-26,fr,2
2023-05-10,prot,2
2008-06-24,prot,1
2016-11-29,skflista,1
2019-05-21,bet,1
2014-12-03,f-lista,1
2021-06-11,f-lista,1
2025-05-06,fr,5
2006-04-27,bet,2
2014-03-05,samtr,1
2010-05-19,frsrdg,4
2000-03-21,frs,4
2024-07-04,utskottsmöte,2
2009-10-02,ip,1
2014-12-19,f-lista,1
2006-01-30,f-lista,1
2015-10-29,utskottsmöte,10
2007-12-15,utskottsmöte,2
2018-12-05,votering,4
2012-06-19,t-lista,1
2011-08-30,fr,2
2022-10-12,prot,1
2003-08-01,fr,1
2017-09-14,mot,10
2022-04-13,utskottsmöte,12
2017-12-08,frs,3
2015-10-13,utskottsmöte,6
2024-03-15,"",2
2017-04-06,rir,1
2022-01-12,kammakt,2
2010-05-07,utskottsdokument,4
2020-11-10,skflista,2
2006-06-14,kf-lista,1
2020-10-07,frs,33
2001-03-16,ds,1
2006-12-05,bet,4
2000-04-13,fr,11
2005-04-18,ip,7
2023-10-13,mot,1
2019-02-13,kf-lista,1
2016-02-09,rfr,1
2017-09-19,prot,1
2024-11-19,f-lista,1
2006-02-01,mot,17
2014-05-26,frs,1
2007-06-12,fpm,2
2007-09-25,t-lista,1
2020-04-27,sou,1
2014-11-06,mot,660
2008-03-13,prot,1
2007-12-18,utskottsdokument,5
2001-03-14,fr,27
2010-02-17,ip,9
2006-10-27,bet,1
2015-02-10,bet,7
2025-12-29,frs,12
2011-03-30,kammakt,12
2024-07-04,frs,2
2024-08-12,ds,1
2016-12-05,bet,2
2000-10-22,fr,1
2011-10-07,mot,1
2009-04-16,utskottsdokument,7
2013-11-01,mot,8
2015-07-22,frs,1
2009-09-21,utskottsmöte,6
2010-03-11,dir,2
2025-05-06,komm,1
2009-10-16,eunprot,1
2009-02-19,prot,1
2014-09-03,fpm,1
2024-03-27,ip,4
2021-04-15,fr,24
2013-06-18,kammakt,3
2008-05-05,kf-lista,1
2004-03-03,frs,16
2005-11-02,bet,1
2011-02-17,bet,4
2021-12-22,prop,1
2020-11-24,utskottsmöte,22
2018-11-23,mot,58
2023-11-15,utskottsdokument,1
2020-03-03,prop,1
2017-05-09,dir,5
2022-09-15,samtr,48
2014-04-24,skrsam,9
2015-12-01,skflista,1
2026-02-03,komm,1
2007-09-12,f-lista,1
2021-09-27,ip,3
2018-06-05,frs,14
2012-02-17,fpm,1
2018-01-25,kammakt,1
2024-04-15,bet,1
2011-03-03,fpm,1
2017-10-20,yttr,1
2013-12-04,frs,12
2008-01-31,bet,1
2020-11-20,eunprot,1
2013-04-17,ds,1
2023-12-05,fr,5
2024-02-08,sou,1
2007-06-05,fr,7
2023-07-13,fr,1
2019-09-30,eunbil,4
2024-06-13,ip,3
2008-09-30,prot,1
2017-11-16,ip,19
2014-06-12,utskottsmöte,1
2019-05-14,ip,2
2008-10-30,yttr,4
2021-04-30,fr,3
2022-10-24,"",2
2006-06-08,fr,4
2014-06-25,mot,1
2026-01-15,mot,5
2019-03-22,utskottsmöte,2
2003-08-22,fr,5
2018-03-13,skflista,1
2019-02-12,skflista,2
2014-05-06,frs,1
2003-12-16,votering,30
2022-06-21,ip,2
2021-09-13,t-lista,1
2023-11-16,f-lista,1
2012-06-05,kammakt,1
2016-01-27,kammakt,8
2026-01-12,fr,5
2016-03-10,f-lista,1
2014-04-15,f-lista,1
2024-12-19,prot,1
2014-10-14,frs,2
2015-05-26,skrsam,6
2019-05-21,frs,3
2014-12-22,bet,4
2016-03-07,fr,2
2010-11-04,frs,2
2022-10-07,eunprot,1
2013-05-07,fr,3
2004-04-21,frs,20
2003-03-18,fr,6
2023-12-14,t-lista,1
2003-08-31,utskottsmöte,1
2001-08-31,frs,3
2000-02-24,mot,2
2023-02-08,utskottsmöte,2
2023-10-05,bet,1
2007-04-24,fr,8
2023-01-24,ip,3
2014-02-19,kalakt,2
2018-02-15,eunprot,3
2024-04-26,utskottsmöte,2
2021-05-04,utskottsmöte,26
2009-05-11,bet,6
2003-12-04,frs,7
2014-10-29,fpm,1
2002-05-13,frs,3
2008-04-24,mot,3
2014-01-29,kammakt,5
2005-05-18,votering,9
2019-06-10,f-lista,1
2018-02-02,mot,5
2024-01-24,Redaktionellt,2
2024-03-15,kalakt,1
2023-12-12,t-lista,1
2012-12-06,rir,1
2021-01-15,kammakt,1
2024-02-29,bet,2
2020-08-27,utskottsmöte,6
2011-01-17,fr,3
2011-01-27,fr,5
2010-08-26,fpm,1
2026-03-16,fr,1
2007-03-28,utskottsdokument,1
2009-02-04,ip,5
2021-09-23,yttr,1
2024-12-05,dir,1
2020-03-26,prop,3
2017-05-31,t-lista,1
2019-03-27,sou,1
2017-02-01,votering,7
2013-11-06,f-lista,1
2007-11-12,prot,1
2024-03-15,ip,6
2011-12-07,frs,12
2007-08-20,fpm,1
2022-05-18,sou,1
2001-01-01,prop,134
2024-11-05,skflista,2
2019-10-03,dir,2
2012-01-31,utskottsdokument,14
2002-10-21,utskottsmöte,2
2007-03-20,frs,4
2016-05-19,utskottsdokument,1
2004-04-28,mot,9
2014-05-19,mot,1
2026-01-13,ip,1
2010-09-22,fr,1
2001-02-08,prop,1
2009-12-17,f-lista,2
2006-05-10,bet,11
2019-01-28,bet,3
2014-01-22,frs,13
2017-06-23,dir,3
2012-01-20,fpm,3
2001-09-13,fr,3
2020-05-06,rskr,1
2007-05-23,rskr,10
2005-04-18,mot,1
2019-09-12,fr,1
2011-02-02,prot,1
2011-06-22,votering,5
2002-10-24,ds,1
2018-08-01,frs,3
2003-05-15,fr,17
2011-03-22,fpm,1
2025-11-03,fr,4
2017-12-12,ip,1
2019-03-26,kammakt,3
2008-10-06,f-lista,1
2024-11-27,mot,8
2013-04-18,ip,2
2026-01-12,sou,1
2010-01-26,fr,4
2025-04-11,mot,4
2004-10-14,utskottsdokument,4
2011-12-06,utskottsdokument,4
2010-12-15,frs,21
2020-10-30,eunprot,1
2004-06-30,ds,6
2024-05-21,bet,4
2018-07-10,prop,1
2016-12-07,ip,6
2022-04-20,ip,2
2013-10-15,mot,19
2023-03-30,bet,1
2010-10-11,t-lista,1
2012-02-27,bet,2
2017-03-02,frs,7
2002-10-26,utskottsmöte,1
2017-04-27,ds,1
2016-05-12,skflista,1
2018-05-17,t-lista,1
2011-09-30,ds,2
2016-06-09,kammakt,4
2024-12-12,dir,4
2025-07-22,komm,1
2004-05-06,mot,5
2014-08-26,fpm,1
2007-04-14,utskottsmöte,14
2012-06-27,fr,4
2024-04-18,fr,1
2006-04-25,prot,1
2023-02-09,fr,7
2012-05-09,bet,2
2010-04-29,fr,7
2013-02-04,frs,1
2022-02-16,f-lista,1
2026-03-03,prot,1
2013-04-26,fr,4
2016-03-17,bet,1
2001-05-11,mot,1
2012-03-13,f-lista,1
2022-05-13,eunprot,1
2012-05-21,bet,4
2007-10-02,minråd,2
2023-12-06,votering,2
2020-08-21,bet,6
2006-04-27,votering,15
2009-10-21,fpm,2
2025-07-28,fr,4
2014-04-01,fr,3
2017-02-13,ip,1
2014-10-15,frs,7
2016-10-27,prop,3
2014-03-27,skflista,1
2012-11-02,utskottsdokument,1
2010-03-09,fr,4
2021-04-19,bet,2
2023-10-19,kammakt,5
2016-01-27,rskr,4
2020-02-14,f-lista,1
2005-04-27,mot,2
2006-05-08,utskottsdokument,1
2001-04-09,ip,3
2015-01-20,fr,3
2003-06-12,mot,45
2022-11-17,prop,2
2022-12-15,bet,5
2006-02-14,fr,7
2010-10-05,prot,1
2001-10-15,fr,9
2008-10-29,frs,10
2016-04-14,yttr,1
2025-02-17,ip,3
2005-12-09,bet,3
2014-06-18,votering,7
2025-12-16,rskr,15
2025-06-05,t-lista,1
2013-11-26,utskottsdokument,5
2021-06-07,kammakt,1
2024-05-13,fr,7
2018-08-16,fr,2
2017-06-16,utskottsdokument,1
2025-04-03,yttr,2
2024-01-24,"",5
2019-06-12,t-lista,1
2006-11-27,ip,3
2019-11-27,prop,1
2025-01-15,fr,4
2001-02-28,ip,3
2010-03-15,bet,2
2022-12-16,fr,4
2012-01-20,eundok,1
2013-01-18,mot,10
2000-09-22,mot,7
2019-04-24,kalakt,6
2012-04-11,frs,2
2002-06-25,fr,3
2003-05-07,sou,6
2013-02-15,utskottsdokument,3
2020-05-07,utskottsmöte,14
2012-03-26,f-lista,1
2009-02-12,prop,3
2020-02-03,kammakt,11
2010-02-03,fr,6
2014-03-20,dir,3
2020-04-02,prot,1
2010-02-18,dir,2
2001-03-12,bet,2
2015-03-11,f-lista,1
2015-12-17,ip,4
2002-04-04,dir,3
2018-06-19,sou,1
2009-01-26,utskottsmöte,11
2013-11-28,bet,1
2013-09-18,eunbil,1
2025-01-23,fr,12
2013-09-26,ds,2
2023-05-23,prop,1
2024-12-17,utskottsmöte,26
2019-02-28,mot,1
2009-03-23,bet,2
2004-05-12,votering,14
2009-09-16,ds,2
2013-03-12,fr,3
2013-04-09,bet,5
2017-09-07,frsrdg,1
2025-06-18,bet,1
2011-08-25,frs,1
2018-10-16,prot,1
2012-11-19,skflista,3
2010-11-29,yttr,1
2016-11-10,mot,1
2003-06-02,prot,1
2017-11-22,f-lista,1
2016-04-21,ip,3
2024-12-03,bet,2
2022-12-21,kammakt,6
2007-08-30,utskottsdokument,4
2021-03-31,bet,6
2015-05-28,fr,3
2011-04-20,fr,1
2011-12-06,bet,2
2013-12-18,ip,8
2002-07-17,frs,2
2010-11-16,prop,1
2017-03-13,utskottsmöte,1
2022-04-12,samtr,2
2020-02-20,kammakt,3
2006-06-08,dir,4
2014-05-07,votering,24
2007-03-02,kf-lista,1
2012-01-19,prot,1
2016-09-21,f-lista,1
2003-10-02,prop,1
2017-03-09,mot,1
2007-10-25,rskr,3
2019-12-12,yttr,1
2015-11-18,kammakt,5
2007-02-01,bet,2
2021-01-11,fr,21
2012-05-29,frs,2
2022-09-28,prot,1
2022-05-03,f-lista,1
2019-01-24,ip,4
2007-07-04,frs,10
2024-01-24,bet,11
2026-02-27,fr,5
2017-02-10,eunprot,2
2025-04-30,mot,4
2006-05-18,prot,1
2022-01-11,skflista,2
2010-07-02,eundok,1
2020-12-17,prot,2
2017-01-12,bet,1
2008-01-09,fr,4
2016-06-14,ip,4
2024-11-21,dir,4
2008-12-22,fpm,3
2018-04-11,ip,2
2018-12-28,prop,1
2011-04-15,fr,6
2009-12-02,prot,1
2025-05-23,ip,8
2020-09-23,yttr,2
2024-09-19,utskottsmöte,6
2017-06-12,fr,1
2017-09-25,utskottsdokument,2
2016-12-22,ip,4
2003-01-23,dir,9
2010-10-26,f-lista,1
2004-10-26,frs,5
2010-06-10,fr,7
2014-11-18,frs,7
2006-05-29,f-lista,1
2011-05-03,yttr,1
2004-04-21,ip,2
2023-06-13,t-lista,1
2024-10-10,utskottsmöte,3
2023-11-15,"",8
2003-05-04,utskottsmöte,1
2009-02-16,f-lista,1
2022-05-12,ip,5
2020-03-18,f-lista,1
2022-10-28,skflista,2
2008-05-15,sou,2
2017-03-01,rskr,11
2020-01-28,frs,2
2011-06-14,prot,1
2007-12-11,prot,1
2024-04-19,f-lista,1
2008-10-15,bet,1
2022-11-09,frsrdg,1
2005-12-06,bet,7
2021-01-21,mot,2
2013-01-01,bilaga,238
2015-10-05,eunbil,4
2021-12-15,votering,9
2008-11-04,utskottsdokument,13
2014-05-07,rfr,1
2015-01-14,ds,1
2000-01-27,frs,4
2008-09-23,mot,6
2024-01-25,utskottsmöte,22
2020-04-09,utskottsmöte,2
2026-03-05,prop,4
2011-06-22,mot,1
2017-02-17,bet,1
2016-03-29,sou,1
2011-02-28,f-lista,1
2008-12-10,f-lista,1
2010-02-23,eunprot,1
2025-04-11,sou,1
2015-09-29,utskottsmöte,8
2021-01-12,fr,1
2012-10-03,f-lista,1
2010-12-15,mot,3
2009-10-27,bet,5
2001-10-19,kammakt,1
2019-11-05,kammakt,1
2026-02-18,prot,2
2008-01-09,bet,1
2004-11-24,frs,50
2024-04-06,yttr,1
2018-04-17,utskottsmöte,11
2003-07-08,sou,3
2008-10-15,sou,1
2022-02-17,prop,1
2006-12-28,frs,2
2022-11-18,fr,3
2010-12-08,ip,1
2015-12-03,prot,2
2004-03-23,fr,6
2018-10-09,mot,6
2025-09-17,mot,59
2015-02-12,f-lista,1
2012-05-04,sou,1
2025-09-09,kammakt,3
2009-01-21,prot,1
2009-11-11,f-lista,1
2019-11-14,kalakt,1
2023-04-26,frs,27
2016-04-05,fr,11
2001-12-13,prop,1
2023-06-30,frs,7
2016-11-21,eunbil,3
2017-01-25,utskottsmöte,1
2025-05-15,skflista,2
2018-05-28,f-lista,1
2019-12-20,f-lista,1
2017-02-28,prot,1
2006-12-27,frsrdg,2
2004-06-03,fr,4
2022-03-23,fr,29
2005-06-14,prot,1
2019-11-27,f-lista,1
2004-09-21,mot,101
2013-08-20,fr,2
2014-04-05,kammakt,5
2024-06-15,t-lista,1
2005-02-18,fr,16
2025-04-28,ip,2
2014-08-12,frs,7
2024-06-19,komm,2
2021-04-08,mot,3
2003-12-10,prot,1
2015-02-12,ip,9
2013-05-14,eunprot,1
2016-12-01,votering,10
2021-06-16,eunprot,1
2009-09-21,prot,1
2025-09-18,prop,2
2000-02-17,dir,4
2006-01-10,fr,24
2008-04-29,yttr,1
2024-01-23,ip,3
2023-09-27,fr,10
2020-01-23,bet,6
2015-11-24,utskottsmöte,14
2020-03-09,sou,2
2006-03-14,ip,3
2008-05-22,utskottsdokument,5
2016-10-11,frs,2
2013-11-15,f-lista,1
2019-05-15,t-lista,1
2025-05-15,komm,1
2002-04-04,mot,29
2019-01-31,f-lista,1
2020-05-06,eunprot,1
2009-05-13,f-lista,1
2006-06-01,votering,22
2017-09-25,fr,5
2016-03-17,ip,1
2016-10-03,yttr,1
2020-06-10,fr,25
2023-02-02,dir,3
2007-10-27,utskottsmöte,12
2019-09-20,mot,28
2019-12-12,utskottsmöte,14
