person_id,first_name,last_name,party,status,born_year,career_start_date,career_end_date,first_activity_year,last_activity_year,total_career_days,total_career_years,age_at_career_start,age_at_career_end,election_cycles_active,total_votes_cast,total_assignments,is_currently_active,avg_votes_per_year,avg_assignments_per_year,career_continuity_score,longevity_category,activity_level,continuity_pattern,career_life_stage,retention_risk
0225823431305,Stefan,Hagfeldt,M,Tidigare riksdagsledamot,1944,1998-10-05,2006-10-02,1998,2006,2919,8.0,54,62,2,1764,9,f,220.7,1.13,66.7,MID_CAREER_5_10,ACTIVE,INTERMITTENT,RETIRED_MATURE,NOT_ACTIVE
0685529743005,Mariana,Wallin,FP,Tidigare ersättare,1934,1990-11-06,1990-12-31,1990,1990,55,0.2,56,56,0,0,2,f,0.0,13.28,0.0,NEWCOMER_UNDER_2,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0787584650516,Alice,Bah Kuhnke,MP,Europaparlamentariker,1971,2014-10-03,2029-07-16,2014,2029,5400,14.8,43,58,1,378,10,f,25.6,0.68,25.0,ESTABLISHED_10_15,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0381918573217,Michael,Svensson,M,Tidigare riksdagsledamot,1957,2010-10-04,2018-10-31,2010,2018,2949,8.1,53,61,3,3521,10,f,436.1,1.24,100.0,MID_CAREER_5_10,VERY_ACTIVE,CONTINUOUS,RETIRED_MATURE,NOT_ACTIVE
0637482737005,Arne,Jansson,NYD,Tidigare riksdagsledamot,1942,1991-11-08,1994-10-03,1991,1994,1060,2.9,49,52,0,0,9,f,0.0,3.10,0.0,JUNIOR_2_5,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
023451344303,Patrik,Norinder,M,Tidigare riksdagsledamot,1941,1991-09-30,2006-10-02,1991,2006,5481,15.0,50,65,2,1859,15,f,123.9,1.00,50.0,LONG_SERVICE_15_20,MODERATE,INTERMITTENT,RETIRED_SENIOR,NOT_ACTIVE
0922497728524,Ardalan,Shekarabi,S,Tjänstgörande riksdagsledamot,1978,2013-03-21,2026-10-13,2013,2026,4954,13.6,35,48,4,1850,24,t,136.4,1.77,100.0,ESTABLISHED_10_15,MODERATE,CONTINUOUS,MID_CAREER_ACTIVE,MODERATE_ATTRITION_RISK
0558039843819,Göran,Pettersson,M,Tidigare riksdagsledamot,1960,2006-10-02,2018-09-24,2006,2018,4375,12.0,46,58,4,4805,28,f,401.1,2.34,100.0,ESTABLISHED_10_15,VERY_ACTIVE,CONTINUOUS,RETIRED_MATURE,NOT_ACTIVE
0747852417614,Maria,Stenberg,S,Tidigare riksdagsledamot,1966,2002-09-30,2015-12-31,2002,2015,4840,13.3,36,49,4,4918,19,f,371.1,1.43,100.0,ESTABLISHED_10_15,VERY_ACTIVE,CONTINUOUS,EXITED_EARLY,NOT_ACTIVE
0472624390304,Hans,Karlsson,S,Tidigare statsråd,1946,2002-09-30,2006-10-06,2002,2006,1467,4.0,56,60,0,0,2,f,0.0,0.50,0.0,JUNIOR_2_5,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0232551233302,Karl,Hagström,S,Avliden  2018-08-02,1941,1988-10-03,1998-10-04,1988,1998,3653,10.0,47,57,0,0,12,f,0.0,1.20,0.0,ESTABLISHED_10_15,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
082878762718,Anders,Flanking,C,Tidigare riksdagsledamot,1957,2006-10-17,2014-09-29,2006,2014,2904,8.0,49,57,1,410,6,f,51.6,0.75,33.3,MID_CAREER_5_10,LOW_ACTIVITY,SPORADIC,RETIRED_MATURE,NOT_ACTIVE
0798417016112,Kristina,Zakrisson,S,Tidigare riksdagsledamot,1956,1994-10-03,2010-10-04,1994,2010,5845,16.0,38,54,3,3023,25,f,188.9,1.56,60.0,LONG_SERVICE_15_20,MODERATE,INTERMITTENT,RETIRED_MATURE,NOT_ACTIVE
0793372891224,Noria,Manouchi,M,Tjänstgörande riksdagsledamot,1991,2018-09-24,2026-10-13,2018,2026,2941,8.1,27,35,3,3373,29,t,418.9,3.60,100.0,MID_CAREER_5_10,VERY_ACTIVE,CONTINUOUS,MID_CAREER_ACTIVE,LOW_RISK
0462699892622,Maria,Ferm,MP,Tidigare riksdagsledamot,1985,2010-10-04,2022-09-26,2010,2022,4375,12.0,25,37,4,4073,58,f,340.0,4.84,100.0,ESTABLISHED_10_15,VERY_ACTIVE,CONTINUOUS,EXITED_EARLY,NOT_ACTIVE
fe611d26-89f6-4b63-9b55-02f30630da91,Håkan,Hansson,C,Inga uppdrag,1952,1988-10-11,1991-09-29,1988,1991,1083,3.0,36,39,0,0,2,f,0.0,0.67,0.0,JUNIOR_2_5,MINIMAL,IRREGULAR,EXITED_EARLY,NOT_ACTIVE
0161018662505,Ragnhild,Pohanka,MP,Avliden  2021-11-18,1932,1988-10-04,1998-10-05,1988,1998,3653,10.0,56,66,0,0,11,f,0.0,1.10,0.0,ESTABLISHED_10_15,MINIMAL,IRREGULAR,RETIRED_SENIOR,NOT_ACTIVE
0678597762924,Martin,Westmont,SD,Tjänstgörande riksdagsledamot,1978,2022-10-12,2026-09-21,2022,2026,1440,3.9,44,48,2,1294,5,t,328.2,1.27,100.0,JUNIOR_2_5,VERY_ACTIVE,CONTINUOUS,MID_CAREER_ACTIVE,LOW_RISK
0466653728712,Denis,Begic,S,Tjänstgörande riksdagsledamot,1970,2018-09-24,2026-10-20,2018,2026,2948,8.1,48,56,3,3373,25,t,417.9,3.10,100.0,MID_CAREER_5_10,VERY_ACTIVE,CONTINUOUS,MATURE_ACTIVE,LOW_RISK
0414687558527,Maria,Weimer,L,Avliden  2024-10-05,1979,2014-09-29,2018-09-24,2014,2018,1456,4.0,35,39,2,1746,14,f,438.0,3.51,100.0,JUNIOR_2_5,VERY_ACTIVE,CONTINUOUS,EXITED_EARLY,NOT_ACTIVE
0137934715906,Lena,Klevenås,MP,Avliden  2017-01-16,1947,1991-09-30,1998-10-20,1991,1998,2577,7.1,44,51,0,0,12,f,0.0,1.70,0.0,MID_CAREER_5_10,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
030110584526,Caroline,Täljeblad,V,Tillgänglig ersättare,1986,2025-11-25,2025-12-31,2025,2025,36,0.1,39,39,1,18,2,f,182.6,20.29,100.0,NEWCOMER_UNDER_2,MODERATE,CONTINUOUS,EXITED_EARLY,NOT_ACTIVE
0509415296421,Kjell-Arne,Ottosson,KD,Tjänstgörande riksdagsledamot,1975,2018-09-24,2026-10-31,2018,2026,2959,8.1,43,51,3,3373,32,t,416.4,3.95,100.0,MID_CAREER_5_10,VERY_ACTIVE,CONTINUOUS,MATURE_ACTIVE,LOW_RISK
0999542677318,Anne-Marie,Wallouch,V,Tidigare ersättare,1967,2007-01-31,2007-04-30,2007,2007,89,0.2,40,40,1,136,4,f,558.1,16.42,100.0,NEWCOMER_UNDER_2,VERY_ACTIVE,CONTINUOUS,EXITED_EARLY,NOT_ACTIVE
0263142725304,Karin,Israelsson,C,Avliden  2013-04-25,1941,1979-10-01,1998-10-05,1979,1998,6944,19.0,38,57,0,0,26,f,0.0,1.37,0.0,LONG_SERVICE_15_20,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0634320940409,Catarina,Rönnung,S,Tidigare riksdagsledamot,1938,1976-10-04,1998-10-05,1976,1998,8036,22.0,38,60,0,0,22,f,0.0,1.00,0.0,VETERAN_20_PLUS,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0875221317013,Gunilla,Carlsson,S,Tjänstgörande riksdagsledamot,1966,2002-09-30,2028-10-31,2002,2028,9528,26.1,36,62,7,10037,58,t,384.8,2.22,100.0,VETERAN_20_PLUS,VERY_ACTIVE,CONTINUOUS,MATURE_ACTIVE,HIGH_RETIREMENT_RISK
036360942301,Marianne,Löfstedt,M,Tidigare ersättare,1938,1990-10-02,1990-10-31,1990,1990,29,0.1,52,52,0,0,3,f,0.0,37.78,0.0,NEWCOMER_UNDER_2,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0612837785809,Curt,Linderoth,M,Tidigare ersättare,1930,2008-09-08,2009-11-23,2008,2009,441,1.2,78,79,1,185,4,f,153.2,3.31,100.0,NEWCOMER_UNDER_2,MODERATE,CONTINUOUS,RETIRED_SENIOR,NOT_ACTIVE
0763673691509,Lars,Engqvist,S,Tidigare riksdagsledamot,1945,2002-09-30,2004-09-30,2002,2004,731,2.0,57,59,0,0,1,f,0.0,0.50,0.0,JUNIOR_2_5,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0710863816703,Helena,Hillar Rosenqvist,MP,Tidigare riksdagsledamot,1946,1998-10-05,2010-12-31,1998,2010,4470,12.2,52,64,2,1859,12,f,151.9,0.98,50.0,ESTABLISHED_10_15,MODERATE,INTERMITTENT,RETIRED_MATURE,NOT_ACTIVE
0853813080501,Majléne,Westerlund Panke,S,Tidigare riksdagsledamot,1946,1994-10-03,2006-10-31,1994,2006,4411,12.1,48,60,2,1859,14,f,153.9,1.16,50.0,ESTABLISHED_10_15,MODERATE,INTERMITTENT,RETIRED_MATURE,NOT_ACTIVE
0248492534018,Pia,Trollehjelm,SD,Tjänstgörande riksdagsledamot,1967,2025-03-01,2026-09-28,2025,2026,576,1.6,58,59,2,393,4,t,249.2,2.54,200.0,NEWCOMER_UNDER_2,ACTIVE,CONTINUOUS,MATURE_ACTIVE,LOW_RISK
0729731578904,Lisbet,Calner,S,Tidigare riksdagsledamot,1939,1982-10-04,2002-12-31,1982,2002,7393,20.2,43,63,0,0,21,f,0.0,1.04,0.0,VETERAN_20_PLUS,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0679228585116,Per,Åsling,C,Tidigare riksdagsledamot,1957,2006-10-02,2022-09-26,2006,2022,5838,16.0,49,65,5,6716,32,f,420.2,2.00,100.0,LONG_SERVICE_15_20,VERY_ACTIVE,CONTINUOUS,RETIRED_SENIOR,NOT_ACTIVE
0761174174409,Seija,Viitamäki-Carlsson,V,Tidigare ersättare,1948,1990-11-12,1991-12-10,1990,1991,393,1.1,42,43,0,0,4,f,0.0,3.72,0.0,NEWCOMER_UNDER_2,MINIMAL,IRREGULAR,EXITED_EARLY,NOT_ACTIVE
0729710260118,Helena,Bouveng,M,Tjänstgörande riksdagsledamot,1962,2006-10-02,2026-10-13,2006,2026,7316,20.0,44,64,6,8178,62,t,408.3,3.10,100.0,VETERAN_20_PLUS,VERY_ACTIVE,CONTINUOUS,MATURE_ACTIVE,HIGH_RETIREMENT_RISK
0883123676901,Kjell-Erik,Karlsson,V,Tidigare riksdagsledamot,1946,1998-10-05,2006-10-02,1998,2006,2919,8.0,52,60,2,1859,6,f,232.6,0.75,66.7,MID_CAREER_5_10,ACTIVE,INTERMITTENT,RETIRED_MATURE,NOT_ACTIVE
0248883870202,Göran,Montan,M,Avliden  2023-06-09,1946,2006-10-02,2014-09-29,2006,2014,2919,8.0,60,68,3,3059,9,f,382.8,1.13,100.0,MID_CAREER_5_10,VERY_ACTIVE,CONTINUOUS,RETIRED_SENIOR,NOT_ACTIVE
0112524608217,Petra,Gardos,M,Tidigare riksdagsledamot,1972,2002-01-01,2002-09-30,2002,2002,272,0.7,30,30,0,0,2,f,0.0,2.69,0.0,NEWCOMER_UNDER_2,MINIMAL,IRREGULAR,EXITED_EARLY,NOT_ACTIVE
0395762282903,Elsemarie,Bjellqvist,S,Tillgänglig ersättare,1944,2019-07-15,2022-10-18,2019,2022,1191,3.3,75,78,2,654,10,f,200.6,3.07,200.0,JUNIOR_2_5,ACTIVE,CONTINUOUS,RETIRED_SENIOR,NOT_ACTIVE
0840626810107,Nils,Åsling,C,Tidigare riksdagsledamot,1927,1976-10-04,1988-10-03,1976,1988,4382,12.0,49,61,0,0,4,f,0.0,0.33,0.0,ESTABLISHED_10_15,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0737824098113,Magnus,Berntsson,KD,Tjänstgörande riksdagsledamot,1973,2022-09-26,2026-10-27,2022,2026,1492,4.1,49,53,2,1294,11,t,316.8,2.69,100.0,JUNIOR_2_5,VERY_ACTIVE,CONTINUOUS,MATURE_ACTIVE,LOW_RISK
0181478122414,Anne Marie,Brodén,M,Tidigare riksdagsledamot,1956,2002-09-30,2014-09-29,2002,2014,4382,12.0,46,58,4,4837,13,f,403.2,1.08,100.0,ESTABLISHED_10_15,VERY_ACTIVE,CONTINUOUS,RETIRED_MATURE,NOT_ACTIVE
0210444373111,Katarina,Luhr,MP,Tjänstgörande riksdagsledamot,1973,2022-10-18,2026-09-21,2022,2026,1434,3.9,49,53,2,1294,12,t,329.6,3.06,100.0,JUNIOR_2_5,VERY_ACTIVE,CONTINUOUS,MATURE_ACTIVE,LOW_RISK
0477654100492,Anna,Horn af Rantzien,MP,Tidigare riksdagsledamot,1924,1988-10-04,1991-09-30,1988,1991,1091,3.0,64,67,0,0,5,f,0.0,1.67,0.0,JUNIOR_2_5,MINIMAL,IRREGULAR,RETIRED_SENIOR,NOT_ACTIVE
093487175616,Roy,Resare,MP,Tidigare riksdagsledamot,1954,1988-10-04,1998-10-20,1988,1998,3668,10.0,34,44,0,0,10,f,0.0,1.00,0.0,ESTABLISHED_10_15,MINIMAL,IRREGULAR,EXITED_EARLY,NOT_ACTIVE
0658584530506,Lena,Larsson,S,Tidigare riksdagsledamot,1947,1994-10-03,1998-10-05,1994,1998,1463,4.0,47,51,0,0,3,f,0.0,0.75,0.0,JUNIOR_2_5,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0624994476012,Nermina,Mizimovic,S,Tillgänglig ersättare,1973,2019-01-22,2020-12-01,2019,2020,679,1.9,46,47,1,371,20,f,199.6,10.76,100.0,NEWCOMER_UNDER_2,MODERATE,CONTINUOUS,EXITED_EARLY,NOT_ACTIVE
0358278412329,Björn,Petersson,S,Tillgänglig ersättare,1982,2018-09-24,2025-06-29,2018,2025,2470,6.8,36,43,2,2582,27,f,381.8,3.99,100.0,MID_CAREER_5_10,VERY_ACTIVE,CONTINUOUS,EXITED_EARLY,NOT_ACTIVE
0277100069203,Knut,Billing,M,Avliden  2007-05-31,1939,1979-10-01,2002-12-31,1979,2002,8492,23.2,40,63,0,0,27,f,0.0,1.16,0.0,VETERAN_20_PLUS,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0845133742919,Lili,André,KD,Tjänstgörande riksdagsledamot,1970,2022-09-26,2026-09-28,2022,2026,1463,4.0,52,56,2,1294,10,t,323.1,2.50,100.0,JUNIOR_2_5,VERY_ACTIVE,CONTINUOUS,MATURE_ACTIVE,LOW_RISK
0591020192311,Ulf,Lindholm,SD,Tjänstgörande riksdagsledamot,1963,2022-09-26,2026-09-28,2022,2026,1463,4.0,59,63,2,1294,9,t,323.1,2.25,100.0,JUNIOR_2_5,VERY_ACTIVE,CONTINUOUS,MATURE_ACTIVE,LOW_RISK
0861521539920,Aron,Emilsson,SD,Tjänstgörande riksdagsledamot,1990,2014-09-29,2026-10-26,2014,2026,4410,12.1,24,36,4,5048,54,t,418.1,4.47,100.0,ESTABLISHED_10_15,VERY_ACTIVE,CONTINUOUS,MID_CAREER_ACTIVE,LOW_RISK
0185680273604,Åke,Bergbäck,FP,Tidigare ersättare,1937,2005-07-13,2005-11-30,2005,2005,140,0.4,68,68,1,47,3,f,122.6,7.83,100.0,NEWCOMER_UNDER_2,MODERATE,CONTINUOUS,RETIRED_SENIOR,NOT_ACTIVE
0610162335824,Niklas,Sigvardsson,S,Tjänstgörande riksdagsledamot,1991,2022-09-26,2026-09-28,2022,2026,1463,4.0,31,35,2,1294,3,t,323.1,0.75,100.0,JUNIOR_2_5,VERY_ACTIVE,CONTINUOUS,MID_CAREER_ACTIVE,LOW_RISK
0828690288413,Anna,Hallberg,S,Tidigare statsråd,1963,2019-09-10,2022-10-18,2019,2022,1134,3.1,56,59,0,0,8,f,0.0,2.58,0.0,JUNIOR_2_5,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0857394544302,Henrik S,Järrel,M,Tidigare riksdagsledamot,1948,1991-09-30,2006-10-02,1991,2006,5481,15.0,43,58,2,1859,22,f,123.9,1.47,50.0,LONG_SERVICE_15_20,MODERATE,INTERMITTENT,RETIRED_MATURE,NOT_ACTIVE
0666958447826,Caroline,Szyber,KD,Tidigare riksdagsledamot,1981,2010-10-04,2018-09-24,2010,2018,2912,8.0,29,37,3,3036,17,f,380.8,2.13,100.0,MID_CAREER_5_10,VERY_ACTIVE,CONTINUOUS,EXITED_EARLY,NOT_ACTIVE
0501397157002,Karin,Ahrland,FP,Avliden  2019-08-30,1931,1976-10-04,1989-09-30,1976,1989,4744,13.0,45,58,0,0,5,f,0.0,0.38,0.0,ESTABLISHED_10_15,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0883392691612,Anneli,Särnblad,S,Tidigare riksdagsledamot,1968,2002-09-30,2010-10-04,2002,2010,2926,8.0,34,42,3,3019,8,f,376.9,1.00,100.0,MID_CAREER_5_10,VERY_ACTIVE,CONTINUOUS,EXITED_EARLY,NOT_ACTIVE
0751528529603,Ingrid,Ronne-Björkqvist,FP,Tidigare riksdagsledamot,1934,1985-09-30,1991-09-30,1985,1991,2191,6.0,51,57,0,0,2,f,0.0,0.33,0.0,MID_CAREER_5_10,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0851966755011,Hans,Stenberg,S,Avliden  2016-08-27,1953,1991-09-30,2010-10-04,1991,2010,6944,19.0,38,57,3,3143,19,f,165.3,1.00,60.0,LONG_SERVICE_15_20,MODERATE,INTERMITTENT,RETIRED_MATURE,NOT_ACTIVE
0309480686522,Leila,Ali Elmi,MP,Tjänstgörande riksdagsledamot,1988,2018-09-24,2026-09-21,2018,2026,2919,8.0,30,38,3,3351,23,t,419.3,2.88,100.0,MID_CAREER_5_10,VERY_ACTIVE,CONTINUOUS,MID_CAREER_ACTIVE,LOW_RISK
0173946230722,Maria,Andersson Willner,S,Tidigare riksdagsledamot,1978,2014-09-29,2018-09-24,2014,2018,1456,4.0,36,40,2,1746,11,f,438.0,2.76,100.0,JUNIOR_2_5,VERY_ACTIVE,CONTINUOUS,EXITED_EARLY,NOT_ACTIVE
0229037492514,Margareta E,Nordenvall,M,Tidigare riksdagsledamot,1954,1994-10-03,1997-09-21,1994,1997,1084,3.0,40,43,0,0,3,f,0.0,1.01,0.0,JUNIOR_2_5,MINIMAL,IRREGULAR,EXITED_EARLY,NOT_ACTIVE
0650047409402,Sven-Olof,Nordlund,S,Tidigare ersättare,1931,1986-10-10,1988-10-03,1986,1988,724,2.0,55,57,0,0,1,f,0.0,0.50,0.0,JUNIOR_2_5,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
05634168328,Nike,Örbrink,KD,Tidigare ersättare,1997,2022-10-18,2022-11-07,2022,2022,20,0.1,25,25,1,2,1,f,36.5,18.26,100.0,NEWCOMER_UNDER_2,MINIMAL,CONTINUOUS,EXITED_EARLY,NOT_ACTIVE
0637028706011,Bodil,Ceballos,MP,Tidigare riksdagsledamot,1958,2006-10-02,2019-07-02,2006,2019,4656,12.7,48,61,3,3031,25,f,237.8,1.96,75.0,ESTABLISHED_10_15,ACTIVE,MOSTLY_CONTINUOUS,RETIRED_MATURE,NOT_ACTIVE
0275356156309,Arne,Andersson,M,Tidigare riksdagsledamot,1928,1976-10-04,1998-10-05,1976,1998,8036,22.0,48,70,0,0,31,f,0.0,1.41,0.0,VETERAN_20_PLUS,MINIMAL,IRREGULAR,RETIRED_SENIOR,NOT_ACTIVE
0710022029620,Magda,Rasmusson,MP,Tidigare ersättare,1992,2015-05-18,2015-12-31,2015,2015,227,0.6,23,23,1,151,4,f,243.0,6.44,100.0,NEWCOMER_UNDER_2,ACTIVE,CONTINUOUS,EXITED_EARLY,NOT_ACTIVE
0714968014016,Anders,Ekegren,L,Tjänstgörande statsrådsersättare,1957,2025-02-24,2026-10-27,2025,2026,610,1.7,68,69,2,422,8,t,252.7,4.79,200.0,NEWCOMER_UNDER_2,ACTIVE,CONTINUOUS,SENIOR_ACTIVE,LOW_RISK
0567603564903,Viola,Furubjelke,S,Tidigare riksdagsledamot,1946,1985-09-30,2002-01-01,1985,2002,5937,16.3,39,56,0,0,31,f,0.0,1.91,0.0,LONG_SERVICE_15_20,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0456066032422,Mathias,Sundin,L,Tidigare riksdagsledamot,1978,2012-04-18,2018-09-24,2012,2018,2350,6.4,34,40,3,2008,13,f,312.1,2.02,150.0,MID_CAREER_5_10,VERY_ACTIVE,CONTINUOUS,EXITED_EARLY,NOT_ACTIVE
0213691891904,Bo,Toresson,S,Tidigare riksdagsledamot,1939,1991-01-01,1991-01-10,1991,1991,9,0.0,52,52,0,0,3,f,0.0,121.75,0.0,NEWCOMER_UNDER_2,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0127744006318,Cecilia,Gustafsson,M,Tjänstgörande riksdagsledamot,1972,2025-09-01,2026-09-28,2025,2026,392,1.1,53,54,2,90,3,t,83.9,2.80,200.0,NEWCOMER_UNDER_2,LOW_ACTIVITY,CONTINUOUS,MATURE_ACTIVE,EARLY_EXIT_RISK
0926214745119,Heléne,Björklund,S,Tjänstgörande riksdagsledamot,1972,2018-09-24,2026-10-31,2018,2026,2959,8.1,46,54,3,3373,37,t,416.4,4.57,100.0,MID_CAREER_5_10,VERY_ACTIVE,CONTINUOUS,MATURE_ACTIVE,LOW_RISK
0962700307214,Michael,Stjernström,KD,Tidigare riksdagsledamot,1961,1994-01-19,1998-10-05,1994,1998,1720,4.7,33,37,0,0,30,f,0.0,6.37,0.0,JUNIOR_2_5,MINIMAL,IRREGULAR,EXITED_EARLY,NOT_ACTIVE
0272006117024,Jon,Thorbjörnson,V,Tidigare riksdagsledamot,1976,2018-09-24,2022-09-26,2018,2022,1463,4.0,42,46,2,2079,18,f,519.0,4.49,100.0,JUNIOR_2_5,VERY_ACTIVE,CONTINUOUS,EXITED_EARLY,NOT_ACTIVE
0778776381700,Anders,Andersson,M,Avliden  1989-05-08,1928,1983-10-04,1989-05-08,1983,1989,2043,5.6,55,61,0,0,4,f,0.0,0.72,0.0,MID_CAREER_5_10,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0623459368604,Margareta,Jonback,FP,Tidigare ersättare,1934,1988-11-15,1988-12-14,1988,1988,29,0.1,54,54,0,0,3,f,0.0,37.78,0.0,NEWCOMER_UNDER_2,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0875394246527,Gabriel,Kroon,SD,Avgången riksdagsledamot,1996,2022-09-26,2022-10-12,2022,2022,16,0.0,26,26,0,0,3,f,0.0,68.48,0.0,NEWCOMER_UNDER_2,MINIMAL,IRREGULAR,EXITED_EARLY,NOT_ACTIVE
0841802782704,Birgit,Friggebo,FP,Tidigare riksdagsledamot,1941,1979-10-01,1998-10-04,1979,1998,6943,19.0,38,57,0,0,21,f,0.0,1.10,0.0,LONG_SERVICE_15_20,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0853269477202,Bertil,Danielsson,M,Tidigare riksdagsledamot,1936,1979-10-01,1994-10-03,1979,1994,5481,15.0,43,58,0,0,7,f,0.0,0.47,0.0,LONG_SERVICE_15_20,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0573273704102,Christer,Erlandsson,S,Tidigare ersättare,1946,1996-10-01,2006-10-02,1996,2006,3653,10.0,50,60,2,1143,24,f,114.3,2.40,66.7,ESTABLISHED_10_15,MODERATE,INTERMITTENT,RETIRED_MATURE,NOT_ACTIVE
0976559189807,Rosa,Östh,C,Tidigare riksdagsledamot,1935,1982-10-04,1994-10-03,1982,1994,4382,12.0,47,59,0,0,8,f,0.0,0.67,0.0,ESTABLISHED_10_15,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
062367962120,Åsa,Lindhagen,MP,Avgången riksdagsledamot,1980,2018-09-24,2022-10-18,2018,2022,1485,4.1,38,42,1,49,17,f,12.1,4.18,50.0,JUNIOR_2_5,MINIMAL,INTERMITTENT,EXITED_EARLY,NOT_ACTIVE
0810852280213,Marie-Louise,Hänel Sandström,M,Tjänstgörande riksdagsledamot,1968,2018-09-24,2028-10-31,2018,2028,3690,10.1,50,60,3,3373,29,t,333.9,2.87,100.0,ESTABLISHED_10_15,VERY_ACTIVE,CONTINUOUS,MATURE_ACTIVE,LOW_RISK
0840215353615,Anders,Nordin,MP,Status saknas,1949,1990-04-11,1990-05-11,1990,1990,30,0.1,41,41,0,0,2,f,0.0,24.35,0.0,NEWCOMER_UNDER_2,MINIMAL,IRREGULAR,EXITED_EARLY,NOT_ACTIVE
0256743155204,Per-Ingvar,Johnsson,C,Tidigare riksdagsledamot,1944,2010-10-04,2019-03-13,2010,2019,3082,8.4,66,75,3,3521,10,f,417.3,1.19,100.0,MID_CAREER_5_10,VERY_ACTIVE,CONTINUOUS,RETIRED_SENIOR,NOT_ACTIVE
0732945766402,Olle,Westberg,S,Avliden  2013-05-14,1926,1976-10-04,1989-06-30,1976,1989,4652,12.7,50,63,0,0,5,f,0.0,0.39,0.0,ESTABLISHED_10_15,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0463244199702,Inger,Gustafsson,L,Tidigare ersättare,1948,2005-11-15,2006-02-28,2005,2006,105,0.3,57,58,2,138,2,f,480.0,6.96,200.0,NEWCOMER_UNDER_2,VERY_ACTIVE,CONTINUOUS,RETIRED_MATURE,NOT_ACTIVE
0910587614018,Mohamoud,M. Enow,M,Tidigare ersättare,1955,2012-11-06,2013-04-28,2012,2013,173,0.5,57,58,1,307,3,f,648.2,6.33,100.0,NEWCOMER_UNDER_2,VERY_ACTIVE,CONTINUOUS,RETIRED_MATURE,NOT_ACTIVE
0961349903416,Rebwar,Hassan,MP,Tidigare ersättare,1959,2012-11-14,2013-05-17,2012,2013,184,0.5,53,54,1,333,3,f,661.0,5.96,100.0,NEWCOMER_UNDER_2,VERY_ACTIVE,CONTINUOUS,RETIRED_MATURE,NOT_ACTIVE
0170700930812,Joe,Frans,S,Tidigare riksdagsledamot,1963,2002-09-30,2006-10-02,2002,2006,1463,4.0,39,43,2,1859,5,f,464.1,1.25,100.0,JUNIOR_2_5,VERY_ACTIVE,CONTINUOUS,EXITED_EARLY,NOT_ACTIVE
0273732267214,Jan,Andersson,C,Tidigare riksdagsledamot,1966,2002-09-30,2010-10-04,2002,2010,2926,8.0,36,44,3,2928,9,f,365.5,1.12,100.0,MID_CAREER_5_10,VERY_ACTIVE,CONTINUOUS,EXITED_EARLY,NOT_ACTIVE
0125036219125,Nina,Larsson,L,Jämställdhetsminister,1976,2006-10-02,2026-09-28,2006,2026,7301,20.0,30,50,3,2923,19,f,146.2,0.95,50.0,VETERAN_20_PLUS,MODERATE,INTERMITTENT,RETIRED_MATURE,NOT_ACTIVE
0668587997616,Juan,Fonseca,S,Tidigare riksdagsledamot,1954,1994-10-08,1998-10-05,1994,1998,1458,4.0,40,44,0,0,4,f,0.0,1.00,0.0,JUNIOR_2_5,MINIMAL,IRREGULAR,EXITED_EARLY,NOT_ACTIVE
0137222911406,Cecilia,Jensfelt,"",Tidigare ersättare,1942,1982-10-04,1982-10-08,1982,1982,4,0.0,40,40,0,0,1,f,0.0,91.31,0.0,NEWCOMER_UNDER_2,MINIMAL,IRREGULAR,EXITED_EARLY,NOT_ACTIVE
