person_id,first_name,last_name,party,total_rebellions,strong_consensus_rebellions,very_strong_consensus_rebellions,avg_consensus_strength_rebelled_against,anomaly_classification,anomaly_assessment
0766496753128,Fredrik,Malm,L,21,2,0,61.62,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0274462857213,Petter,Löberg,S,11,4,0,75.91,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0694917698222,Michael,Rubbestad,SD,4,0,0,51.61,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
012053331219,Anna,Kinberg Batra,M,5,2,0,60.98,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
08644719105,Anna,Lilliehöök,M,26,3,0,53.32,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0661283223209,Peder,Wachtmeister,M,3,2,1,84.17,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0961349903416,Rebwar,Hassan,MP,13,1,1,58.46,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0716036604716,Elisabet,Knutsson,MP,7,2,0,73.55,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0481005050915,Else-Marie,Lindgren,KD,37,8,4,67.40,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0554852839719,Mikael,Dahlqvist,S,12,9,0,79.10,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
089246126523,Elin,Lundgren,S,38,4,0,52.82,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0933424396309,Billy,Gustafsson,S,41,4,0,49.19,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0778725756419,Lisbeth,Sundén Andersson,M,9,1,0,51.79,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0381918573217,Michael,Svensson,M,23,13,4,72.18,CONSISTENT_REBEL,MODERATE ANOMALY: Consistent rebellion against strong party consensus (80%+)
0710595759638,Aida,Birinxhiku,S,2,0,0,68.69,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0116759114313,Bengt,Eliasson,L,12,0,0,48.03,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0288805051019,Lars,Johansson,S,51,12,4,56.39,CONSISTENT_REBEL,MODERATE ANOMALY: Consistent rebellion against strong party consensus (80%+)
0697941234716,Margareta,Gunsdotter,-,29,4,3,60.94,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0285612919302,Ulla,Löfgren,M,22,4,0,52.60,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0456066032422,Mathias,Sundin,L,23,8,0,67.49,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0321885416125,Rossana,Dinamarca,V,69,10,3,57.25,CONSISTENT_REBEL,MODERATE ANOMALY: Consistent rebellion against strong party consensus (80%+)
0328926898814,Marita,Ulvskog,S,10,3,0,58.30,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
064711971110,Maria,Gardfjell,MP,7,1,0,52.68,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0361291071906,Carl-Erik,Skårman,M,14,1,0,55.91,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0992473266516,Larry,Söder,KD,12,1,0,54.31,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0186426023519,Arhe,Hamednaca,S,33,7,1,54.62,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0509830681123,Ida,Karkiainen,S,4,2,0,71.12,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0923797859612,Eva-Lena,Gustavsson,S,1,1,0,82.30,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0730984957305,Anne-Marie,Ekström,L,18,2,0,53.53,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0745594497101,Lars-Ivar,Ericson,C,29,5,1,58.86,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0736867676621,Jimmy,Loord,KD,2,2,1,92.05,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
031414803913,Maria,Wetterstrand,MP,33,5,1,63.40,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0692076685824,Camilla,Hansén,MP,18,4,0,73.47,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0455256796113,Christer,Winbäck,L,30,3,1,62.15,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0662749063210,Roland,Bäckman,S,9,0,0,42.44,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0641996868011,Ann,Arleklo,S,33,1,0,48.03,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0449003924218,Kalle,Larsson,V,29,1,0,48.50,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
062367962120,Åsa,Lindhagen,MP,2,1,1,71.88,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0308306375022,Roger,Haddad,L,23,3,0,59.56,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0332753845811,Yvonne,Ruwaida,MP,67,11,1,66.55,CONSISTENT_REBEL,MODERATE ANOMALY: Consistent rebellion against strong party consensus (80%+)
0150200797210,Mats,Sander,M,2,2,1,86.26,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0280164118408,Tommy,Ternemar,S,16,1,0,49.57,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0658668232410,Per,Bill,M,30,7,3,56.90,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0791786201912,Maria,Plass,M,9,0,0,45.70,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0905254899611,Louise,Thunström,S,6,5,0,85.43,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
014386615025,Ali,Esbati,V,21,3,1,55.48,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0671881934227,Johan,Nissinen,SD,9,3,0,59.28,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
035234573112,Anna-Lena,Hedberg,SD,1,1,0,84.93,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0926214745119,Heléne,Björklund,S,7,3,0,72.26,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0797352642914,Mikael,Peterson,S,1,1,0,85.84,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0105797223918,Mikael,Cederbratt,M,10,2,1,61.63,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0332067570917,Berit,Andnor,S,21,1,0,55.42,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0128805841317,Katarina,Brännström,M,15,5,0,56.45,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0642224351118,Pål,Jonson,M,3,0,0,44.92,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0409655917321,Jakob,Olofsgård,L,1,1,0,85.00,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0722683622001,Lars,Jilmstad,M,2,2,1,88.57,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0831039938224,Adam,Marttinen,SD,16,2,0,54.25,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0333961113904,Marita,Aronson,FP,18,0,0,51.39,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0433422973328,Kristoffer,Lindberg,S,2,0,0,73.83,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
025931369428,Jonas,Andersson,SD,5,1,0,60.05,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0395613047500,Linnéa,Darell,FP,29,3,0,59.23,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0557180142229,Fredrik,Lindahl,SD,3,0,0,50.00,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0590020362617,Cecilia,Brinck,M,1,1,1,90.65,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0574724112206,Rosita,Runegrund,KD,22,2,1,55.23,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0264838147315,Catharina,Bråkenhielm,S,58,12,0,57.84,CONSISTENT_REBEL,MODERATE ANOMALY: Consistent rebellion against strong party consensus (80%+)
0877778793323,Johan,Büser,S,17,11,0,74.64,CONSISTENT_REBEL,MODERATE ANOMALY: Consistent rebellion against strong party consensus (80%+)
0652944607906,Cristina,Husmark Pehrsson,M,16,0,0,45.63,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0925652297119,Per,Ramhorn,SD,31,4,2,54.20,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0457722435319,Tomas,Kronståhl,S,12,6,0,74.71,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0909948830718,Ann-Christin,Ahlberg,S,40,1,0,45.39,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0855286184126,Jessica,Rodén,S,4,3,0,79.87,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0691468495629,Axel,Darvik,FP,20,0,0,51.62,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0307835692938,Emelie,Nyman,C,1,1,0,83.33,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0709911904721,Johanna,Rantsi,M,1,0,0,45.71,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0792716417210,Lars,Bäckström,V,8,2,0,60.72,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0891897903314,Sven-Erik,Sjöstrand,V,17,0,0,50.50,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0903751303011,Catherine,Persson,S,3,0,0,73.33,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0340418158820,Daniel,Persson,SD,4,2,0,77.00,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0313390540217,Ingela,Nylund Watz,S,31,2,0,51.02,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0706528359123,Linus,Sköld,S,4,3,0,74.08,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0540190357911,Hans,Hoff,S,58,12,0,54.85,CONSISTENT_REBEL,MODERATE ANOMALY: Consistent rebellion against strong party consensus (80%+)
0975579292417,Monica,Green,S,43,5,0,51.84,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0652497579621,Johanna,Haraldsson,S,3,3,0,84.90,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0108109641223,Carl-Oskar,Bohlin,M,23,11,0,68.00,CONSISTENT_REBEL,MODERATE ANOMALY: Consistent rebellion against strong party consensus (80%+)
0284604377408,Jörgen,Johansson,C,19,2,0,58.85,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0604459858621,Emilia,Töyrä,S,1,1,0,85.84,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0236597884217,Rose-Marie,Carlsson,S,7,3,0,64.41,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0817058516814,Ina,Järlesjö,KD,1,0,0,42.42,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0190560012714,Pia,Hallström,M,7,1,1,53.60,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0880452278816,Mikaela,Valtersson,MP,51,6,0,57.11,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0407081382317,Anna-Caren,Sätherberg,S,4,4,0,86.08,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0474290584024,Azadeh,Rojhan,S,11,8,2,74.62,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0961483563503,Gudrun,Nordborg,V,15,3,1,76.09,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0708483204009,Lennart,Klockare,S,1,1,0,82.64,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0512009811316,Lena,Malm,S,3,3,0,86.16,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0656591334119,Per,Klarberg,SD,10,1,0,55.88,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0747852417614,Maria,Stenberg,S,39,4,0,47.98,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
013162757105,Elizabeth,Nyström,M,19,4,0,56.99,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0880137451720,Emma,Nohrén,MP,10,3,0,76.82,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0537484650407,Bo,Lundgren,M,16,7,2,72.04,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0859909330720,Sanna,Backeskog,S,2,0,0,68.69,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0937521536309,Henrik,Westman,M,17,1,0,46.20,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
084677425329,Oskar,Öholm,M,1,1,0,86.92,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0515990253512,Yilmaz,Kerimo,S,37,1,0,46.77,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0104804820009,Per,Unckel,M,4,1,0,68.87,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
07776758016,Ewa,Larsson,MP,14,4,0,69.33,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0649200228012,Stefan,Wikén,S,4,1,0,50.29,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0513020576128,Erik,Bengtzboe,M,9,0,0,43.11,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0807866053922,Anna,König Jerlmyr,M,1,1,1,91.67,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0352254228107,Staffan,Danielsson,C,28,7,3,66.10,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
010392780417,Marie,Olsson,S,1,0,0,79.65,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0553513261108,Barbro,Feltzing,MP,19,2,0,59.13,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0455086201022,Johnny,Skalin,SD,30,6,2,58.27,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0604604418610,Jacob,Risberg,MP,2,0,0,63.89,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0526748040023,Ludvig,Aspling,SD,9,6,0,72.90,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0638497389621,Julia,Kronlid,SD,31,5,1,54.99,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0871076471012,Ann-Marie,Fagerström,S,2,2,1,89.93,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0745549193810,Stefan,Attefall,KD,28,2,0,60.01,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
046703152205,Kent,Olsson,M,19,3,0,57.42,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0776705932527,Ciczie,Weidby,V,16,2,0,58.46,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0936723349517,Christer,Engelhardt,S,43,4,1,49.51,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0590881101608,Åke,Sandström,C,3,1,0,72.41,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0284192765516,Tomas,Eneroth,S,56,21,0,61.05,CONSISTENT_REBEL,MODERATE ANOMALY: Consistent rebellion against strong party consensus (80%+)
0584183916016,Ulf,Holm,MP,153,24,2,61.98,CONSISTENT_REBEL,MODERATE ANOMALY: Consistent rebellion against strong party consensus (80%+)
0752691002718,Pyry,Niemi,S,29,1,1,46.56,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0463244199702,Inger,Gustafsson,L,3,0,0,73.61,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0150118366721,Linda,W Snecker,V,14,0,0,54.69,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0182800488922,Paula,Bieler,SD,10,2,0,52.97,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0843345349823,Anders,Hansson,M,14,4,0,55.76,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0475778011711,Hans,Ekström,S,35,11,0,57.99,CONSISTENT_REBEL,MODERATE ANOMALY: Consistent rebellion against strong party consensus (80%+)
0750727320521,Jonas,Gunnarsson,S,25,3,0,50.39,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0442872782509,Harald,Nordlund,FP,5,0,0,51.25,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0938534705001,Gunnar,Hedberg,M,2,0,0,41.97,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0695090885212,Maria,Abrahamsson,M,19,7,2,64.79,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0150664940102,Eva,Lohman,M,15,5,3,61.57,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0680329141121,Aron,Modig,KD,12,1,0,52.09,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0113077554312,Raimo,Pärssinen,S,40,1,1,46.45,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0718937995813,Lars-Arne,Staxäng,M,16,7,3,69.15,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0546731406922,Rebecka,Le Moine,MP,3,0,0,53.47,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
082139988919,Kerstin,Hermansson,C,1,1,0,86.21,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0598053101129,David,Lindvall,S,1,1,0,88.50,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0341628241813,Marianne,Fundahn,S,2,0,0,57.73,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0493288854424,Niklas,Wykman,M,12,2,0,49.93,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0521844714515,Christina,Höj Larsen,V,39,2,1,49.56,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0144048894712,Ellen,Juntti,M,17,5,1,61.89,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0427836082425,Fredrik,Lindstål,C,1,0,0,75.00,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0603366539729,Malin,Danielsson,L,6,0,0,42.20,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0791649913415,Stefan,Nilsson,MP,38,4,1,44.95,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0640774576009,Inger,Jarl Beck,S,20,2,0,55.12,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0992867772421,Nils,Seye Larsen,MP,3,0,0,72.22,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
089057453314,Ulf,Sjösten,M,30,5,0,64.52,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0832311880029,Erik,Ottoson,M,13,3,0,54.72,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0860364634014,Mattias,Ottosson,S,4,1,0,66.12,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
022805994927,Sofia,Westergren,M,3,0,0,34.52,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
042413114103,Anne,Oskarsson,SD,4,1,1,60.49,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0341604836310,Karin,Engdahl,S,1,1,0,88.00,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0916145693524,Camilla,Lindberg,FP,3,1,0,76.19,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0558039843819,Göran,Pettersson,M,8,2,1,54.49,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0237055280513,Roland,Utbult,KD,13,3,0,58.65,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0747667590310,Marina,Pettersson,S,20,3,0,57.82,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0456522027421,Linnéa,Wickman,S,2,1,0,79.38,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0504851635310,Daniel,Helldén,MP,7,2,0,75.40,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0802091197024,Andrea,Andersson Tay,V,2,0,0,47.92,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0910803550317,Lena,Johansson,S,1,1,0,80.37,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0956444284814,Per,Bolund,MP,31,1,0,51.49,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0788526088220,Emma,Henriksson,KD,18,2,1,59.03,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0395416536118,Siv,Holma,V,80,14,3,60.39,CONSISTENT_REBEL,MODERATE ANOMALY: Consistent rebellion against strong party consensus (80%+)
0860429409414,Désirée,Pethrus,KD,26,3,1,63.32,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0846171262302,Kjell,Eldensjö,KD,5,0,0,61.67,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
011548866929,Elin,Nilsson,L,1,1,0,81.25,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0499755198526,Mattias,Jonsson,S,37,10,2,56.08,CONSISTENT_REBEL,MODERATE ANOMALY: Consistent rebellion against strong party consensus (80%+)
025158809026,Ida,Gabrielsson,V,24,6,2,66.59,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0610573125306,Berndt,Ekholm,S,3,1,0,80.32,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0266517781926,Christina,Örnebjär,L,13,1,0,54.86,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0836813859011,Martin,Andreasson,L,19,1,0,56.91,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0529963707818,Martin,Nilsson,S,2,2,0,89.58,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0203334943718,Louise,Malmström,S,48,3,2,50.27,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0637784834317,Diana,Laitinen Carlsson,S,2,2,1,89.50,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0700424025906,Mats,Odell,KD,19,1,1,53.75,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0634917636517,Margareta,Israelsson,S,21,4,0,60.84,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0496341906327,Alexandra,Völker,S,1,1,0,84.11,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0653578338415,Agneta,Nilsson,S,1,1,0,86.79,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0980316377627,Lars,Hjälmered,M,8,0,0,42.83,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0946889218011,Jan-Evert,Rådhström,M,19,3,0,54.12,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0959102638818,Roger,Tiefensee,C,14,1,0,56.66,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0246927519019,Karin,Rågsjö,V,31,2,1,56.13,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0514503951114,Rocio,Fernández,FP,2,0,0,41.15,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0477013214601,Carl B,Hamilton,L,33,7,0,63.21,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0210444373111,Katarina,Luhr,MP,1,0,0,77.78,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0405594274208,Ewa,Pihl Krabbe,S,2,0,0,70.56,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
019331401512,Anna-Karin,Nylund,S,1,0,0,41.15,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0986091320811,Catarina,Deremar,C,5,1,0,35.38,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0519542449425,Fredrik,Christensson,C,12,0,0,49.84,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0575313291605,Stellan,Bojerud,SD,10,4,1,69.25,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
019430605328,Josefin,Malmqvist,M,3,0,0,51.67,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0887345842319,Gunilla,Tjernberg,KD,20,2,0,53.35,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0838085832923,Ann-Sofie,Lifvenhage,M,1,0,0,45.00,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0165732384110,Ulrica,Messing,S,3,0,0,59.36,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
027964311318,Karin,Sundin,S,2,2,0,85.92,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0542215898226,Jan Emanuel,Johansson,S,10,3,0,58.81,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0760500234712,Monica,Haider,S,6,5,0,76.17,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0456305921813,Hans,Olsson,S,38,1,0,46.34,MODERATE_REBEL,MILD ANOMALY: Moderate pattern of voting against party majority
0495661214429,Lorentz,Tovatt,MP,6,2,1,67.50,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0742883909221,John,E Weinerhall,M,2,0,0,45.36,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0602796111612,Heli,Berg,FP,12,1,0,48.96,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0334816698724,Karolina,Skog,MP,2,1,0,62.50,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0573136138218,Krister,Örnfjäder,S,54,10,1,58.53,CONSISTENT_REBEL,MODERATE ANOMALY: Consistent rebellion against strong party consensus (80%+)
0564126739422,Åsa,Coenraads,M,14,3,1,57.60,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0534870997412,Åsa,Hartzell,M,1,0,0,45.71,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
028536711718,Ingrid,Burman,V,12,1,0,54.41,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0355151001911,Aleksander,Gabelic,S,13,1,0,51.30,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0970709885516,Inga-Lill,Sjöblom,S,3,3,0,85.06,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0691264514114,Anna,Johansson,S,2,1,0,63.79,PARTY_ALIGNED,NO ANOMALY: Votes consistently with party consensus
0851966755011,Hans,Stenberg,S,16,3,0,57.49,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
0176437434123,Jenny,Petersson,M,8,4,1,63.76,OCCASIONAL_REBEL,LOW ANOMALY: Occasional independent voting behavior
