embedded_id_intressent_id,party,embedded_id_id,embedded_id_issue,embedded_id_hangar_id,first_name,last_name,born_year,vote,won,rebel,committee_report,rm,title,sub_title,end_number,org,created_date,public_date,ballot_id,decision_type,against_proposal_parties,against_proposal_number,winner,embedded_id_concern,ballot_type,label,vote_date,avg_born_year,total_votes,yes_votes,no_votes,abstain_votes,absent_votes,approved,no_winner,percentage_yes,percentage_no,percentage_absent,percentage_abstain,percentage_male,party_avg_born_year,party_total_votes,party_yes_votes,party_no_votes,party_abstain_votes,party_absent_votes,party_approved,party_no_winner,party_percentage_yes,party_percentage_no,party_percentage_absent,party_percentage_abstain,party_percentage_male
0180442748612,S,GQ01SOU12,1,2228291,Johan,Andersson,1968,JA,t,f,SOU12,2002/03,Samverkan mellan kommuner och landsting inom vård-och omsorgsområdet,Förslaget till lag om gemensam nämnd inom vård- och omsorgsområdet,0,SOU,2003-04-08,2006-03-15,01091DB5-68E1-11D7-AE6D-00010313F932,röstning,"""m""",1,utskottet,SAKFRÅGAN,HUVUD,SOU12,2003-04-08,1954,349,222,48,40,39,t,f,63.61,13.75,11.17,11.46,55.30,1954,144,130,0,0,14,t,f,90.28,0.00,9.72,0.00,53.47
0781520322912,S,GV01CU6,2,2285166,Jörgen,Hellman,1963,JA,t,f,CU6,2007/08,Namnlagen,Retroaktiva namnbyten,0,CU,2007-12-19,2007-12-19,946F6373-C513-4C38-968C-7D3C389DB7BB,röstning,"""v""",2,utskottet,SAKFRÅGAN,HUVUD,CU6,2007-12-19,1958,349,275,22,1,51,t,f,78.80,6.30,14.61,0.29,53.01,1958,130,107,2,1,20,t,f,82.31,1.54,15.38,0.77,50.77
0181942435301,S,GQ01SFU2,4,2227252,Ingela,Thalén,1943,JA,t,f,SFU2,2002/03,Anslag   inom   utgiftsområde   8  Invandrare  ochflyktingar,Det kommunala flyktingmottagandet,0,SFU,2002-11-26,2006-03-15,2AF11878-0213-11D7-AE9F-000475504757,röstning,"""v""",3,utskottet,SAKFRÅGAN,HUVUD,SFU2,2002-11-26,1954,349,293,25,1,30,t,f,83.95,7.16,8.60,0.29,54.73,1954,144,137,0,0,7,t,f,95.14,0.00,4.86,0.00,52.08
0559652845303,S,GS01BOU9,9,2284654,Jarl,Lander,1944,JA,t,f,BOU9,2004/05,Ändrade regler för bostadsbidrag,Reformering av bostadsbidragen för att minska marginaleffekterna,0,BOU,2005-05-19,2006-03-15,A6794D12-C42D-4506-9A9E-5C50DF460FAF,röstning,"""m"",""fp"",""kd""",8,utskottet,SAKFRÅGAN,HUVUD,BOU9,2005-05-19,1954,349,153,117,0,79,t,f,43.84,33.52,22.64,0.00,54.44,1954,144,116,0,0,28,t,f,80.56,0.00,19.44,0.00,50.69
03856618629,M,H001NU13,6,2825509,Linda,Wemmert,1977,JA,t,f,NU13,2012/13,Handelspolitiska frågor,Svenska exportorgan,0,NU,2013-04-10,2013-04-10,99AF5203-1E9B-4CCE-B7BE-9C379DC1A0D7,röstning,"""MP"",""V""",7,utskottet,SAKFRÅGAN,HUVUD,NU13,2013-04-10,1963,349,274,39,0,36,t,f,78.51,11.17,10.32,0.00,56.45,1965,107,97,0,0,10,t,f,90.65,0.00,9.35,0.00,57.01
0679667648714,V,GZ01SoU16,11,2764573,Marianne,Berg,1954,NEJ,f,f,SoU16,2011/12,Läkemedelsfrågor,Apotek i glesbygden,0,SOU,2012-04-03,2012-04-03,4D37AA12-1F26-4ED1-BE86-27D7E85BB0CB,röstning,"""S"",""MP"",""V""",7,utskottet,SAKFRÅGAN,HUVUD,SoU16,2012-04-03,1963,349,164,128,0,57,t,f,46.99,36.68,16.33,0.00,56.73,1960,19,0,15,0,4,f,f,0.00,78.95,21.05,0.00,47.37
0515990253512,S,GW01SkU26,6,2222167,Yilmaz,Kerimo,1963,NEJ,f,f,SkU26,2008/09,"Allmänna motioner om punktskatter, tullfrågor och införsel",Kilometerskatt för lastfordon,0,SKU,2009-03-11,2009-03-11,E223A551-31A0-4546-8976-2EB3CA336693,röstning,"""s"",""v"",""mp""",6,utskottet,SAKFRÅGAN,HUVUD,SkU26,2009-03-11,1959,349,142,137,0,70,t,f,40.69,39.26,20.06,0.00,51.86,1959,130,0,104,0,26,f,f,0.00,80.00,20.00,0.00,51.54
0478371872009,M,GU01UbU13,2,2246031,Helena,Rivière,1940,JA,t,f,UbU13,2006/07,"Förbättrad ordning, trygghet och studiero i skolan",Förflyttning av elever med hänsyn till övriga elevers trygghet och studiero,0,UBU,2007-05-21,2007-05-21,FEE3F81C-8724-4F27-A504-9A0B733AE316,röstning,"""s""",6,utskottet,MOTIVFRÅGAN,HUVUD,UbU13,2007-05-21,1958,349,150,106,34,59,t,f,42.98,30.37,16.91,9.74,51.58,1959,97,89,0,0,8,t,f,91.75,0.00,8.25,0.00,56.70
0252067342313,S,GS01FIU21,10,2226425,Åsa,Lindestam,1956,JA,t,f,FIU21,2004/05,Tilläggsbudget 1 för 2005 (prop. 2004/05:100),Kostnad för utlokalisering av statliga verk,0,FIU,2005-05-31,2006-03-15,63EB592B-FC38-4853-9862-FF846C1EE0FA,röstning,"""m"",""fp"",""kd""",2,utskottet,SAKFRÅGAN,HUVUD,FIU21,2005-05-31,1954,349,182,121,0,46,t,f,52.15,34.67,13.18,0.00,54.44,1954,144,127,0,0,17,t,f,88.19,0.00,11.81,0.00,50.69
0897304708905,S,GV01MJU9,2,2283978,Sinikka,Bohlin,1947,FRÅNVARANDE,f,f,MJU9,2007/08,Avfalls- och kretsloppsfrågor,Hantering av biologiskt avfall,0,MJU,2008-02-20,2008-02-20,0B676DBF-B38B-4412-AA1C-19132514A76A,röstning,"""v"",""mp""",2,utskottet,SAKFRÅGAN,HUVUD,MJU9,2008-02-20,1958,349,242,32,0,75,t,f,69.34,9.17,21.49,0.00,52.72,1958,130,100,0,0,30,t,f,76.92,0.00,23.08,0.00,51.54
0371688419616,V,GT01UU15,2,2226940,Lars,Ohly,1957,FRÅNVARANDE,f,f,UU15,2005/06,"Mänskliga rättigheter, FN-systemet m.m.","Vissa frågor om mänskliga rättigheter, FN m.m.",0,UU,2006-03-16,2006-03-24,CA901F49-159F-465B-85FF-F9EB57E1C02C,röstning,"""m"",""c"",""fp"",""kd""",1,utskottet,SAKFRÅGAN,HUVUD,UU15,2006-03-16,1954,349,148,132,17,52,t,f,42.41,37.82,14.90,4.87,54.44,1953,28,23,0,0,5,t,f,82.14,0.00,17.86,0.00,57.14
0393171737407,M,GT01BoU6,15,2225796,Anita,Sidén,1940,NEJ,f,f,BoU6,2005/06,Hyresrätt och bostadsrätt m.m.,Ombildning till bostadsrätt - majoritetsreglerna,0,BOU,2006-03-07,2006-03-09,DFF9B9FB-EA4B-46E0-8339-63F5034FAB91,röstning,"""m"",""c"",""fp"",""kd""",24,utskottet,SAKFRÅGAN,HUVUD,BoU6,2006-03-07,1954,349,156,126,0,67,t,f,44.70,36.10,19.20,0.00,54.44,1954,55,0,45,0,10,f,f,0.00,81.82,18.18,0.00,58.18
0582811195313,L,H001JuU2,4,2793095,Tina,Acketoft,1966,FRÅNVARANDE,f,f,JuU2,2012/13, Att hantera brottmål effektivt – en utmaning för regeringen och rättsväsendet,Polisutbildningen,0,JUU,2012-10-25,2012-10-25,9BE4B252-C073-4014-9B3C-C9561F391442,röstning,"""S"",""MP"",""V""",3,utskottet,SAKFRÅGAN,HUVUD,JuU2,2012-10-25,1963,349,165,123,0,61,t,f,47.28,35.24,17.48,0.00,56.16,1960,24,18,0,0,6,t,f,75.00,0.00,25.00,0.00,62.50
0488357052317,MP,H101SfU22,1,2902972,Mats,Pertoft,1954,JA,t,f,SfU22,2013/14,Uppehållstillstånd för vissa vårdnadshavare som sammanbor med barn i Sverige,Uppehållstillstånd för vissa vårdnadshavare m.m.,0,SFU,2014-06-09,2014-06-09,C456F0CF-F3C1-4AC0-903D-FC002E6EEC10,röstning,"""SD""",1,utskottet,SAKFRÅGAN,HUVUD,SfU22,2014-06-17,1963,349,297,18,0,34,t,f,85.10,5.16,9.74,0.00,56.45,1964,25,23,0,0,2,t,f,92.00,0.00,8.00,0.00,52.00
0470861746302,S,GT01UbU1,26,2223150,Mariann,Ytterberg,1941,JA,t,f,UbU1,2005/06,Utgiftsområde 16 Utbildning och universitetsforskning,Högskolans samverkan med näringsliv och omgivande samhälle,0,UBU,2005-11-22,2005-12-16,3D690F24-271B-48FC-8C3B-A382EBCCB824,röstning,"""m"",""c"",""fp"",""kd""",20,utskottet,SAKFRÅGAN,HUVUD,UbU1,2005-11-22,1954,349,163,132,0,54,t,f,46.70,37.82,15.47,0.00,53.87,1954,144,126,0,0,18,t,f,87.50,0.00,12.50,0.00,51.39
0785143384002,M,GT01UU15,2,2226940,Rolf,Gunnarsson,1946,NEJ,f,f,UU15,2005/06,"Mänskliga rättigheter, FN-systemet m.m.","Vissa frågor om mänskliga rättigheter, FN m.m.",0,UU,2006-03-16,2006-03-24,CA901F49-159F-465B-85FF-F9EB57E1C02C,röstning,"""m"",""c"",""fp"",""kd""",1,utskottet,SAKFRÅGAN,HUVUD,UU15,2006-03-16,1954,349,148,132,17,52,t,f,42.41,37.82,14.90,4.87,54.44,1954,55,0,45,0,10,f,f,0.00,81.82,18.18,0.00,58.18
0495314169413,M,H001JuU11,5,2808248,Jonas,Jacobsson Gjörtler,1973,JA,t,f,JuU11,2012/13,Processrättsliga frågor,Beslag och förverkande,0,JUU,2013-02-20,2013-02-20,4ADFA64C-0BFC-4668-91FA-3DF5D4FFF4A2,röstning,"""SD""",5,utskottet,SAKFRÅGAN,HUVUD,JuU11,2013-02-20,1963,349,269,20,0,60,t,f,77.08,5.73,17.19,0.00,56.73,1965,107,91,0,0,16,t,f,85.05,0.00,14.95,0.00,57.94
0393583311409,KD,GT01TU3,1,2298805,Lars,Lindén,1945,FRÅNVARANDE,f,f,TU3,2005/06,Post- och kassaservice,Ansvar för post- och kassaservice,0,TU,2005-12-01,2005-12-08,C80FBE4B-BA63-4BA5-ABAC-91BE54E150CE,röstning,"""m"",""fp""",1,utskottet,SAKFRÅGAN,HUVUD,TU3,2005-12-01,1954,349,126,74,65,84,t,f,36.10,21.20,24.07,18.62,53.58,1951,33,0,0,24,9,f,t,0.00,0.00,27.27,72.73,69.70
0224712677012,L,H801SoU14,1,5074634,Johan,Pehrson,1968,FRÅNVARANDE,f,f,SoU14,2020/21,Covid-19-pandemin och därmed sammanhängande frågor,Allmänna frågor om smittskydd,0,SOU,2021-02-09,2020-11-17,B2343DAD-97DE-41F3-9219-CC5800303DB9,röstning,"M, KD",1,utskottet,SAKFRÅGAN,HUVUD,SoU14,2021-02-25,1973,349,27,14,15,293,t,f,7.74,4.01,83.95,4.30,52.44,1971,19,3,0,0,16,t,f,15.79,0.00,84.21,0.00,52.63
0204494765606,M,H501FöU3,8,4781200,Ann-Britt,Åsebol,1947,JA,t,f,FöU3,2017/18,Försvarspolitik,Materielförsörjning och försvarsindustrifrågor,0,FÖU,2018-02-08,2017-11-13,BE990E8A-DCEE-417A-8F1C-9CF25811FC3E,röstning,SD,13,utskottet,SAKFRÅGAN,HUVUD,FöU3,2018-02-15,1969,349,261,40,0,48,t,f,74.79,11.46,13.75,0.00,54.44,1968,83,72,0,0,11,t,f,86.75,0.00,13.25,0.00,50.60
0767503635911,S,GX01FiU22,2,2298230,Désirée,Liljevall,1970,NEJ,f,f,FiU22,2009/10,Nya rättsmedel m.m. på upphandlingsområdet,Miljöhänsyn vid upphandling,0,FIU,2010-05-26,2010-05-26,C51FD851-AFAC-4B76-920C-401E3364B725,röstning,"""s"",""v"",""mp""",2,utskottet,SAKFRÅGAN,HUVUD,FiU22,2010-05-26,1959,349,152,145,0,52,t,f,43.55,41.55,14.90,0.00,53.01,1959,130,0,111,0,19,f,f,0.00,85.38,14.62,0.00,52.31
0903307301618,S,GZ01SkU1,3,2728470,Peter,Persson,1955,NEJ,f,f,SkU1,2011/12,"Utgiftsområde 3 Skatt, tull och exekution",Tullverkets resursanvändning och verksamhet,0,SKU,2011-11-28,2011-11-28,C444DCC1-6B00-4201-8B8B-11DFB8F011D8,röstning,"""S""",1,utskottet,SAKFRÅGAN,HUVUD,SkU1,2011-11-28,1963,349,175,90,19,65,t,f,50.14,25.79,18.62,5.44,55.01,1962,112,0,89,0,23,f,f,0.00,79.46,20.54,0.00,51.79
0363228965800,L,GW01SfU5,2,2222144,Barbro,Westerholm,1933,JA,t,f,SfU5,2008/09,Sänkta socialavgifter m.m.,Nedsättning av socialavgifter för unga,0,SFU,2008-11-21,2008-11-21,D6092165-7688-46E9-BD2F-1091454EA808,röstning,"""s"",""v"",""mp""",2,utskottet,SAKFRÅGAN,HUVUD,SfU5,2008-11-21,1958,349,153,150,0,46,t,f,43.84,42.98,13.18,0.00,53.01,1960,28,25,0,0,3,t,f,89.29,0.00,10.71,0.00,42.86
0788526088220,KD,GV01MJU17,3,2245859,Emma,Henriksson,1977,JA,t,f,MJU17,2007/08,Djurskyddskontroll m.m. i statlig regi,Resurser till djurskyddskontroll m.m.,0,MJU,2008-05-14,2008-05-14,5AB6BCCF-C845-4F00-9D56-9BC9E4850641,röstning,"""mp""",5,utskottet,SAKFRÅGAN,HUVUD,MJU17,2008-05-14,1958,349,160,33,108,48,t,f,45.85,9.46,13.75,30.95,53.30,1952,24,21,0,0,3,t,f,87.50,0.00,12.50,0.00,54.17
0875221317013,S,GU01UbU17,1,2230510,Gunilla,Carlsson,1966,NEJ,f,f,UbU17,2006/07,Vägar till högskolan för kunskap och kvalitet,Förslag om avslag på propositionen,0,UBU,2007-05-16,2007-05-16,34EA0D60-C8D4-425B-ACDF-63B6173495C9,röstning,"""s""",1,utskottet,SAKFRÅGAN,HUVUD,UbU17,2007-05-16,1958,349,152,106,30,61,t,f,43.55,30.37,17.48,8.60,51.58,1958,130,0,106,0,24,f,f,0.00,81.54,18.46,0.00,50.00
0529103571012,M,GW01UU2,13,2222072,Jan R,Andersson,1970,JA,t,f,UU2,2008/09,Utgiftsområde 7 Internationellt bistånd,Internationella överenskommelser och villkor med anknytning till bistånd,0,UU,2008-12-05,2008-12-08,875F1D5D-C537-4B89-9CBE-33190ABCFB72,röstning,"""v"",""mp""",6,utskottet,SAKFRÅGAN,HUVUD,UU2,2008-12-05,1958,349,220,33,0,96,t,f,63.04,9.46,27.51,0.00,53.30,1959,97,72,0,0,25,t,f,74.23,0.00,25.77,0.00,57.73
0905637653912,S,GZ01JuU18,2,2754680,Kerstin,Nilsson,1956,JA,t,f,JuU18,2011/12,2011 års redogörelse för tillämpningen av lagen om särskild utlänningskontroll,Ändringar i lagen om särskild utlänningskontroll,0,JUU,2012-02-03,2012-02-03,B72F11AF-8B82-4BA3-AA58-7D1290B29B9E,röstning,"""SD""",1,utskottet,SAKFRÅGAN,HUVUD,JuU18,2012-02-03,1963,349,288,18,1,42,t,f,82.52,5.16,12.03,0.29,55.30,1962,112,97,0,0,15,t,f,86.61,0.00,13.39,0.00,51.79
0600928907216,S,GQ01JUU5,2,2297676,Carina,Hägg,1957,JA,t,f,JUU5,2002/03,Människohandel och prostitution,Utvidgat straffansvar,0,JUU,2003-02-11,2006-03-15,A7E18ABC-48C6-11D7-AECB-000475504BC9,röstning,"""mp""",1,utskottet,SAKFRÅGAN,HUVUD,JUU5,2003-02-11,1954,349,292,22,0,35,t,f,83.67,6.30,10.03,0.00,53.87,1954,144,133,0,0,11,t,f,92.36,0.00,7.64,0.00,52.78
0542573140300,L,GS01UBU3,1,2230469,Ulf,Nilsson,1945,JA,t,f,UBU3,2004/05,"Kvalitet i förskolan, m.m.",Avslag på propositionen,0,UBU,2004-11-30,2006-03-15,93C1F9B7-45CC-11D9-B05B-0004755048D1,röstning,"""m""",1,utskottet,SAKFRÅGAN,HUVUD,UBU3,2004-11-30,1954,349,261,53,0,35,t,f,74.79,15.19,10.03,0.00,53.30,1956,48,40,0,0,8,t,f,83.33,0.00,16.67,0.00,52.08
0667054859301,S,GS01MJU2,2,2303213,Alf,Eriksson,1948,JA,t,f,MJU2,2004/05,"Utgiftsområde 23 Jord- och skogsbruk, fiske med anslutande näringar",Myndighetsansvaret för sjukdomar hos vilda djur,0,MJU,2004-11-30,2006-03-15,DCA553EB-7432-4832-9FEA-6A616395BBCD,röstning,"""fp"",""kd"",""v"",""mp""",1,utskottet,SAKFRÅGAN,HUVUD,MJU2,2004-11-30,1954,349,205,108,1,35,t,f,58.74,30.95,10.03,0.29,53.30,1954,144,133,0,0,11,t,f,92.36,0.00,7.64,0.00,49.31
0617957067613,S,GR01KRU8,10,2294232,Helene,Petersson,1956,JA,t,f,KRU8,2003/04,Konstnärsfrågor,Könsindelad statistik,0,KRU,2004-03-16,2006-03-15,6471F128-B680-465A-990F-F4340AC6F1C6,röstning,"""v""",9,utskottet,SAKFRÅGAN,HUVUD,KRU8,2004-03-16,1954,349,255,29,0,65,t,f,73.07,8.31,18.62,0.00,55.01,1954,144,121,0,0,23,t,f,84.03,0.00,15.97,0.00,52.08
0114065053815,V,GR01KU17,9,2224943,Rolf,Olsson,1949,NEJ,f,f,KU17,2003/04,"Några frågor om sekretess, m.m.",Sanktionsform för att värna handlingsoffentligheten,0,KU,2004-05-06,2006-03-15,DD50F990-770B-4AE6-B18A-9DF7AB2E8E08,röstning,"""v"",""mp""",6,utskottet,SAKFRÅGAN,HUVUD,KU17,2004-05-06,1954,349,253,40,0,56,t,f,72.49,11.46,16.05,0.00,55.01,1952,30,0,25,0,5,f,f,0.00,83.33,16.67,0.00,50.00
0637028706011,MP,GX01AU2,33,2291541,Bodil,Ceballos,1958,NEJ,f,f,AU2,2009/10,Utgiftsområde 14 Arbetsmarknad och arbetsliv,Arbetsmiljöverket,0,AU,2009-12-08,2009-12-09,7C6E5186-28A2-4618-A0E2-943D92AC3235,röstning,"""s"",""v"",""mp""",35,utskottet,SAKFRÅGAN,HUVUD,AU2,2009-12-08,1959,349,155,148,0,46,t,f,44.41,42.41,13.18,0.00,53.58,1964,19,0,14,0,5,f,f,0.00,73.68,26.32,0.00,57.89
0701525641715,S,H001SkU17,13,2824860,Bo,Bernhardsson,1949,NEJ,f,f,SkU17,2012/13,"Beskattning av företag, kapital och fastighet",Boendebeskattning,0,SKU,2013-03-12,2013-03-12,298999AF-AE34-4F26-94B8-42DB4FE529C5,röstning,"""S"",""MP"",""V""",8,utskottet,SAKFRÅGAN,HUVUD,SkU17,2013-03-12,1963,349,145,125,18,61,t,f,41.55,35.82,17.48,5.16,56.73,1962,112,0,85,0,27,f,f,0.00,75.89,24.11,0.00,50.89
0906336297511,V,GU01AU13,7,2222633,Marie,Engström,1953,JA,t,f,AU13,2006/07,Ytterligare reformer inom arbetsmarknadspolitiken,Den nya myndigheten Arbetsförmedlingen,0,AU,2007-05-23,2007-05-23,373CD7C7-13B7-4935-8CC2-56E3D3E42576,röstning,"""s""",8,utskottet,SAKFRÅGAN,HUVUD,AU13,2007-05-23,1958,349,191,116,0,42,t,f,54.73,33.24,12.03,0.00,51.58,1958,22,19,0,0,3,t,f,86.36,0.00,13.64,0.00,36.36
0229760896014,C,GZ01UbU15,9,2768644,Anders,W Jonsson,1961,JA,t,f,UbU15,2011/12,Gymnasieskolan,Lokala styrelser med elevmajoritet vid gymnasieskolor m.m.,0,UBU,2012-05-09,2012-05-09,3C5C7779-AD75-4F16-ABE2-629A08A343E7,röstning,"""S"",""MP"",""V""",8,utskottet,SAKFRÅGAN,HUVUD,UbU15,2012-05-09,1963,349,174,140,0,35,t,f,49.86,40.11,10.03,0.00,57.02,1964,23,19,0,0,4,t,f,82.61,0.00,17.39,0.00,65.22
0182190010218,MP,GW01MJU27,1,2222019,Esabelle,Dingizian,1962,NEJ,f,f,MJU27,2008/09,Prövning av vindkraft,Regeringens tillåtlighetsprövning,0,MJU,2009-05-08,2009-05-11,9936E388-CF79-42CD-ACF6-6B6FD5A31610,röstning,"""s"",""v"",""mp""",1,utskottet,SAKFRÅGAN,HUVUD,MJU27,2009-05-08,1959,349,143,133,0,73,t,f,40.97,38.11,20.92,0.00,52.44,1964,19,0,12,0,7,f,f,0.00,63.16,36.84,0.00,57.89
0792474127508,S,GR01UBU9,4,2285900,Karl Gustav,Abramsson,1947,FRÅNVARANDE,f,f,UBU9,2003/04,Kränkande behandling i skolan,Mål för arbetet mot kränkande behandling,0,UBU,2004-03-11,2006-03-15,88158284-6D0F-11D8-AF8B-0004755048D1,röstning,"""c"",""fp"",""kd""",5,utskottet,SAKFRÅGAN,HUVUD,UBU9,2004-03-11,1954,349,192,84,0,73,t,f,55.01,24.07,20.92,0.00,54.73,1954,144,121,0,0,23,t,f,84.03,0.00,15.97,0.00,52.78
0870805820217,M,GR01BOU6,6,2289347,Göran,Lindblad,1950,FRÅNVARANDE,f,f,BOU6,2003/04,Byggfrågor,Nationellt handlingsprogram för boende och hälsa,0,BOU,2004-02-19,2006-03-15,672FCE68-06CB-455C-9116-84410868A79F,röstning,"""c"",""mp""",5,utskottet,SAKFRÅGAN,HUVUD,BOU6,2004-02-19,1954,349,234,32,0,83,t,f,67.05,9.17,23.78,0.00,54.73,1953,55,38,0,0,17,t,f,69.09,0.00,30.91,0.00,61.82
0836813859011,L,GR01MJU8,7,2291088,Martin,Andreasson,1970,FRÅNVARANDE,f,f,MJU8,2003/04,EU-prioriteringar för att nå miljömålen,Prioriterade områden i EU-arbetet,0,MJU,2004-02-12,2006-03-15,830308E1-57B8-11D8-8907-0004755037A9,röstning,"""kd""",4,utskottet,SAKFRÅGAN,HUVUD,MJU8,2004-02-12,1954,349,225,27,42,55,t,f,64.47,7.74,15.76,12.03,55.30,1956,48,40,0,0,8,t,f,83.33,0.00,16.67,0.00,52.08
0553513261108,MP,GR01SOU1,23,2223835,Barbro,Feltzing,1945,FRÅNVARANDE,f,f,SOU1,2003/04,"Utgiftsområde  9  Hälsovård,  sjukvård  och socialomsorg",Rätt till personligt ombud enligt socialtjänstlagen,0,SOU,2003-11-25,2006-03-15,FC845370-8132-43A7-96CA-74E090AEEA85,röstning,"""v"",""mp""",15,utskottet,SAKFRÅGAN,HUVUD,SOU1,2003-11-25,1954,349,256,37,0,56,t,f,73.35,10.60,16.05,0.00,54.73,1955,17,0,13,0,4,f,f,0.00,76.47,23.53,0.00,47.06
0860429409414,KD,GV01FöU7,3,2289517,Désirée,Pethrus Engström,1959,FRÅNVARANDE,f,f,FöU7,2007/08,Vissa frågor rörande Försvarsmaktens personal,Gemensam grundläggande utbildning,0,FÖU,2008-02-20,2008-02-20,D785FE9D-10E6-45F5-95EB-BC4AD85C337D,röstning,"""s""",5,utskottet,SAKFRÅGAN,HUVUD,FöU7,2008-02-20,1958,349,162,124,0,63,t,f,46.42,35.53,18.05,0.00,52.72,1952,24,19,0,0,5,t,f,79.17,0.00,20.83,0.00,54.17
0526693079901,L,H001KrU11,6,2833027,Gunnar,Andrén,1946,JA,t,f,KrU11,2012/13,Kulturskaparnas villkor och kultur i den offentliga miljön,Biblioteksersättningens förhandlingsordning,0,KRU,2013-05-15,2013-05-15,272FC4C9-C581-4625-A5AB-766C13781DC6,röstning,"""S"",""MP"",""V""",6,utskottet,SAKFRÅGAN,HUVUD,KrU11,2013-05-15,1963,349,173,137,0,39,t,f,49.57,39.26,11.17,0.00,56.16,1960,24,19,0,0,5,t,f,79.17,0.00,20.83,0.00,54.17
0871076471012,S,GT01BoU12,2,2225421,Ann-Marie,Fagerström,1953,JA,t,f,BoU12,2005/06,Bostadsförsörjningsfrågor,Kommunal bostadsförmedling,0,BOU,2006-04-20,2006-04-20,78ACFEDB-E684-402F-87D4-1501AABE4C21,röstning,"""mp""",4,utskottet,SAKFRÅGAN,HUVUD,BoU12,2006-04-20,1954,349,137,25,109,78,t,f,39.26,7.16,22.35,31.23,53.87,1954,144,108,0,6,30,t,f,75.00,0.00,20.83,4.17,50.69
0485476395125,M,GX01KU1,6,2291546,Christian,Holm,1976,FRÅNVARANDE,f,f,KU1,2009/10,Utgiftsområde 1 Rikets styrelse,Debatt kring EU-frågor m.m.,0,KU,2009-11-18,2009-11-18,47D450A1-0A64-400F-87CB-111DF608C159,röstning,"""s"",""v"",""mp""",4,utskottet,SAKFRÅGAN,HUVUD,KU1,2009-11-18,1959,349,146,140,0,63,t,f,41.83,40.11,18.05,0.00,53.87,1959,97,80,0,0,17,t,f,82.47,0.00,17.53,0.00,57.73
0203334943718,S,H001SoU6,5,2804782,Louise,Malmström,1972,NEJ,f,f,SoU6,2012/13,En folkhälsopolitik med människan i centrum,Nationella åtgärder mot antibiotikaresistens,0,SOU,2013-02-13,2013-02-13,9CFBCD47-589A-4B62-A3F4-2B134569336E,röstning,"""S"",""MP"",""V""",5,utskottet,SAKFRÅGAN,HUVUD,SoU6,2013-02-13,1963,349,167,130,0,52,t,f,47.85,37.25,14.90,0.00,56.45,1962,112,0,93,0,19,f,f,0.00,83.04,16.96,0.00,50.89
0482927154110,S,GX01FiU22,8,2298230,Leif,Jakobsson,1955,FRÅNVARANDE,f,f,FiU22,2009/10,Nya rättsmedel m.m. på upphandlingsområdet,Krav på sociala hänsyn och kollektivavtal vid upphandling samt ratificering av ILO:s konvention 94,0,FIU,2010-05-26,2010-05-26,2FD608FC-D2C5-4A25-87AC-32580A4E4884,röstning,"""s"",""v"",""mp""",4,utskottet,SAKFRÅGAN,HUVUD,FiU22,2010-05-26,1959,349,152,145,0,52,t,f,43.55,41.55,14.90,0.00,53.01,1959,130,0,111,0,19,f,f,0.00,85.38,14.62,0.00,52.31
0502770250503,S,GS01UU10,7,2290358,Göran,Magnusson,1939,JA,t,f,UU10,2004/05,Verksamheten i Europeiska unionen 2004,Den europeiska grannskapspolitiken,0,UU,2005-04-26,2006-03-15,67C99741-7162-4077-BAF3-2DC4A11D1620,röstning,"""fp""",4,utskottet,SAKFRÅGAN,HUVUD,UU10,2005-04-26,1954,349,233,35,18,63,t,f,66.76,10.03,18.05,5.16,54.73,1954,144,121,0,0,23,t,f,84.03,0.00,15.97,0.00,51.39
0356767744510,C,GT01TU3,5,2298805,Maud,Olofsson,1955,FRÅNVARANDE,f,f,TU3,2005/06,Post- och kassaservice,Tillgängligheten vid Postens serviceställen m.m.,0,TU,2005-12-01,2005-12-08,B640BD43-0083-4A63-B907-F9A4BEA1D9C3,röstning,"""c"",""fp"",""kd""",8,utskottet,SAKFRÅGAN,HUVUD,TU3,2005-12-01,1954,349,188,76,0,85,t,f,53.87,21.78,24.36,0.00,53.58,1954,22,0,17,0,5,f,f,0.00,77.27,22.73,0.00,54.55
0203071331400,L,GR01BOU8,3,2300552,Yvonne,Ångström,1940,JA,t,f,BOU8,2003/04,Bostadsförsörjningsfrågor,Förmedling av andrahandslägenheter,0,BOU,2004-04-01,2006-03-15,E1A6FE7E-5CD0-4956-A86E-5F50961BDF25,röstning,"""mp""",6,utskottet,SAKFRÅGAN,HUVUD,BOU8,2004-04-01,1954,349,159,15,114,61,t,f,45.56,4.30,17.48,32.66,54.73,1956,48,34,0,3,11,t,f,70.83,0.00,22.92,6.25,52.08
0135730306412,S,H001NU14,3,2825508,Tommy,Waidelich,1963,NEJ,f,f,NU14,2012/13,Mineralpolitiska frågor,Förbud mot uranbrytning,0,NU,2013-03-12,2013-03-12,D1CAB4DF-B795-478E-95AE-6DB6A21868AB,röstning,"""S"",""MP"",""V""",6,utskottet,SAKFRÅGAN,HUVUD,NU14,2013-03-12,1963,349,161,125,1,62,t,f,46.13,35.82,17.77,0.29,56.73,1962,112,0,83,1,28,f,f,0.00,74.11,25.00,0.89,50.89
