person_id,first_name,last_name,party,committee,committee_org,decision_month,decision_year,decision_month_num,total_decisions,approved_decisions,rejected_decisions,referred_back_decisions,other_decisions,approval_rate,rejection_rate,earliest_decision_date,latest_decision_date
0916145693524,Camilla,Lindberg,L, Avslag,TU,2007-10-01 00:00:00+00,2007,10,1,0,1,0,0,0.00,100.00,2007-10-03,2007-10-03
0803790353229,Azra,Muranovic,S,Avslag,CU,2024-10-01 00:00:00+00,2024,10,2,0,2,0,0,0.00,100.00,2024-10-02,2024-10-02
0435526123410,Ulla,Wester,S, Avslag,KU,2002-10-01 00:00:00+00,2002,10,1,0,1,0,0,0.00,100.00,2002-10-23,2002-10-23
067992138910,Peter,Jeppsson,S, Avslag,FöU,2007-03-01 00:00:00+00,2007,3,1,0,1,0,0,0.00,100.00,2007-03-28,2007-03-28
0273732267214,Jan,Andersson,C, Avslag,LU,2003-10-01 00:00:00+00,2003,10,1,0,1,0,0,0.00,100.00,2003-10-07,2003-10-07
0683297678211,Elisebeht,Markström,S, Avslag,UU,2008-10-01 00:00:00+00,2008,10,1,0,1,0,0,0.00,100.00,2008-10-08,2008-10-08
0338278373318,Dan,Kihlström,KD,avslag,SfU,2001-02-01 00:00:00+00,2001,2,1,0,0,0,1,0.00,0.00,2001-02-16,2001-02-16
0860429409414,Désirée,Pethrus,KD,Avslag,SoU,2017-10-01 00:00:00+00,2017,10,5,0,5,0,0,0.00,100.00,2017-10-02,2017-10-05
0208558695314,Ingemar,Nilsson,S,Avslag,UU,2014-11-01 00:00:00+00,2014,11,1,0,1,0,0,0.00,100.00,2014-11-10,2014-11-10
0745549193810,Stefan,Attefall,KD,Avslag,NU,2002-06-01 00:00:00+00,2002,6,1,0,1,0,0,0.00,100.00,2002-06-13,2002-06-13
0105689536302,Eva,Selin Lindgren,C,"",MJU,2008-10-01 00:00:00+00,2008,10,1,0,1,0,0,0.00,100.00,2008-10-03,2008-10-03
0682989845822,Håkan,Svenneling,V,Bifall,FöU,2015-09-01 00:00:00+00,2015,9,1,1,0,0,0,100.00,0.00,2015-09-23,2015-09-23
0460690753617,Pia,Nilsson,S, Avslag,FiU,2014-06-01 00:00:00+00,2014,6,1,0,1,0,0,0.00,100.00,2014-06-03,2014-06-03
0962841101917,Annika,Qarlsson,C,Avslag,AU,2017-03-01 00:00:00+00,2017,3,1,0,1,0,0,0.00,100.00,2017-03-08,2017-03-08
0114065053815,Rolf,Olsson,V, Avslag,LU,2004-09-01 00:00:00+00,2004,9,13,0,13,0,0,0.00,100.00,2004-09-23,2004-09-29
0708565346310,Anne,Ludvigsson,S, Avslag,SoU,2009-10-01 00:00:00+00,2009,10,8,0,8,0,0,0.00,100.00,2009-10-01,2009-10-06
0409540163215,Hans,Rothenberg,M, Avslag,TU,2008-10-01 00:00:00+00,2008,10,3,0,3,0,0,0.00,100.00,2008-10-02,2008-10-02
0475092656901,Lennart,Hedquist,M,Avslag,KrU,2001-10-01 00:00:00+00,2001,10,1,0,0,0,1,0.00,0.00,2001-10-05,2001-10-05
0802826314426,Sofia,Arkelsten,M,Avslag,UU,2017-10-01 00:00:00+00,2017,10,4,0,4,0,0,0.00,100.00,2017-10-05,2017-10-05
0115834246514,Emma,Wallrup,V,Avslag,TU,2014-10-01 00:00:00+00,2014,10,2,0,2,0,0,0.00,100.00,2014-10-30,2014-10-30
0836614547702,Kerstin,Kristiansson Karlstedt,S,Avslag,JuU,2001-10-01 00:00:00+00,2001,10,1,0,0,0,1,0.00,0.00,2001-10-05,2001-10-05
0414687558527,Maria,Weimer,L,Bifall,JuU,2017-04-01 00:00:00+00,2017,4,1,1,0,0,0,100.00,0.00,2017-04-05,2017-04-05
0938901612810,Fredrik,Reinfeldt,M, Avslag,UbU,2003-10-01 00:00:00+00,2003,10,1,0,1,0,0,0.00,100.00,2003-10-07,2003-10-07
0792474127508,Karl Gustav,Abramsson,S,Avslag,LU,2001-10-01 00:00:00+00,2001,10,1,0,0,0,1,0.00,0.00,2001-10-05,2001-10-05
0485476395125,Christian,Holm Barenfeld,M,Delvis bifall,CU,2015-10-01 00:00:00+00,2015,10,1,1,0,0,0,100.00,0.00,2015-10-05,2015-10-05
0880452278816,Mikaela,Valtersson,MP, Avslag,SkU,2008-05-01 00:00:00+00,2008,5,1,0,1,0,0,0.00,100.00,2008-05-07,2008-05-07
0732677378827,Marta,Obminska,M,Avslag,AU,2016-10-01 00:00:00+00,2016,10,2,0,2,0,0,0.00,100.00,2016-10-05,2016-10-05
0694077681517,Lennart,Gustavsson,V, Avslag,MJU,2003-10-01 00:00:00+00,2003,10,1,0,1,0,0,0.00,100.00,2003-10-07,2003-10-07
0482927154110,Leif,Jakobsson,S, Avslag,SfU,2006-11-01 00:00:00+00,2006,11,2,0,2,0,0,0.00,100.00,2006-11-01,2006-11-01
0875221317013,Gunilla,Carlsson,S, Avslag,MJU,2004-10-01 00:00:00+00,2004,10,3,0,3,0,0,0.00,100.00,2004-10-06,2004-10-06
0641486384014,Jan,Lindholm,MP, Avslag,CU,2009-02-01 00:00:00+00,2009,2,1,0,1,0,0,0.00,100.00,2009-02-12,2009-02-12
0216534495014,Jens,Holm,V,Avslag,FöU,2016-10-01 00:00:00+00,2016,10,1,0,1,0,0,0.00,100.00,2016-10-05,2016-10-05
0476457225115,Pär Axel,Sahlberg,s,avslag,LU,2000-10-01 00:00:00+00,2000,10,1,0,0,0,1,0.00,0.00,2000-10-05,2000-10-05
0262455192724,Max,Andersson,MP, Avslag,MJU,2007-10-01 00:00:00+00,2007,10,2,0,2,0,0,0.00,100.00,2007-10-03,2007-10-09
0875221317013,Gunilla,Carlsson,S, Avslag,SkU,2005-09-01 00:00:00+00,2005,9,2,0,2,0,0,0.00,100.00,2005-09-28,2005-09-28
0879055385113,Jeppe,Johnsson,M, Avslag,TU,2005-09-01 00:00:00+00,2005,9,2,0,2,0,0,0.00,100.00,2005-09-15,2005-09-15
0218878014918,Stefan,Löfven,S,Bifall,Finansdepartementet,2020-06-01 00:00:00+00,2020,6,1,1,0,0,0,100.00,0.00,2020-06-23,2020-06-23
0703309898919,Charlotta L,Bjälkebring,V,avslag,AU,2000-10-01 00:00:00+00,2000,10,1,0,0,0,1,0.00,0.00,2000-10-05,2000-10-05
0972636989226,Dzenan,Cisija,S,Avslag,TU,2023-10-01 00:00:00+00,2023,10,2,0,2,0,0,0.00,100.00,2023-10-03,2023-10-03
0587985033012,Göte,Wahlström,S,Avslag,MJU,2001-10-01 00:00:00+00,2001,10,2,0,0,0,2,0.00,0.00,2001-10-05,2001-10-05
0679667648714,Marianne,Berg,V, Avslag,SoU,2012-12-01 00:00:00+00,2012,12,1,0,1,0,0,0.00,100.00,2012-12-10,2012-12-10
0447198048312,Peter,Eriksson,MP, Avslag,CU,2007-10-01 00:00:00+00,2007,10,1,0,1,0,0,0.00,100.00,2007-10-05,2007-10-05
0195810270316,Marie,Wahlgren,L, Avslag,TU,2003-04-01 00:00:00+00,2003,4,1,0,1,0,0,0.00,100.00,2003-04-11,2003-04-11
0157062733618,Jonas,Eriksson,MP, Avslag,UU,2014-03-01 00:00:00+00,2014,3,1,0,1,0,0,0.00,100.00,2014-03-12,2014-03-12
042839539117,Alice,Åström,V, Avslag,SkU,2004-10-01 00:00:00+00,2004,10,1,0,1,0,0,0.00,100.00,2004-10-06,2004-10-06
0782713019602,Holger,Gustafsson,KD, Avslag,UU,2006-03-01 00:00:00+00,2006,3,1,0,1,0,0,0.00,100.00,2006-03-28,2006-03-28
0257612529618,Kenneth G,Forslund,S, Avslag,UU,2008-04-01 00:00:00+00,2008,4,3,0,3,0,0,0.00,100.00,2008-04-02,2008-04-09
0928479652300,Lars,Björkman,M,Avslag,TU,2001-12-01 00:00:00+00,2001,12,1,0,0,0,1,0.00,0.00,2001-12-03,2001-12-03
0972254695405,Elina,Linna,V,"",UbU,2006-11-01 00:00:00+00,2006,11,3,0,3,0,0,0.00,100.00,2006-11-01,2006-11-01
0575413157004,Ingvar,Svensson,KD, Avslag,KU,2005-10-01 00:00:00+00,2005,10,15,1,14,0,0,6.67,93.33,2005-10-03,2005-10-18
0277648711624,Anders,Österberg,S,Avslag,FiU,2021-09-01 00:00:00+00,2021,9,1,0,1,0,0,0.00,100.00,2021-09-28,2021-09-28
0662364517619,Luciano,Astudillo,S, Avslag,AU,2009-12-01 00:00:00+00,2009,12,1,0,1,0,0,0.00,100.00,2009-12-09,2009-12-09
0700424025906,Mats,Odell,KD, Avslag,AU,2011-03-01 00:00:00+00,2011,3,1,0,1,0,0,0.00,100.00,2011-03-10,2011-03-10
0766496753128,Fredrik,Malm,L, Avslag,KrU,2013-12-01 00:00:00+00,2013,12,1,0,1,0,0,0.00,100.00,2013-12-06,2013-12-06
0462699892622,Maria,Ferm,MP,"",SoU,2013-11-01 00:00:00+00,2013,11,1,0,1,0,0,0.00,100.00,2013-11-19,2013-11-19
0879782396219,Olle,Thorell,S, Avslag,SkU,2010-10-01 00:00:00+00,2010,10,2,0,2,0,0,0.00,100.00,2010-10-25,2010-10-25
0624040854527,Emma,Berginger,MP,Avslag,UU,2024-10-01 00:00:00+00,2024,10,4,0,4,0,0,0.00,100.00,2024-10-03,2024-10-04
0806172169007,Siw,Persson,-,Avslag,SoU,2001-10-01 00:00:00+00,2001,10,1,0,0,0,1,0.00,0.00,2001-10-05,2001-10-05
0828721176319,Sten,Bergheden,M, Avslag,SfU,2008-10-01 00:00:00+00,2008,10,1,0,1,0,0,0.00,100.00,2008-10-07,2008-10-07
0455256796113,Christer,Winbäck,L, Avslag,SoU,2006-11-01 00:00:00+00,2006,11,4,0,4,0,0,0.00,100.00,2006-11-01,2006-11-02
0699506181311,Karin,Åström,S, Avslag,CU,2007-10-01 00:00:00+00,2007,10,3,0,3,0,0,0.00,100.00,2007-10-04,2007-10-05
0730984957305,Anne-Marie,Ekström,L, Avslag,SfU,2004-03-01 00:00:00+00,2004,3,2,0,2,0,0,0.00,100.00,2004-03-25,2004-03-29
0469626830920,Karl,Sigfrid,M, Avslag,FiU,2011-10-01 00:00:00+00,2011,10,1,0,1,0,0,0.00,100.00,2011-10-05,2011-10-05
0483338990013,Roland,Gustbée,M,Avslag,NU,2016-10-01 00:00:00+00,2016,10,1,0,1,0,0,0.00,100.00,2016-10-03,2016-10-03
0880452278816,Mikaela,Valtersson,MP, Avslag,NU,2007-03-01 00:00:00+00,2007,3,1,0,1,0,0,0.00,100.00,2007-03-22,2007-03-22
0893004490313,Cecilia,Widegren,M,Avslag,MJU,2017-09-01 00:00:00+00,2017,9,2,0,2,0,0,0.00,100.00,2017-09-29,2017-09-29
0264838147315,Catharina,Bråkenhielm,S, Avslag,MJU,2014-01-01 00:00:00+00,2014,1,1,0,1,0,0,0.00,100.00,2014-01-21,2014-01-21
0548089226618,Mats,Einarsson,V,"",FöU,2004-10-01 00:00:00+00,2004,10,1,0,1,0,0,0.00,100.00,2004-10-12,2004-10-12
043972220518,Jasenko,Omanovic,S, Avslag,AU,2013-12-01 00:00:00+00,2013,12,1,0,1,0,0,0.00,100.00,2013-12-13,2013-12-13
0371414788216,Lars,Lindblad,M, Avslag,KU,2004-10-01 00:00:00+00,2004,10,1,0,1,0,0,0.00,100.00,2004-10-06,2004-10-06
0957631371811,Lars U,Granberg,S, Avslag,UbU,2008-10-01 00:00:00+00,2008,10,5,0,5,0,0,0.00,100.00,2008-10-07,2008-10-07
0284192765516,Tomas,Eneroth,S, Avslag,JuU,2005-10-01 00:00:00+00,2005,10,1,0,1,0,0,0.00,100.00,2005-10-04,2005-10-04
0699506181311,Karin,Åström,S, Avslag,UU,2011-10-01 00:00:00+00,2011,10,2,0,2,0,0,0.00,100.00,2011-10-05,2011-10-05
0781520322912,Jörgen,Hellman,S, Avslag,MJU,2011-10-01 00:00:00+00,2011,10,2,0,2,0,0,0.00,100.00,2011-10-05,2011-10-05
0264838147315,Catharina,Bråkenhielm,S,Avslag,AU,2015-10-01 00:00:00+00,2015,10,1,0,1,0,0,0.00,100.00,2015-10-01,2015-10-01
0461756329828,Karin,Granbom Ellison,L, Avslag,JuU,2005-01-01 00:00:00+00,2005,1,1,0,1,0,0,0.00,100.00,2005-01-20,2005-01-20
0549025722425,Amanda,Agestav,kd,avslag,KU,2001-04-01 00:00:00+00,2001,4,1,0,0,0,1,0.00,0.00,2001-04-06,2001-04-06
0274710563201,Agne,Hansson,C, Avslag,JuU,2004-03-01 00:00:00+00,2004,3,1,0,1,0,0,0.00,100.00,2004-03-31,2004-03-31
023767922422,Mats,Persson,L,Bifall,MJU,2022-04-01 00:00:00+00,2022,4,1,1,0,0,0,100.00,0.00,2022-04-20,2022-04-20
0331967573912,Maria,Larsson,KD,Delvis bifall,SoU,2001-10-01 00:00:00+00,2001,10,1,0,0,0,1,0.00,0.00,2001-10-05,2001-10-05
0671241874717,Elisabeth,Björnsdotter Rahm,M, Avslag,SoU,2011-10-01 00:00:00+00,2011,10,3,0,3,0,0,0.00,100.00,2011-10-04,2011-10-05
039655712615,Margareta,Pålsson,M, Delvis bifall,MJU,2010-10-01 00:00:00+00,2010,10,1,1,0,0,0,100.00,0.00,2010-10-26,2010-10-26
0784309503313,Ewa,Björling,M, Avslag,SoU,2004-09-01 00:00:00+00,2004,9,2,0,2,0,0,0.00,100.00,2004-09-29,2004-09-29
0103624617217,Helén,Pettersson,S,Avslag,KrU,2023-10-01 00:00:00+00,2023,10,1,0,1,0,0,0.00,100.00,2023-10-05,2023-10-05
0235974887200,Susanne,Eberstein,S, Avslag,SoU,2014-01-01 00:00:00+00,2014,1,1,0,1,0,0,0.00,100.00,2014-01-20,2014-01-20
0327078838011,Christine,Jönsson,M, Avslag,CU,2010-10-01 00:00:00+00,2010,10,1,0,1,0,0,0.00,100.00,2010-10-27,2010-10-27
0225823431305,Stefan,Hagfeldt,M, Avslag,SoU,2006-05-01 00:00:00+00,2006,5,1,0,1,0,0,0.00,100.00,2006-05-03,2006-05-03
0266517781926,Christina,Örnebjär,L,Avslag,KrU,2015-10-01 00:00:00+00,2015,10,1,0,1,0,0,0.00,100.00,2015-10-02,2015-10-02
0519740099915,Saila,Quicklund,M,Avslag,SoU,2016-09-01 00:00:00+00,2016,9,1,0,1,0,0,0.00,100.00,2016-09-28,2016-09-28
0861143074410,Torkild,Strandberg,L, Avslag,MJU,2003-10-01 00:00:00+00,2003,10,1,0,1,0,0,0.00,100.00,2003-10-07,2003-10-07
0780069612618,Göran,S Persson,S, Avslag,AU,2004-10-01 00:00:00+00,2004,10,1,0,1,0,0,0.00,100.00,2004-10-06,2004-10-06
0222691314314,Ulf,Kristersson,M,Bifall,Kulturdepartementet,2023-06-01 00:00:00+00,2023,6,1,1,0,0,0,100.00,0.00,2023-06-20,2023-06-20
07351347121,Anders,Schröder,MP,Avslag,SkU,2015-10-01 00:00:00+00,2015,10,1,0,1,0,0,0.00,100.00,2015-10-05,2015-10-05
0405594274208,Ewa,Pihl Krabbe,S,Avslag,FiU,2024-10-01 00:00:00+00,2024,10,1,0,1,0,0,0.00,100.00,2024-10-03,2024-10-03
0216534495014,Jens,Holm,V, Avslag,SkU,2010-10-01 00:00:00+00,2010,10,1,0,1,0,0,0.00,100.00,2010-10-26,2010-10-26
0468765214727,Yasmine,Posio,V,Avslag,MJU,2018-04-01 00:00:00+00,2018,4,1,0,1,0,0,0.00,100.00,2018-04-25,2018-04-25
0427695165918,Kew,Nordqvist,MP, Avslag,FöU,2011-09-01 00:00:00+00,2011,9,2,0,2,0,0,0.00,100.00,2011-09-30,2011-09-30
0195810270316,Marie,Wahlgren,L, Avslag,NU,2003-10-01 00:00:00+00,2003,10,4,0,4,0,0,0.00,100.00,2003-10-07,2003-10-07
0754692641206,Marianne,Andersson,C,Avslag,KrU,2001-10-01 00:00:00+00,2001,10,4,0,0,0,4,0.00,0.00,2001-10-05,2001-10-05
0698785853314,Agneta,Ringman,S, Avslag,BoU,2002-10-01 00:00:00+00,2002,10,1,0,1,0,0,0.00,100.00,2002-10-23,2002-10-23
0700424025906,Mats,Odell,KD,avslag,NU,2000-10-01 00:00:00+00,2000,10,3,0,0,0,3,0.00,0.00,2000-10-05,2000-10-18
0186426023519,Arhe,Hamednaca,S, Avslag,SoU,2011-10-01 00:00:00+00,2011,10,1,0,1,0,0,0.00,100.00,2011-10-05,2011-10-05
04671560703,Bengt-Ola,Ryttar,S,Avslag,SoU,2001-10-01 00:00:00+00,2001,10,3,0,0,0,3,0.00,0.00,2001-10-05,2001-10-05
0565167965311,Eva,Sonidsson,S, Avslag,CU,2007-04-01 00:00:00+00,2007,4,1,0,1,0,0,0.00,100.00,2007-04-12,2007-04-12
0548314774911,Veronica,Palm,S,"",AU,2007-01-01 00:00:00+00,2007,1,1,0,1,0,0,0.00,100.00,2007-01-31,2007-01-31
0973782197017,Mikael,Oscarsson,KD, Avslag,TU,2004-04-01 00:00:00+00,2004,4,2,0,2,0,0,0.00,100.00,2004-04-07,2004-04-19
0489096664719,Sten,Lundström,V,Avslag,SkU,2001-10-01 00:00:00+00,2001,10,5,0,0,0,5,0.00,0.00,2001-10-05,2001-10-05
0371688419616,Lars,Ohly,V,"",UU,2009-10-01 00:00:00+00,2009,10,1,0,1,0,0,0.00,100.00,2009-10-05,2009-10-05
0166402877505,Ulla,Hoffmann,V," Avslag,  Avslag",SfU,2006-02-01 00:00:00+00,2006,2,1,0,1,0,0,0.00,100.00,2006-02-22,2006-02-22
038604236714,Mia,Franzén,L, Avslag,NU,2005-09-01 00:00:00+00,2005,9,2,0,2,0,0,0.00,100.00,2005-09-30,2005-09-30
0920966427818,Anders,Ahlgren,C,Avslag,MJU,2014-11-01 00:00:00+00,2014,11,8,0,8,0,0,0.00,100.00,2014-11-06,2014-11-10
0284192765516,Tomas,Eneroth,S, Avslag,TU,2006-10-01 00:00:00+00,2006,10,2,0,2,0,0,0.00,100.00,2006-10-31,2006-10-31
042839539117,Alice,Åström,V, Avslag,UU,2002-10-01 00:00:00+00,2002,10,11,0,11,0,0,0.00,100.00,2002-10-23,2002-10-23
0515990253512,Yilmaz,Kerimo,S, Avslag,KrU,2002-10-01 00:00:00+00,2002,10,1,0,1,0,0,0.00,100.00,2002-10-23,2002-10-23
0782242286018,Gunnar,Axén,M, Avslag,KU,2009-10-01 00:00:00+00,2009,10,1,0,1,0,0,0.00,100.00,2009-10-02,2009-10-02
0874331493311,Helena,Frisk,S, Avslag,FiU,2004-09-01 00:00:00+00,2004,9,1,0,1,0,0,0.00,100.00,2004-09-28,2004-09-28
0399430895200,Sven,Hulterström,S,Avslag,KrU,2001-10-01 00:00:00+00,2001,10,2,0,0,0,2,0.00,0.00,2001-10-05,2001-10-05
0906365922712,Anne-Marie,Pålsson,M, Avslag,UbU,2003-10-01 00:00:00+00,2003,10,1,0,1,0,0,0.00,100.00,2003-10-07,2003-10-07
0166402877505,Ulla,Hoffmann,V, Avslag,UU,2003-10-01 00:00:00+00,2003,10,4,0,4,0,0,0.00,100.00,2003-10-07,2003-10-07
0154189076919,Tina,Ehn,MP, Avslag,KU,2007-10-01 00:00:00+00,2007,10,1,0,1,0,0,0.00,100.00,2007-10-03,2007-10-03
0383111552218,Jonas,Sjöstedt,V,"",NU,2012-10-01 00:00:00+00,2012,10,2,0,2,0,0,0.00,100.00,2012-10-05,2012-10-05
0887345842319,Gunilla,Tjernberg,KD, Avslag,SfU,2005-01-01 00:00:00+00,2005,1,1,0,1,0,0,0.00,100.00,2005-01-21,2005-01-21
0828721176319,Sten,Bergheden,M,Avslag,NU,2017-10-01 00:00:00+00,2017,10,7,0,7,0,0,0.00,100.00,2017-10-03,2017-10-05
0521844714515,Christina,Höj Larsen,V, Avslag,SkU,2010-10-01 00:00:00+00,2010,10,2,0,2,0,0,0.00,100.00,2010-10-25,2010-10-25
0473783431010,Morgan,Johansson,S,Bifall,Justitiedepartementet,2016-12-01 00:00:00+00,2016,12,1,1,0,0,0,100.00,0.00,2016-12-07,2016-12-07
0641486384014,Jan,Lindholm,MP, Avslag,SfU,2006-02-01 00:00:00+00,2006,2,1,0,1,0,0,0.00,100.00,2006-02-24,2006-02-24
0750518623913,Lotta,Finstorp,M,Avslag,FöU,2017-10-01 00:00:00+00,2017,10,1,0,1,0,0,0.00,100.00,2017-10-02,2017-10-02
0480007629014,Michael,Hagberg,S, Avslag,BoU,2004-10-01 00:00:00+00,2004,10,2,0,2,0,0,0.00,100.00,2004-10-06,2004-10-06
0977281927618,Thomas,Östros,S, Avslag,FiU,2007-05-01 00:00:00+00,2007,5,2,0,2,0,0,0.00,100.00,2007-05-02,2007-05-02
0782713019602,Holger,Gustafsson,KD, Avslag,KU,2009-10-01 00:00:00+00,2009,10,2,0,2,0,0,0.00,100.00,2009-10-06,2009-10-06
0855851906414,Caroline,Hagström,KD,Avslag,FiU,2001-10-01 00:00:00+00,2001,10,1,0,0,0,1,0.00,0.00,2001-10-05,2001-10-05
0634917636517,Margareta,Israelsson,S, Avslag,FiU,2008-05-01 00:00:00+00,2008,5,2,0,2,0,0,0.00,100.00,2008-05-07,2008-05-07
0902086611116,Eva,Olofsson,V, Avslag,SfU,2006-11-01 00:00:00+00,2006,11,1,0,1,0,0,0.00,100.00,2006-11-02,2006-11-02
0130789484021,Mattias,Bäckström Johansson,SD,Avslag,TU,2015-10-01 00:00:00+00,2015,10,3,0,3,0,0,0.00,100.00,2015-10-05,2015-10-06
0482927154110,Leif,Jakobsson,S, Avslag,NU,2009-10-01 00:00:00+00,2009,10,2,0,2,0,0,0.00,100.00,2009-10-06,2009-10-06
0165360915617,Christer,Adelsbo,S, Avslag,SfU,2004-10-01 00:00:00+00,2004,10,1,0,1,0,0,0.00,100.00,2004-10-06,2004-10-06
0136310791918,Marie,Granlund,S, Avslag,FiU,2014-05-01 00:00:00+00,2014,5,1,0,1,0,0,0.00,100.00,2014-05-13,2014-05-13
0139948283718,Agneta,Börjesson,MP, Avslag,MJU,2014-01-01 00:00:00+00,2014,1,1,0,1,0,0,0.00,100.00,2014-01-21,2014-01-21
0992867772421,Nils,Seye Larsen,MP,Avslag,JuU,2025-04-01 00:00:00+00,2025,4,3,0,3,0,0,0.00,100.00,2025-04-02,2025-04-11
0972254695405,Elina,Linna,V, Avslag,KU,2009-10-01 00:00:00+00,2009,10,1,0,1,0,0,0.00,100.00,2009-10-05,2009-10-05
0916608741910,Suzanne,Svensson,S, Avslag,TU,2010-10-01 00:00:00+00,2010,10,1,0,1,0,0,0.00,100.00,2010-10-27,2010-10-27
0879782396219,Olle,Thorell,S, Avslag,FiU,2010-10-01 00:00:00+00,2010,10,2,0,2,0,0,0.00,100.00,2010-10-25,2010-10-27
0956444284814,Per,Bolund,MP,Bifall,Finansdepartementet,2014-12-01 00:00:00+00,2014,12,2,2,0,0,0,100.00,0.00,2014-12-19,2014-12-22
0235974887200,Susanne,Eberstein,S, Avslag,SkU,2007-09-01 00:00:00+00,2007,9,1,0,1,0,0,0.00,100.00,2007-09-26,2007-09-26
0134101155612,Rikard,Larsson,S,Avslag,TU,2021-10-01 00:00:00+00,2021,10,1,0,1,0,0,0.00,100.00,2021-10-01,2021-10-01
0836813859011,Martin,Andreasson,L, Avslag,KU,2005-05-01 00:00:00+00,2005,5,1,0,1,0,0,0.00,100.00,2005-05-24,2005-05-24
0806338394516,Mona,Sahlin,S," Avslag,  Avslag",FiU,2007-10-01 00:00:00+00,2007,10,1,0,1,0,0,0.00,100.00,2007-10-09,2007-10-09
0653132951201,Ulf,Björklund,KD,"",MJU,2000-10-01 00:00:00+00,2000,10,1,0,0,0,1,0.00,0.00,2000-10-05,2000-10-05
0449003924218,Kalle,Larsson,V, Avslag,AU,2006-12-01 00:00:00+00,2006,12,2,0,2,0,0,0.00,100.00,2006-12-13,2006-12-13
0235494367806,Ingegerd,Saarinen,MP,Avslag,TU,2001-10-01 00:00:00+00,2001,10,1,0,0,0,1,0.00,0.00,2001-10-18,2001-10-18
0440497495914,Tomas,Högström,M,Avslag,AU,2001-10-01 00:00:00+00,2001,10,1,0,0,0,1,0.00,0.00,2001-10-05,2001-10-05
0271495844814,Sonja,Fransson,S,avslag,KrU,2000-10-01 00:00:00+00,2000,10,2,0,0,0,2,0.00,0.00,2000-10-05,2000-10-05
0926477102420,Cecilia,Rönn,L,Avslag,SkU,2024-09-01 00:00:00+00,2024,9,1,0,1,0,0,0.00,100.00,2024-09-30,2024-09-30
0988383147219,Lars,Eriksson,S, Avslag,UbU,2013-12-01 00:00:00+00,2013,12,5,0,5,0,0,0.00,100.00,2013-12-06,2013-12-10
0583257327619,Kerstin,Haglö,S, Avslag,LU,2004-10-01 00:00:00+00,2004,10,1,0,1,0,0,0.00,100.00,2004-10-06,2004-10-06
0951854268017,Åsa,Romson,MP, Avslag,SfU,2014-05-01 00:00:00+00,2014,5,1,0,1,0,0,0.00,100.00,2014-05-12,2014-05-12
0148424181819,Ann-Christine,Frohm,SD,Avslag,AU,2021-10-01 00:00:00+00,2021,10,4,0,4,0,0,0.00,100.00,2021-10-01,2021-10-01
0986091320811,Catarina,Deremar,C,Avslag,KrU,2025-06-01 00:00:00+00,2025,6,1,0,1,0,0,0.00,100.00,2025-06-12,2025-06-12
0237055280513,Roland,Utbult,KD,Avslag,FöU,2014-11-01 00:00:00+00,2014,11,1,0,1,0,0,0.00,100.00,2014-11-06,2014-11-06
087735695612,Anders,Karlsson,S, Avslag,SkU,2014-03-01 00:00:00+00,2014,3,2,0,2,0,0,0.00,100.00,2014-03-03,2014-03-06
0446541913415,Allan,Widman,L, Avslag,FöU,2002-10-01 00:00:00+00,2002,10,2,0,2,0,0,0.00,100.00,2002-10-23,2002-10-23
0849219210615,Jabar,Amin,MP, Bifall,UU,2013-01-01 00:00:00+00,2013,1,1,1,0,0,0,100.00,0.00,2013-01-07,2013-01-07
0548089226618,Mats,Einarsson,V, Avslag,KrU,2006-03-01 00:00:00+00,2006,3,1,0,1,0,0,0.00,100.00,2006-03-30,2006-03-30
0600928907216,Carina,Hägg,S, Avslag,SkU,2013-10-01 00:00:00+00,2013,10,1,0,1,0,0,0.00,100.00,2013-10-07,2013-10-07
0680329141121,Aron,Modig,KD,Avslag,CU,2017-10-01 00:00:00+00,2017,10,1,0,1,0,0,0.00,100.00,2017-10-05,2017-10-05
0198917587520,Maj,Karlsson,V,Avslag,KU,2016-10-01 00:00:00+00,2016,10,1,0,1,0,0,0.00,100.00,2016-10-05,2016-10-05
046703152205,Kent,Olsson,M,avslag,FöU,2000-10-01 00:00:00+00,2000,10,1,0,0,0,1,0.00,0.00,2000-10-05,2000-10-05
0446541913415,Allan,Widman,L,Avslag,FöU,2017-02-01 00:00:00+00,2017,2,1,0,1,0,0,0.00,100.00,2017-02-15,2017-02-15
0196077326617,Solveig,Zander,C, Delvis bifall,SoU,2012-12-01 00:00:00+00,2012,12,1,1,0,0,0,100.00,0.00,2012-12-18,2012-12-18
0641486384014,Jan,Lindholm,MP, Avslag,JuU,2010-10-01 00:00:00+00,2010,10,2,0,2,0,0,0.00,100.00,2010-10-25,2010-10-27
0699506181311,Karin,Åström,S, Avslag,FöU,2012-10-01 00:00:00+00,2012,10,1,0,1,0,0,0.00,100.00,2012-10-05,2012-10-05
0880452278816,Mikaela,Valtersson,MP, Avslag,FöU,2007-10-01 00:00:00+00,2007,10,1,0,1,0,0,0.00,100.00,2007-10-09,2007-10-09
0395416536118,Siv,Holma,V, Avslag,LU,2005-09-01 00:00:00+00,2005,9,15,0,15,0,0,0.00,100.00,2005-09-28,2005-09-28
0909948830718,Ann-Christin,Ahlberg,S, Avslag,AU,2012-04-01 00:00:00+00,2012,4,1,0,1,0,0,0.00,100.00,2012-04-11,2012-04-11
