person_id,first_name,last_name,party,crisis_period_votes,crisis_absence_rate,crisis_party_discipline,normal_period_votes,normal_absence_rate,absence_rate_change,resilience_score,resilience_classification,pressure_performance_assessment
0955748436811,Robert,Stenkvist,SD,4695,10.76,99.94,832,4.45,6.31,82.8710,RESILIENT,Good crisis response - reliable during high-activity periods
0875221317013,Gunilla,Carlsson,S,8884,18.65,99.97,1800,15.83,2.82,78.4965,RESILIENT,Good crisis response - reliable during high-activity periods
0494242537816,Hans,Eklind,KD,3185,30.58,100.00,534,17.79,12.79,56.6286,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0362779191527,Erik,Hellsborn,SD,1309,2.75,100.00,257,3.11,-0.36,96.8872,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
037781229619,Staffan,Eklöf,SD,3185,28.32,100.00,534,11.61,16.71,54.9700,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0970259744617,Margareta,Cederfelt,M,7232,35.16,99.96,1505,32.96,2.21,62.5890,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
091303475611,Eric,Palmqvist,SD,3185,29.45,99.94,534,19.10,10.35,60.1372,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0157618290428,Rashid,Farivar,SD,1309,6.88,100.00,257,15.56,-8.69,84.4358,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
0615175917521,Kent,Kumpula,SD,893,14.56,100.00,123,13.01,1.55,83.8928,RESILIENT,Good crisis response - reliable during high-activity periods
0831039938224,Adam,Marttinen,SD,4820,22.05,99.96,853,15.01,7.05,70.8565,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0630820052511,Per-Arne,Håkansson,S,4695,16.14,99.96,832,10.10,6.05,77.7639,RESILIENT,Good crisis response - reliable during high-activity periods
0248492534018,Pia,Trollehjelm,SD,568,4.58,100.00,72,5.56,-0.98,94.4444,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
0903081277919,Helena,Vilhelmsson,C,3185,31.77,100.00,534,27.15,4.62,63.6057,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
041911485722,Magdalena,Thuresson,M,1823,36.81,100.00,428,15.19,21.62,41.5720,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0694273653613,Margareta,Fransson,MP,410,0.49,100.00,74,0.00,0.49,99.0244,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
0516528386117,Patrik,Björck,S,7232,18.22,99.93,1505,10.37,7.86,73.8472,RESILIENT,Good crisis response - reliable during high-activity periods
0122987223112,Lotta,Johnsson Fornarve,V,4695,27.05,99.91,832,20.19,6.86,66.0070,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0828721176319,Sten,Bergheden,M,7232,16.14,100.00,1505,6.84,9.29,74.5706,RESILIENT,Good crisis response - reliable during high-activity periods
0360187680814,Mats,Hellhoff,SD,638,0.00,100.00,149,0.00,0.00,100.0000,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
0112806493429,Fredrik,Saweståhl,M,546,5.68,100.00,77,0.00,5.68,88.6447,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
0198917587520,Maj,Karlsson,V,4695,37.29,100.00,832,15.26,22.03,40.6744,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0473783431010,Morgan,Johansson,S,3423,15.66,99.85,828,17.87,-2.22,81.9795,RESILIENT,Good crisis response - reliable during high-activity periods
0665485817222,Daniel,Bäckström,C,4687,23.45,99.98,769,17.95,5.50,71.0284,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0796312429425,Viktor,Wärnick,M,3185,31.43,100.00,534,24.72,6.71,61.8620,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0822010116020,Jim,Svensk Larm,S,324,16.36,100.00,61,6.56,9.80,73.8413,RESILIENT,Good crisis response - reliable during high-activity periods
0591020192311,Ulf,Lindholm,SD,1309,6.19,100.00,257,2.72,3.46,90.3479,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
0926214745119,Heléne,Björklund,S,3185,33.97,99.97,534,18.54,15.43,50.5644,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0588282566419,Lars,Beckman,M,5615,20.89,99.98,917,10.47,10.42,68.6702,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0202577142527,Matheus,Enholm,SD,3185,29.89,100.00,534,13.86,16.03,54.0775,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0256404677510,Cecilia,Engström,KD,1617,29.87,100.00,304,9.54,20.33,49.7992,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0624994476012,Nermina,Mizimovic,S,286,0.00,99.30,101,29.70,-29.70,69.5977,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
069534526423,Mathias,Bengtsson,KD,1309,18.79,100.00,257,12.84,5.95,75.2545,RESILIENT,Good crisis response - reliable during high-activity periods
0240670797111,Björn,Tidland,SD,1309,1.76,100.00,257,7.39,-5.64,92.6070,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
0926477102420,Cecilia,Rönn,L,1309,10.70,100.00,257,21.40,-10.71,78.5992,RESILIENT,Good crisis response - reliable during high-activity periods
0228027853620,Vasiliki,Tsouplaki,V,3650,32.60,99.95,622,22.19,10.42,56.9262,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0511863596121,Erica,Nådin,S,411,4.38,100.00,33,0.00,4.38,91.2409,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
0440225263920,Robert,Olesen,S,449,6.68,100.00,72,27.78,-21.10,72.2222,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
0576122429317,Martin,Melin,L,1163,15.05,100.00,255,7.06,7.99,76.9642,RESILIENT,Good crisis response - reliable during high-activity periods
0327372175911,Fredrik,Ahlstedt,M,1309,8.33,100.00,257,5.06,3.27,88.4044,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
0845783625227,Arwin,Sohrabi,S,73,0.00,100.00,0,,,70.0000,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
049290762318,ClasGöran,Carlsson,S,3929,32.27,99.97,650,15.23,17.04,50.6596,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0619928872229,Laila,Naraghi,S,3790,35.28,100.00,618,27.51,7.77,56.9540,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0852475703226,Lorena,Delgado Varas,-,2935,37.31,99.97,534,22.10,15.21,47.4466,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0281670919717,Jörgen,Grubb,SD,3185,24.24,100.00,534,10.11,14.13,61.6351,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0140985614421,Peder,Björk,S,1309,3.90,100.00,257,10.51,-6.61,89.4942,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
0376461485627,Henrik,Edin,L,284,0.00,100.00,0,,,70.0000,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
0161972600410,Elsa,Widding,-,178,30.34,100.00,257,30.74,-0.40,69.2607,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0262411569110,Helene,Odenjung,L,623,21.35,100.00,72,0.00,21.35,57.3034,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0987246082523,Paula,Örn,S,347,10.66,100.00,101,3.96,6.70,82.6347,RESILIENT,Good crisis response - reliable during high-activity periods
0406831930624,Henrik,Vinge,SD,3185,43.01,99.94,534,31.46,11.55,45.3696,LOW_RESILIENCE,Poor crisis response - high absence during high-activity periods
0832311880029,Erik,Ottoson,M,4661,19.87,99.94,781,9.60,10.26,69.8047,RESILIENT,Good crisis response - reliable during high-activity periods
027964311318,Karin,Sundin,S,1309,9.47,100.00,257,18.29,-8.82,81.7121,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
0301987597720,Liza-Maria,Norlin,KD,457,14.44,99.78,149,14.09,0.35,84.9911,RESILIENT,Good crisis response - reliable during high-activity periods
0163772273014,Anna,Vedin,M,151,0.00,100.00,12,0.00,0.00,100.0000,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
0130640724922,Clara,Aranda,SD,3185,29.58,99.97,534,17.42,12.16,58.2321,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0940980416614,Jan,Ericson,M,7232,16.52,99.96,1505,8.17,8.35,75.0837,RESILIENT,Good crisis response - reliable during high-activity periods
0245113256029,Daniel,Vencu Velasquez Castro,S,1309,13.37,100.00,257,11.67,1.70,84.9352,RESILIENT,Good crisis response - reliable during high-activity periods
0457722435319,Tomas,Kronståhl,S,2797,36.15,99.93,438,13.24,22.90,40.8788,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0229627943828,Jytte,Guteland,S,1309,6.57,100.00,257,11.28,-4.71,88.7160,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
0938171000810,Annette,Rydell,S,324,0.00,100.00,57,12.28,-12.28,87.7193,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
0564126739422,Åsa,Coenraads,M,4974,16.10,99.94,901,6.99,9.11,74.7244,RESILIENT,Good crisis response - reliable during high-activity periods
0800956862429,Gulan,Avci,L,3765,34.16,99.89,691,21.56,12.59,53.1433,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0265240520811,Leif,Gripestam,M,61,0.00,100.00,52,0.00,0.00,100.0000,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
0559925283228,Teres,Lindberg,S,4654,27.01,99.89,810,16.91,10.10,62.7881,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0591055036519,Mauricio,Rojas,L,3369,15.32,99.85,738,10.16,5.15,79.3820,RESILIENT,Good crisis response - reliable during high-activity periods
0111697351426,Louise,Eklund,L,1309,9.24,99.92,257,15.56,-6.32,84.3594,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
0250583732424,Jesper,Skalberg Karlsson,M,2819,7.88,99.96,526,5.32,2.55,89.5375,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
0430865615328,Linda,Lindberg,SD,3185,39.34,99.91,534,22.10,17.24,43.3219,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0973782197017,Mikael,Oscarsson,KD,8884,28.86,99.62,1800,23.22,5.64,65.1178,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0926002991620,Pontus,Andersson Garpvall,SD,1946,7.55,99.95,273,2.56,4.99,87.4048,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
0930305890123,Sara-Lena,Bjälkö,-,2569,12.26,99.77,552,9.60,2.66,84.8447,RESILIENT,Good crisis response - reliable during high-activity periods
0161972600410,Elsa,Widding,-,1131,34.31,84.53,257,30.74,3.57,46.6544,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0530425150220,Annika,Strandhäll,S,2137,49.65,99.72,444,40.09,9.56,40.5112,LOW_RESILIENCE,Poor crisis response - high absence during high-activity periods
0376395541120,Joakim,Sandell,S,2655,31.34,99.92,534,10.67,20.66,47.9246,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0920901966627,Tony,Haddou,V,2934,40.15,99.97,508,20.28,19.87,39.9416,LOW_RESILIENCE,Poor crisis response - high absence during high-activity periods
0999976269027,Amanda,Palmstierna,MP,1851,60.99,100.00,349,27.79,33.20,20.0000,LOW_RESILIENCE,Poor crisis response - high absence during high-activity periods
0906620634423,Eleonore,Lundkvist,M,255,0.00,100.00,0,,,70.0000,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
025877594729,John,Widegren,M,3227,21.48,100.00,585,18.29,3.18,75.3405,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0965245623824,Nicklas,Attefjord,MP,459,70.15,100.00,55,1.82,68.33,20.0000,LOW_RESILIENCE,Poor crisis response - high absence during high-activity periods
0338088431726,Sara,Gille,SD,2470,41.78,100.00,406,15.52,26.26,31.9545,LOW_RESILIENCE,Poor crisis response - high absence during high-activity periods
0237055280513,Roland,Utbult,KD,6074,24.98,100.00,1105,17.10,7.87,67.1535,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0285527517421,Caroline,Nordengrip,SD,1876,51.44,100.00,277,23.47,27.97,22.0265,LOW_RESILIENCE,Poor crisis response - high absence during high-activity periods
0522240580423,Arin,Karapet,-,53,0.00,79.25,534,21.35,-21.35,58.6517,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
0780214960516,Eva,Lindh,S,3826,30.71,100.00,586,24.23,6.48,62.8102,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0825441263617,Birger,Lahti,V,4695,23.32,99.98,832,12.50,10.82,65.8333,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0222102752213,Stefan,Olsson,M,1309,14.59,100.00,257,8.56,6.03,79.3777,RESILIENT,Good crisis response - reliable during high-activity periods
0557180142229,Fredrik,Lindahl,SD,3185,29.83,100.00,534,22.85,6.98,63.1918,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0831636664429,Mattias,Karlsson,SD,6283,25.86,99.98,1105,23.53,2.33,71.7866,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0481460392727,Jessica,Wetterling,V,3185,22.42,100.00,534,15.92,6.50,71.0824,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0983984918111,Matilda,Ernkrans,S,6783,10.64,99.94,1504,10.90,-0.26,89.0368,RESILIENT,Good crisis response - reliable during high-activity periods
0138741628520,Angelika,Bengtsson,SD,4348,19.69,99.95,789,12.55,7.14,73.1271,RESILIENT,Good crisis response - reliable during high-activity periods
02910042914,Carina,Ödebrink,S,3185,32.34,100.00,534,21.91,10.43,57.2319,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
066036027425,Mikael,Damsgaard,M,2774,28.08,99.96,485,11.75,16.33,55.5521,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0395762282903,Elsemarie,Bjellqvist,S,637,4.40,100.00,41,0.00,4.40,91.2088,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
0604811710522,Ida,Drougge,M,4235,24.44,99.95,792,17.93,6.51,69.0037,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0747883322423,Amir,Jawad,L,73,26.03,100.00,0,,,43.9726,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0381853591928,Malte,Tängmark Roos,MP,768,2.34,100.00,72,0.00,2.34,95.3125,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
0251136832626,Muharrem,Demirok,C,1309,34.61,100.00,257,26.46,8.15,57.2460,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0412502344925,Ida,Ekeroth Clausson,S,997,9.73,100.00,258,8.14,1.59,88.6812,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
0802091197024,Andrea,Andersson Tay,V,1309,6.65,100.00,257,0.00,6.65,86.7074,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
0992867772421,Nils,Seye Larsen,MP,638,13.79,100.00,112,12.50,1.29,84.9138,RESILIENT,Good crisis response - reliable during high-activity periods
0910803550317,Lena,Johansson,S,1309,6.80,100.00,257,3.11,3.69,89.5147,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
025158809026,Ida,Gabrielsson,V,3185,45.18,99.97,534,37.45,7.73,47.0607,LOW_RESILIENCE,Poor crisis response - high absence during high-activity periods
036926802512,Blåvitt,Elofsson,S,568,0.18,99.82,72,4.17,-3.99,95.6573,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
0407081382317,Anna-Caren,Sätherberg,S,4058,25.21,99.93,791,14.41,10.80,63.9193,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0576619284416,Aphram,Melki,C,637,6.59,100.00,66,10.61,-4.01,89.3939,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
0506482805418,Isak,From,S,6283,18.84,99.94,1105,6.24,12.60,68.4917,RESILIENT,Good crisis response - reliable during high-activity periods
0770363683317,Malin,Björk,C,1927,14.89,99.95,279,18.64,-3.74,81.3101,RESILIENT,Good crisis response - reliable during high-activity periods
0372414474424,Oskar,Svärd,M,1309,5.42,100.00,257,5.45,-0.02,94.5525,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
0503363679811,Stefan,Plath,SD,637,12.72,99.84,71,18.31,-5.59,81.5332,RESILIENT,Good crisis response - reliable during high-activity periods
0345062474310,Mona,Olin,SD,1309,12.15,100.00,257,5.84,6.31,81.5432,RESILIENT,Good crisis response - reliable during high-activity periods
0127744006318,Cecilia,Gustafsson,M,250,22.00,100.00,72,9.72,12.28,65.7222,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0229350341619,Ilona,Szatmári Waldau,V,3185,32.06,99.97,534,12.36,19.70,48.2151,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0397073482210,Camilla,Mårtensen,L,1230,25.61,100.00,185,14.59,11.02,63.3751,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0985943148917,Victoria,Tiblom,SD,1309,19.48,99.85,257,18.29,1.19,79.1741,RESILIENT,Good crisis response - reliable during high-activity periods
0853395328224,Lena,Hallengren,S,4605,21.35,99.85,1118,22.00,-0.66,77.8444,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0640627133410,Elisabeth,Falkhaven,MP,1876,40.25,100.00,277,22.02,18.22,41.5313,LOW_RESILIENCE,Poor crisis response - high absence during high-activity periods
0584183916016,Ulf,Holm,MP,4517,3.30,98.96,1063,4.80,-1.50,94.1617,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
010392780417,Marie,Olsson,S,1368,14.18,100.00,249,1.61,12.57,73.2439,RESILIENT,Good crisis response - reliable during high-activity periods
0877778793323,Johan,Büser,S,4695,28.39,99.91,832,31.37,-2.98,68.5446,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0418929039326,Patrik,Lundqvist,S,4371,25.49,99.98,728,13.32,12.16,62.3290,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
037561614928,Lawen,Redar,S,4695,25.58,99.85,832,20.31,5.27,69.0026,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0502490570219,Kristina,Axén Olin,M,3185,25.53,100.00,534,13.11,12.42,62.0568,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0360160202728,Emma,Ahlström Köster,M,1596,20.49,100.00,279,9.68,10.81,68.7000,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0834510274913,Charlotte,Nordström,M,1309,12.61,100.00,257,5.06,7.55,79.8483,RESILIENT,Good crisis response - reliable during high-activity periods
0837394708917,Anders,Ådahl,C,1309,14.51,100.00,257,9.34,5.18,80.3087,RESILIENT,Good crisis response - reliable during high-activity periods
0847676507229,Stina,Larsson,C,1622,18.93,100.00,304,21.71,-2.78,78.2895,RESILIENT,Good crisis response - reliable during high-activity periods
0888807074321,Amanda,Lind,MP,1309,38.58,99.85,257,25.29,13.29,47.9809,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0717363246311,Jessica,Stegrud,SD,1309,22.92,100.00,257,38.52,-15.60,61.4786,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0671241874717,Elisabeth,Björnsdotter Rahm,M,3464,29.04,100.00,550,21.64,7.41,63.5532,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0136268785826,Nima,Gholam Ali Pour,SD,1309,2.44,100.00,257,1.17,1.28,96.2781,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
0427836082425,Fredrik,Lindstål,C,19,0.00,100.00,52,5.77,-5.77,94.2308,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
0802546764724,Åsa,Westlund,S,4423,26.23,99.98,769,11.96,14.26,59.4879,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0227531635413,Lars,Püss,M,3533,30.74,100.00,624,9.46,21.28,47.9776,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0922497728524,Ardalan,Shekarabi,S,1823,16.13,99.95,320,9.38,6.75,77.0656,RESILIENT,Good crisis response - reliable during high-activity periods
0203877548421,Malin,Larsson,S,3185,25.40,100.00,534,13.48,11.92,62.6825,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0364687971222,Alireza,Akhondi,C,3185,29.54,99.84,534,25.28,4.26,66.0344,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0410640630411,Ulrik,Nilsson,M,2897,9.18,100.00,530,18.49,-9.31,81.5094,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
0229760896014,Anders,W Jonsson,C,6283,25.83,99.95,1105,26.24,-0.41,73.7079,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
048561486727,Isabell,Mixter,V,1309,16.35,100.00,257,16.73,-0.38,83.2685,RESILIENT,Good crisis response - reliable during high-activity periods
0474290584024,Azadeh,Rojhan,S,4534,26.11,99.93,777,24.45,1.66,72.1592,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0294138886823,Martin,Kinnunen,SD,4695,24.79,99.79,832,14.06,10.73,64.2648,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0612916684825,Johan,Löfstrand,S,8446,19.60,99.92,1772,16.65,2.95,77.3748,RESILIENT,Good crisis response - reliable during high-activity periods
019430605328,Josefin,Malmqvist,M,2873,36.96,100.00,461,20.82,16.14,46.8946,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0499755198526,Mattias,Jonsson,S,6283,25.80,99.92,1105,15.11,10.69,63.4340,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0210444373111,Katarina,Luhr,MP,1309,12.15,100.00,257,1.95,10.20,77.6522,RESILIENT,Good crisis response - reliable during high-activity periods
0911916463828,Fredrik,Lundh Sammeli,S,6865,21.79,99.97,1266,18.40,3.39,74.7919,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0509830681123,Ida,Karkiainen,S,3910,20.64,100.00,725,12.14,8.50,70.8592,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0802606848923,Mariya,Voyvodova,S,316,8.54,100.00,12,0.00,8.54,82.9114,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
0468956880528,Mikael,Eskilandersson,SD,4695,16.68,100.00,832,8.17,8.50,74.8184,RESILIENT,Good crisis response - reliable during high-activity periods
0121015874810,Torsten,Elofsson,KD,1309,15.74,100.00,257,15.18,0.56,83.7007,RESILIENT,Good crisis response - reliable during high-activity periods
039102787629,Oliver,Rosengren,M,1309,10.08,100.00,257,4.28,5.80,84.1121,RESILIENT,Good crisis response - reliable during high-activity periods
0412148992926,Hanna,Westerén,S,4230,21.37,100.00,705,13.05,8.32,70.3073,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0150200797210,Mats,Sander,M,2076,24.37,99.90,546,20.15,4.23,71.3026,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
025931369428,Jonas,Andersson,SD,3185,29.39,100.00,534,10.30,19.09,51.5241,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0563922839001,Katarina,Olofsson,SD,57,0.00,100.00,0,,,70.0000,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
0119672047211,Madeleine,Atlas,C,250,0.00,100.00,35,0.00,0.00,100.0000,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
02658325625,Angelica,Lundberg,SD,3185,25.81,99.94,534,26.22,-0.41,73.7200,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0890152141226,Nadja,Awad,V,1309,9.85,100.00,257,6.61,3.24,86.9051,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
0121939297619,Jamal,El-Haj,-,976,7.07,89.04,689,10.16,-3.09,78.8772,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
0287315215921,Mona,Smedman,C,292,12.67,100.00,63,11.11,1.56,85.7686,RESILIENT,Good crisis response - reliable during high-activity periods
0273506284025,Edward,Riedl,M,6283,14.15,99.95,1105,13.85,0.30,85.4998,RESILIENT,Good crisis response - reliable during high-activity periods
0602744999917,Elisabeth,Thand Ringqvist,C,1309,25.52,100.00,257,29.18,-3.67,70.8171,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0442073683012,Zara,Leghissa,S,1309,6.26,100.00,257,7.78,-1.52,92.2179,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
0803790353229,Azra,Muranovic,S,991,29.57,100.00,206,24.27,5.29,65.1397,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0425115010020,Kadir,Kasirga,S,1742,10.22,99.94,408,9.80,0.41,89.3102,RESILIENT,Good crisis response - reliable during high-activity periods
0111479807829,Anna,Wallentheim,S,4611,20.80,100.00,777,14.54,6.25,72.9469,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0855286184126,Jessica,Rodén,S,1309,14.97,99.92,257,15.95,-0.98,83.9703,RESILIENT,Good crisis response - reliable during high-activity periods
07012286624,Daniel,Riazat,-,250,5.60,80.80,832,15.14,-9.54,65.6558,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
0271338654822,Ola,Möller,S,3185,30.96,100.00,519,14.26,16.70,52.3430,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0618938634020,Marcus,Wennerström,S,205,7.80,100.00,51,0.00,7.80,84.3902,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
0587736055221,Niels,Paarup-Petersen,C,2838,30.58,99.96,522,20.69,9.90,59.4846,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0309480686522,Leila,Ali Elmi,MP,3185,39.00,99.97,512,30.86,8.14,52.8374,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0768554866215,Katja,Nyberg,-,78,100.00,100.00,534,15.73,84.27,20.0000,LOW_RESILIENCE,Poor crisis response - high absence during high-activity periods
0764949934324,Ulrika,Heindorff,M,2287,31.79,100.00,443,23.70,8.09,60.1253,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0515213566019,Lars,Isacsson,S,1309,7.72,99.92,257,13.23,-5.51,86.6940,HIGHLY_RESILIENT,Highly engaged during crisis periods - strong institutional resilience
0341628241813,Marianne,Fundahn,S,4695,23.79,100.00,832,14.78,9.01,67.2011,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0973350087929,Patrik,Karlson,L,943,23.12,100.00,149,22.82,0.30,76.5834,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
014744660015,Mikael,Damberg,S,5305,23.41,99.92,1215,23.29,0.12,76.3930,MODERATE_RESILIENCE,Moderate crisis engagement - some absence during critical votes
0469084171710,Ulrika,Westerlund,MP,1309,17.11,100.00,257,6.61,10.50,72.3902,RESILIENT,Good crisis response - reliable during high-activity periods
