id,committee_report_url_xml,created_date,document_format,document_status_url_xml,document_type,document_url_html,document_url_text,hit,kall_id,label,made_public_date,number_value,org,related_id,rm,status,sub_title,sub_type,system_date,temp_label,title,dokument_document_container__0,domain_org,database_source,origin,lang,summary,note,note_title,debate_name,document_name,doc_type
h119sou12p16,,2014-03-26,"",,votering,//data.riksdagen.se/dokument/H119SoU12p16.html,//data.riksdagen.se/dokument/H119SoU12p16.text,163,084DFDCD-DB9D-47D9-8CC0-36F27DAD96A1,SoU12p16,2014-03-26,12,SoU,"",2013/14,"",Vårdnadsöverflyttning m.m.,huvudvotering,2014-03-27 13:35:55,16,"Votering: betänkande 2013/14:SoU12 Socialtjänstfrågor, förslagspunkt 16",,rdwebb,dokument,frodeVotDok,"","Votering: betänkande 2013/14:SoU12 Socialtjänstfrågor, förslagspunkt 16
 Vårdnadsöverflyttning m.m. Riksdagen avslår motionerna  2013/14:So301 av Maria Ferm m.fl. MP yrkande 11, 2013/14:So645 av Krister Hammarbergh M yrkande 1 och  2013/14:So658 av Mattias Karlsson SDDatum: 2014-03-26  Omröstning i sakfrågan
 Utskottets","Votering: betänkande 2013/14:SoU12 Socialtjänstfrågor, förslagspunkt 16
 Vårdnadsöverflyttning m.m. Riksdagen avslår motionerna  2013/14:So301 av Maria Ferm m.fl. MP yrkande 11, 2013/14:So645 av Krister Hammarbergh M yrkande 1 och  2013/14:So658 av Mattias Karlsson SDDatum: 2014-03-26  Omröstning i sakfrågan
 Utskottets","Votering: betänkande 2013/14:SoU12 Socialtjänstfrågor, förslagspunkt 16",Omröstning,Omröstning,votering
gx02sf271,,2009-10-02,"",,mot,//data.riksdagen.se/dokument/GX02Sf271.html,//data.riksdagen.se/dokument/GX02Sf271.text,2328,{57E3E2AB-E8C8-4A4A-A7F6-6C8B67579F56},Sf271,2009-10-02 11:49:09,271,SfU,"",2009/10,Ank T,av Lars Tysklind (fp),Enskild motion,2010-01-15 10:28:59,fp1352,Pensionsutbetalningar inom EU,,rdwebb,dokument,"","","Motion till riksdagen
 2009/10:Sf271
 av Lars Tysklind (fp)
 Pensionsutbetalningar inom EU
 fp1352
 Förslag till riksdagsbeslut
 Riksdagen tillkännager för regeringen som sin mening vad som anförs i motionen om att ta initiativ för att förenkla pensionsutbetalningar där intjänandet har skett i ett annat EU-land.
 Motivering
","Motion till riksdagen
 2009/10:Sf271
 av Lars Tysklind (fp)
 Pensionsutbetalningar inom EU
 fp1352
 Förslag till riksdagsbeslut
 Riksdagen tillkännager för regeringen som sin mening vad som anförs i motionen om att ta initiativ för att förenkla pensionsutbetalningar där intjänandet har skett i ett annat EU-land.
 Motivering
",Pensionsutbetalningar inom EU,Motion,Motion,mot
h610188,,2019-04-15,"",,ip,//data.riksdagen.se/dokument/H610188.html,//data.riksdagen.se/dokument/H610188.text,27,5e9f3f4a-3062-45c7-9363-0ea071931e7b,188,2019-04-15,188,M,"",2018/19,Besvarad,Lotta Olsson (M),"",2019-06-03 16:47:51,M,Konsekvensanalys vid rivning av dammar,,rdwebb,dokument,Frips,sv,"Interpellation 2018/19:188 Konsekvensanalys vid rivning av dammar
 av  Lotta Olsson (M)
 till Miljö- och klimatminister Isabella Lövin (MP)
 Sverige har en lång historia med dammar. De anlades för att man skulle driva olika typer av verksamhet såsom kvarnar och bruk och även för att bättre kunna styra en del av den ojämna","Interpellation 2018/19:188 Konsekvensanalys vid rivning av dammar
 av  Lotta Olsson (M)
 till Miljö- och klimatminister Isabella Lövin (MP)
 Sverige har en lång historia med dammar. De anlades för att man skulle driva olika typer av verksamhet såsom kvarnar och bruk och även för att bättre kunna styra en del av den ojämna",Konsekvensanalys vid rivning av dammar,Interpellationsdebatt,Interpellation,ip
gt02a209,,2005-09-21,"",,mot,//data.riksdagen.se/dokument/GT02A209.html,//data.riksdagen.se/dokument/GT02A209.text,283,"",A209,2005-09-23 13:20:20,209,AU,"",2005/06,Trycklov,av Jeppe Johnsson och Maud Ekendahl (m),Enskild motion,2006-01-24 14:39:01,m1244,Stödet för start av näringsverksamhet,,rdwebb,dokument,"","","Förslag till riksdagsbeslut
 Riksdagen tillkännager för regeringen som sin mening vad i motionen anförs om stödet för start av näringsverksamhet.
 Motivering
 Att starta ett företag är för det mesta förknippat med stort ekonomiskt risktagande. För att underlätta för arbetslösa att starta eget finns ett s.k. startaegetbidrag","Förslag till riksdagsbeslut
 Riksdagen tillkännager för regeringen som sin mening vad i motionen anförs om stödet för start av näringsverksamhet.
 Motivering
 Att starta ett företag är för det mesta förknippat med stort ekonomiskt risktagande. För att underlätta för arbetslösa att starta eget finns ett s.k. startaegetbidrag",Stödet för start av näringsverksamhet,Motion,Motion,mot
gyb1118,,2010-11-11,"",,dir,//data.riksdagen.se/dokument/GYB1118.html,//data.riksdagen.se/dokument/GYB1118.text,97,2010:118,118,2010-11-11,118,Arbetsmarknadsdepartementet,"",2010,"",kommittébeteckning: A 2009:01,"",2025-10-17 05:12:12,A 2009:01,Tilläggsdirektiv till Utredningen om genomförande av Europaparlamentets och rådets direktiv om arbetstagare som hyrs ut av bemanningsföretag (A 2009:01),,rdwebb,dokument,RKFTP,"","Tilläggsdirektiv till Utredningen om genomförande av Europaparlamentets och rådets direktiv om arbetstagare som hyrs ut av bemanningsföretag (A 2009:01)
 Innehåll
 Förlängd tid för uppdraget  Beslut vid regeringssammanträde den 11 november 2010
 Förlängd tid för uppdraget  Med stöd av regeringens bemyndigande den 24 september","Tilläggsdirektiv till Utredningen om genomförande av Europaparlamentets och rådets direktiv om arbetstagare som hyrs ut av bemanningsföretag (A 2009:01)
 Innehåll
 Förlängd tid för uppdraget  Beslut vid regeringssammanträde den 11 november 2010
 Förlängd tid för uppdraget  Med stöd av regeringens bemyndigande den 24 september",Tilläggsdirektiv till Utredningen om genomförande av Europaparlamentets och rådets direktiv om arbetstagare som hyrs ut av bemanningsföretag (A 2009:01),Kommittédirektiv,Kommittédirektiv,dir
h902831,,2021-09-28,"",,mot,//data.riksdagen.se/dokument/H902831.html,//data.riksdagen.se/dokument/H902831.text,453,f5ec2943-dc2e-410e-8cdb-adf515af6ded,831,2021-09-28,831,SkU,"",2021/22,Klar,av Mattias Ottosson (S),Enskild motion,2022-12-06 10:41:57,1024,Stävja missbruk av F-skattsedel,,rdwebb,dokument,Filur,"","Motion till riksdagen
 2021/22:831
 av Mattias Ottosson (S)
 Stävja missbruk av F-skattsedel
 Förslag till riksdagsbeslut
 Riksdagen ställer sig bakom det som anförs i motionen om att se över reglerna vid F-skatt så att de inte missbrukas av oseriösa arbetsgivare och tillkännager detta för regeringen.
 Motivering
 För att","Motion till riksdagen
 2021/22:831
 av Mattias Ottosson (S)
 Stävja missbruk av F-skattsedel
 Förslag till riksdagsbeslut
 Riksdagen ställer sig bakom det som anförs i motionen om att se över reglerna vid F-skatt så att de inte missbrukas av oseriösa arbetsgivare och tillkännager detta för regeringen.
 Motivering
 För att",Stävja missbruk av F-skattsedel,Motion,Motion,mot
h312534,,2016-01-12,"",,frs,//data.riksdagen.se/dokument/H312534.html,//data.riksdagen.se/dokument/H312534.text,54,"",534,2016-01-12,534,"","",2015/16,Inkommen,Statsrådet Sven-Erik Bucht (S),"",2016-01-12 13:40:29,"",Antibiotikaresistenta bakterier i svenska kycklingar,,rdwebb,dokument,Frips,"","Dnr N2015/09040/DL
 Näringsdepartementet
 Landsbygdsministern
 Till riksdagen
 Svar på fråga 2015/16:534 av Jens Holm (V) Antibiotikaresistenta bakterier i svenska kycklingar
 Jens Holm har frågat mig om jag tänker vidta åtgärder för att göra  kycklinguppfödningen mindre toppstyrd och centraliserad samt mer skonsam för","Dnr N2015/09040/DL
 Näringsdepartementet
 Landsbygdsministern
 Till riksdagen
 Svar på fråga 2015/16:534 av Jens Holm (V) Antibiotikaresistenta bakterier i svenska kycklingar
 Jens Holm har frågat mig om jag tänker vidta åtgärder för att göra  kycklinguppfödningen mindre toppstyrd och centraliserad samt mer skonsam för",Antibiotikaresistenta bakterier i svenska kycklingar,Svar på skriftlig fråga,Svar på skriftlig fråga,frs
gz02ub220,,2011-09-26,"",,mot,//data.riksdagen.se/dokument/GZ02Ub220.html,//data.riksdagen.se/dokument/GZ02Ub220.text,169,{F54F146B-F4B3-455A-B500-1898F7450A15},Ub220,2011-09-30 11:58:37,220,UbU,"",2011/12,Ank T,av Hillevi Larsson (S),Enskild motion,2011-11-17 15:49:34,S19108,Skyddsombud för förskolebarn och yngre skolbarn,,rdwebb,dokument,"","","Motion till riksdagen
 2011/12:Ub220
 av Hillevi Larsson (S)
 Skyddsombud för förskolebarn och yngre skolbarn
 S19108
 Förslag till riksdagsbeslut
 Riksdagen tillkännager för regeringen som sin mening vad som anförs i motionen om att utse skyddsombud för förskolebarn och yngre skolbarn.
 Riksdagen tillkännager för regeringen","Motion till riksdagen
 2011/12:Ub220
 av Hillevi Larsson (S)
 Skyddsombud för förskolebarn och yngre skolbarn
 S19108
 Förslag till riksdagsbeslut
 Riksdagen tillkännager för regeringen som sin mening vad som anförs i motionen om att utse skyddsombud för förskolebarn och yngre skolbarn.
 Riksdagen tillkännager för regeringen",Skyddsombud för förskolebarn och yngre skolbarn,Motion,Motion,mot
h212326,,2015-04-01,"",,frs,//data.riksdagen.se/dokument/H212326.html,//data.riksdagen.se/dokument/H212326.text,85,"",326,2015-04-01,326,"","",2014/15,Inkommen,"Ylva Johansson (S), arbetsmarknadsminister","",2015-04-01 09:44:15,"",Återupptagen översyn av Arbetsförmedlingen,,rdwebb,dokument,Frips,"","Dnr A2015/933/A
 Arbetsmarknadsdepartementet
 Arbetsmarknadsministern
 Till riksdagen
 Svar på fråga 2014/15:326 av Elisabeth Svantesson (M) Återupptagen översyn av Arbetsförmedlingen
 Elisabeth Svantesson har frågat mig om regeringens uppdrag till Statskontoret är mitt svar på svar på det tillkännagivande som
 riksdagen","Dnr A2015/933/A
 Arbetsmarknadsdepartementet
 Arbetsmarknadsministern
 Till riksdagen
 Svar på fråga 2014/15:326 av Elisabeth Svantesson (M) Återupptagen översyn av Arbetsförmedlingen
 Elisabeth Svantesson har frågat mig om regeringens uppdrag till Statskontoret är mitt svar på svar på det tillkännagivande som
 riksdagen",Återupptagen översyn av Arbetsförmedlingen,Svar på skriftlig fråga,Svar på skriftlig fråga,frs
h00n2bbd2d,,2013-01-01,"",,eunbil,//data.riksdagen.se/dokument/H00N2BBD2D.html,//data.riksdagen.se/dokument/H00N2BBD2D.text,341,"",2BBD2D,2013-01-01,0,"",H00L47,2012/13,ok,"","",2013-12-16 16:55:46,"","Ekofin budget, PM ÅB14 EUN 130628 slutlig",,rdwebb,dokument,"","","Promemoria  2013-06-28
 Fi2013/146
 Finansdepartementet
 EU-nämnden
 Information om förslaget till EU:s årsbudget för 2014  EU:s budgetprocess för 2014
 Kommissionen antog den 26 juni sitt förslag till EU:s budget för 2014. Samma dag presenterades förslaget för såväl Europaparlamentets som rådets respektive budgetkommittéer.","Promemoria  2013-06-28
 Fi2013/146
 Finansdepartementet
 EU-nämnden
 Information om förslaget till EU:s årsbudget för 2014  EU:s budgetprocess för 2014
 Kommissionen antog den 26 juni sitt förslag till EU:s budget för 2014. Samma dag presenterades förslaget för såväl Europaparlamentets som rådets respektive budgetkommittéer.","Ekofin budget, PM ÅB14 EUN 130628 slutlig",Bilaga till dokument från EU-nämnden,Bilaga till dokument från EU-nämnden,eunbil
h7022915,,2019-10-03,"",,mot,//data.riksdagen.se/dokument/H7022915.html,//data.riksdagen.se/dokument/H7022915.text,2414,9c1a8e6c-4373-4268-8daa-addfe0ebb622,2915,2019-10-03,2915,FiU,"",2019/20,Klar,av Jonas Sjöstedt m.fl. (V),Partimotion,2020-11-05 10:35:20,V700,En plan för jämlikhet och grön omställning,,rdwebb,dokument,Filur,"","Motion till riksdagen
 2019/20:2915
 av Jonas Sjöstedt m.fl. (V)
 En plan för jämlikhet och grön omställning
 1  Sammanfattning
 Vänsterpartiet tar i denna budgetmotion En plan för jämlikhet och grön omställning ett helhetsgrepp om de växande klyftorna. Vi vill att Sverige åter ska bli världens mest jämlika land. Vi vet","Motion till riksdagen
 2019/20:2915
 av Jonas Sjöstedt m.fl. (V)
 En plan för jämlikhet och grön omställning
 1  Sammanfattning
 Vänsterpartiet tar i denna budgetmotion En plan för jämlikhet och grön omställning ett helhetsgrepp om de växande klyftorna. Vi vill att Sverige åter ska bli världens mest jämlika land. Vi vet",En plan för jämlikhet och grön omställning,Motion,Motion,mot
gxa3fiu12,,2009-11-12 09:00:00,"",,utskottsmöte,//data.riksdagen.se/dokument/GXA3FiU12.html,//data.riksdagen.se/dokument/GXA3FiU12.text,198,"",12,2009-11-09 09:00:00,12,FiU,"",2009/10,inträffat,"",föredragningslista,2010-06-17 16:20:47,"",Finansutskottets sammanträde Torsdag   2009-11-12  kl. 09:00,,rdwebb,dokument,notes,"","Föredragningslista
 Finansutskottet 2009/10:12
 Kallelse
 Kallelse: Utskottssammanträde 2009/10:12
 Datum och tid: 09:00
 Plats: RÖ  5-10
 Föredragningslista
 1. Intern utfrågning av Finansbolagens förening ang prop 2009/10:30 Stabilitetsavgift
 Tom Ekelund, Finansbolagens Förening, ordförande, Lars Zacharoff, Finansbolagens","Föredragningslista
 Finansutskottet 2009/10:12
 Kallelse
 Kallelse: Utskottssammanträde 2009/10:12
 Datum och tid: 09:00
 Plats: RÖ  5-10
 Föredragningslista
 1. Intern utfrågning av Finansbolagens förening ang prop 2009/10:30 Stabilitetsavgift
 Tom Ekelund, Finansbolagens Förening, ordförande, Lars Zacharoff, Finansbolagens",Finansutskottets sammanträde Torsdag   2009-11-12  kl. 09:00,Utskottens kallelser och föredragningslistor,Utskottens kallelser och föredragningslistor,utskottsmöte
h2cc354c73,,2015-01-01,"",,bilaga,//data.riksdagen.se/dokument/H2CC354C73.html,//data.riksdagen.se/dokument/H2CC354C73.text,85,"",354C73,2015-01-01,0,"",H2A4354C2D,2014/15,ok,"","",2015-02-25 15:19:26,"",Troliga A-punkter v 5 2015 Coreper II,,rdwebb,dokument,"","","Troliga A-punkter inför kommande rådsmöten som godkändes vid Coreper II vecka 5. Överlämnas för skriftligt samråd till torsdagen den 29 januari 2015, kl 14.00. Innehållsförteckning
 1. Monthly list of acts adopted under the written procedure
 3
 2. Case before the General Court =Case C-545/14 PAguy Clement Georgias and","Troliga A-punkter inför kommande rådsmöten som godkändes vid Coreper II vecka 5. Överlämnas för skriftligt samråd till torsdagen den 29 januari 2015, kl 14.00. Innehållsförteckning
 1. Monthly list of acts adopted under the written procedure
 3
 2. Case before the General Court =Case C-545/14 PAguy Clement Georgias and",Troliga A-punkter v 5 2015 Coreper II,Bilaga,Bilaga,bilaga
haa3au3,,2022-10-25 11:00:00,"",,utskottsmöte,//data.riksdagen.se/dokument/HAA3AU3.html,//data.riksdagen.se/dokument/HAA3AU3.text,37,7cd9ae34-a73e-4d03-886b-209ce36d58a1-4,AU3,2022-10-25 11:00:00,3,AU,"",2022/23,inträffat,tisdag 2022-10-25 kl. 11:00,Sammanträde,2022-10-20 17:34:55,"",Arbetsmarknadsutskottets sammanträde,,rdwebb,dokument,UtskottensKallelser,"","Kallelse till arbetsmarknadsutskottets sammanträde 2022/23:3
 Datum och tid: Tisdag 2022-10-25 kl. 11:00
 Plats: RÖ5-38
 Föredragningslista
 1. Justering av protokoll
 2. Kommissionens förslag till ändring av direktivet om skydd för arbetstagare mot risker vid exponering för asbest i arbetet
 Överläggning med regeringen
","Kallelse till arbetsmarknadsutskottets sammanträde 2022/23:3
 Datum och tid: Tisdag 2022-10-25 kl. 11:00
 Plats: RÖ5-38
 Föredragningslista
 1. Justering av protokoll
 2. Kommissionens förslag till ändring av direktivet om skydd för arbetstagare mot risker vid exponering för asbest i arbetet
 Överläggning med regeringen
",Arbetsmarknadsutskottets sammanträde,Utskottens kallelser och föredragningslistor,Utskottens kallelser och föredragningslistor,utskottsmöte
gv19sfu2p8,,2007-12-13,"",,votering,//data.riksdagen.se/dokument/GV19SfU2p8.html,//data.riksdagen.se/dokument/GV19SfU2p8.text,203,20AC6EE9-A1CE-4376-96E0-2098B812A118,SfU2p8,2007-12-13,2,SfU,"",2007/08,"",Kvotflyktingar,huvudvotering,2014-04-01 09:30:43,8,"Votering: betänkande 2007/08:SfU2 Utgiftsområde 8 Migration, förslagspunkt 8",,rdwebb,dokument,frodeVotDok,"","Votering: betänkande 2007/08:SfU2 Utgiftsområde 8 Migration, förslagspunkt 8
 Kvotflyktingar
 Riksdagen avslår motionerna  2007/08:Sf277 av Lars Ohly m.fl. v yrkandena 33, 35 och 36, 2007/08:Sf344 av Bodil Ceballos m.fl. mp yrkande 6 och  2007/08:Sf348 av Tomas Eneroth m.fl. s yrkande 1. Datum: 2007-12-13  Omröstning i","Votering: betänkande 2007/08:SfU2 Utgiftsområde 8 Migration, förslagspunkt 8
 Kvotflyktingar
 Riksdagen avslår motionerna  2007/08:Sf277 av Lars Ohly m.fl. v yrkandena 33, 35 och 36, 2007/08:Sf344 av Bodil Ceballos m.fl. mp yrkande 6 och  2007/08:Sf348 av Tomas Eneroth m.fl. s yrkande 1. Datum: 2007-12-13  Omröstning i","Votering: betänkande 2007/08:SfU2 Utgiftsområde 8 Migration, förslagspunkt 8",Omröstning,Omröstning,votering
guc320070322föu4,,2007-03-22,"",,kammakt,//data.riksdagen.se/dokument/GUC320070322FöU4.html,//data.riksdagen.se/dokument/GUC320070322FöU4.text,189,"",FöU4,2007-03-22,0,kamm,"",2006/07,inträffat,"",vo,2021-03-30 11:37:28,"",Beslut,,rdwebb,alla,ardome,sv,"","",Beslut,Beslut,Votering,kam-vo
gv02u302,,2007-10-03,"",,mot,//data.riksdagen.se/dokument/GV02U302.html,//data.riksdagen.se/dokument/GV02U302.text,1527,{8B7BE9F9-2EA0-4480-8CCA-9D165640156E},U302,2007-10-04 15:33:43,302,UU,"",2007/08,Ank T,av Christine Jönsson m.fl. (m),Enskild motion,2007-11-30 10:28:24,m1688,Öresundsintegration,,rdwebb,dokument,"","","Motion till riksdagen
 2007/08:U302
 av Christine Jönsson m.fl. (m)
 Öresundsintegration
 Förslag till riksdagsbeslut
 Förslag till riksdagsbeslut
 Riksdagen tillkännager för regeringen som sin mening vad som anförs i motionen om att påskynda arbetet för att minimera hindren för utveckling och integration i Öresundsregionen.
","Motion till riksdagen
 2007/08:U302
 av Christine Jönsson m.fl. (m)
 Öresundsintegration
 Förslag till riksdagsbeslut
 Förslag till riksdagsbeslut
 Riksdagen tillkännager för regeringen som sin mening vad som anförs i motionen om att påskynda arbetet för att minimera hindren för utveckling och integration i Öresundsregionen.
",Öresundsintegration,Motion,Motion,mot
sfs-2009-1120,,2009-11-19,"",,sfs,//data.riksdagen.se/dokument/sfs-2009-1120.html,//data.riksdagen.se/dokument/sfs-2009-1120.text,183,"",2009:1120,2025-10-17 04:37:27,1120,Finansdepartementet S3,"",2009,"",t.o.m. SFS 2009:1128,sfst,2025-10-17 04:37:27,"",Lag (2009:1120) om avtal mellan Sverige och Jersey om utbyte av upplysningar i skatteärenden,,rdwebb,dokument,"","","Det avtal om utbyte av upplysningar i skatteärenden som
Konungariket Sverige och Jersey undertecknade den 28 oktober
2008 ska gälla som lag här i landet. Avtalet är avfattat på
engelska och framgår av bilaga till denna lag.

Övergångsbestämmelser

2009:1120

1. Denna","Det avtal om utbyte av upplysningar i skatteärenden som
Konungariket Sverige och Jersey undertecknade den 28 oktober
2008 ska gälla som lag här i landet. Avtalet är avfattat på
engelska och framgår av bilaga till denna lag.

Övergångsbestämmelser

2009:1120

1. Denna",Lag (2009:1120) om avtal mellan Sverige och Jersey om utbyte av upplysningar i skatteärenden,Svensk författningssamling,Svensk författningssamling,sfs
h00n2b6468,,2013-01-01,"",,eunbil,//data.riksdagen.se/dokument/H00N2B6468.html,//data.riksdagen.se/dokument/H00N2B6468.text,445,"",2B6468,2013-01-01,0,"",H00L3,2012/13,ok,"","",2013-12-16 16:55:17,"","KKR, RådsPM - Europeiska forskningsområdet (ERA), dp. 6",,rdwebb,dokument,"","","Rådspromemoria
 2012-09-27
 Utbildningsdepartementet
 Forskningspolitiska enheten
 Rådets möte KKR den 10 oktober 2012
 Dagordningspunkt: 6  Rubrik: Europeiska forskningsområdet diskussionspunkt Dokument: COM2012 392, Communication  from the Commission on a reinforced European Research Area  Partnership for Excellence and","Rådspromemoria
 2012-09-27
 Utbildningsdepartementet
 Forskningspolitiska enheten
 Rådets möte KKR den 10 oktober 2012
 Dagordningspunkt: 6  Rubrik: Europeiska forskningsområdet diskussionspunkt Dokument: COM2012 392, Communication  from the Commission on a reinforced European Research Area  Partnership for Excellence and","KKR, RådsPM - Europeiska forskningsområdet (ERA), dp. 6",Bilaga till dokument från EU-nämnden,Bilaga till dokument från EU-nämnden,eunbil
gt1017,,2005-09-22,"",,ip,//data.riksdagen.se/dokument/GT1017.html,//data.riksdagen.se/dokument/GT1017.text,471,"",17,2005-09-22,17,m,"",2005/06,korrekturläst,"Sjösten, Ulf (m)","",2009-03-31 13:44:27,m,Miljösanktionsavgifter,,rdwebb,dokument,"",sv,"den 22  september
 Interpellation 2005/06:17
 av  Ulf Sjösten (m)
 till statsrådet Lena  Sommestad (s)
 Miljösanktionsavgifter
 I samband med att miljöbalkens bestämmelser  infördes infördes också ett nytt system för miljösanktionsavgifter. En  miljösanktionsavgift är en administrativ sanktionsavgift som tas ut om någon","den 22  september
 Interpellation 2005/06:17
 av  Ulf Sjösten (m)
 till statsrådet Lena  Sommestad (s)
 Miljösanktionsavgifter
 I samband med att miljöbalkens bestämmelser  infördes infördes också ett nytt system för miljösanktionsavgifter. En  miljösanktionsavgift är en administrativ sanktionsavgift som tas ut om någon",Miljösanktionsavgifter,Interpellationsdebatt,Interpellation,ip
h0a42bc8a6,,2013-07-01,"",,skrsam,//data.riksdagen.se/dokument/H0A42BC8A6.html,//data.riksdagen.se/dokument/H0A42BC8A6.text,7,"",2BC8A6,2013-07-22 07:27:23,0,EUN,"",2012/13,"","","",2013-07-22 07:27:23,"",Skriftligt samråd om förslag som möjliggör godkännande av den tionde översynen av Irlands anpassningsprogram,,rdwebb,dokument,webbkonvert,"","Skriftligt samråd om förslag som möjliggör
 godkännande av den tionde översynen av Irlands anpassningsprogram
 Samrådet avslutades den 1 juli. Det fanns stöd i EU-nämnden för
 regeringens ståndpunkt. Ingen avvikande mening har anmälts. ","Skriftligt samråd om förslag som möjliggör
 godkännande av den tionde översynen av Irlands anpassningsprogram
 Samrådet avslutades den 1 juli. Det fanns stöd i EU-nämnden för
 regeringens ståndpunkt. Ingen avvikande mening har anmälts. ",Skriftligt samråd om förslag som möjliggör godkännande av den tionde översynen av Irlands anpassningsprogram,EU-nämndens skriftliga samråd,EU-nämndens skriftliga samråd,skrsam
gw02mj447,,2008-10-06,"",,mot,//data.riksdagen.se/dokument/GW02MJ447.html,//data.riksdagen.se/dokument/GW02MJ447.text,264,{9ABEE026-BC01-4FA8-8A27-29132D542B43},MJ447,2008-10-08 16:32:54,447,MJU,"",2008/09,Ank T,av Lars-Arne Staxäng och Kent Olsson (m),Enskild motion,2009-04-02 17:02:59,m1269,Dumpad stridsgas,,rdwebb,dokument,"","","Motion till riksdagen
 2008/09:MJ447
 av Lars-Arne Staxäng och Kent Olsson (m)
 Dumpad stridsgas
 m1269
 Förslag till riksdagsbeslut
 Riksdagen tillkännager för regeringen som sin mening vad som anförs i motionen om dumpad stridsgas i vårt närområde.
 Motivering
 Under andra världskrigets slutskede sänktes stora mängder","Motion till riksdagen
 2008/09:MJ447
 av Lars-Arne Staxäng och Kent Olsson (m)
 Dumpad stridsgas
 m1269
 Förslag till riksdagsbeslut
 Riksdagen tillkännager för regeringen som sin mening vad som anförs i motionen om dumpad stridsgas i vårt närområde.
 Motivering
 Under andra världskrigets slutskede sänktes stora mängder",Dumpad stridsgas,Motion,Motion,mot
hc021939,,2024-10-03,"",,mot,//data.riksdagen.se/dokument/HC021939.html,//data.riksdagen.se/dokument/HC021939.text,1150,7aec2053-edbb-4ae1-bd64-5bc6c528b610,1939,2024-10-03,1939,MJU,"",2024/25,Klar,av Nooshi Dadgostar m.fl. (V),Partimotion,2024-12-17 16:16:58,583,"Utgiftsområde 23 Areella näringar, landsbygd och livsmedel",,rdwebb,dokument,Filur,"","Motion till riksdagen
 2024/25:1939
 av Nooshi Dadgostar m.fl. (V)
 Utgiftsområde 23 Areella näringar, landsbygd och livsmedel
 Förslag till riksdagsbeslut
 Riksdagen anvisar anslagen för 2025 inom utgiftsområde 23 Areella näringar, landsbygd och livsmedel enligt förslaget i tabell 1 i motionen.
 Anslagsfördelning
 Tabell","Motion till riksdagen
 2024/25:1939
 av Nooshi Dadgostar m.fl. (V)
 Utgiftsområde 23 Areella näringar, landsbygd och livsmedel
 Förslag till riksdagsbeslut
 Riksdagen anvisar anslagen för 2025 inom utgiftsområde 23 Areella näringar, landsbygd och livsmedel enligt förslaget i tabell 1 i motionen.
 Anslagsfördelning
 Tabell","Utgiftsområde 23 Areella näringar, landsbygd och livsmedel",Motion,Motion,mot
gub185,,2006-07-20,"",,dir,//data.riksdagen.se/dokument/GUB185.html,//data.riksdagen.se/dokument/GUB185.text,13,Dir. 2006:85,85,2006-07-20,85,Ju-dep,"",2006,"","","",2025-10-17 05:11:10,"",Modernisering av hyreslagen,,rdwebb,dokument,RKFTP,"","Modernisering av hyreslagen
 Innehåll
 Sammanfattning av uppdraget
 Bakgrund och uppdrag
 Allmänt
 Hyresgästinflytande vid förbättrings- och ändringsarbeten
 Förfarandet vid uppsägning till hyrestidens utgång
 Rätten att installera parabolantenn eller liknande anordning
 Hyresnedsättning vid underhållsarbeten
 När en lägenhet","Modernisering av hyreslagen
 Innehåll
 Sammanfattning av uppdraget
 Bakgrund och uppdrag
 Allmänt
 Hyresgästinflytande vid förbättrings- och ändringsarbeten
 Förfarandet vid uppsägning till hyrestidens utgång
 Rätten att installera parabolantenn eller liknande anordning
 Hyresnedsättning vid underhållsarbeten
 När en lägenhet",Modernisering av hyreslagen,Kommittédirektiv,Kommittédirektiv,dir
h810512,,2021-02-26,"",,ip,//data.riksdagen.se/dokument/H810512.html,//data.riksdagen.se/dokument/H810512.text,395,4d4f7e53-e17a-4d8c-99bd-925c2ee34cba,512,2021-02-26,512,SD,"",2020/21,Besvarad,Tobias Andersson (SD),"",2021-06-14 17:21:31,SD,Självförsörjning kontra sysselsättning,,rdwebb,dokument,Frips,sv,"Interpellation 2020/21:512 Självförsörjning kontra sysselsättning
 av  Tobias Andersson (SD)
 till Finansminister Magdalena Andersson (S)
 Förr motiverade sjuklövern sin massinvandringspolitik med att det var lönsamt eller kanske till och med direkt nödvändigt för svensk ekonomi och välfärd. Argumentationen byggde i stort","Interpellation 2020/21:512 Självförsörjning kontra sysselsättning
 av  Tobias Andersson (SD)
 till Finansminister Magdalena Andersson (S)
 Förr motiverade sjuklövern sin massinvandringspolitik med att det var lönsamt eller kanske till och med direkt nödvändigt för svensk ekonomi och välfärd. Argumentationen byggde i stort",Självförsörjning kontra sysselsättning,Interpellationsdebatt,Interpellation,ip
