hjid,address,city,co_address,email,fax_number,party_id,party_name,phone_number,post_code,registered_date,short_code,website,parties_sweden_election_regi_0,id,born_year,election_region,first_name,gender,hangar_guid,image_url_192,image_url_80,image_url_max,last_name,party,person_url_xml,place,status,person_assignment_data_perso_0,person_detail_data_person_da_0,total_documents,party_motions,individual_motions,committee_motions,multi_party_motions,documents_last_year,activity_level,activity_profile,collaboration_percentage
24,Box 2080,Stockholm,"",info@moderat.se,08-676 81 30,1,Moderaterna,08-676 80 00,10312,2013-09-06,M,www.moderat.se,,083953568015,1969,Dalarnas län,Malin,KVINNA,f36e87e1-5429-44ab-b58d-5a0ff06a0fe2,https://data.riksdagen.se/filarkiv/bilder/ledamot/90a36b36-2870-4c28-8df1-637a2eb12e8e_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/90a36b36-2870-4c28-8df1-637a2eb12e8e_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/90a36b36-2870-4c28-8df1-637a2eb12e8e_max.jpg,Höglund,M,https://data.riksdagen.se/person/90a36b36-2870-4c28-8df1-637a2eb12e8e,"",Tjänstgörande riksdagsledamot,52396,52406,34,0,34,0,0,18,Low,Individual-focused,0.0
4, ,Stockholm,"",info@sap.se,08-20 42 57,2,Arbetarepartiet-Socialdemokraterna,08-700 26 00,10560,1956-08-02,S,www.socialdemokraterna.se,,0914133868703,1946,Dalarnas län,Barbro,KVINNA,8952b377-4bcc-4390-89ac-5324082897cd,https://data.riksdagen.se/filarkiv/bilder/ledamot/d7c32108-83e4-11d4-ae60-0050040c9b55_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/d7c32108-83e4-11d4-ae60-0050040c9b55_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/d7c32108-83e4-11d4-ae60-0050040c9b55_max.jpg,Hietala Nordlund,S,https://data.riksdagen.se/person/d7c32108-83e4-11d4-ae60-0050040c9b55,"",Tidigare riksdagsledamot,10866,10884,207,1,200,3,1,0,Very High,Individual-focused,0.5
4, ,Stockholm,"",info@sap.se,08-20 42 57,2,Arbetarepartiet-Socialdemokraterna,08-700 26 00,10560,1956-08-02,S,www.socialdemokraterna.se,,0422439378601,1936,"",Georg,MAN,32973ecf-d9e5-4603-a23f-44fd48e0a31e,https://data.riksdagen.se/filarkiv/bilder/ledamot/7b6f181e-8583-43b2-af5a-62f424111d0c_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/7b6f181e-8583-43b2-af5a-62f424111d0c_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/7b6f181e-8583-43b2-af5a-62f424111d0c_max.jpg,Andersson,S,https://data.riksdagen.se/person/7b6f181e-8583-43b2-af5a-62f424111d0c,"",Tidigare riksdagsledamot,28888,28908,0,0,0,0,0,0,Inactive,None,0
4, ,Stockholm,"",info@sap.se,08-20 42 57,2,Arbetarepartiet-Socialdemokraterna,08-700 26 00,10560,1956-08-02,S,www.socialdemokraterna.se,,0140985614421,1975,Västernorrlands län,Peder,MAN,adb645ef-1f9f-4a9a-916b-7a52c51e0507,https://data.riksdagen.se/filarkiv/bilder/ledamot/b7a4d732-085d-41da-8a57-901bcf117edf_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/b7a4d732-085d-41da-8a57-901bcf117edf_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/b7a4d732-085d-41da-8a57-901bcf117edf_max.jpg,Björk,S,https://data.riksdagen.se/person/b7a4d732-085d-41da-8a57-901bcf117edf,"",Tjänstgörande riksdagsledamot,50044,50055,86,0,75,11,0,48,Medium,Individual-focused,0.0
23,Pustegränd 1-3,Stockholm,"","",08-545 224 60,55,Miljöpartiet de gröna,08-545 224 50,11820,1985-02-04,MP,www.mp.se,,0640669898710,1960,Södermanlands län,Gunvor,KVINNA,ed7a0f60-3e5b-4eba-a739-1f09750bbf12,https://data.riksdagen.se/filarkiv/bilder/ledamot/f82d14c1-a75a-4861-9e03-92d4abc48b0d_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/f82d14c1-a75a-4861-9e03-92d4abc48b0d_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/f82d14c1-a75a-4861-9e03-92d4abc48b0d_max.jpg,G Ericson,MP,https://data.riksdagen.se/person/f82d14c1-a75a-4861-9e03-92d4abc48b0d,"",Tidigare riksdagsledamot,3478,3498,464,72,123,240,26,0,Very High,Committee-focused,5.6
23,Pustegränd 1-3,Stockholm,"","",08-545 224 60,55,Miljöpartiet de gröna,08-545 224 50,11820,1985-02-04,MP,www.mp.se,,0872978640827,1982,Uppsala län,Helena,KVINNA,3db3763c-7e58-4dfc-9d9a-f8efac1e8308,https://data.riksdagen.se/filarkiv/bilder/ledamot/f815dc74-7712-4530-b611-3df27c24f774_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/f815dc74-7712-4530-b611-3df27c24f774_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/f815dc74-7712-4530-b611-3df27c24f774_max.jpg,Leander,MP,https://data.riksdagen.se/person/f815dc74-7712-4530-b611-3df27c24f774,"",Tidigare riksdagsledamot,10897,10923,317,70,91,127,27,0,Very High,Committee-focused,8.5
4, ,Stockholm,"",info@sap.se,08-20 42 57,2,Arbetarepartiet-Socialdemokraterna,08-700 26 00,10560,1956-08-02,S,www.socialdemokraterna.se,,0891971250317,1964,Västra Götalands läns östra,Urban,MAN,58760448-aae9-4643-a1b0-468c8e44c243,https://data.riksdagen.se/filarkiv/bilder/ledamot/d7c320af-83e4-11d4-ae60-0050040c9b55_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/d7c320af-83e4-11d4-ae60-0050040c9b55_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/d7c320af-83e4-11d4-ae60-0050040c9b55_max.jpg,Ahlin,S,https://data.riksdagen.se/person/d7c320af-83e4-11d4-ae60-0050040c9b55,"",Tidigare riksdagsledamot,24294,24361,245,33,126,73,13,0,Very High,Individual-focused,5.3
21,Box 2253,Stockholm,"",info@liberal.se,08-509 116 60,3,Folkpartiet liberalerna,08-410 242 00,10316,1990-12-17,FP,www.folkpartiet.se,,a103b396-edf5-48af-afba-9e3a936856fb,1927,Göteborgs kommun,Holger,MAN,a103b396-edf5-48af-afba-9e3a936856fb,https://data.riksdagen.se/filarkiv/bilder/ledamot/a103b396-edf5-48af-afba-9e3a936856fb_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/a103b396-edf5-48af-afba-9e3a936856fb_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/a103b396-edf5-48af-afba-9e3a936856fb_max.jpg,Bergqvist,FP,https://data.riksdagen.se/person/a103b396-edf5-48af-afba-9e3a936856fb,"",Inga uppdrag,46869,46870,0,0,0,0,0,0,Inactive,None,0
6,Box 2200,Stockholm,"",centerpartiet@centerpartiet.se,08-617 38 10,4,Centerpartiet,08-617 38 00,10315,1995-05-18,C,www.centerpartiet.se,,0890087624410,1955,"",Sven-Olof,MAN,4179000d-9fb6-4b55-8dd4-bf86f6fc3079,https://data.riksdagen.se/filarkiv/bilder/ledamot/20175651-c84d-469b-a289-4b92a4567553_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/20175651-c84d-469b-a289-4b92a4567553_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/20175651-c84d-469b-a289-4b92a4567553_max.jpg,Petersson,C,https://data.riksdagen.se/person/20175651-c84d-469b-a289-4b92a4567553,"",Tidigare riksdagsledamot,2313,2321,0,0,0,0,0,0,Inactive,None,0
4, ,Stockholm,"",info@sap.se,08-20 42 57,2,Arbetarepartiet-Socialdemokraterna,08-700 26 00,10560,1956-08-02,S,www.socialdemokraterna.se,,0286593079005,1944,"",Leni,KVINNA,74c37751-cb8d-43f6-ab4b-2ce2d5593802,https://data.riksdagen.se/filarkiv/bilder/ledamot/3c5cc452-e4cd-11d6-ae81-0004755038ce_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/3c5cc452-e4cd-11d6-ae81-0004755038ce_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/3c5cc452-e4cd-11d6-ae81-0004755038ce_max.jpg,Björklund,S,https://data.riksdagen.se/person/3c5cc452-e4cd-11d6-ae81-0004755038ce,"",Tidigare försvarsminister,53164,53167,0,0,0,0,0,0,Inactive,None,0
24,Box 2080,Stockholm,"",info@moderat.se,08-676 81 30,1,Moderaterna,08-676 80 00,10312,2013-09-06,M,www.moderat.se,,0630824497414,1971,Västmanlands län,Jessica,KVINNA,67794b74-edc0-449c-9965-58d56970f5dd,https://data.riksdagen.se/filarkiv/bilder/ledamot/ba2d53c0-4f47-45f0-a961-ac265c2b8679_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/ba2d53c0-4f47-45f0-a961-ac265c2b8679_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/ba2d53c0-4f47-45f0-a961-ac265c2b8679_max.jpg,Polfjärd,M,https://data.riksdagen.se/person/ba2d53c0-4f47-45f0-a961-ac265c2b8679,"",Europaparlamentariker,43780,43815,142,15,95,24,8,0,High,Individual-focused,5.6
21,Box 2253,Stockholm,"",info@liberal.se,08-509 116 60,3,Folkpartiet liberalerna,08-410 242 00,10316,1990-12-17,FP,www.folkpartiet.se,,060225811106,1925,"",Karl Erik,MAN,087dbe8e-5769-496d-8d44-8a8c677d5e06,https://data.riksdagen.se/filarkiv/bilder/ledamot/e9a3a6d3-b00e-4248-b2e2-2c3bfa6e91de_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/e9a3a6d3-b00e-4248-b2e2-2c3bfa6e91de_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/e9a3a6d3-b00e-4248-b2e2-2c3bfa6e91de_max.jpg,Eriksson,FP,https://data.riksdagen.se/person/e9a3a6d3-b00e-4248-b2e2-2c3bfa6e91de,"",Tidigare riksdagsledamot,31052,31057,0,0,0,0,0,0,Inactive,None,0
4, ,Stockholm,"",info@sap.se,08-20 42 57,2,Arbetarepartiet-Socialdemokraterna,08-700 26 00,10560,1956-08-02,S,www.socialdemokraterna.se,,eb6096a0-93d7-48ab-bef2-9d30faa62926,1910,Södermanlands län,Sven,MAN,eb6096a0-93d7-48ab-bef2-9d30faa62926,https://data.riksdagen.se/filarkiv/bilder/ledamot/eb6096a0-93d7-48ab-bef2-9d30faa62926_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/eb6096a0-93d7-48ab-bef2-9d30faa62926_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/eb6096a0-93d7-48ab-bef2-9d30faa62926_max.jpg,Andersson,S,https://data.riksdagen.se/person/eb6096a0-93d7-48ab-bef2-9d30faa62926,"",Inga uppdrag,47773,47774,0,0,0,0,0,0,Inactive,None,0
4, ,Stockholm,"",info@sap.se,08-20 42 57,2,Arbetarepartiet-Socialdemokraterna,08-700 26 00,10560,1956-08-02,S,www.socialdemokraterna.se,,0665360289423,1988,Västerbottens län,Fredrik,MAN,4edf7ef7-2f20-4316-a16b-5e551317a92f,https://data.riksdagen.se/filarkiv/bilder/ledamot/c56ca975-bfc4-4266-a5bc-53bde1f798d2_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/c56ca975-bfc4-4266-a5bc-53bde1f798d2_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/c56ca975-bfc4-4266-a5bc-53bde1f798d2_max.jpg,Stenberg,S,https://data.riksdagen.se/person/c56ca975-bfc4-4266-a5bc-53bde1f798d2,"",Tillgänglig ersättare,44533,44559,0,0,0,0,0,0,Inactive,None,0
4, ,Stockholm,"",info@sap.se,08-20 42 57,2,Arbetarepartiet-Socialdemokraterna,08-700 26 00,10560,1956-08-02,S,www.socialdemokraterna.se,,0987605799006,1925,"",Olle,MAN,093c0a61-4b1d-4c2e-be53-9f3b14ef7705,https://data.riksdagen.se/filarkiv/bilder/ledamot/3fc2bb4b-76c3-4d4a-b2d3-d148cf3cac5a_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/3fc2bb4b-76c3-4d4a-b2d3-d148cf3cac5a_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/3fc2bb4b-76c3-4d4a-b2d3-d148cf3cac5a_max.jpg,Svensson,S,https://data.riksdagen.se/person/3fc2bb4b-76c3-4d4a-b2d3-d148cf3cac5a,"",Tidigare riksdagsledamot,31035,31041,0,0,0,0,0,0,Inactive,None,0
4, ,Stockholm,"",info@sap.se,08-20 42 57,2,Arbetarepartiet-Socialdemokraterna,08-700 26 00,10560,1956-08-02,S,www.socialdemokraterna.se,,fef3262d-cf5b-43b5-870d-b7e709294cab,1924,Stockholms län,Krister,MAN,fef3262d-cf5b-43b5-870d-b7e709294cab,https://data.riksdagen.se/filarkiv/bilder/ledamot/fef3262d-cf5b-43b5-870d-b7e709294cab_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/fef3262d-cf5b-43b5-870d-b7e709294cab_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/fef3262d-cf5b-43b5-870d-b7e709294cab_max.jpg,Wickman,S,https://data.riksdagen.se/person/fef3262d-cf5b-43b5-870d-b7e709294cab,"",Inga uppdrag,53824,53825,0,0,0,0,0,0,Inactive,None,0
38,Box 20085,Stockholm,"",info@sverigedemokraterna.se,08-50 00 00 68,110,Sverigedemokraterna,08-50 00 00 50,10460,1991-02-08,SD,www.sverigedemokraterna.se,,0678597762924,1978,Stockholms kommun,Martin,MAN,d2ab9941-b5fa-4936-a436-ab19bbb74bef,https://data.riksdagen.se/filarkiv/bilder/ledamot/8fd0a93e-226a-4fb5-ae65-bdecf1387a0c_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/8fd0a93e-226a-4fb5-ae65-bdecf1387a0c_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/8fd0a93e-226a-4fb5-ae65-bdecf1387a0c_max.jpg,Westmont,SD,https://data.riksdagen.se/person/8fd0a93e-226a-4fb5-ae65-bdecf1387a0c,"",Tjänstgörande riksdagsledamot,45471,45477,35,0,18,17,0,22,Low,Individual-focused,0.0
