Generating view dependency analysis...

dependent_schema,dependent_view,source_schema,source_object,source_type
public,view_riksdagen_committee_parliament_member_proposal,public,document_data,T
public,view_riksdagen_committee_parliament_member_proposal,public,document_data,T
public,view_riksdagen_committee_parliament_member_proposal,public,document_data,T
public,view_riksdagen_committee_parliament_member_proposal,public,document_data,T
public,view_riksdagen_committee_parliament_member_proposal,public,document_data,T
public,view_riksdagen_committee_parliament_member_proposal,public,document_data,T
public,view_riksdagen_committee_parliament_member_proposal,public,document_data,T
public,view_riksdagen_committee_parliament_member_proposal,public,document_data,T
public,view_riksdagen_committee_parliament_member_proposal,public,document_data,T
public,view_riksdagen_committee_parliament_member_proposal,public,view_riksdagen_committee,V
public,view_riksdagen_committee_parliament_member_proposal,public,view_riksdagen_committee,V
public,view_riksdagen_committee_parliament_member_proposal,public,view_riksdagen_committee,V
public,view_riksdagen_committee_role_member,public,assignment_data,T
public,view_riksdagen_committee_role_member,public,assignment_data,T
public,view_riksdagen_committee_role_member,public,assignment_data,T
public,view_riksdagen_committee_role_member,public,assignment_data,T
public,view_riksdagen_committee_role_member,public,assignment_data,T
public,view_riksdagen_committee_role_member,public,assignment_data,T
public,view_riksdagen_committee_role_member,public,assignment_data,T
public,view_riksdagen_committee_role_member,public,assignment_data,T
public,view_riksdagen_committee_role_member,public,person_data,T
public,view_riksdagen_committee_role_member,public,person_data,T
public,view_riksdagen_committee_role_member,public,person_data,T
public,view_riksdagen_committee_role_member,public,person_data,T
public,view_riksdagen_committee_role_member,public,view_riksdagen_politician_document,M
public,view_riksdagen_committee_role_member,public,view_riksdagen_politician_document,M
public,view_riksdagen_committee_role_member,public,view_riksdagen_politician_document,M
public,view_riksdagen_committee_roles,public,assignment_data,T
public,view_riksdagen_committee_roles,public,assignment_data,T
public,view_riksdagen_committee_roles,public,assignment_data,T
public,view_riksdagen_committee_roles,public,assignment_data,T
public,view_riksdagen_committee_roles,public,assignment_data,T
public,view_riksdagen_committee_roles,public,assignment_data,T
public,view_riksdagen_crisis_resilience_indicators,public,person_data,T
public,view_riksdagen_crisis_resilience_indicators,public,person_data,T
public,view_riksdagen_crisis_resilience_indicators,public,person_data,T
public,view_riksdagen_crisis_resilience_indicators,public,person_data,T
public,view_riksdagen_crisis_resilience_indicators,public,person_data,T
public,view_riksdagen_crisis_resilience_indicators,public,vote_data,T
public,view_riksdagen_crisis_resilience_indicators,public,vote_data,T
public,view_riksdagen_crisis_resilience_indicators,public,vote_data,T
public,view_riksdagen_crisis_resilience_indicators,public,vote_data,T
public,view_riksdagen_crisis_resilience_indicators,public,vote_data,T
public,view_riksdagen_document_type_daily_summary,public,document_element,T
public,view_riksdagen_document_type_daily_summary,public,document_element,T
public,view_riksdagen_goverment,public,assignment_data,T
public,view_riksdagen_goverment,public,assignment_data,T
public,view_riksdagen_goverment,public,assignment_data,T
public,view_riksdagen_goverment,public,assignment_data,T
public,view_riksdagen_goverment,public,assignment_data,T
public,view_riksdagen_goverment,public,view_riksdagen_politician_document,M
public,view_riksdagen_goverment,public,view_riksdagen_politician_document,M
public,view_riksdagen_goverment,public,view_riksdagen_politician_document,M
public,view_riksdagen_goverment,public,view_riksdagen_politician_document,M
public,view_riksdagen_goverment,public,view_riksdagen_politician_document,M
public,view_riksdagen_goverment_proposals,public,document_data,T
public,view_riksdagen_goverment_proposals,public,document_data,T
public,view_riksdagen_goverment_proposals,public,document_data,T
public,view_riksdagen_goverment_proposals,public,document_data,T
public,view_riksdagen_goverment_proposals,public,document_data,T
public,view_riksdagen_goverment_proposals,public,document_data,T
public,view_riksdagen_goverment_proposals,public,document_data,T
public,view_riksdagen_goverment_proposals,public,document_data,T
public,view_riksdagen_goverment_proposals,public,document_data,T
public,view_riksdagen_goverment_proposals,public,document_data,T
public,view_riksdagen_goverment_proposals,public,document_data,T
public,view_riksdagen_goverment_role_member,public,assignment_data,T
public,view_riksdagen_goverment_role_member,public,assignment_data,T
public,view_riksdagen_goverment_role_member,public,assignment_data,T
public,view_riksdagen_goverment_role_member,public,assignment_data,T
public,view_riksdagen_goverment_role_member,public,assignment_data,T
public,view_riksdagen_goverment_role_member,public,assignment_data,T
public,view_riksdagen_goverment_role_member,public,person_data,T
public,view_riksdagen_goverment_role_member,public,person_data,T
public,view_riksdagen_goverment_role_member,public,person_data,T
public,view_riksdagen_goverment_role_member,public,person_data,T
public,view_riksdagen_goverment_role_member,public,view_riksdagen_politician_document,M
public,view_riksdagen_goverment_role_member,public,view_riksdagen_politician_document,M
public,view_riksdagen_goverment_role_member,public,view_riksdagen_politician_document,M
public,view_riksdagen_goverment_role_member,public,view_riksdagen_politician_document,M
public,view_riksdagen_goverment_roles,public,assignment_data,T
public,view_riksdagen_goverment_roles,public,assignment_data,T
public,view_riksdagen_goverment_roles,public,assignment_data,T
public,view_riksdagen_goverment_roles,public,assignment_data,T
public,view_riksdagen_intelligence_dashboard,public,view_riksdagen_coalition_alignment_matrix,V
public,view_riksdagen_intelligence_dashboard,public,view_riksdagen_coalition_alignment_matrix,V
public,view_riksdagen_intelligence_dashboard,public,view_riksdagen_crisis_resilience_indicators,V
public,view_riksdagen_intelligence_dashboard,public,view_riksdagen_party_momentum_analysis,V
public,view_riksdagen_intelligence_dashboard,public,view_riksdagen_party_momentum_analysis,V
public,view_riksdagen_intelligence_dashboard,public,view_riksdagen_party_momentum_analysis,V
public,view_riksdagen_intelligence_dashboard,public,view_riksdagen_politician_influence_metrics,V
public,view_riksdagen_intelligence_dashboard,public,view_riksdagen_politician_influence_metrics,V
public,view_riksdagen_intelligence_dashboard,public,view_riksdagen_voting_anomaly_detection,V
public,view_riksdagen_intelligence_dashboard,public,view_riksdagen_voting_anomaly_detection,V
public,view_riksdagen_intelligence_dashboard,public,vote_data,T
public,view_riksdagen_intelligence_dashboard,public,vote_data,T
public,view_riksdagen_member_proposals,public,document_element,T
public,view_riksdagen_member_proposals,public,document_element,T
public,view_riksdagen_member_proposals,public,document_element,T
public,view_riksdagen_member_proposals,public,document_element,T
public,view_riksdagen_member_proposals,public,document_element,T
public,view_riksdagen_member_proposals,public,document_element,T
public,view_riksdagen_member_proposals,public,document_element,T
public,view_riksdagen_member_proposals,public,document_element,T
public,view_riksdagen_member_proposals,public,document_element,T
public,view_riksdagen_member_proposals,public,document_element,T
public,view_riksdagen_member_proposals,public,document_element,T
public,view_riksdagen_member_proposals,public,document_element,T
public,view_riksdagen_member_proposals,public,document_element,T
public,view_riksdagen_member_proposals,public,document_element,T
public,view_riksdagen_member_proposals,public,document_element,T
public,view_riksdagen_member_proposals,public,document_element,T
public,view_riksdagen_member_proposals,public,document_element,T
public,view_riksdagen_member_proposals,public,document_element,T
public,view_riksdagen_member_proposals,public,document_element,T
public,view_riksdagen_member_proposals,public,document_element,T
public,view_riksdagen_member_proposals,public,document_element,T
public,view_riksdagen_member_proposals,public,document_element,T
public,view_riksdagen_member_proposals,public,document_element,T
public,view_riksdagen_org_document_daily_summary,public,document_element,T
public,view_riksdagen_org_document_daily_summary,public,document_element,T
public,view_riksdagen_org_document_daily_summary,public,document_element,T
public,view_riksdagen_party,public,view_riksdagen_party_member,V
public,view_riksdagen_party,public,view_riksdagen_party_member,V
public,view_riksdagen_party,public,view_riksdagen_party_member,V
public,view_riksdagen_party,public,view_riksdagen_party_member,V
public,view_riksdagen_party,public,view_riksdagen_party_member,V
public,view_riksdagen_party,public,view_riksdagen_party_member,V
public,view_riksdagen_party,public,view_riksdagen_party_member,V
public,view_riksdagen_party,public,view_riksdagen_party_member,V
public,view_riksdagen_party,public,view_riksdagen_party_member,V
public,view_riksdagen_party,public,view_riksdagen_party_member,V
public,view_riksdagen_party,public,view_riksdagen_party_member,V
public,view_riksdagen_party_ballot_support_annual_summary,public,view_riksdagen_vote_data_ballot_party_summary,M
public,view_riksdagen_party_ballot_support_annual_summary,public,view_riksdagen_vote_data_ballot_party_summary,M
public,view_riksdagen_party_ballot_support_annual_summary,public,view_riksdagen_vote_data_ballot_party_summary,M
public,view_riksdagen_party_ballot_support_annual_summary,public,view_riksdagen_vote_data_ballot_party_summary,M
public,view_riksdagen_party_ballot_support_annual_summary,public,view_riksdagen_vote_data_ballot_party_summary,M
public,view_riksdagen_party_coalation_against_annual_summary,public,committee_proposal_data,T
public,view_riksdagen_party_coalation_against_annual_summary,public,committee_proposal_data,T
public,view_riksdagen_party_coalation_against_annual_summary,public,committee_proposal_data,T
public,view_riksdagen_party_document_daily_summary,public,view_riksdagen_politician_document,M
public,view_riksdagen_party_document_daily_summary,public,view_riksdagen_politician_document,M
public,view_riksdagen_party_document_daily_summary,public,view_riksdagen_politician_document,M
public,view_riksdagen_party_document_daily_summary,public,view_riksdagen_politician_document,M
public,view_riksdagen_party_document_daily_summary,public,view_riksdagen_politician_document,M
public,view_riksdagen_party_document_summary,public,view_riksdagen_politician,V
public,view_riksdagen_party_document_summary,public,view_riksdagen_politician,V
public,view_riksdagen_party_document_summary,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_party_document_summary,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_party_document_summary,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_party_document_summary,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_party_document_summary,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_party_document_summary,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_party_document_summary,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_party_document_summary,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_party_document_summary,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_party_document_summary,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_party_document_summary,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_party_document_summary,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_party_document_summary,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_party_document_summary,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_party_document_summary,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_party_member,public,person_data,T
public,view_riksdagen_party_member,public,person_data,T
public,view_riksdagen_party_member,public,person_data,T
public,view_riksdagen_party_member,public,person_data,T
public,view_riksdagen_party_member,public,person_data,T
public,view_riksdagen_party_member,public,person_data,T
public,view_riksdagen_party_member,public,person_data,T
public,view_riksdagen_party_member,public,person_data,T
public,view_riksdagen_party_member,public,person_data,T
public,view_riksdagen_party_member,public,person_data,T
public,view_riksdagen_party_member,public,person_data,T
public,view_riksdagen_party_member,public,person_data,T
public,view_riksdagen_party_member,public,person_data,T
public,view_riksdagen_party_member,public,person_data,T
public,view_riksdagen_party_member,public,person_data,T
public,view_riksdagen_party_member,public,person_data,T
public,view_riksdagen_party_member,public,sweden_political_party,T
public,view_riksdagen_party_member,public,sweden_political_party,T
public,view_riksdagen_party_member,public,sweden_political_party,T
public,view_riksdagen_party_member,public,sweden_political_party,T
public,view_riksdagen_party_member,public,sweden_political_party,T
public,view_riksdagen_party_member,public,sweden_political_party,T
public,view_riksdagen_party_member,public,sweden_political_party,T
public,view_riksdagen_party_member,public,sweden_political_party,T
public,view_riksdagen_party_member,public,sweden_political_party,T
public,view_riksdagen_party_member,public,sweden_political_party,T
public,view_riksdagen_party_member,public,sweden_political_party,T
public,view_riksdagen_party_member,public,sweden_political_party,T
public,view_riksdagen_party_member,public,sweden_political_party,T
public,view_riksdagen_party_member,public,sweden_political_party,T
public,view_riksdagen_party_member,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_party_member,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_party_member,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_party_member,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_party_member,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_party_member,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_party_member,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_party_member,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_party_member,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_party_member,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_party_momentum_analysis,public,vote_data,T
public,view_riksdagen_party_momentum_analysis,public,vote_data,T
public,view_riksdagen_party_momentum_analysis,public,vote_data,T
public,view_riksdagen_party_momentum_analysis,public,vote_data,T
public,view_riksdagen_party_role_member,public,assignment_data,T
public,view_riksdagen_party_role_member,public,assignment_data,T
public,view_riksdagen_party_role_member,public,assignment_data,T
public,view_riksdagen_party_role_member,public,assignment_data,T
public,view_riksdagen_party_role_member,public,assignment_data,T
public,view_riksdagen_party_role_member,public,assignment_data,T
public,view_riksdagen_party_role_member,public,assignment_data,T
public,view_riksdagen_party_role_member,public,person_data,T
public,view_riksdagen_party_role_member,public,person_data,T
public,view_riksdagen_party_role_member,public,person_data,T
public,view_riksdagen_party_role_member,public,person_data,T
public,view_riksdagen_party_role_member,public,view_riksdagen_politician_document,M
public,view_riksdagen_party_role_member,public,view_riksdagen_politician_document,M
public,view_riksdagen_party_role_member,public,view_riksdagen_politician_document,M
public,view_riksdagen_party_signatures_document_summary,public,document_person_reference_da_0,T
public,view_riksdagen_party_summary,public,view_riksdagen_politician,V
public,view_riksdagen_party_summary,public,view_riksdagen_politician,V
public,view_riksdagen_party_summary,public,view_riksdagen_politician,V
public,view_riksdagen_party_summary,public,view_riksdagen_politician,V
public,view_riksdagen_party_summary,public,view_riksdagen_politician,V
public,view_riksdagen_party_summary,public,view_riksdagen_politician,V
public,view_riksdagen_party_summary,public,view_riksdagen_politician,V
public,view_riksdagen_party_summary,public,view_riksdagen_politician,V
public,view_riksdagen_party_summary,public,view_riksdagen_politician,V
public,view_riksdagen_party_summary,public,view_riksdagen_politician,V
public,view_riksdagen_party_summary,public,view_riksdagen_politician,V
public,view_riksdagen_party_summary,public,view_riksdagen_politician,V
public,view_riksdagen_party_summary,public,view_riksdagen_politician,V
public,view_riksdagen_party_summary,public,view_riksdagen_politician,V
public,view_riksdagen_party_summary,public,view_riksdagen_politician,V
public,view_riksdagen_party_summary,public,view_riksdagen_politician,V
public,view_riksdagen_party_summary,public,view_riksdagen_politician,V
public,view_riksdagen_party_summary,public,view_riksdagen_politician,V
public,view_riksdagen_party_summary,public,view_riksdagen_politician,V
public,view_riksdagen_party_summary,public,view_riksdagen_politician,V
public,view_riksdagen_party_summary,public,view_riksdagen_politician,V
public,view_riksdagen_party_summary,public,view_riksdagen_politician,V
public,view_riksdagen_party_summary,public,view_riksdagen_politician,V
public,view_riksdagen_party_summary,public,view_riksdagen_politician,V
public,view_riksdagen_party_summary,public,view_riksdagen_politician,V
public,view_riksdagen_party_summary,public,view_riksdagen_politician,V
public,view_riksdagen_party_summary,public,view_riksdagen_politician,V
public,view_riksdagen_party_summary,public,view_riksdagen_politician,V
public,view_riksdagen_party_summary,public,view_riksdagen_politician,V
public,view_riksdagen_party_summary,public,view_riksdagen_politician,V
public,view_riksdagen_party_summary,public,view_riksdagen_politician,V
public,view_riksdagen_party_summary,public,view_riksdagen_politician,V
public,view_riksdagen_party_summary,public,view_riksdagen_politician,V
public,view_riksdagen_party_summary,public,view_riksdagen_politician,V
public,view_riksdagen_party_summary,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_party_summary,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_party_summary,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_party_summary,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_party_summary,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_party_summary,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_party_summary,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_party_summary,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_party_summary,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_party_summary,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_party_summary,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_party_summary,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_party_summary,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_person_signed_document_summary,public,document_person_reference_da_0,T
public,view_riksdagen_person_signed_document_summary,public,document_person_reference_da_0,T
public,view_riksdagen_person_signed_document_summary,public,document_person_reference_da_0,T
public,view_riksdagen_politician,public,assignment_data,T
public,view_riksdagen_politician,public,assignment_data,T
public,view_riksdagen_politician,public,assignment_data,T
public,view_riksdagen_politician,public,assignment_data,T
public,view_riksdagen_politician,public,assignment_data,T
public,view_riksdagen_politician,public,assignment_data,T
public,view_riksdagen_politician,public,assignment_data,T
public,view_riksdagen_politician,public,assignment_data,T
public,view_riksdagen_politician,public,view_riksdagen_party_member,V
public,view_riksdagen_politician,public,view_riksdagen_party_member,V
public,view_riksdagen_politician,public,view_riksdagen_party_member,V
public,view_riksdagen_politician,public,view_riksdagen_party_member,V
public,view_riksdagen_politician,public,view_riksdagen_party_member,V
public,view_riksdagen_politician,public,view_riksdagen_party_member,V
public,view_riksdagen_politician,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_politician,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_politician,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_politician,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_politician,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_politician,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_politician,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_politician,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_politician,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_politician,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_politician,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_politician,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_politician,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_politician,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_politician,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_politician,public,view_riksdagen_politician_document_summary,M
public,view_riksdagen_politician_ballot_summary,public,view_riksdagen_party_member,V
public,view_riksdagen_politician_ballot_summary,public,view_riksdagen_party_member,V
public,view_riksdagen_politician_ballot_summary,public,view_riksdagen_party_member,V
public,view_riksdagen_politician_ballot_summary,public,view_riksdagen_party_member,V
public,view_riksdagen_politician_ballot_summary,public,view_riksdagen_party_member,V
public,view_riksdagen_politician_ballot_summary,public,view_riksdagen_party_member,V
public,view_riksdagen_politician_ballot_summary,public,view_riksdagen_party_member,V
public,view_riksdagen_politician_ballot_summary,public,view_riksdagen_party_member,V
public,view_riksdagen_politician_ballot_summary,public,view_riksdagen_vote_data_ballot_politician_summary_annual,M
public,view_riksdagen_politician_ballot_summary,public,view_riksdagen_vote_data_ballot_politician_summary_annual,M
public,view_riksdagen_politician_ballot_summary,public,view_riksdagen_vote_data_ballot_politician_summary_annual,M
public,view_riksdagen_politician_ballot_summary,public,view_riksdagen_vote_data_ballot_politician_summary_annual,M
public,view_riksdagen_politician_ballot_summary,public,view_riksdagen_vote_data_ballot_politician_summary_annual,M
public,view_riksdagen_politician_ballot_summary,public,view_riksdagen_vote_data_ballot_politician_summary_annual,M
public,view_riksdagen_politician_ballot_summary,public,view_riksdagen_vote_data_ballot_politician_summary_annual,M
public,view_riksdagen_politician_ballot_summary,public,view_riksdagen_vote_data_ballot_politician_summary_annual,M
public,view_riksdagen_politician_document,public,document_data,T
public,view_riksdagen_politician_document,public,document_data,T
public,view_riksdagen_politician_document,public,document_data,T
public,view_riksdagen_politician_document,public,document_data,T
public,view_riksdagen_politician_document,public,document_data,T
public,view_riksdagen_politician_document,public,document_data,T
public,view_riksdagen_politician_document,public,document_data,T
public,view_riksdagen_politician_document,public,document_data,T
public,view_riksdagen_politician_document,public,document_data,T
public,view_riksdagen_politician_document,public,document_data,T
public,view_riksdagen_politician_document,public,document_data,T
public,view_riksdagen_politician_document,public,document_data,T
public,view_riksdagen_politician_document,public,document_data,T
public,view_riksdagen_politician_document,public,document_data,T
public,view_riksdagen_politician_document,public,document_data,T
public,view_riksdagen_politician_document,public,document_data,T
public,view_riksdagen_politician_document,public,document_data,T
public,view_riksdagen_politician_document,public,document_data,T
public,view_riksdagen_politician_document,public,document_data,T
public,view_riksdagen_politician_document,public,document_person_reference_co_0,T
public,view_riksdagen_politician_document,public,document_person_reference_da_0,T
public,view_riksdagen_politician_document,public,document_person_reference_da_0,T
public,view_riksdagen_politician_document,public,document_person_reference_da_0,T
public,view_riksdagen_politician_document,public,document_person_reference_da_0,T
public,view_riksdagen_politician_document,public,document_person_reference_da_0,T
public,view_riksdagen_politician_document,public,document_person_reference_da_0,T
public,view_riksdagen_politician_document,public,document_person_reference_da_0,T
public,view_riksdagen_politician_document,public,document_status_container,T
public,view_riksdagen_politician_document,public,document_status_container,T
public,view_riksdagen_politician_document,public,document_status_container,T
public,view_riksdagen_politician_document,public,document_status_container,T
public,view_riksdagen_politician_document,public,document_status_container,T
public,view_riksdagen_politician_document,public,document_status_container,T
public,view_riksdagen_politician_document,public,document_status_container,T
public,view_riksdagen_politician_document,public,document_status_container,T
public,view_riksdagen_politician_document,public,document_status_container,T
public,view_riksdagen_politician_document_daily_summary,public,view_riksdagen_politician_document,M
public,view_riksdagen_politician_document_daily_summary,public,view_riksdagen_politician_document,M
public,view_riksdagen_politician_document_daily_summary,public,view_riksdagen_politician_document,M
public,view_riksdagen_politician_document_summary,public,view_riksdagen_politician_document,M
public,view_riksdagen_politician_document_summary,public,view_riksdagen_politician_document,M
public,view_riksdagen_politician_document_summary,public,view_riksdagen_politician_document,M
public,view_riksdagen_politician_document_summary,public,view_riksdagen_politician_document,M
public,view_riksdagen_politician_experience_summary,public,assignment_data,T
public,view_riksdagen_politician_experience_summary,public,assignment_data,T
public,view_riksdagen_politician_experience_summary,public,assignment_data,T
public,view_riksdagen_politician_experience_summary,public,assignment_data,T
public,view_riksdagen_politician_experience_summary,public,assignment_data,T
public,view_riksdagen_politician_experience_summary,public,assignment_data,T
public,view_riksdagen_politician_experience_summary,public,person_data,T
public,view_riksdagen_politician_experience_summary,public,person_data,T
public,view_riksdagen_politician_experience_summary,public,person_data,T
public,view_riksdagen_politician_influence_metrics,public,person_data,T
public,view_riksdagen_politician_influence_metrics,public,person_data,T
public,view_riksdagen_politician_influence_metrics,public,person_data,T
public,view_riksdagen_politician_influence_metrics,public,person_data,T
public,view_riksdagen_politician_influence_metrics,public,person_data,T
public,view_riksdagen_politician_influence_metrics,public,vote_data,T
public,view_riksdagen_politician_influence_metrics,public,vote_data,T
public,view_riksdagen_politician_influence_metrics,public,vote_data,T
public,view_riksdagen_politician_influence_metrics,public,vote_data,T
public,view_riksdagen_vote_data_ballot_party_summary,public,view_riksdagen_vote_data_ballot_summary,M
public,view_riksdagen_vote_data_ballot_party_summary,public,view_riksdagen_vote_data_ballot_summary,M
public,view_riksdagen_vote_data_ballot_party_summary,public,view_riksdagen_vote_data_ballot_summary,M
public,view_riksdagen_vote_data_ballot_party_summary,public,view_riksdagen_vote_data_ballot_summary,M
public,view_riksdagen_vote_data_ballot_party_summary,public,view_riksdagen_vote_data_ballot_summary,M
public,view_riksdagen_vote_data_ballot_party_summary,public,view_riksdagen_vote_data_ballot_summary,M
public,view_riksdagen_vote_data_ballot_party_summary,public,view_riksdagen_vote_data_ballot_summary,M
public,view_riksdagen_vote_data_ballot_party_summary,public,view_riksdagen_vote_data_ballot_summary,M
public,view_riksdagen_vote_data_ballot_party_summary,public,view_riksdagen_vote_data_ballot_summary,M
public,view_riksdagen_vote_data_ballot_party_summary,public,view_riksdagen_vote_data_ballot_summary,M
public,view_riksdagen_vote_data_ballot_party_summary,public,view_riksdagen_vote_data_ballot_summary,M
public,view_riksdagen_vote_data_ballot_party_summary,public,view_riksdagen_vote_data_ballot_summary,M
public,view_riksdagen_vote_data_ballot_party_summary,public,view_riksdagen_vote_data_ballot_summary,M
public,view_riksdagen_vote_data_ballot_party_summary,public,view_riksdagen_vote_data_ballot_summary,M
public,view_riksdagen_vote_data_ballot_party_summary,public,view_riksdagen_vote_data_ballot_summary,M
public,view_riksdagen_vote_data_ballot_party_summary,public,view_riksdagen_vote_data_ballot_summary,M
public,view_riksdagen_vote_data_ballot_party_summary,public,vote_data,T
public,view_riksdagen_vote_data_ballot_party_summary,public,vote_data,T
public,view_riksdagen_vote_data_ballot_party_summary,public,vote_data,T
public,view_riksdagen_vote_data_ballot_party_summary,public,vote_data,T
public,view_riksdagen_vote_data_ballot_party_summary,public,vote_data,T
public,view_riksdagen_vote_data_ballot_party_summary,public,vote_data,T
public,view_riksdagen_vote_data_ballot_party_summary,public,vote_data,T
public,view_riksdagen_vote_data_ballot_party_summary,public,vote_data,T
public,view_riksdagen_vote_data_ballot_party_summary,public,vote_data,T
public,view_riksdagen_vote_data_ballot_party_summary,public,vote_data,T
public,view_riksdagen_vote_data_ballot_party_summary,public,vote_data,T
public,view_riksdagen_vote_data_ballot_party_summary_annual,public,view_riksdagen_vote_data_ballot_party_summary_daily,M
public,view_riksdagen_vote_data_ballot_party_summary_annual,public,view_riksdagen_vote_data_ballot_party_summary_daily,M
public,view_riksdagen_vote_data_ballot_party_summary_annual,public,view_riksdagen_vote_data_ballot_party_summary_daily,M
public,view_riksdagen_vote_data_ballot_party_summary_annual,public,view_riksdagen_vote_data_ballot_party_summary_daily,M
public,view_riksdagen_vote_data_ballot_party_summary_annual,public,view_riksdagen_vote_data_ballot_party_summary_daily,M
public,view_riksdagen_vote_data_ballot_party_summary_annual,public,view_riksdagen_vote_data_ballot_party_summary_daily,M
public,view_riksdagen_vote_data_ballot_party_summary_annual,public,view_riksdagen_vote_data_ballot_party_summary_daily,M
public,view_riksdagen_vote_data_ballot_party_summary_annual,public,view_riksdagen_vote_data_ballot_party_summary_daily,M
public,view_riksdagen_vote_data_ballot_party_summary_annual,public,view_riksdagen_vote_data_ballot_party_summary_daily,M
public,view_riksdagen_vote_data_ballot_party_summary_annual,public,view_riksdagen_vote_data_ballot_party_summary_daily,M
public,view_riksdagen_vote_data_ballot_party_summary_annual,public,view_riksdagen_vote_data_ballot_party_summary_daily,M
public,view_riksdagen_vote_data_ballot_party_summary_annual,public,view_riksdagen_vote_data_ballot_party_summary_daily,M
public,view_riksdagen_vote_data_ballot_party_summary_annual,public,view_riksdagen_vote_data_ballot_party_summary_daily,M
public,view_riksdagen_vote_data_ballot_party_summary_annual,public,view_riksdagen_vote_data_ballot_party_summary_daily,M
public,view_riksdagen_vote_data_ballot_party_summary_annual,public,view_riksdagen_vote_data_ballot_party_summary_daily,M
public,view_riksdagen_vote_data_ballot_party_summary_annual,public,view_riksdagen_vote_data_ballot_party_summary_daily,M
public,view_riksdagen_vote_data_ballot_party_summary_annual,public,view_riksdagen_vote_data_ballot_party_summary_daily,M
public,view_riksdagen_vote_data_ballot_party_summary_annual,public,view_riksdagen_vote_data_ballot_party_summary_daily,M
public,view_riksdagen_vote_data_ballot_party_summary_annual,public,view_riksdagen_vote_data_ballot_party_summary_daily,M
public,view_riksdagen_vote_data_ballot_party_summary_annual,public,view_riksdagen_vote_data_ballot_party_summary_daily,M
public,view_riksdagen_vote_data_ballot_party_summary_annual,public,view_riksdagen_vote_data_ballot_party_summary_daily,M
public,view_riksdagen_vote_data_ballot_party_summary_annual,public,view_riksdagen_vote_data_ballot_party_summary_daily,M
public,view_riksdagen_vote_data_ballot_party_summary_annual,public,view_riksdagen_vote_data_ballot_party_summary_daily,M
public,view_riksdagen_vote_data_ballot_party_summary_annual,public,view_riksdagen_vote_data_ballot_party_summary_daily,M
public,view_riksdagen_vote_data_ballot_party_summary_daily,public,view_riksdagen_vote_data_ballot_party_summary,M
