person_id,first_name,last_name,party,network_connections,network_median,influence_classification,broker_classification,influence_assessment
0602744999917,Elisabeth,Thand Ringqvist,C,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0985426914829,Anna,Lasses,C,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0920901966627,Tony,Haddou,V,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0977592683711,Magnus,Jacobsson,KD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0121939297619,Jamal,El-Haj,-,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0694273653613,Margareta,Fransson,MP,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0409655917321,Jakob,Olofsgård,L,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0331791853028,Yasmine,Eriksson,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0228027853620,Vasiliki,Tsouplaki,V,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0157618290428,Rashid,Farivar,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0360187680814,Mats,Hellhoff,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0966063008623,Leonid,Yurkovskiy,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0202577142527,Matheus,Enholm,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0879782396219,Olle,Thorell,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0932000030511,Maria,Stockhaus,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0248492534018,Pia,Trollehjelm,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0469384565811,Anders,Alftberg,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0973782197017,Mikael,Oscarsson,KD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0584183916016,Ulf,Holm,MP,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0515213566019,Lars,Isacsson,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0395762282903,Elsemarie,Bjellqvist,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0880018341619,Thomas,Morell,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0111479807829,Anna,Wallentheim,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0430865615328,Linda,Lindberg,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0265240520811,Leif,Gripestam,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0119672047211,Madeleine,Atlas,C,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
027964311318,Karin,Sundin,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0112806493429,Fredrik,Saweståhl,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0737666060225,Joakim,Järrebring,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0378597308227,Camilla,Brodin,KD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
075747847023,Gustaf,Lantz,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0803753212716,Richard,Jomshof,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0469084171710,Ulrika,Westerlund,MP,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0779329190517,Kjell,Jansson,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0612916684825,Johan,Löfstrand,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0427836082425,Fredrik,Lindstål,C,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0178323535715,Johnny,Svedin,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0279488554424,Alexander,Christiansson,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0836001490919,Ulrika,Heie,C,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0249730539015,Anders,Karlsson,C,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0373223420310,Niclas,Malmberg,MP,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0246927519019,Karin,Rågsjö,V,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0271338654822,Ola,Möller,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0557180142229,Fredrik,Lindahl,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0951905661227,Christofer,Bergenblock,C,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0523902030928,Aylin,Nouri,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0575283695521,Helena,Storckenfeldt,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0296384583518,Åsa,Eriksson,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0910803550317,Lena,Johansson,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
091303475611,Eric,Palmqvist,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0859909330720,Sanna,Backeskog,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0628005785225,Jörgen,Berglund,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0448973586529,Adrian,Magnusson,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0407081382317,Anna-Caren,Sätherberg,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0138741628520,Angelika,Bengtsson,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
035234573112,Anna-Lena,Hedberg,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0411459873625,Hanna,Gunnarsson,V,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
066036027425,Mikael,Damsgaard,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0494843794418,Martin,Ådahl,C,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
07921826010,Anna-Belle,Strömberg,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0105632258713,Boriana,Åberg,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0970709885516,Inga-Lill,Sjöblom,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0837394708917,Anders,Ådahl,C,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0244552157217,Annelie,Sjöberg,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0802606848923,Mariya,Voyvodova,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0360160202728,Emma,Ahlström Köster,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0237055280513,Roland,Utbult,KD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0964730940415,Johan,Andersson,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
023767922422,Mats,Persson,L,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0344222203323,Dennis,Dioukarev,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0369212790927,Sofia,Skönnbrink,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0283284978818,Markus,Kallifatides,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
014744660015,Mikael,Damberg,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0591020192311,Ulf,Lindholm,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
02910042914,Carina,Ödebrink,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0198917587520,Maj,Karlsson,V,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0406831930624,Henrik,Vinge,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0648224557612,Åsa,Karlsson,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0254021157518,Lars,Andersson,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0892978334516,Michael,Anefur,KD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0764949934324,Ulrika,Heindorff,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0256404677510,Cecilia,Engström,KD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
04571388712,Adam,Reuterskiöld,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0796312429425,Viktor,Wärnick,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0760500234712,Monica,Haider,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0765747165821,Marcus,Jonsson,KD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0706528359123,Linus,Sköld,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
098412828516,Magdalena,Andersson,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0275884973900,Monica,Andersson,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0226631365426,Mikael,Larsson,C,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
055257333723,Oscar,Sjöstedt,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0338088431726,Sara,Gille,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0793372891224,Noria,Manouchi,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
025931369428,Jonas,Andersson,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0488332307829,Abraham,Halef,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0855286184126,Jessica,Rodén,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0776705932527,Ciczie,Weidby,V,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0274462857213,Petter,Löberg,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0613297818326,Mathias,Tegnér,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0452755722723,Björn,Söder,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0655418111118,Laila,Olsen,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0888807074321,Amanda,Lind,MP,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0418929039326,Patrik,Lundqvist,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0783069490115,Mirja,Räihä,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
025877594729,John,Widegren,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0509415296421,Kjell-Arne,Ottosson,KD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0442073683012,Zara,Leghissa,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
086684470825,Tobias,Andersson,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0473783431010,Morgan,Johansson,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
065701062615,Runar,Filper,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0697733600628,Alexander,Wasberg,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0433422973328,Kristoffer,Lindberg,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0600069352021,Fredrik,Kärrholm,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0985943148917,Victoria,Tiblom,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0358278412329,Björn,Petersson,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0521260619925,Sofia,Amloh,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0161597857912,Tuve,Skånberg,KD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0667220767927,Erik,Ezelius,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0254695027922,Malcolm Momodou,Jallow,V,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0940980416614,Jan,Ericson,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0537400268911,Caroline,Helmersson Olsson,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
033935884729,Martina,Johansson,C,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0287315215921,Mona,Smedman,C,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0903081277919,Helena,Vilhelmsson,C,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0822010116020,Jim,Svensk Larm,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0111697351426,Louise,Eklund,L,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0345062474310,Mona,Olin,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0709911904721,Johanna,Rantsi,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0773497241728,Roger,Hedlund,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0506541436524,Sanne,Lennström,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0376395541120,Joakim,Sandell,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
02658325625,Angelica,Lundberg,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0512009811316,Lena,Malm,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0747883322423,Amir,Jawad,L,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0220064764318,Camilla,Brunsberg,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0245113256029,Daniel,Vencu Velasquez Castro,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0832311880029,Erik,Ottoson,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0222102752213,Stefan,Olsson,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0506482805418,Isak,From,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0825441263617,Birger,Lahti,V,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0127744006318,Cecilia,Gustafsson,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0146133946627,Andreas,Lennkvist Manriquez,V,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0309480686522,Leila,Ali Elmi,MP,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0962410717322,Sultan,Kayhan,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
051207517226,Jimmie,Åkesson,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0519740099915,Saila,Quicklund,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0398471271026,Frida,Tånghag,V,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0653904370212,Fredrik,Olovsson,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
