hjid,assignment_type,detail,from_date,intressent_id,order_number,org_code,role_code,status,to_date,assignment_list_person_assig_0
53230,uppdrag,Konstitutionsutskottet,2022-10-04,0662032691523,10,KU,Ledamot,"",2026-09-28,53224
47938,uppdrag,Utbildningsutskottet,2020-03-18,0108109641223,41,UbU,Suppleant,"",2022-09-26,47911
9707,kammaruppdrag,"",1982-10-04,0249303256091,0,kam,Riksdagsledamot,Tjänstgörande,1985-09-30,9705
25405,uppdrag,Socialförsäkringsutskottet,2015-05-21,0709749259417,10,SfU,Ledamot,"",2018-09-24,25402
32288,uppdrag,Sammansatta utrikes- och försvarsutskottet,2021-11-11,0201207390210,12,UFöU,Deputerad,"",2021-12-15,32268
5591,Departement,Statsrådsberedningen,2002-10-21,0138450838510,0,SB,Statsråd,"",2004-10-31,5574
21798,Riksdagsorgan,Ledamotsrådet,2018-12-12,0582811195313,7,LR,Suppleant,"",2020-02-19,21758
51232,uppdrag,Civilutskottet,2020-03-18,0866055333028,29,CU,Suppleant,"",2022-09-26,51223
11894,kammaruppdrag,Eva Johansson 1985-10-01 - 1988-10-03,1985-10-01,0348268153001,0,kam,Riksdagsledamot,Ledig,1988-10-03,11886
6908,uppdrag,Lagutskottet,2002-10-08,0517869568019,0,LU,Suppleant,"",2003-01-21,6893
5920,Riksdagsorgan,Krigsdelegationen,1991-10-15,0512357753412,0,KD,Ledamot,"",1994-10-03,5885
4883,uppdrag,Bostadsutskottet,2000-06-09,045666679112,0,BoU,Ledamot,"",2002-09-29,4868
27371,uppdrag,Utbildningsutskottet,1995-01-19,0191823608408,0,UbU,Suppleant,"",1995-10-09,27358
7452,uppdrag,Sammansatta utrikes- och försvarsutskottet,1996-10-21,0838210948212,0,UFöU,Deputerad,"",1996-11-20,7437
46567,uppdrag,Skatteutskottet,2020-03-18,065701062615,292,SkU,Suppleant,"",2022-09-26,46551
3066,uppdrag,Socialförsäkringsutskottet,1982-10-04,0815435847817,0,SfU,Suppleant,"",1985-09-29,3043
1042,uppdrag,Trafikutskottet,1991-10-08,094134653807,0,TU,Ledamot,"",1994-10-02,1039
23050,uppdrag,Sammansatta justitie- och socialutskottet,2008-01-29,0182190010218,0,JuSoU,Deputerad,"",2008-05-07,23037
15155,uppdrag,Trafikutskottet,1994-10-11,0998031180101,0,TU,Suppleant,"",1998-10-04,15150
43239,uppdrag,Civilutskottet,2022-10-04,0796312429425,3,CU,Ledamot,"",2022-10-20,43231
29177,Riksdagsorgan,Nordiska rådets svenska delegation,2016-02-09,010343930918,11,NR,Suppleant,"",2016-09-29,29133
51908,uppdrag,EU-nämnden,2020-03-18,0825441263617,265,EUN,Suppleant,"",2022-10-04,51882
39021,uppdrag,Försvarsutskottet,1985-09-30,019228697303,0,FöU,Suppleant,"",1988-10-02,39011
23709,kammaruppdrag,Avgått på egen begäran,2016-06-07,0951854268017,172,kam,Riksdagsledamot,Tjänstgörande,2017-07-14,23704
29283,uppdrag,Utbildningsutskottet,2020-03-18,0893004490313,89,UbU,Suppleant,"",2022-09-26,29266
5254,uppdrag,Arbetsmarknadsutskottet,2003-03-03,0228907110117,0,AU,Suppleant,"",2003-08-25,5241
19543,uppdrag,Försvarsutskottet,1989-02-06,0444624665304,0,FöU,Suppleant,"",1991-09-29,19537
7345,uppdrag,Kulturutskottet,2018-10-02,0537400268911,3,KrU,Suppleant,"",2022-09-26,7330
49528,Riksdagsorgan,Nordiska rådets svenska delegation,2025-09-18,0254021157518,15,NR,Suppleant,"",2025-10-15,49494
14478,uppdrag,Socialutskottet,1985-09-30,0664751846104,0,SoU,Ledamot,"",1988-10-02,14463
26501,kammaruppdrag,"",1982-10-04,059858389704,0,kam,Riksdagsledamot,Tjänstgörande,1985-09-30,26498
19022,uppdrag,Sammansatta justitie- och socialutskottet,2006-02-09,0573273704102,0,JuSoU,Deputerad,"",2006-04-26,19000
18540,uppdrag,Utrikesutskottet,2001-09-25,0384833975200,0,UU,Suppleant,"",2002-09-29,18528
25155,uppdrag,Socialutskottet,2020-03-18,055824190225,259,SoU,Suppleant,"",2021-12-16,25145
44603,uppdrag,Finansutskottet,2019-02-13,0940980416614,9,FiU,Ledamot,"",2022-09-26,44592
53034,uppdrag,Utrikesutskottet,2020-03-18,0903081277919,127,UU,Suppleant,"",2020-09-03,53012
33041,uppdrag,Näringsutskottet,2020-03-18,0516528386117,202,NU,Suppleant,"",2022-09-26,33025
13885,kammaruppdrag,"",2002-09-30,0739780276601,110,kam,Riksdagsledamot,Tjänstgörande,2006-10-02,13882
39843,Riksdagsorgan,Krigsdelegationen,2014-10-14,0862868280923,9,KD,Ledamot,"",2018-10-09,39816
50871,kammaruppdrag,"",2018-09-24,0973782197017,8,kam,Riksdagsledamot,Tjänstgörande,2022-09-26,50869
45823,kammaruppdrag,"",2014-09-29,0199751900210,66,kam,Riksdagsledamot,Tjänstgörande,2018-09-24,45818
6194,partiuppdrag,Vänsterpartiet,2006-10-02,0979278953316,0,V,Kvittningsperson,"",2010-10-04,6193
46822,kammaruppdrag,Lena Bäckelin 2023-10-16 - 2024-05-01,2023-10-16,0472349361027,239,kam,Riksdagsledamot,Ledig,2024-05-01,46818
7506,kammaruppdrag,Christina Axelsson 1995-01-10 - 1995-10-09,1995-01-10,0135730306412,60,kam,Riksdagsledamot,Ledig,1995-10-09,7499
4812,uppdrag,Sammansatta justitie- och socialutskottet,2008-01-29,0211726202212,0,JuSoU,Suppleant,"",2008-05-07,4806
1986,uppdrag,Socialutskottet,1991-09-30,0654974921901,0,SoU,Ledamot,"",1994-10-02,1979
50527,uppdrag,Utrikesutskottet,2025-02-10,0202577142527,15,UU,Suppleant,"",2026-09-28,50520
47024,uppdrag,EU-nämnden,2022-10-12,0831039938224,25,EUN,Suppleant,"",2026-09-28,46997
48977,Riksdagsorgan,Utrikesnämnden,2022-10-04,0224712677012,9,UN,Ledamot,"",2022-10-18,48915
22783,uppdrag,Sammansatta utrikes- och försvarsutskottet,2017-05-02,0752691002718,1,UFöU,Suppleant,"",2017-06-14,22753
25974,kammaruppdrag,Jimmie Åkesson,2014-12-22,0271543079118,290,kam,Ersättare,Ersättare,2015-03-31,25966
40540,Riksdagsorgan,Utrikesnämnden,2010-10-12,0447198048312,8,UN,Suppleant,"",2011-09-29,40511
15088,uppdrag,Försvarsutskottet,2004-09-30,0203071331400,0,FöU,Suppleant,"",2006-10-02,15082
44127,uppdrag,Näringsutskottet,2020-03-18,0603753860213,254,NU,Suppleant,"",2022-09-26,44111
38154,kammaruppdrag,"",1994-10-03,0560770565308,326,kam,Riksdagsledamot,Tjänstgörande,1998-10-05,38152
41791,uppdrag,Trafikutskottet,2020-03-18,0836001490919,111,TU,Suppleant,"",2022-09-26,41768
47759,kammaruppdrag,Per Landgren,2003-04-15,0982795248728,0,kam,Ersättare,Ersättare,2003-06-13,47740
18079,kammaruppdrag,Lars-Olof Karlsson 1993-10-25 - 1993-11-26,1993-10-25,0610573125306,239,kam,Riksdagsledamot,Ledig,1993-11-26,18074
39552,Europaparlamentet,Europaparlamentet,2019-07-02,0613648926029,11,EP,Ledamot,"",2021-12-12,39548
18657,uppdrag,Näringsutskottet,1989-03-17,0900533740700,0,NU,Suppleant,"",1989-10-04,18636
2641,uppdrag,Sammansatta konstitutions- och utrikesutskottet,2003-02-18,099373212513,0,KUU,Deputerad,"",2003-11-20,2625
28107,uppdrag,Utbildningsutskottet,2020-03-18,0547818628111,69,UbU,Suppleant,"",2022-09-26,28090
7618,Riksdagsorgan,Riksbanksfullmäktige,2002-10-15,0957631371811,0,RB,Suppleant,"",2006-10-16,7603
42549,uppdrag,Civilutskottet,2020-03-20,0170585430421,290,CU,Suppleant,"",2022-09-26,42541
47963,Riksdagsorgan,Delegationen till den gemensamma parlamentariska kontrollgruppen för Europol,2019-01-31,0108109641223,2,Europol,Ledamot,"",2019-02-05,47911
29400,uppdrag,Lagutskottet,2002-10-08,0878075468027,0,LU,Ledamot,"",2006-10-02,29356
41978,uppdrag,Socialutskottet,1979-10-01,0567830387107,0,SoU,Suppleant,"",1982-10-03,41960
27839,kammaruppdrag,"",2006-10-02,0718937995813,158,kam,Riksdagsledamot,Tjänstgörande,2010-10-04,27835
6167,uppdrag,Arbetsmarknadsutskottet,1985-09-30,0806338394516,0,AU,Suppleant,"",1988-10-02,6138
42002,kammaruppdrag,Fredrik Ahlstedt 2022-10-18 - 2024-08-28,2022-10-18,0718034011110,146,kam,Riksdagsledamot,Ledig,2024-08-29,42000
51011,uppdrag,Utrikesutskottet,2022-10-04,028954589415,15,UU,Ledamot,"",2022-10-27,51005
16790,uppdrag,Utrikesutskottet,1994-06-20,0139582082909,0,UU,Suppleant,"",1994-10-02,16783
22789,uppdrag,EU-nämnden,2020-11-23,0752691002718,1,EUN,Ordförande,"",2022-09-26,22753
19677,Riksdagsorgan,Nordiska rådets svenska delegation,1997-09-25,0149554070404,0,NR,Suppleant,"",1998-10-05,19668
37481,uppdrag,EU-nämnden,2018-10-09,0509415296421,53,EUN,Suppleant,"",2022-10-04,37457
52940,kammaruppdrag,"",2026-02-01,0861521539920,216,kam,Riksdagsledamot,Tjänstgörande,2026-09-28,52939
27396,uppdrag,Trafikutskottet,2010-10-19,0455256796113,20,TU,Suppleant,"",2014-09-29,27388
27151,kammaruppdrag,"",1994-10-03,0373939465804,215,kam,Riksdagsledamot,Tjänstgörande,1998-10-05,27150
40520,kammaruppdrag,"",2006-10-02,0447198048312,10,kam,Riksdagsledamot,Tjänstgörande,2010-10-04,40511
39939,kammaruppdrag,"",2018-09-24,0166790812128,84,kam,Riksdagsledamot,Tjänstgörande,2022-09-26,39938
28617,Riksdagsorgan,Riksdagsstyrelsen,2012-10-01,0460690753617,1,RS,Ersättare,"",2014-10-07,28581
41287,uppdrag,Miljö- och jordbruksutskottet,2010-10-19,0859968278117,19,MJU,Suppleant,"",2014-09-29,41259
9131,uppdrag,Bostadsutskottet,1994-10-11,0432629750500,0,BoU,Ledamot,"",1998-10-04,9125
29836,Riksdagsorgan,Ledamotsrådet,2014-10-15,0216534495014,6,LR,Ledamot,"",2018-10-10,29805
5535,kammaruppdrag,"",1984-11-17,0123927542506,0,kam,Riksdagsledamot,Tjänstgörande,1985-09-30,5519
46793,kammaruppdrag,"",2022-09-26,0425115010020,208,kam,Riksdagsledamot,Tjänstgörande,2026-09-28,46792
12191,uppdrag,Sammansatta utrikes- och försvarsutskottet,1995-10-26,0841779272604,0,UFöU,Suppleant,"",1995-12-06,12183
24110,uppdrag,Finansutskottet,2020-03-18,0306286538528,265,FiU,Suppleant,"",2022-09-26,24105
3122,kammaruppdrag,"",1988-10-03,0893605406218,236,kam,Riksdagsledamot,Tjänstgörande,1991-09-30,3118
40212,kammaruppdrag,"",2006-10-02,0603490586517,244,kam,Riksdagsledamot,Tjänstgörande,2006-10-05,40201
26189,Riksdagsorgan,Riksdagens delegation till OSSE:s parlamentariska församling,1995-01-01,0944338157703,0,OSSE,Ledamot,"",1998-10-05,26168
26075,kammaruppdrag,"",2006-10-02,0186989169008,212,kam,Riksdagsledamot,Tjänstgörande,2010-10-04,26073
1035608,uppdrag,Finansutskottet,2026-02-26,0302393368216,13,FiU,Suppleant,"",2026-09-28,48478
53786,kammaruppdrag,"",2010-10-04,0831636664429,125,kam,Riksdagsledamot,Tjänstgörande,2014-09-29,53780
53333,kammaruppdrag,Emma Berginger,2023-01-12,0584183916016,224,kam,Ersättare,Ersättare,2023-02-25,53329
39246,uppdrag,Försvarsutskottet,2022-05-12,0772402807013,5,FöU,Ledamot,"",2022-09-26,39236
48452,uppdrag,Finansutskottet,1998-10-13,0714307225418,0,FiU,Ledamot,"",2000-07-04,48435
42200,uppdrag,Civilutskottet,2022-10-27,0503029811325,3,CU,Ledamot,"",2026-09-28,42193
5568,Riksdagsorgan,Utrikesnämnden,2002-10-08,0356767744510,0,UN,Suppleant,"",2006-10-10,5557
48145,kammaruppdrag,Louise Meijer,2025-08-08,0202626512110,225,kam,Ersättare,Ersättare,2026-05-06,48144
41797,uppdrag,Miljö- och jordbruksutskottet,2018-10-02,0836001490919,17,MJU,Ledamot,"",2020-04-16,41768
17921,uppdrag,Arbetsmarknadsutskottet,1988-10-11,0153923606405,0,AU,Suppleant,"",1991-09-29,17908
12212,kammaruppdrag,"",1985-09-30,0475759968705,0,kam,Riksdagsledamot,Tjänstgörande,1988-10-03,12209
33214,uppdrag,Sammansatta utrikes- och försvarsutskottet,2024-05-23,0497217816024,2,UFöU,Suppleant,"",2024-06-18,33190
28574,uppdrag,Finansutskottet,2011-10-03,0703330864716,0,FiU,Extra suppleant,"",2011-12-04,28569
28713,uppdrag,Utrikesutskottet,2020-03-18,0781520322912,177,UU,Suppleant,"",2020-09-03,28689
3392594,Riksdagsorgan,Riksdagens delegation till Interparlamentariska unionen,2026-02-03,0831636664429,3,IPU,Ledamot,"",2026-10-26,53780
28217,uppdrag,Civilutskottet,2020-03-18,0750518623913,44,CU,Suppleant,"",2021-01-31,28211
31805,Riksdagsorgan,Ledamotsrådet,2022-10-12,0256404677510,6,LR,Suppleant,"",2026-10-12,31780
1804,kammaruppdrag,"",1998-10-05,0428644311601,235,kam,Riksdagsledamot,Tjänstgörande,2002-09-30,1802
27307,uppdrag,Arbetsmarknadsutskottet,2022-03-20,0694273653613,0,AU,Extra suppleant,"",2022-05-15,27297
25722,kammaruppdrag,Annika Strandhäll,2018-09-24,0962410717322,281,kam,Statsrådsersättare,Ersättare,2019-09-05,25718
14648,uppdrag,Konstitutionsutskottet,1995-10-11,0936271144504,0,KU,Suppleant,"",1998-10-04,14638
42284,uppdrag,Kulturutskottet,2001-10-05,0627722735100,0,KrU,Suppleant,"",2002-09-29,42278
23939,uppdrag,Försvarsutskottet,2014-10-07,0404025497421,14,FöU,Suppleant,"",2018-09-24,23930
51932,uppdrag,Kulturutskottet,2015-10-12,0412502344925,0,KrU,Extra suppleant,"",2015-12-31,51926
17949,uppdrag,Utbildningsutskottet,1996-04-23,0107123682905,0,UbU,Suppleant,"",1998-10-04,17938
46984,kammaruppdrag,"",2022-09-26,0905254899611,131,kam,Riksdagsledamot,Tjänstgörande,2026-09-28,46983
23951,uppdrag,Sammansatta utrikes- och försvarsutskottet,2009-11-12,0404025497421,8,UFöU,Suppleant,"",2009-12-09,23930
1972,kammaruppdrag,Mona Nyberg 1998-01-20 - 1998-05-31,1998-01-20,0466882162014,323,kam,Riksdagsledamot,Ledig,1998-05-31,1970
31243,uppdrag,Trafikutskottet,2014-10-07,0656591334119,13,TU,Ledamot,"",2018-09-24,31241
42258,uppdrag,Näringsutskottet,2018-04-18,0706528359123,0,NU,Extra suppleant,"",2018-06-14,42233
52647,uppdrag,Utrikesutskottet,2010-10-12,0607691439013,1,UU,Ledamot,"",2010-10-12,52613
21508,kammaruppdrag,"",2014-09-29,0251617324715,79,kam,Riksdagsledamot,Tjänstgörande,2015-10-28,21504
22151,uppdrag,Försvarsutskottet,2014-10-07,0529103571012,11,FöU,Ledamot,"",2015-01-28,22142
8129,uppdrag,Miljö- och jordbruksutskottet,2007-01-01,0391973624515,16,MJU,Vice ordförande,"",2007-03-31,8113
15035,Riksdagsorgan,Valberedningen,1988-10-03,0112791482908,0,VB,Suppleant,"",1994-10-03,15006
19783,kammaruppdrag,"",1994-10-03,0213183979300,112,kam,Riksdagsledamot,Tjänstgörande,1998-10-05,19779
27422,uppdrag,Miljö- och jordbruksutskottet,2004-09-30,0115607185214,0,MJU,Suppleant,"",2006-03-09,27418
12657,kammaruppdrag,"",1988-10-03,0502353466300,120,kam,Riksdagsledamot,Tjänstgörande,1991-09-30,12652
6512,uppdrag,EU-nämnden,2010-10-12,0181728423812,3,EUN,Suppleant,"",2014-09-29,6492
49414,uppdrag,Försvarsutskottet,2023-03-15,0112806493429,11,FöU,Suppleant,"",2023-05-31,49409
17878,uppdrag,Arbetsmarknadsutskottet,1994-10-11,046703152205,0,AU,Ledamot,"",1998-10-04,17866
49123,uppdrag,Näringsutskottet,2020-03-18,0737666060225,175,NU,Suppleant,"",2022-09-26,49111
1080421,uppdrag,Näringsutskottet,2026-04-24,0433422973328,10,NU,Suppleant,"",2026-09-28,47589
3462,uppdrag,EU-nämnden,2013-10-04,0463955388312,7,EUN,Ledamot,"",2014-09-29,3450
30074,kammaruppdrag,"",2014-09-29,0859721748313,121,kam,Riksdagsledamot,Tjänstgörande,2018-09-24,30073
43858,uppdrag,Justitieutskottet,2020-03-18,0665360289423,158,JuU,Suppleant,"",2020-08-09,43847
15068,Riksdagsorgan,ESK-delegationen,1994-10-25,0235331390700,0,ESK,Ordförande,"",1994-12-31,15050
41507,uppdrag,Trafikutskottet,2020-03-18,0494054455310,260,TU,Suppleant,"",2022-09-26,41490
47557,uppdrag,Trafikutskottet,2024-09-12,0694917698222,9,TU,Suppleant,"",2025-03-25,47551
1365,uppdrag,Konstitutionsutskottet,2002-10-24,0640774576009,0,KU,Suppleant,"",2004-06-18,1356
19993,Riksdagsorgan,Riksdagsstyrelsen,2010-10-12,0116084827614,9,RS,Ersättare,"",2013-04-08,19974
5291,Riksdagsorgan,Krigsdelegationen,2002-10-15,0332067570917,0,KD,Ledamot,"",2002-10-23,5269
48301,kammaruppdrag,"",2010-03-01,0301987597720,309,kam,Riksdagsledamot,Tjänstgörande,2010-10-04,48299
30874,kammaruppdrag,"",2018-09-24,0480085646428,142,kam,Riksdagsledamot,Tjänstgörande,2018-11-11,30873
39668,Europaparlamentet,Europaparlamentet,2019-07-02,0787584650516,16,EP,Ledamot,"",2024-07-16,39664
5559,partiuppdrag,Centerpartiet,2001-03-19,0356767744510,0,C,Partiledare,"",2011-09-23,5557
45248,uppdrag,Försvarsutskottet,2018-10-02,065105536026,1,FöU,Ledamot,"",2018-10-02,45224
243,Riksdagsorgan,Nordiska rådets svenska delegation,2006-10-17,0897304708905,1,NR,Ordförande,"",2010-10-04,219
38843,uppdrag,Trafikutskottet,2020-03-18,0557180142229,265,TU,Suppleant,"",2022-09-26,38826
5950,uppdrag,Trafikutskottet,2007-01-17,0798417016112,23,TU,Suppleant,"",2010-10-04,5940
21667,kammaruppdrag,"",2006-10-02,0482927154110,62,kam,Riksdagsledamot,Tjänstgörande,2010-10-04,21661
12105,uppdrag,Utrikesutskottet,1995-01-17,0366609643504,0,UU,Ledamot,"",1998-10-04,12100
8698,uppdrag,Socialutskottet,2002-10-08,0542215898226,0,SoU,Suppleant,"",2006-10-02,8684
22023,uppdrag,Utbildningsutskottet,2014-10-07,0861143074410,14,UbU,Vice ordförande,"",2014-10-22,22016
52635,uppdrag,Näringsutskottet,2020-03-18,0607691439013,47,NU,Suppleant,"",2022-09-26,52613
42716,Riksdagsorgan,Nordiska rådets svenska delegation,2025-10-15,0783069490115,12,NR,Suppleant,"",2026-10-31,42711
33049,uppdrag,Arbetsmarknadsutskottet,2014-10-07,0516528386117,8,AU,Ledamot,"",2018-09-24,33025
34445,Departement,Miljödepartementet,2019-04-01,0911490574010,2,M,Miljö- och klimatminister,"",2021-02-04,34444
39572,uppdrag,Utbildningsutskottet,2013-09-19,069436402021,1,UbU,Ledamot,"",2013-12-08,39555
40307,uppdrag,Konstitutionsutskottet,2020-03-18,0466653728712,152,KU,Suppleant,"",2020-09-03,40288
10753,kammaruppdrag,"",1985-09-30,0778776381700,0,kam,Riksdagsledamot,Tjänstgörande,1988-10-03,10751
31958,uppdrag,EU-nämnden,2021-10-13,0556755096938,329,EUN,Suppleant,"",2022-05-19,31944
14782,uppdrag,Utbildningsutskottet,1979-10-01,0559791876105,0,UbU,Ledamot,"",1982-10-03,14765
52421,uppdrag,Konstitutionsutskottet,2025-11-27,0764422217512,17,KU,Ledamot,"",2026-09-28,52418
44889,uppdrag,Arbetsmarknadsutskottet,2020-03-18,0522054204918,62,AU,Suppleant,"",2022-09-26,44882
32284,uppdrag,Socialutskottet,2020-03-18,0201207390210,321,SoU,Suppleant,"",2022-09-26,32268
29280,uppdrag,Skatteutskottet,2020-03-18,0893004490313,87,SkU,Suppleant,"",2022-09-26,29266
26719,uppdrag,Socialutskottet,2020-09-08,0624994476012,157,SoU,Suppleant,"",2020-12-01,26709
12305,Riksdagsorgan,Nordiska rådets svenska delegation,1997-12-01,0502609471907,0,NR,Suppleant,"",1998-10-05,12293
50274,uppdrag,Näringsutskottet,2020-03-18,0619928872229,183,NU,Suppleant,"",2022-09-26,50257
5166,kammaruppdrag,"",1991-09-30,0694657973716,122,kam,Riksdagsledamot,Tjänstgörande,1991-12-31,5165
46096,uppdrag,Socialförsäkringsutskottet,2018-10-02,0430865615328,10,SfU,Suppleant,"",2020-06-08,46072
18111,uppdrag,Sammansatta utrikes- och försvarsutskottet,1995-10-26,0610573125306,0,UFöU,Suppleant,"",1995-12-06,18074
49852,Riksdagsorgan,Nordiska rådets svenska delegation,2023-10-19,0720250789315,10,NR,Suppleant,"",2024-10-16,49818
48595,uppdrag,Socialförsäkringsutskottet,2018-10-09,023767922422,20,SfU,Suppleant,"",2021-09-15,48563
2541,kammaruppdrag,Björn von Sydow,2004-06-15,0634013303818,42,kam,Talmansersättare,Ersättare,2004-12-31,2540
23791,Riksdagsorgan,Krigsdelegationen,2014-10-14,0548314774911,37,KD,Ledamot,"",2015-09-30,23764
12764,uppdrag,Miljö- och jordbruksutskottet,1991-10-08,0283299919701,0,MJU,Suppleant,"",1994-10-02,12754
12824,kammaruppdrag,Seija Viitamäki-Carlsson 1991-11-11 - 1991-12-10,1991-11-11,0519019074802,300,kam,Riksdagsledamot,Ledig,1991-12-10,12821
32945,uppdrag,Konstitutionsutskottet,2020-03-18,0628190530410,222,KU,Suppleant,"",2020-09-03,32923
20724,uppdrag,Näringsutskottet,1998-12-18,0465398691116,0,NU,Suppleant,"",2002-09-30,20708
18266,uppdrag,Försvarsutskottet,1998-10-13,0209063197208,0,FöU,Ledamot,"",2002-09-30,18258
19835,kammaruppdrag,"",1991-09-30,04671560703,293,kam,Riksdagsledamot,Tjänstgörande,1994-10-03,19830
53586,uppdrag,Socialutskottet,2018-10-24,0796071663617,12,SoU,Ledamot,"",2018-10-25,53559
249,Riksdagsorgan,Riksbanksfullmäktige,1998-05-07,0897304708905,0,RB,Ledamot,"",1998-10-05,219
50166,uppdrag,Miljö- och jordbruksutskottet,2025-10-16,0369212790927,4,MJU,Ledamot,"",2026-09-28,50164
35560,kammaruppdrag,David Perez,2024-04-01,0615175917521,250,kam,Ersättare,Ersättare,2024-08-19,35557
47823,uppdrag,Skatteutskottet,2019-03-05,0493288854424,2,SkU,Andre vice ordförande,"",2022-09-26,47812
16999,uppdrag,EU-nämnden,1995-01-01,0567842515701,0,EUN,Ledamot,"",1997-09-30,16981
31282,uppdrag,Civilutskottet,2020-03-18,085742305813,201,CU,Suppleant,"",2022-01-09,31277
15443,uppdrag,Sammansatta utrikes- och försvarsutskottet,2005-11-22,0252641216303,0,UFöU,Suppleant,"",2005-12-07,15435
28375,Riksdagsorgan,Riksrevisionens parlamentariska råd,2018-10-09,0415959965211,5,RRPR,Ledamot,"",2019-03-31,28341
19048,uppdrag,Trafikutskottet,1982-10-04,0618583795602,0,TU,Suppleant,"",1985-09-29,19029
48467,Riksdagsorgan,Utrikesnämnden,2008-06-05,0714307225418,4,UN,Ledamot,"",2010-10-12,48435
4694,uppdrag,Socialförsäkringsutskottet,2006-10-10,0641996868011,0,SfU,Suppleant,"",2007-04-23,4682
30957,Riksdagsorgan,Valberedningen,2018-09-24,0628870165823,8,VB,Suppleant,"",2020-01-28,30933
3673,Riksdagsorgan,Styrelsen för Stiftelsen Riksbankens Jubileumsfond,2004-11-01,0808145784313,0,RJ,Ledamot,"",2008-10-31,3655
4650,uppdrag,Utrikesutskottet,2004-08-01,0976656359110,0,UU,Ledamot,"",2006-10-02,4646
22089,uppdrag,Socialförsäkringsutskottet,2010-10-12,0737073162411,9,SfU,Suppleant,"",2014-09-29,22070
7363,Riksdagsorgan,Valprövningsnämnden,2015-02-18,0537400268911,3,VPN,Ledamot,"",2019-03-13,7330
10075,kammaruppdrag,"",1988-10-03,0469915585804,123,kam,Riksdagsledamot,Tjänstgörande,1991-09-30,10073
47804,Departement,Finansdepartementet,2022-10-18,0767167947420,15,Fi,Statsråd,"",2024-09-10,47799
598,uppdrag,Sammansatta utrikes- och försvarsutskottet,2007-03-22,0574724112206,0,UFöU,Suppleant,"",2007-06-01,580
13235,kammaruppdrag,"",1991-09-30,0719430958705,200,kam,Riksdagsledamot,Tjänstgörande,1994-10-03,13228
40864,uppdrag,EU-nämnden,2024-01-08,0802606848923,0,EUN,Extra suppleant,"",2024-06-12,40861
30497,uppdrag,Skatteutskottet,2022-04-04,0378961686325,0,SkU,Extra suppleant,"",2022-05-06,30495
8246,kammaruppdrag,"",1992-12-14,0410190907901,250,kam,Riksdagsledamot,Tjänstgörande,1994-10-03,8245
32150,uppdrag,Utrikesutskottet,2020-03-18,0285527517421,254,UU,Suppleant,"",2020-09-03,32132
7883,uppdrag,Skatteutskottet,2002-10-08,0959102638818,0,SkU,Ledamot,"",2004-09-20,7863
52388,uppdrag,Utrikesutskottet,2022-10-04,0611350076611,11,UU,Suppleant,"",2022-10-27,52382
42462,Riksdagsorgan,Ledamotsrådet,2021-02-22,0828721176319,2,LR,Suppleant,"",2022-10-10,42425
40809,uppdrag,Utrikesutskottet,2020-03-18,084624777218,119,UU,Suppleant,"",2020-09-03,40787
39047,uppdrag,Kulturutskottet,2020-03-18,0880018341619,295,KrU,Suppleant,"",2022-09-26,39037
50707,kammaruppdrag,"",2006-10-02,0879782396219,342,kam,Riksdagsledamot,Tjänstgörande,2010-10-04,50699
50848,Riksdagsorgan,Riksdagens delegation till OSSE:s parlamentariska församling,2018-10-16,0970259744617,2,OSSE,Vice ordförande,"",2022-10-09,50778
22870,kammaruppdrag,"",2022-04-09,0732677378827,86,kam,Riksdagsledamot,Tjänstgörande,2022-05-06,22866
965,uppdrag,Utrikesutskottet,1997-04-21,0747244983307,0,UU,Suppleant,"",1997-05-31,959
24856,uppdrag,Trafikutskottet,2010-10-12,0828198456420,14,TU,Suppleant,"",2014-09-29,24849
44006,uppdrag,Sammansatta utrikes- och försvarsutskottet,2020-03-26,0744139167426,41,UFöU,Suppleant,"",2020-09-13,43967
30347,uppdrag,Skatteutskottet,2010-10-12,0779781772919,10,SkU,Ledamot,"",2011-10-18,30323
38499,uppdrag,Socialförsäkringsutskottet,2021-10-20,0526748040023,5,SfU,Ledamot,"",2022-09-26,38493
40680,uppdrag,Sammansatta utrikes- och försvarsutskottet,2014-11-20,0126797549328,7,UFöU,Deputerad,"",2014-12-17,40639
19700,Riksdagsorgan,Valberedningen,1998-10-05,0746654685605,0,VB,Suppleant,"",1998-10-20,19690
18187,kammaruppdrag,Birgitta Dahl,1991-09-30,0551013247907,64,kam,Ersättare,Ersättare,1991-10-04,18184
50502,Riksdagsorgan,Riksdagsstyrelsen,2006-10-10,0473783431010,6,RS,Ledamot,"",2010-10-12,50454
21982,kammaruppdrag,"",2010-10-04,0376867803913,29,kam,Riksdagsledamot,Tjänstgörande,2014-09-29,21980
32684,uppdrag,Civilutskottet,2020-03-18,0494843794418,130,CU,Suppleant,"",2022-09-26,32678
50333,uppdrag,Socialutskottet,2020-03-18,019430605328,69,SoU,Suppleant,"",2022-09-26,50316
26287,uppdrag,Kulturutskottet,2006-10-10,0638431210311,0,KrU,Vice ordförande,"",2009-07-13,26283
3145,uppdrag,Näringsutskottet,1988-04-25,0123965657818,0,NU,Suppleant,"",1988-05-26,3142
7443,uppdrag,Utrikesutskottet,1995-10-11,0838210948212,0,UU,Suppleant,"",1998-10-04,7437
2218,Riksdagsorgan,Nordiska rådets svenska delegation,1994-10-18,0972914963202,0,NR,Suppleant,"",1998-10-05,2203
