hjid,address,city,co_address,email,fax_number,party_id,party_name,phone_number,post_code,registered_date,short_code,website,parties_sweden_election_regi_0,id,born_year,election_region,first_name,gender,hangar_guid,image_url_192,image_url_80,image_url_max,last_name,party,person_url_xml,place,status,person_assignment_data_perso_0,person_detail_data_person_da_0,total_documents,party_motions,individual_motions,committee_motions,multi_party_motions,documents_last_year,activity_level,activity_profile,collaboration_percentage
40,Box 12660,Stockholm,"",info@vansterpartiet.se,08-653 23 85,5,Vänsterpartiet,08-654 08 20,11293,1990-06-15,V,www.vansterpartiet.se,,0166402877505,1942,Stockholms kommun,Ulla,KVINNA,0a5061fe-32f2-4be8-90fc-e9ed30d3362f,https://data.riksdagen.se/filarkiv/bilder/ledamot/d7c32260-83e4-11d4-ae60-0050040c9b55_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/d7c32260-83e4-11d4-ae60-0050040c9b55_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/d7c32260-83e4-11d4-ae60-0050040c9b55_max.jpg,Hoffmann,V,https://data.riksdagen.se/person/d7c32260-83e4-11d4-ae60-0050040c9b55,"",Tidigare riksdagsledamot,29242,29254,151,37,9,95,5,0,High,Party-focused,3.3
4, ,Stockholm,"",info@sap.se,08-20 42 57,2,Arbetarepartiet-Socialdemokraterna,08-700 26 00,10560,1956-08-02,S,www.socialdemokraterna.se,,fef3262d-cf5b-43b5-870d-b7e709294cab,1924,Stockholms län,Krister,MAN,fef3262d-cf5b-43b5-870d-b7e709294cab,https://data.riksdagen.se/filarkiv/bilder/ledamot/fef3262d-cf5b-43b5-870d-b7e709294cab_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/fef3262d-cf5b-43b5-870d-b7e709294cab_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/fef3262d-cf5b-43b5-870d-b7e709294cab_max.jpg,Wickman,S,https://data.riksdagen.se/person/fef3262d-cf5b-43b5-870d-b7e709294cab,"",Inga uppdrag,55631,55632,0,0,0,0,0,0,Inactive,None,0
4, ,Stockholm,"",info@sap.se,08-20 42 57,2,Arbetarepartiet-Socialdemokraterna,08-700 26 00,10560,1956-08-02,S,www.socialdemokraterna.se,,1b87a164-b607-48f0-abba-3b8bdbf67258,1915,Norrbottens län,Uno,MAN,1b87a164-b607-48f0-abba-3b8bdbf67258,https://data.riksdagen.se/filarkiv/bilder/ledamot/1b87a164-b607-48f0-abba-3b8bdbf67258_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/1b87a164-b607-48f0-abba-3b8bdbf67258_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/1b87a164-b607-48f0-abba-3b8bdbf67258_max.jpg,Hedström,S,https://data.riksdagen.se/person/1b87a164-b607-48f0-abba-3b8bdbf67258,"",Inga uppdrag,50849,50850,0,0,0,0,0,0,Inactive,None,0
38,Box 20085,Stockholm,"",info@sverigedemokraterna.se,08-50 00 00 68,110,Sverigedemokraterna,08-50 00 00 50,10460,1991-02-08,SD,www.sverigedemokraterna.se,,0663851410627,1989,Stockholms län,Beatrice,KVINNA,5c4b0990-6a64-44de-a30b-5fd54407a1f4,https://data.riksdagen.se/filarkiv/bilder/ledamot/f88c7f71-d34e-474d-b010-625adb5fdc90_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/f88c7f71-d34e-474d-b010-625adb5fdc90_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/f88c7f71-d34e-474d-b010-625adb5fdc90_max.jpg,Timgren,SD,https://data.riksdagen.se/person/f88c7f71-d34e-474d-b010-625adb5fdc90,"",Europaparlamentariker,49291,49297,11,0,2,9,0,0,Low,Committee-focused,0.0
4, ,Stockholm,"",info@sap.se,08-20 42 57,2,Arbetarepartiet-Socialdemokraterna,08-700 26 00,10560,1956-08-02,S,www.socialdemokraterna.se,,50e201e9-75b0-4d9e-98a1-e8aef36b6776,1919,Östergötlands län,Maria,KVINNA,50e201e9-75b0-4d9e-98a1-e8aef36b6776,https://data.riksdagen.se/filarkiv/bilder/ledamot/50e201e9-75b0-4d9e-98a1-e8aef36b6776_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/50e201e9-75b0-4d9e-98a1-e8aef36b6776_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/50e201e9-75b0-4d9e-98a1-e8aef36b6776_max.jpg,Lagergren,S,https://data.riksdagen.se/person/50e201e9-75b0-4d9e-98a1-e8aef36b6776,"",Inga uppdrag,55755,55756,0,0,0,0,0,0,Inactive,None,0
23,Pustegränd 1-3,Stockholm,"","",08-545 224 60,55,Miljöpartiet de gröna,08-545 224 50,11820,1985-02-04,MP,www.mp.se,,0957300271615,1961,"",Loui,MAN,3df4920d-eb98-4428-9291-fce8b07b821e,https://data.riksdagen.se/filarkiv/bilder/ledamot/7637d53c-2b40-45a2-af2c-192913c4798f_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/7637d53c-2b40-45a2-af2c-192913c4798f_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/7637d53c-2b40-45a2-af2c-192913c4798f_max.jpg,Bernal,MP,https://data.riksdagen.se/person/7637d53c-2b40-45a2-af2c-192913c4798f,"",Status saknas,48301,48305,0,0,0,0,0,0,Inactive,None,0
4, ,Stockholm,"",info@sap.se,08-20 42 57,2,Arbetarepartiet-Socialdemokraterna,08-700 26 00,10560,1956-08-02,S,www.socialdemokraterna.se,,0488332307829,1992,Stockholms län,Abraham,MAN,16f4e5e3-950e-46b5-809e-4cf852e1f137,https://data.riksdagen.se/filarkiv/bilder/ledamot/4f8c750f-e0e5-4011-bfda-31a41f4b5996_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/4f8c750f-e0e5-4011-bfda-31a41f4b5996_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/4f8c750f-e0e5-4011-bfda-31a41f4b5996_max.jpg,Halef,S,https://data.riksdagen.se/person/4f8c750f-e0e5-4011-bfda-31a41f4b5996,"",Tillgänglig ersättare,49013,49019,7,0,7,0,0,0,Low,Individual-focused,0.0
24,Box 2080,Stockholm,"",info@moderat.se,08-676 81 30,1,Moderaterna,08-676 80 00,10312,2013-09-06,M,www.moderat.se,,0319703582208,1945,Stockholms län,Björn,MAN,186ae5f0-c7ff-47cc-b549-91b378729e3d,https://data.riksdagen.se/filarkiv/bilder/ledamot/f4f3c58c-f24f-11d6-ae8c-0004755038ce_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/f4f3c58c-f24f-11d6-ae8c-0004755038ce_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/f4f3c58c-f24f-11d6-ae8c-0004755038ce_max.jpg,Hamilton,M,https://data.riksdagen.se/person/f4f3c58c-f24f-11d6-ae8c-0004755038ce,"",Tidigare riksdagsledamot,3999,4060,57,0,35,21,1,0,Medium,Individual-focused,1.8
6,Box 2200,Stockholm,"",centerpartiet@centerpartiet.se,08-617 38 10,4,Centerpartiet,08-617 38 00,10315,1995-05-18,C,www.centerpartiet.se,,14247e83-baf3-4ebd-b550-13d050c3d6c9,1924,Göteborgs kommun,Rune,MAN,14247e83-baf3-4ebd-b550-13d050c3d6c9,https://data.riksdagen.se/filarkiv/bilder/ledamot/14247e83-baf3-4ebd-b550-13d050c3d6c9_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/14247e83-baf3-4ebd-b550-13d050c3d6c9_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/14247e83-baf3-4ebd-b550-13d050c3d6c9_max.jpg,Torwald,C,https://data.riksdagen.se/person/14247e83-baf3-4ebd-b550-13d050c3d6c9,"",Inga uppdrag,23833,23834,0,0,0,0,0,0,Inactive,None,0
40,Box 12660,Stockholm,"",info@vansterpartiet.se,08-653 23 85,5,Vänsterpartiet,08-654 08 20,11293,1990-06-15,V,www.vansterpartiet.se,,0161742347007,1942,"",Hans,MAN,018b7a1e-0670-40f8-91e4-5c779e1a3d74,https://data.riksdagen.se/filarkiv/bilder/ledamot/54b95ddc-736e-49f6-94bb-c31da05057a2_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/54b95ddc-736e-49f6-94bb-c31da05057a2_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/54b95ddc-736e-49f6-94bb-c31da05057a2_max.jpg,Petersson,V,https://data.riksdagen.se/person/54b95ddc-736e-49f6-94bb-c31da05057a2,"",Tidigare riksdagsledamot,37003,37011,0,0,0,0,0,0,Inactive,None,0
4, ,Stockholm,"",info@sap.se,08-20 42 57,2,Arbetarepartiet-Socialdemokraterna,08-700 26 00,10560,1956-08-02,S,www.socialdemokraterna.se,,0523902030928,1992,Västra Götalands läns västra,Aylin,KVINNA,5b7550c1-4579-48c0-9946-0fed5313bf76,https://data.riksdagen.se/filarkiv/bilder/ledamot/d6bcb84c-0102-4eca-b564-c21bd7cf1f4e_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/d6bcb84c-0102-4eca-b564-c21bd7cf1f4e_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/d6bcb84c-0102-4eca-b564-c21bd7cf1f4e_max.jpg,Nouri,S,https://data.riksdagen.se/person/d6bcb84c-0102-4eca-b564-c21bd7cf1f4e,"",Tjänstgörande riksdagsledamot,21825,21875,20,0,16,4,0,1,Low,Individual-focused,0.0
24,Box 2080,Stockholm,"",info@moderat.se,08-676 81 30,1,Moderaterna,08-676 80 00,10312,2013-09-06,M,www.moderat.se,,0639286102314,1951,"",Mona,KVINNA,5645bc54-9476-4a3f-be34-3f7acd834afb,https://data.riksdagen.se/filarkiv/bilder/ledamot/9905533f-8bab-4bfb-a119-bf34eb0d37b7_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/9905533f-8bab-4bfb-a119-bf34eb0d37b7_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/9905533f-8bab-4bfb-a119-bf34eb0d37b7_max.jpg,Ritzén,M,https://data.riksdagen.se/person/9905533f-8bab-4bfb-a119-bf34eb0d37b7,"",Tidigare riksdagsledamot,30893,30895,0,0,0,0,0,0,Inactive,None,0
4, ,Stockholm,"",info@sap.se,08-20 42 57,2,Arbetarepartiet-Socialdemokraterna,08-700 26 00,10560,1956-08-02,S,www.socialdemokraterna.se,,0435526123410,1953,Skåne läns norra och östra,Ulla,KVINNA,b5d26528-de41-48d3-be00-f8c89d3177b1,https://data.riksdagen.se/filarkiv/bilder/ledamot/d7c3201f-83e4-11d4-ae60-0050040c9b55_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/d7c3201f-83e4-11d4-ae60-0050040c9b55_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/d7c3201f-83e4-11d4-ae60-0050040c9b55_max.jpg,Wester,S,https://data.riksdagen.se/person/d7c3201f-83e4-11d4-ae60-0050040c9b55,"",Tidigare riksdagsledamot,39173,39185,67,0,67,0,0,0,Medium,Individual-focused,0.0
6,Box 2200,Stockholm,"",centerpartiet@centerpartiet.se,08-617 38 10,4,Centerpartiet,08-617 38 00,10315,1995-05-18,C,www.centerpartiet.se,,0238095659621,1975,Norrbottens län,Linda,KVINNA,3f7b3f74-82c8-40d4-a26a-5acb566b4a48,https://data.riksdagen.se/filarkiv/bilder/ledamot/63ea9085-f68c-4782-ae6e-12d84809d352_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/63ea9085-f68c-4782-ae6e-12d84809d352_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/63ea9085-f68c-4782-ae6e-12d84809d352_max.jpg,Modig,C,https://data.riksdagen.se/person/63ea9085-f68c-4782-ae6e-12d84809d352,"",Tidigare riksdagsledamot,40507,40532,22,0,15,7,0,0,Low,Individual-focused,0.0
4, ,Stockholm,"",info@sap.se,08-20 42 57,2,Arbetarepartiet-Socialdemokraterna,08-700 26 00,10560,1956-08-02,S,www.socialdemokraterna.se,,0456522027421,1992,Gävleborgs län,Linnéa,KVINNA,78a5ba9d-9c23-42c2-b575-ff26a5a57f94,https://data.riksdagen.se/filarkiv/bilder/ledamot/234d4dfe-48a4-44d3-8ff0-323454d8cc68_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/234d4dfe-48a4-44d3-8ff0-323454d8cc68_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/234d4dfe-48a4-44d3-8ff0-323454d8cc68_max.jpg,Wickman,S,https://data.riksdagen.se/person/234d4dfe-48a4-44d3-8ff0-323454d8cc68,"",Tjänstgörande riksdagsledamot,15267,15275,36,0,30,6,0,1,Low,Individual-focused,0.0
4, ,Stockholm,"",info@sap.se,08-20 42 57,2,Arbetarepartiet-Socialdemokraterna,08-700 26 00,10560,1956-08-02,S,www.socialdemokraterna.se,,0252067342313,1956,Gävleborgs län,Åsa,KVINNA,05ce3e8d-69f9-4746-8e33-c99e299f409b,https://data.riksdagen.se/filarkiv/bilder/ledamot/25617b2f-2cc7-477a-a872-d1c14e9ef187_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/25617b2f-2cc7-477a-a872-d1c14e9ef187_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/25617b2f-2cc7-477a-a872-d1c14e9ef187_max.jpg,Lindestam,S,https://data.riksdagen.se/person/25617b2f-2cc7-477a-a872-d1c14e9ef187,"",Tidigare riksdagsledamot,17669,17773,253,0,240,11,2,0,Very High,Individual-focused,0.8
6,Box 2200,Stockholm,"",centerpartiet@centerpartiet.se,08-617 38 10,4,Centerpartiet,08-617 38 00,10315,1995-05-18,C,www.centerpartiet.se,,551a7a8b-24fa-48d8-8404-7ed404874570,1920,Norrbottens län,Filip,MAN,551a7a8b-24fa-48d8-8404-7ed404874570,https://data.riksdagen.se/filarkiv/bilder/ledamot/551a7a8b-24fa-48d8-8404-7ed404874570_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/551a7a8b-24fa-48d8-8404-7ed404874570_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/551a7a8b-24fa-48d8-8404-7ed404874570_max.jpg,Johansson,C,https://data.riksdagen.se/person/551a7a8b-24fa-48d8-8404-7ed404874570,"",Inga uppdrag,40288,40290,0,0,0,0,0,0,Inactive,None,0
