person_id,first_name,last_name,party,status,total_violations,latest_violation_date,absenteeism_violations,effectiveness_violations,discipline_violations,productivity_violations,collaboration_violations,annual_absence_rate,annual_rebel_rate,annual_vote_count,documents_last_year,risk_score,risk_level,risk_assessment
0538387395826,Mats,Green,M,Tjänstgörande riksdagsledamot,5,2026-06-06 00:00:00,2,1,0,0,1,9.01,0.10,954,0,22.72,LOW,Low risk - performing within acceptable standards
0836001490919,Ulrika,Heie,C,Tjänstgörande riksdagsledamot,4,2026-06-06 00:00:00,1,1,0,0,1,11.53,0.21,954,1,21.50,LOW,Low risk - performing within acceptable standards
0768554866215,Katja,Nyberg,-,Tjänstgörande riksdagsledamot,6,2026-06-06 00:00:00,3,1,0,1,0,15.72,0.31,954,0,26.78,MEDIUM,Moderate risk - monitor for declining performance
0537400268911,Caroline,Helmersson Olsson,S,Tjänstgörande riksdagsledamot,5,2026-06-06 00:00:00,2,1,0,1,0,13.31,0.00,954,0,23.99,LOW,Low risk - performing within acceptable standards
010392780417,Marie,Olsson,S,Tjänstgörande riksdagsledamot,5,2026-06-06 00:00:00,3,1,0,0,0,15.68,0.00,899,0,24.70,LOW,Low risk - performing within acceptable standards
0198917587520,Maj,Karlsson,V,Tjänstgörande riksdagsledamot,10,2026-06-06 00:00:00,7,1,1,0,0,23.27,0.10,954,0,37.00,MEDIUM,Moderate risk - monitor for declining performance
028954589415,Ann-Sofie,Alm,M,Tjänstgörande riksdagsledamot,5,2026-06-06 00:00:00,2,1,1,0,0,26.94,0.10,954,0,28.10,MEDIUM,Moderate risk - monitor for declining performance
0481460392727,Jessica,Wetterling,V,Tjänstgörande riksdagsledamot,7,2026-06-06 00:00:00,4,1,1,0,0,13.00,0.21,954,0,27.94,MEDIUM,Moderate risk - monitor for declining performance
0457722435319,Tomas,Kronståhl,S,Tjänstgörande riksdagsledamot,4,2026-06-06 00:00:00,2,1,0,0,0,8.00,0.40,500,0,20.48,LOW,Low risk - performing within acceptable standards
0516528386117,Patrik,Björck,S,Tjänstgörande riksdagsledamot,3,2026-06-06 00:00:00,0,1,0,0,0,4.09,0.31,954,0,17.29,LOW,Low risk - performing within acceptable standards
0977592683711,Magnus,Jacobsson,KD,Tjänstgörande riksdagsledamot,8,2026-06-06 00:00:00,5,1,1,0,0,20.34,0.00,954,0,32.10,MEDIUM,Moderate risk - monitor for declining performance
0980092192122,Joar,Forssell,L,Tjänstgörande riksdagsledamot,8,2026-06-06 00:00:00,4,1,1,0,1,18.45,0.00,954,0,31.54,MEDIUM,Moderate risk - monitor for declining performance
0333193598116,Bo,Broman,SD,Tjänstgörande riksdagsledamot,6,2026-06-06 00:00:00,2,1,1,1,0,16.46,0.10,954,0,26.96,MEDIUM,Moderate risk - monitor for declining performance
091303475611,Eric,Palmqvist,SD,Tjänstgörande riksdagsledamot,6,2026-06-06 00:00:00,3,1,1,0,0,9.75,0.00,954,0,24.93,LOW,Low risk - performing within acceptable standards
0802091197024,Andrea,Andersson Tay,V,Tjänstgörande riksdagsledamot,9,2026-06-06 00:00:00,5,1,1,1,0,6.18,0.10,954,0,29.87,MEDIUM,Moderate risk - monitor for declining performance
049290762318,ClasGöran,Carlsson,S,Tillgänglig ersättare,0,,0,0,0,0,0,0,0,0,1,10.00,LOW,Low risk - performing within acceptable standards
0576619284416,Aphram,Melki,C,Tillgänglig ersättare,0,,0,0,0,0,0,0,0,0,0,10.00,LOW,Low risk - performing within acceptable standards
037781229619,Staffan,Eklöf,SD,Tjänstgörande riksdagsledamot,5,2026-06-06 00:00:00,2,1,1,0,0,7.13,0.00,954,0,22.14,LOW,Low risk - performing within acceptable standards
0600069352021,Fredrik,Kärrholm,M,Tjänstgörande riksdagsledamot,3,2026-06-06 00:00:00,1,1,0,0,0,30.27,0.00,413,0,25.08,MEDIUM,Moderate risk - monitor for declining performance
0764422217512,Lars,Engsund,M,Tjänstgörande riksdagsledamot,2,2026-06-06 00:00:00,1,1,0,0,0,2.31,0.00,954,0,14.69,LOW,Low risk - performing within acceptable standards
0376461485627,Henrik,Edin,L,Tillgänglig ersättare,0,,0,0,0,0,0,0,0,0,0,10.00,LOW,Low risk - performing within acceptable standards
0766496753128,Fredrik,Malm,L,Tjänstgörande riksdagsledamot,6,2026-06-06 00:00:00,3,1,1,0,0,29.56,0.00,954,0,30.87,MEDIUM,Moderate risk - monitor for declining performance
0747883322423,Amir,Jawad,L,Tillgänglig ersättare,0,,0,0,0,0,0,0,0,0,0,10.00,LOW,Low risk - performing within acceptable standards
0926477102420,Cecilia,Rönn,L,Tjänstgörande riksdagsledamot,6,2026-06-06 00:00:00,3,1,1,0,0,16.98,0.10,954,0,27.11,MEDIUM,Moderate risk - monitor for declining performance
039102787629,Oliver,Rosengren,M,Tjänstgörande riksdagsledamot,4,2026-06-06 00:00:00,1,1,1,0,0,12.16,0.00,954,0,21.65,LOW,Low risk - performing within acceptable standards
0161972600410,Elsa,Widding,-,Tjänstgörande riksdagsledamot,5,2026-06-06 00:00:00,4,0,0,1,0,35.64,16.04,954,0,33.90,MEDIUM,Moderate risk - monitor for declining performance
0229760896014,Anders,W Jonsson,C,Tjänstgörande riksdagsledamot,3,2026-06-06 00:00:00,1,1,0,0,0,21.91,0.42,954,0,22.66,LOW,Low risk - performing within acceptable standards
0770363683317,Malin,Björk,C,Tjänstgörande riksdagsledamot,6,2026-06-06 00:00:00,3,1,1,0,0,16.99,0.23,883,0,27.14,MEDIUM,Moderate risk - monitor for declining performance
0475778011711,Hans,Ekström,S,Tjänstgörande riksdagsledamot,8,2026-06-06 00:00:00,4,1,1,0,0,12.05,0.42,954,0,29.70,MEDIUM,Moderate risk - monitor for declining performance
0504851635310,Daniel,Helldén,MP,Tjänstgörande riksdagsledamot,11,2026-06-06 00:00:00,7,1,1,1,0,26.62,0.31,954,0,40.05,MEDIUM,Moderate risk - monitor for declining performance
0939158389321,Samuel,Gonzalez Westling,V,Tjänstgörande riksdagsledamot,12,2026-06-06 00:00:00,8,1,1,1,0,15.83,0.10,954,0,38.77,MEDIUM,Moderate risk - monitor for declining performance
0290003389021,Chris,Dahlqvist,SD,Tjänstgörande riksdagsledamot,5,2026-06-06 00:00:00,2,1,1,0,0,1.61,0.00,434,0,20.48,LOW,Low risk - performing within acceptable standards
0999976269027,Amanda,Palmstierna,MP,Tjänstgörande riksdagsledamot,5,2026-06-06 00:00:00,2,1,1,0,0,18.66,0.23,434,0,25.64,MEDIUM,Moderate risk - monitor for declining performance
0279488554424,Alexander,Christiansson,SD,Tjänstgörande riksdagsledamot,3,2026-06-06 00:00:00,1,1,0,0,0,7.44,0.00,954,0,18.23,LOW,Low risk - performing within acceptable standards
0904448094023,Linus,Lakso,MP,Tjänstgörande riksdagsledamot,9,2026-06-06 00:00:00,6,1,1,0,0,12.68,0.21,954,0,31.85,MEDIUM,Moderate risk - monitor for declining performance
0588282566419,Lars,Beckman,M,Tjänstgörande riksdagsledamot,4,2026-06-06 00:00:00,1,1,1,0,0,4.72,0.00,954,0,19.42,LOW,Low risk - performing within acceptable standards
0671241874717,Elisabeth,Björnsdotter Rahm,M,Tillgänglig ersättare,0,,0,0,0,0,0,0,0,0,0,10.00,LOW,Low risk - performing within acceptable standards
0987246082523,Paula,Örn,S,Tillgänglig ersättare,0,,0,0,0,0,0,5.43,0.00,92,0,11.63,LOW,Low risk - performing within acceptable standards
0910803550317,Lena,Johansson,S,Tjänstgörande riksdagsledamot,5,2026-06-06 00:00:00,3,1,0,0,0,2.31,0.10,954,0,20.71,LOW,Low risk - performing within acceptable standards
0511863596121,Erica,Nådin,S,Tillgänglig ersättare,0,,0,0,0,0,0,0,0,0,1,10.00,LOW,Low risk - performing within acceptable standards
0522054204918,Mattias,Karlsson,M,Tjänstgörande riksdagsledamot,8,2026-06-06 00:00:00,4,1,1,1,0,33.12,0.00,954,0,35.94,MEDIUM,Moderate risk - monitor for declining performance
0412502344925,Ida,Ekeroth Clausson,S,Tjänstgörande riksdagsledamot,3,2026-06-06 00:00:00,2,1,0,0,0,6.32,0.00,554,0,17.90,LOW,Low risk - performing within acceptable standards
0587736055221,Niels,Paarup-Petersen,C,Tjänstgörande riksdagsledamot,7,2026-06-06 00:00:00,4,1,1,0,0,19.13,0.56,899,1,29.85,MEDIUM,Moderate risk - monitor for declining performance
0965245623824,Nicklas,Attefjord,MP,Tillgänglig ersättare,0,,0,0,0,0,0,0,0,0,0,10.00,LOW,Low risk - performing within acceptable standards
0372414474424,Oskar,Svärd,M,Tjänstgörande riksdagsledamot,4,2026-06-06 00:00:00,1,1,1,0,0,6.60,0.00,954,0,19.98,LOW,Low risk - performing within acceptable standards
0630820052511,Per-Arne,Håkansson,S,Tjänstgörande riksdagsledamot,7,2026-06-06 00:00:00,4,1,1,0,0,2.52,0.31,954,0,24.82,LOW,Low risk - performing within acceptable standards
0802546764724,Åsa,Westlund,S,Tjänstgörande riksdagsledamot,6,2026-06-06 00:00:00,4,1,0,0,0,14.47,0.00,954,0,26.34,MEDIUM,Moderate risk - monitor for declining performance
0183544538819,Patrik,Jönsson,SD,Tjänstgörande riksdagsledamot,8,2026-06-06 00:00:00,5,1,1,0,0,2.62,0.00,954,0,26.79,MEDIUM,Moderate risk - monitor for declining performance
051207517226,Jimmie,Åkesson,SD,Tjänstgörande riksdagsledamot,6,2026-06-06 00:00:00,4,0,1,1,0,86.79,0.10,954,0,48.06,HIGH,High risk politician - performance concerns warrant review
0358278412329,Björn,Petersson,S,Tillgänglig ersättare,0,,0,0,0,0,0,16.96,0.22,454,0,15.13,LOW,Low risk - performing within acceptable standards
04571388712,Adam,Reuterskiöld,M,Tjänstgörande riksdagsledamot,3,2026-06-06 00:00:00,1,1,0,0,0,15.41,0.00,954,0,20.62,LOW,Low risk - performing within acceptable standards
0800956862429,Gulan,Avci,L,Tjänstgörande riksdagsledamot,5,2026-06-06 00:00:00,2,1,1,0,0,19.60,0.00,954,0,25.88,MEDIUM,Moderate risk - monitor for declining performance
0407081382317,Anna-Caren,Sätherberg,S,Tjänstgörande riksdagsledamot,5,2026-06-06 00:00:00,3,1,0,0,0,7.34,0.31,954,0,22.26,LOW,Low risk - performing within acceptable standards
02910042914,Carina,Ödebrink,S,Tjänstgörande riksdagsledamot,5,2026-06-06 00:00:00,2,1,1,0,0,25.37,0.21,954,1,27.65,MEDIUM,Moderate risk - monitor for declining performance
0136268785826,Nima,Gholam Ali Pour,SD,Tjänstgörande riksdagsledamot,2,2026-06-06 00:00:00,1,1,0,0,0,2.10,0.00,954,1,14.63,LOW,Low risk - performing within acceptable standards
0692076685824,Camilla,Hansén,MP,Tjänstgörande riksdagsledamot,7,2026-06-06 00:00:00,3,1,1,1,0,13.00,0.84,954,0,28.07,MEDIUM,Moderate risk - monitor for declining performance
0530425150220,Annika,Strandhäll,S,Tjänstgörande riksdagsledamot,4,2026-06-06 00:00:00,2,1,0,0,0,31.45,0.63,954,0,27.56,MEDIUM,Moderate risk - monitor for declining performance
0323000187920,Solange,Olame Bayibsa,S,Tillgänglig ersättare,0,,0,0,0,0,0,0,0,0,0,10.00,LOW,Low risk - performing within acceptable standards
030110584526,Caroline,Täljeblad,V,Tillgänglig ersättare,0,,0,0,0,0,0,42.11,0.00,19,0,22.63,LOW,Low risk - performing within acceptable standards
0940980416614,Jan,Ericson,M,Tjänstgörande riksdagsledamot,6,2026-06-06 00:00:00,3,1,1,0,0,12.58,0.00,954,0,25.77,MEDIUM,Moderate risk - monitor for declining performance
0938171000810,Annette,Rydell,S,Tillgänglig ersättare,0,,0,0,0,0,0,0,0,0,0,10.00,LOW,Low risk - performing within acceptable standards
0161597857912,Tuve,Skånberg,KD,Tillgänglig ersättare,3,2026-06-06 00:00:00,0,1,0,0,0,0,0,0,0,16.00,LOW,Low risk - performing within acceptable standards
07921826010,Anna-Belle,Strömberg,S,Tjänstgörande riksdagsledamot,3,2026-06-06 00:00:00,1,1,0,0,0,7.86,0.10,954,0,18.38,LOW,Low risk - performing within acceptable standards
0525562399327,Caroline,Högström,M,Tjänstgörande riksdagsledamot,3,2026-06-06 00:00:00,1,1,0,0,0,10.90,0.00,899,0,19.27,LOW,Low risk - performing within acceptable standards
0309480686522,Leila,Ali Elmi,MP,Tjänstgörande riksdagsledamot,6,2026-06-06 00:00:00,3,1,1,0,0,18.34,1.36,954,0,27.77,MEDIUM,Moderate risk - monitor for declining performance
0667220767927,Erik,Ezelius,S,Tjänstgörande riksdagsledamot,6,2026-06-06 00:00:00,3,1,1,0,0,20.44,0.10,954,0,28.15,MEDIUM,Moderate risk - monitor for declining performance
0395762282903,Elsemarie,Bjellqvist,S,Tillgänglig ersättare,0,,0,0,0,0,0,0,0,0,0,10.00,LOW,Low risk - performing within acceptable standards
0371013828421,Lars,Larsson,SD,Tillgänglig ersättare,0,,0,0,0,0,0,0,0,0,0,10.00,LOW,Low risk - performing within acceptable standards
098412828516,Magdalena,Andersson,S,Tjänstgörande riksdagsledamot,11,2026-06-06 00:00:00,8,1,1,1,0,52.20,0.10,954,0,47.68,HIGH,High risk politician - performance concerns warrant review
0240670797111,Björn,Tidland,SD,Tjänstgörande riksdagsledamot,3,2026-06-06 00:00:00,1,1,0,0,0,3.35,0.00,954,0,17.01,LOW,Low risk - performing within acceptable standards
0810852280213,Marie-Louise,Hänel Sandström,M,Tjänstgörande riksdagsledamot,6,2026-06-06 00:00:00,3,1,1,0,0,7.76,0.00,954,0,24.33,LOW,Low risk - performing within acceptable standards
083953568015,Malin,Höglund,M,Tjänstgörande riksdagsledamot,11,2026-06-06 00:00:00,7,1,1,1,0,0.00,0.00,954,0,32.00,MEDIUM,Moderate risk - monitor for declining performance
0502688311316,Anna,Vikström,S,Tjänstgörande riksdagsledamot,6,2026-06-06 00:00:00,2,1,1,0,0,7.02,0.00,954,0,24.11,LOW,Low risk - performing within acceptable standards
0249730539015,Anders,Karlsson,C,Tjänstgörande riksdagsledamot,9,2026-06-06 00:00:00,6,1,1,0,0,12.58,0.21,954,0,31.82,MEDIUM,Moderate risk - monitor for declining performance
0202577142527,Matheus,Enholm,SD,Tjänstgörande riksdagsledamot,9,2026-06-06 00:00:00,4,1,1,1,1,13.31,0.00,954,0,31.99,MEDIUM,Moderate risk - monitor for declining performance
0793372891224,Noria,Manouchi,M,Tjänstgörande riksdagsledamot,7,2026-06-06 00:00:00,3,1,1,1,0,14.78,0.00,954,0,28.43,MEDIUM,Moderate risk - monitor for declining performance
0652497579621,Johanna,Haraldsson,S,Tjänstgörande riksdagsledamot,8,2026-06-06 00:00:00,4,1,1,1,0,10.17,0.00,954,1,29.05,MEDIUM,Moderate risk - monitor for declining performance
0150200797210,Mats,Sander,M,Tillgänglig ersättare,0,,0,0,0,0,0,3.40,0.00,412,0,11.02,LOW,Low risk - performing within acceptable standards
0744993950910,Anders,Ygeman,S,Tjänstgörande riksdagsledamot,3,2026-06-06 00:00:00,0,1,0,0,1,12.16,0.00,954,1,19.65,LOW,Low risk - performing within acceptable standards
0210444373111,Katarina,Luhr,MP,Tjänstgörande riksdagsledamot,10,2026-06-06 00:00:00,6,1,1,1,0,9.12,0.10,954,0,32.76,MEDIUM,Moderate risk - monitor for declining performance
0932000030511,Maria,Stockhaus,M,Tjänstgörande riksdagsledamot,4,2026-06-06 00:00:00,1,1,1,0,0,22.22,0.00,954,0,24.67,LOW,Low risk - performing within acceptable standards
0148424181819,Ann-Christine,Frohm,SD,Tjänstgörande riksdagsledamot,5,2026-06-06 00:00:00,2,1,1,0,0,9.75,0.00,954,0,22.93,LOW,Low risk - performing within acceptable standards
0604811710522,Ida,Drougge,M,Tjänstgörande riksdagsledamot,5,2026-06-06 00:00:00,2,1,1,0,0,14.57,0.00,954,0,24.37,LOW,Low risk - performing within acceptable standards
0616721755222,Louise,Meijer,M,Tjänstgörande riksdagsledamot,6,2026-06-06 00:00:00,3,1,1,0,0,12.61,0.00,587,0,25.78,MEDIUM,Moderate risk - monitor for declining performance
0466653728712,Denis,Begic,S,Tjänstgörande riksdagsledamot,5,2026-06-06 00:00:00,2,1,1,0,0,25.26,0.21,954,0,27.62,MEDIUM,Moderate risk - monitor for declining performance
0709911904721,Johanna,Rantsi,M,Tjänstgörande riksdagsledamot,5,2026-06-06 00:00:00,3,1,1,0,0,8.28,0.00,954,0,22.48,LOW,Low risk - performing within acceptable standards
0892978334516,Michael,Anefur,KD,Tillgänglig ersättare,0,,0,0,0,0,0,0,0,0,0,10.00,LOW,Low risk - performing within acceptable standards
0304498908019,Gudrun,Brunegård,KD,Tjänstgörande riksdagsledamot,12,2026-06-06 00:00:00,8,1,1,0,0,8.39,0.00,954,0,36.52,MEDIUM,Moderate risk - monitor for declining performance
0229627943828,Jytte,Guteland,S,Tjänstgörande riksdagsledamot,4,2026-06-06 00:00:00,2,1,1,0,0,6.71,0.21,954,0,20.06,LOW,Low risk - performing within acceptable standards
0575283695521,Helena,Storckenfeldt,M,Tjänstgörande riksdagsledamot,7,2026-06-06 00:00:00,4,1,1,0,0,16.14,0.00,954,0,28.84,MEDIUM,Moderate risk - monitor for declining performance
0398471271026,Frida,Tånghag,V,Tillgänglig ersättare,0,,0,0,0,0,0,0,0,0,0,10.00,LOW,Low risk - performing within acceptable standards
0859909330720,Sanna,Backeskog,S,Tjänstgörande riksdagsledamot,3,2026-06-06 00:00:00,1,1,0,0,0,14.26,0.00,954,0,20.28,LOW,Low risk - performing within acceptable standards
0559925283228,Teres,Lindberg,S,Tillgänglig ersättare,3,2026-06-06 00:00:00,1,1,0,0,0,0,0,0,0,16.00,LOW,Low risk - performing within acceptable standards
0287315215921,Mona,Smedman,C,Tillgänglig ersättare,0,,0,0,0,0,0,13.73,0.00,51,0,14.12,LOW,Low risk - performing within acceptable standards
019430605328,Josefin,Malmqvist,M,Tjänstgörande riksdagsledamot,5,2026-06-06 00:00:00,3,1,0,0,0,24.14,0.00,841,0,27.24,MEDIUM,Moderate risk - monitor for declining performance
0506482805418,Isak,From,S,Tjänstgörande riksdagsledamot,8,2026-06-06 00:00:00,4,1,1,1,0,10.80,0.10,954,0,29.26,MEDIUM,Moderate risk - monitor for declining performance
0819601620927,Annika,Hirvonen,MP,Tjänstgörande riksdagsledamot,9,2026-06-06 00:00:00,5,1,1,1,0,7.55,0.63,954,0,30.39,MEDIUM,Moderate risk - monitor for declining performance
0184968091618,Jan,Riise,MP,Tjänstgörande riksdagsledamot,11,2026-06-06 00:00:00,6,1,1,1,0,10.38,0.21,954,0,35.16,MEDIUM,Moderate risk - monitor for declining performance
0389795960120,Martin,Marmgren,MP,Tillgänglig ersättare,0,,0,0,0,0,0,0,0,0,0,10.00,LOW,Low risk - performing within acceptable standards
0397073482210,Camilla,Mårtensen,L,Tillgänglig ersättare,0,,0,0,0,0,0,32.50,0.00,520,0,19.75,LOW,Low risk - performing within acceptable standards
0395154929710,Anders,Frimert,S,Tillgänglig ersättare,0,,0,0,0,0,0,0,0,0,0,10.00,LOW,Low risk - performing within acceptable standards
0469084171710,Ulrika,Westerlund,MP,Tjänstgörande riksdagsledamot,10,2026-06-06 00:00:00,7,1,1,0,0,13.10,0.21,954,0,33.97,MEDIUM,Moderate risk - monitor for declining performance
0275884973900,Monica,Andersson,S,Tillgänglig ersättare,0,,0,0,0,0,0,0,0,0,0,10.00,LOW,Low risk - performing within acceptable standards
0248492534018,Pia,Trollehjelm,SD,Tjänstgörande riksdagsledamot,5,2026-06-06 00:00:00,2,1,1,0,0,3.99,0.13,752,0,21.22,LOW,Low risk - performing within acceptable standards
0386912710815,Mats,Arkhem,SD,Tjänstgörande riksdagsledamot,6,2026-06-06 00:00:00,3,1,1,0,0,1.15,0.00,954,0,22.35,LOW,Low risk - performing within acceptable standards
0410231576416,Lars,Johnsson,M,Tjänstgörande riksdagsledamot,3,2026-06-06 00:00:00,1,1,1,0,0,5.87,0.00,954,0,17.76,LOW,Low risk - performing within acceptable standards
0412148992926,Hanna,Westerén,S,Tjänstgörande riksdagsledamot,4,2026-06-06 00:00:00,1,1,1,0,0,5.77,0.10,954,0,19.75,LOW,Low risk - performing within acceptable standards
0285527517421,Caroline,Nordengrip,SD,Tillgänglig ersättare,0,,0,0,0,0,0,0,0,0,0,10.00,LOW,Low risk - performing within acceptable standards
0236597884217,Rose-Marie,Carlsson,S,Tjänstgörande riksdagsledamot,11,2026-06-06 00:00:00,7,1,1,0,0,8.18,0.10,954,0,34.47,MEDIUM,Moderate risk - monitor for declining performance
0564232053610,Mikael,Sandström,M,Tillgänglig ersättare,0,,0,0,0,0,0,0,0,0,0,10.00,LOW,Low risk - performing within acceptable standards
0153782796218,Ulf,Rexefjord,SD,Tillgänglig ersättare,0,,0,0,0,0,0,0,0,0,0,10.00,LOW,Low risk - performing within acceptable standards
0780214960516,Eva,Lindh,S,Tjänstgörande riksdagsledamot,4,2026-06-06 00:00:00,1,1,1,0,0,13.94,0.21,954,1,22.22,LOW,Low risk - performing within acceptable standards
0963046628824,Christian,Lindefjärd,SD,Tjänstgörande riksdagsledamot,4,2026-06-06 00:00:00,1,1,1,0,0,1.78,0.00,899,0,18.53,LOW,Low risk - performing within acceptable standards
0802606848923,Mariya,Voyvodova,S,Tillgänglig ersättare,0,,0,0,0,0,0,100.00,0.00,24,0,40.00,MEDIUM,Moderate risk - monitor for declining performance
0452755722723,Björn,Söder,SD,Tjänstgörande riksdagsledamot,7,2026-06-06 00:00:00,3,2,1,0,0,24.42,0.00,954,0,31.33,MEDIUM,Moderate risk - monitor for declining performance
0348383585915,Marielle,Lahti,MP,Tillgänglig ersättare,0,,0,0,0,0,0,0,0,0,0,10.00,LOW,Low risk - performing within acceptable standards
0320357433721,Mohamed,Yassin,MP,Tjänstgörande ersättare,5,2026-06-06 00:00:00,4,0,0,0,0,0.00,0.00,65,0,20.00,LOW,Low risk - performing within acceptable standards
0456522027421,Linnéa,Wickman,S,Tjänstgörande riksdagsledamot,4,2026-06-06 00:00:00,3,1,0,0,0,13.42,0.00,954,0,22.03,LOW,Low risk - performing within acceptable standards
0339894357417,Jennie,Nilsson,S,Tjänstgörande riksdagsledamot,7,2026-06-06 00:00:00,5,1,0,0,1,1.89,0.00,954,0,24.57,LOW,Low risk - performing within acceptable standards
0825441263617,Birger,Lahti,V,Tjänstgörande riksdagsledamot,8,2026-06-06 00:00:00,5,1,1,0,0,12.05,0.00,954,0,29.62,MEDIUM,Moderate risk - monitor for declining performance
0722683622001,Lars,Jilmstad,M,Tillgänglig ersättare,0,,0,0,0,0,0,0.00,0.00,541,0,10.00,LOW,Low risk - performing within acceptable standards
066036027425,Mikael,Damsgaard,M,Tjänstgörande riksdagsledamot,9,2026-06-06 00:00:00,6,1,1,0,0,13.42,0.00,954,0,32.03,MEDIUM,Moderate risk - monitor for declining performance
0796312429425,Viktor,Wärnick,M,Tjänstgörande riksdagsledamot,5,2026-06-06 00:00:00,2,1,0,0,1,14.68,0.00,954,0,24.40,LOW,Low risk - performing within acceptable standards
0111697351426,Louise,Eklund,L,Tjänstgörande riksdagsledamot,8,2026-06-06 00:00:00,4,1,1,1,0,11.84,0.00,954,0,29.55,MEDIUM,Moderate risk - monitor for declining performance
0962410717322,Sultan,Kayhan,S,Tillgänglig ersättare,0,,0,0,0,0,0,0,0,0,0,10.00,LOW,Low risk - performing within acceptable standards
0327372175911,Fredrik,Ahlstedt,M,Tjänstgörande riksdagsledamot,4,2026-06-06 00:00:00,1,1,1,0,0,9.01,0.00,954,0,20.70,LOW,Low risk - performing within acceptable standards
0281670919717,Jörgen,Grubb,SD,Tjänstgörande riksdagsledamot,3,2026-06-06 00:00:00,1,1,0,0,0,1.26,0.00,954,0,16.38,LOW,Low risk - performing within acceptable standards
0619928872229,Laila,Naraghi,S,Tjänstgörande riksdagsledamot,3,2026-06-06 00:00:00,1,1,0,0,0,20.13,0.00,954,0,22.04,LOW,Low risk - performing within acceptable standards
0665360289423,Fredrik,Stenberg,S,Tillgänglig ersättare,0,,0,0,0,0,0,0.00,0.00,167,0,10.00,LOW,Low risk - performing within acceptable standards
0880137451720,Emma,Nohrén,MP,Tjänstgörande riksdagsledamot,6,2026-06-06 00:00:00,2,1,1,0,1,33.54,0.31,954,0,32.12,MEDIUM,Moderate risk - monitor for declining performance
0119672047211,Madeleine,Atlas,C,Tjänstgörande riksdagsledamot,4,2026-06-06 00:00:00,1,1,1,0,0,0.00,0.00,397,0,18.00,LOW,Low risk - performing within acceptable standards
02658325625,Angelica,Lundberg,SD,Tjänstgörande riksdagsledamot,5,2026-06-06 00:00:00,2,1,1,0,0,13.21,0.00,954,0,23.96,LOW,Low risk - performing within acceptable standards
0119851690521,David,Perez,SD,Tjänstgörande riksdagsledamot,8,2026-06-06 00:00:00,6,1,0,0,0,10.68,0.11,899,0,29.23,MEDIUM,Moderate risk - monitor for declining performance
0591020192311,Ulf,Lindholm,SD,Tjänstgörande riksdagsledamot,6,2026-06-06 00:00:00,3,1,1,0,0,5.45,0.00,954,0,23.64,LOW,Low risk - performing within acceptable standards
0926214745119,Heléne,Björklund,S,Tjänstgörande riksdagsledamot,5,2026-06-06 00:00:00,2,1,1,0,0,20.86,0.21,954,0,26.30,MEDIUM,Moderate risk - monitor for declining performance
0640627133410,Elisabeth,Falkhaven,MP,Tillgänglig ersättare,0,,0,0,0,0,0,0,0,0,0,10.00,LOW,Low risk - performing within acceptable standards
0828001951212,Ingemar,Kihlström,KD,Tjänstgörande riksdagsledamot,7,2026-06-06 00:00:00,4,1,1,0,0,19.71,0.00,954,0,29.91,MEDIUM,Moderate risk - monitor for declining performance
0888807074321,Amanda,Lind,MP,Tjänstgörande riksdagsledamot,8,2026-06-06 00:00:00,5,1,0,1,0,37.53,0.42,954,0,37.34,MEDIUM,Moderate risk - monitor for declining performance
075747847023,Gustaf,Lantz,S,Tjänstgörande riksdagsledamot,3,2026-06-06 00:00:00,1,1,0,0,0,10.59,0.21,954,0,19.22,LOW,Low risk - performing within acceptable standards
0222102752213,Stefan,Olsson,M,Tjänstgörande riksdagsledamot,5,2026-06-06 00:00:00,3,1,0,0,0,17.82,0.00,954,0,25.35,MEDIUM,Moderate risk - monitor for declining performance
0338088431726,Sara,Gille,SD,Tjänstgörande riksdagsledamot,6,2026-06-06 00:00:00,3,1,1,0,0,17.30,0.10,954,0,27.21,MEDIUM,Moderate risk - monitor for declining performance
0202626512110,Lars-Ingvar,Ljungman,M,Tillgänglig ersättare,0,,0,0,0,0,0,5.45,0.00,367,0,11.64,LOW,Low risk - performing within acceptable standards
0828721176319,Sten,Bergheden,M,Tjänstgörande riksdagsledamot,5,2026-06-06 00:00:00,2,1,1,0,0,3.67,0.00,954,0,21.10,LOW,Low risk - performing within acceptable standards
0411459873625,Hanna,Gunnarsson,V,Tjänstgörande riksdagsledamot,9,2026-06-06 00:00:00,5,1,1,1,0,14.68,0.42,954,0,32.49,MEDIUM,Moderate risk - monitor for declining performance
0254021157518,Lars,Andersson,SD,Tjänstgörande riksdagsledamot,6,2026-06-06 00:00:00,3,1,1,0,0,6.08,0.10,954,0,23.84,LOW,Low risk - performing within acceptable standards
0114714260118,Magdalena,Sundqvist,S,Tjänstgörande ersättare,2,2026-06-06 00:00:00,1,0,0,0,0,0.00,0.00,65,0,14.00,LOW,Low risk - performing within acceptable standards
0178323535715,Johnny,Svedin,SD,Tjänstgörande riksdagsledamot,4,2026-06-06 00:00:00,1,1,1,0,0,5.14,0.00,954,0,19.54,LOW,Low risk - performing within acceptable standards
0603366539729,Malin,Danielsson,L,Tjänstgörande riksdagsledamot,8,2026-06-06 00:00:00,4,1,1,0,1,23.48,0.00,954,0,33.04,MEDIUM,Moderate risk - monitor for declining performance
