person_id,first_name,last_name,party,born_year,gender,first_assignment_date,last_assignment_date,total_days_served,total_days_served_parliament,total_days_served_committee,total_days_served_government,total_days_served_eu,active,total_assignments,current_assignments,total_days_served_speaker,active_speaker,total_days_served_party,active_party,current_committee_assignments,current_ministry_assignments,current_party_assignments,current_speaker_assignments,total_committee_assignments,total_party_assignments,total_speaker_assignments,total_ministry_assignments,active_eu,active_government,active_committee,active_parliament,total_committee_substitute_assignments,current_committee_substitute_assignments,total_days_served_committee_substitute,total_committee_leadership_assignments,current_committee_leadership_assignments,total_days_served_committee_leadership,total_committee_chair_assignments,current_committee_chair_assignments,total_committee_vice_chair_all_assignments,current_committee_vice_chair_all_assignments,total_suppleant_assignments,current_suppleant_assignments,total_statsminister_assignments,current_statsminister_assignments,total_party_leader_assignments,current_party_leader_assignments,total_party_secretary_assignments,current_party_secretary_assignments,total_documents,party_motions,individual_motions,committee_motions,multi_party_motions,follow_up_motions,documents_last_year,document_years_active,average_docs_per_year,doc_activity_level,doc_activity_profile,collaboration_percentage,document_types,first_document_date,last_document_date
0853395328224,Lena,Hallengren,S,1973,KVINNA,2002-09-30,2026-10-13,21267,4951,5606,3140,0,t,34,5,0,f,1180,t,0,0,1,0,7,1,0,7,f,f,f,t,1,0,1455,3,0,3246,2,0,1,0,1,0,0,0,0,0,0,0,214,16,155,24,11,0,5,18,11.9,Very High,Individual-focused,5.3,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion,prop:prop,prop:skr}",2006-10-31,2025-10-07
,,,,,,1973-01-10,2016-04-19,5655,4533,186,0,0,f,23,0,0,f,0,f,0,0,0,0,2,0,0,0,f,f,f,f,2,0,186,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inactive,None,0,,,
0860699089813,Jeannette,Escanilla,V,1961,KVINNA,2018-06-07,2018-09-24,109,109,0,0,0,f,1,0,0,f,0,f,0,0,0,0,0,0,0,0,f,f,f,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inactive,None,0,,,
0750092881021,Joanna,Lewerentz,M,1992,KVINNA,2023-01-30,2026-09-21,2336,728,1608,0,0,t,8,4,0,f,0,f,3,0,0,0,5,0,0,0,f,f,t,t,5,3,1608,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,32,0,32,0,0,0,20,1,32.0,Low,Individual-focused,0.0,"{""mot:Enskild motion""}",2024-09-30,2025-10-06
0739780276601,Alf,Svensson,KD,1938,MAN,1985-09-30,2014-07-01,28134,7564,5187,1099,1813,f,27,0,0,f,0,f,0,0,0,0,5,0,0,1,f,f,f,f,4,0,4180,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,122,49,29,35,3,0,0,8,15.3,High,Party-focused,2.5,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",2000-04-28,2008-10-08
0764422217512,Lars,Engsund,M,1968,MAN,2022-09-26,2026-10-27,3534,1191,1183,0,0,t,5,3,0,f,0,f,1,0,0,0,3,0,0,0,f,f,t,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,5,2,8.0,Low,Individual-focused,0.0,"{""mot:Enskild motion""}",2023-10-04,2025-10-06
0602452646106,Göran,Ericsson,M,1942,MAN,1982-10-04,1991-09-30,5415,3283,2132,0,0,f,6,0,0,f,0,f,0,0,0,0,3,0,0,0,f,f,f,f,2,0,1267,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inactive,None,0,,,
0191823608408,Ulla-Britt,Hagström,L,1945,KVINNA,1995-01-10,2002-09-30,7774,1729,6045,0,0,f,16,0,0,f,0,f,0,0,0,0,14,0,0,0,f,f,f,f,13,0,4597,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,260,1,90,137,15,0,0,2,130.0,Very High,Committee-focused,5.8,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",2000-02-09,2002-06-13
0781357446917,Sven-Erik,Bucht,S,1954,MAN,2010-10-04,2019-01-30,4940,1467,1814,1659,0,f,15,0,0,f,0,f,0,0,0,0,5,0,0,5,f,f,f,f,3,0,1283,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,171,0,148,10,0,0,0,7,24.4,High,Individual-focused,0.0,"{""mot:Enskild motion"",mot:Kommittémotion,prop:prop,prop:skr}",2010-10-21,2018-03-06
0680329141121,Aron,Modig,KD,1985,MAN,2014-09-29,2018-09-24,9720,1456,6823,0,0,f,10,0,0,f,0,f,0,0,0,0,8,0,0,0,f,f,f,f,6,0,5375,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,107,2,22,81,1,0,0,3,35.7,High,Committee-focused,0.9,"{mot:,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",2014-11-10,2018-05-04
0742132383497,Bertil,Jonasson,C,1918,MAN,1976-10-04,1988-10-03,4382,4382,0,0,0,f,4,0,0,f,0,f,0,0,0,0,0,0,0,0,f,f,f,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inactive,None,0,,,
0739154377395,Nils,Berndtson,V,1922,MAN,1976-10-04,1988-10-03,4382,4382,0,0,0,f,4,0,0,f,0,f,0,0,0,0,0,0,0,0,f,f,f,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inactive,None,0,,,
0747883322423,Amir,Jawad,L,1995,MAN,2023-05-22,2023-07-13,102,52,50,0,0,f,2,0,0,f,0,f,0,0,0,0,1,0,0,0,f,f,f,f,1,0,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inactive,None,0,,,
0610578308706,Bengt,Göransson,S,1932,MAN,1985-09-30,1991-09-30,2191,2191,0,0,0,f,2,0,0,f,0,f,0,0,0,0,0,0,0,0,f,f,f,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inactive,None,0,,,
0934639939611,Ola,Johansson,C,1960,MAN,2010-10-04,2022-09-26,26096,4335,19341,0,0,f,39,0,0,f,0,f,0,0,0,0,26,0,0,0,f,f,f,f,22,0,15285,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,210,23,130,48,9,0,0,11,19.1,Very High,Individual-focused,4.3,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",2010-10-21,2022-04-20
0898090064906,Sven-Erik,Alkemark,S,1937,MAN,1985-11-18,1990-02-16,1547,561,986,0,0,f,5,0,0,f,0,f,0,0,0,0,2,0,0,0,f,f,f,f,2,0,986,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inactive,None,0,,,
0924947945722,Maryam,Yazdanfar,S,1980,KVINNA,2004-04-05,2013-04-14,8666,2370,4094,0,0,f,24,0,0,f,0,f,0,0,0,0,10,0,0,0,f,f,f,f,4,0,1753,1,0,141,1,0,0,0,4,0,0,0,0,0,0,0,119,1,82,28,8,0,0,6,19.8,High,Individual-focused,6.7,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",2006-10-31,2013-01-18
0234578153505,Hans,Dau,M,1932,MAN,1985-09-30,1994-10-03,5440,3259,2181,0,0,f,7,0,0,f,0,f,0,0,0,0,2,0,0,0,f,f,f,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inactive,None,0,,,
0493288854424,Niklas,Wykman,M,1981,MAN,2014-09-29,2026-09-28,18716,2941,14608,1167,0,t,33,2,0,f,0,f,0,1,0,0,24,0,0,5,f,t,f,f,16,0,11691,1,0,1301,0,0,1,0,16,0,0,0,0,0,0,0,61,0,12,22,0,0,23,10,6.1,Medium,Committee-focused,0.0,"{""mot:Enskild motion"",mot:Kommittémotion,prop:prop,prop:skr}",2014-11-06,2025-11-04
0130640724922,Clara,Aranda,SD,1988,KVINNA,2018-09-24,2028-10-31,18828,2654,15750,0,0,t,23,3,0,f,0,f,1,0,0,0,20,0,0,0,f,f,t,t,18,0,14317,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,32,2,4,26,0,0,1,6,5.3,Low,Committee-focused,0.0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",2018-10-10,2025-09-25
0977023188809,Sylvia,Lindgren,S,1945,KVINNA,1987-03-01,2010-10-04,26552,7142,14800,0,0,f,26,0,0,f,0,f,0,0,0,0,13,0,0,0,f,f,f,f,9,0,8988,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,207,1,169,28,8,0,0,9,23.0,Very High,Individual-focused,3.9,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",2000-10-05,2010-04-16
0604459858621,Emilia,Töyrä,S,1985,KVINNA,2014-09-29,2022-09-26,23433,2473,17479,0,0,f,39,0,0,f,0,f,0,0,0,0,26,0,0,0,f,f,f,f,24,0,15927,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,71,0,69,0,0,0,0,6,11.8,Medium,Individual-focused,0.0,"{mot:,""mot:Enskild motion""}",2014-11-07,2021-10-01
0538404901718,Malin,Löfsjögård,M,1972,KVINNA,2008-03-01,2026-10-13,6116,1477,2894,0,0,t,9,1,0,f,0,f,0,0,0,0,4,0,0,0,f,f,f,f,3,0,2371,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,28,0,28,0,0,0,0,3,9.3,Low,Individual-focused,0.0,"{""mot:Enskild motion""}",2008-09-29,2011-10-05
0387494457202,Catharina,Hagen,M,1948,KVINNA,1998-10-05,2002-09-30,4352,1456,2896,0,0,f,4,0,0,f,0,f,0,0,0,0,3,0,0,0,f,f,f,f,2,0,1793,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,88,1,19,52,2,0,0,2,44.0,Medium,Committee-focused,2.3,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",2000-02-09,2002-06-13
0227802801605,Thomas,Hammarberg,S,1942,MAN,2018-09-24,2022-01-31,13208,1224,10797,0,0,f,19,0,0,f,0,f,0,0,0,0,16,0,0,0,f,f,f,f,16,0,10797,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,Low,Individual-focused,0.0,"{""mot:Enskild motion""}",2021-09-30,2021-10-01
0480085646428,Erik,Andersson,M,1974,MAN,2014-09-29,2018-11-11,5662,1504,3460,0,0,f,10,0,0,f,0,f,0,0,0,0,7,0,0,0,f,f,f,f,7,0,3460,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,63,0,43,19,0,0,0,2,31.5,Medium,Individual-focused,0.0,"{mot:,""mot:Enskild motion"",mot:Kommittémotion}",2014-11-04,2017-10-05
0557059020608,Stina,Gustavsson,C,1935,KVINNA,1986-10-07,1994-10-03,10366,2918,5265,0,0,f,10,0,0,f,0,f,0,0,0,0,5,0,0,0,f,f,f,f,3,0,3084,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inactive,None,0,,,
0885483214625,John,Skoglund,S,1993,MAN,2015-10-29,2015-12-07,72,39,33,0,0,f,3,0,0,f,0,f,0,0,0,0,2,0,0,0,f,f,f,f,2,0,33,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inactive,None,0,,,
0223069839622,Robert,Hannah,L,1985,MAN,2014-09-29,2025-02-18,30855,3729,27126,0,0,f,37,0,0,f,0,f,0,0,0,0,32,0,0,0,f,f,f,f,27,0,23283,1,0,868,0,0,1,0,27,0,0,0,0,0,0,0,260,59,156,37,5,0,0,8,32.5,Very High,Individual-focused,1.9,"{mot:,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",2014-11-06,2023-10-05
0687114079711,Hanna,Zetterberg,V,1973,KVINNA,1994-10-03,1998-10-05,4363,1463,2900,0,0,f,4,0,0,f,0,f,0,0,0,0,3,0,0,0,f,f,f,f,3,0,2900,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inactive,None,0,,,
0745549193810,Stefan,Attefall,KD,1960,MAN,1991-09-30,2018-10-09,29849,5383,11468,1458,0,f,29,0,0,f,1456,f,0,0,0,0,9,2,0,1,f,f,f,f,5,0,6020,1,0,1455,1,0,0,0,5,0,0,0,0,0,0,0,363,55,65,210,17,0,0,11,33.0,Very High,Committee-focused,4.7,"{mot:,mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",2000-03-08,2011-03-10
0272604986201,Claes-Göran,Brandin,S,1948,MAN,1994-10-03,2010-10-04,18530,5845,11237,0,0,f,13,0,0,f,0,f,0,0,0,0,8,0,0,0,f,f,f,f,6,0,8327,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,241,0,225,11,1,0,0,10,24.1,Very High,Individual-focused,0.4,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",2000-02-14,2010-04-07
0514669448526,Elin,Söderberg,MP,1984,KVINNA,2022-09-26,2024-12-02,4740,798,3942,0,0,f,7,0,0,f,0,f,0,0,0,0,6,0,0,0,f,f,f,f,5,0,3152,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,108,12,12,84,0,0,0,1,108.0,High,Committee-focused,0.0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",2022-10-11,2024-10-04
0526129317828,Veronica,Lindholm,S,1984,KVINNA,2014-09-29,2018-09-24,3861,1456,2405,0,0,f,3,0,0,f,0,f,0,0,0,0,2,0,0,0,f,f,f,f,1,0,957,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,102,0,101,0,0,0,0,2,51.0,High,Individual-focused,0.0,"{mot:,""mot:Enskild motion""}",2014-11-06,2017-10-04
0927576375115,Kenth,Högström,S,1952,MAN,1982-11-15,2005-10-03,6041,2569,3472,0,0,f,13,0,0,f,0,f,0,0,0,0,6,0,0,0,f,f,f,f,4,0,1642,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,146,1,133,3,6,0,0,4,36.5,High,Individual-focused,4.1,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",2000-10-05,2004-10-06
0637482737005,Arne,Jansson,NYD,1942,MAN,1991-11-08,1994-10-03,3636,1059,2577,0,0,f,9,0,0,f,0,f,0,0,0,0,7,0,0,0,f,f,f,f,6,0,2014,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inactive,None,0,,,
0996640018922,Yasmine,Bladelius,S,1988,KVINNA,2014-09-29,2025-03-08,22503,3381,17059,0,0,f,31,0,0,f,0,f,0,0,0,0,22,0,0,0,f,f,f,f,20,0,14718,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,73,0,66,7,0,0,2,10,7.3,Medium,Individual-focused,0.0,"{""mot:Enskild motion"",mot:Kommittémotion}",2014-11-06,2025-02-05
0170630324419,Per,Schöldberg,C,1962,MAN,2019-03-12,2022-09-26,17151,1294,13986,0,0,f,21,0,0,f,0,f,0,0,0,0,17,0,0,0,f,f,f,f,16,0,13612,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,15,0,14,1,0,0,0,1,15.0,Low,Individual-focused,0.0,"{""mot:Enskild motion"",mot:Kommittémotion}",2020-02-24,2021-09-30
0111479807829,Anna,Wallentheim,S,1985,KVINNA,2014-09-29,2026-10-13,26507,3861,18553,0,0,t,34,4,0,f,0,f,2,0,0,0,23,0,0,0,f,f,t,t,18,1,14743,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,149,0,144,5,0,0,41,10,14.9,High,Individual-focused,0.0,"{""mot:Enskild motion"",mot:Kommittémotion}",2014-11-10,2025-10-29
098412828516,Magdalena,Andersson,S,1967,KVINNA,2014-09-29,2026-10-13,7969,1172,0,2936,0,t,15,4,0,f,1517,t,0,0,1,0,0,1,0,6,f,f,f,t,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,137,4,0,0,0,0,2,10,13.7,High,Party-focused,0.0,"{mot:Partimotion,prop:prop,prop:skr}",2014-10-15,2025-10-07
0600069352021,Fredrik,Kärrholm,M,1985,MAN,2022-09-26,2026-09-28,3468,1102,2366,0,0,t,7,3,0,f,0,f,2,0,0,0,4,0,0,0,f,f,t,t,3,1,1893,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,13,0,13,0,0,0,5,2,6.5,Low,Individual-focused,0.0,"{""mot:Enskild motion""}",2023-10-02,2025-10-07
0200426688007,Elisabeth,Fleetwood,M,1927,KVINNA,1979-10-01,2002-09-30,23917,8400,13105,0,0,f,23,0,0,f,0,f,0,0,0,0,14,0,0,0,f,f,f,f,6,0,4754,1,0,1453,0,0,1,0,6,0,0,0,0,0,0,0,50,0,16,22,4,0,0,2,25.0,Low,Committee-focused,8.0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",2000-03-21,2002-06-13
0982795248728,Jakob,Forssmed,KD,1974,MAN,2003-04-15,2026-09-28,29756,2908,18507,1168,0,t,48,2,0,f,1456,f,0,1,0,0,22,1,0,4,f,t,f,f,19,0,15590,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,123,35,3,71,2,0,9,22,5.6,High,Party-focused,1.8,"{mot:,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion,prop:prop,prop:skr}",2003-06-10,2025-10-02
0767503635911,Désirée,Liljevall,S,1970,KVINNA,2006-10-02,2014-09-29,9505,2919,5683,0,0,f,11,0,0,f,0,f,0,0,0,0,6,0,0,0,f,f,f,f,5,0,5480,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,260,0,220,38,2,0,0,7,37.1,Very High,Individual-focused,0.8,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",2006-10-31,2014-07-28
0836614547702,Kerstin,Kristiansson Karlstedt,S,1948,KVINNA,1996-06-30,2006-10-02,8981,3746,5235,0,0,f,8,0,0,f,0,f,0,0,0,0,5,0,0,0,f,f,f,f,2,0,2281,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,182,0,175,3,0,0,0,5,36.4,High,Individual-focused,0.0,"{mot:-,""mot:Enskild motion"",mot:Kommittémotion}",2000-10-05,2005-10-18
0951905661227,Christofer,Bergenblock,C,1974,MAN,2022-09-26,2026-09-21,4589,1191,3398,0,0,t,5,4,0,f,0,f,3,0,0,0,4,0,0,0,f,f,t,t,3,2,2546,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,106,13,43,50,0,0,41,3,35.3,High,Committee-focused,0.0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",2022-10-11,2025-10-29
0548843588006,Ingemar,Vänerlöv,KD,1944,MAN,1998-10-05,2010-10-04,15860,4382,8552,0,0,f,10,0,0,f,2926,f,0,0,0,0,6,1,0,0,f,f,f,f,4,0,5649,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,527,0,240,275,11,0,0,9,58.6,Very High,Committee-focused,2.1,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",2000-02-24,2009-10-06
0608089286702,Ulla-Britt,Åbark,S,1936,KVINNA,1981-10-06,1992-05-20,4037,3812,225,0,0,f,10,0,0,f,0,f,0,0,0,0,1,0,0,0,f,f,f,f,1,0,225,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inactive,None,0,,,
0577400273410,Ameer,Sachet,S,1963,MAN,2002-11-19,2010-10-04,5803,1933,3870,0,0,f,16,0,0,f,0,f,0,0,0,0,12,0,0,0,f,f,f,f,9,0,3113,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,199,0,172,22,5,0,0,4,49.8,High,Individual-focused,2.5,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",2005-09-30,2010-04-28
02658325625,Angelica,Lundberg,SD,1981,KVINNA,2018-09-24,2026-09-21,19322,2654,16668,0,0,t,26,5,0,f,0,f,4,0,0,0,24,0,0,0,f,f,t,t,21,4,14773,0,0,0,0,0,0,0,21,4,0,0,0,0,0,0,85,0,40,45,0,0,20,6,14.2,Medium,Committee-focused,0.0,"{""mot:Enskild motion"",mot:Kommittémotion}",2018-10-10,2025-10-01
0626451252310,Mikael,Janson,FP,1965,MAN,1997-10-20,2002-09-29,1128,60,1068,0,0,f,4,0,0,f,0,f,0,0,0,0,3,0,0,0,f,f,f,f,3,0,1068,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inactive,None,0,,,
0589561178823,Peter,Hedberg,S,1990,MAN,2022-09-26,2026-09-21,2374,1191,1183,0,0,t,2,2,0,f,0,f,1,0,0,0,1,0,0,0,f,f,t,t,1,1,1183,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,84,0,80,4,0,0,54,2,42.0,Medium,Individual-focused,0.0,"{""mot:Enskild motion"",mot:Kommittémotion}",2023-10-04,2025-10-07
0282644582407,Carlinge,Wisberg,V,1947,MAN,1998-10-05,2002-09-30,4352,1456,2896,0,0,f,4,0,0,f,0,f,0,0,0,0,3,0,0,0,f,f,f,f,2,0,2554,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,69,2,15,46,1,0,0,2,34.5,Medium,Committee-focused,1.4,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",2000-03-13,2002-04-09
043283522692,Oskar,Lindkvist,S,1921,MAN,1976-10-04,1994-10-03,6845,6573,0,0,0,f,7,0,0,f,0,f,0,0,0,0,0,0,0,0,f,f,f,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inactive,None,0,,,
0887345842319,Gunilla,Tjernberg,KD,1950,KVINNA,1998-10-05,2010-10-04,17216,4382,8559,0,0,f,13,0,0,f,0,f,0,0,0,0,6,0,0,0,f,f,f,f,4,0,5649,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,476,1,103,331,30,0,0,9,52.9,Very High,Committee-focused,6.3,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",2000-02-09,2009-10-06
0969147846718,Gunilla,Andersson,S,1955,KVINNA,1989-05-12,1991-09-29,1740,0,1740,0,0,f,2,0,0,f,0,f,0,0,0,0,2,0,0,0,f,f,f,f,2,0,1740,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inactive,None,0,,,
0116084827614,Mehmet,Kaplan,MP,1971,MAN,2006-10-02,2016-04-18,18044,2876,9176,563,0,f,19,0,0,f,1440,f,0,0,0,0,7,2,0,1,f,f,f,f,5,0,6273,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,352,70,86,172,15,2,0,9,39.1,Very High,Committee-focused,4.3,"{""mot:Enskild motion"",mot:Flerpartimotion,""mot:Fristående motion"",mot:Följdmotion,mot:Kommittémotion,mot:Partimotion,prop:prop,prop:skr}",2006-10-31,2016-04-11
0861143074410,Torkild,Strandberg,L,1970,MAN,2002-09-30,2018-09-25,5619,1721,3898,0,0,f,15,0,0,f,0,f,0,0,0,0,10,0,0,0,f,f,f,f,5,0,2228,2,0,91,0,0,2,0,5,0,0,0,0,0,0,0,207,9,107,81,10,0,0,12,17.3,Very High,Individual-focused,4.8,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",2002-10-23,2014-11-10
0457849683602,Bengt,Lindqvist,S,1936,MAN,1983-01-13,1995-12-31,2978,2056,922,0,0,f,13,0,0,f,0,f,0,0,0,0,5,0,0,0,f,f,f,f,3,0,116,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inactive,None,0,,,
0767167947420,Erik,Slottner,KD,1980,MAN,2018-02-05,2026-09-28,1858,231,460,1167,0,t,8,1,0,f,0,f,0,1,0,0,2,0,0,5,f,t,f,f,2,0,460,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,19,0,1,1,0,0,10,7,2.7,Low,Individual-focused,0.0,"{""mot:Enskild motion"",mot:Kommittémotion,prop:prop,prop:skr}",2018-04-25,2025-11-11
080633830413,Jamal,Mouneimne,S,1971,MAN,2015-10-29,2017-09-12,1298,684,614,0,0,f,6,0,0,f,0,f,0,0,0,0,5,0,0,0,f,f,f,f,5,0,614,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,Low,Individual-focused,0.0,"{""mot:Enskild motion""}",2016-09-30,2016-10-05
0596987397601,Åke,Sundqvist,M,1931,MAN,1995-12-19,1998-10-05,2961,1021,1940,0,0,f,3,0,0,f,0,f,0,0,0,0,2,0,0,0,f,f,f,f,2,0,1940,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inactive,None,0,,,
0286353661902,Peter Weibull,Bernström,M,1946,MAN,1994-10-03,1998-10-05,4371,1463,2908,0,0,f,3,0,0,f,0,f,0,0,0,0,2,0,0,0,f,f,f,f,2,0,2908,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inactive,None,0,,,
0585684563812,Andreas,Norlén,M,1973,MAN,2006-10-02,2026-09-21,17873,4262,6406,0,0,t,19,2,2654,t,0,f,0,0,0,1,6,0,2,0,f,f,f,f,2,0,2055,1,0,1448,1,0,0,0,2,0,0,0,0,0,0,0,281,15,205,30,31,0,0,11,25.5,Very High,Individual-focused,11.0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",2006-10-31,2018-04-25
0472335069513,Eva,Bengtson,M,1951,KVINNA,2006-10-02,2023-03-22,13048,2919,7175,0,0,f,14,0,0,f,0,f,0,0,0,0,10,0,0,0,f,f,f,f,5,0,4274,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,60,0,60,0,0,0,0,7,8.6,Medium,Individual-focused,0.0,"{""mot:Enskild motion""}",2006-11-01,2014-02-10
0835507837915,LiseLotte,Olsson,V,1954,KVINNA,2006-10-02,2010-10-04,4373,1463,2910,0,0,f,3,0,0,f,0,f,0,0,0,0,2,0,0,0,f,f,f,f,2,0,2910,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,250,11,8,221,10,0,0,5,50.0,Very High,Party-focused,4.0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",2006-10-31,2012-01-11
0747244983307,Anna,Corshammar-Bojerud,C,1947,KVINNA,1991-09-30,1998-10-05,1113,739,374,0,0,f,11,0,0,f,0,f,0,0,0,0,6,0,0,0,f,f,f,f,6,0,374,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inactive,None,0,,,
0381231495405,Leif,Björnlod,MP,1939,MAN,2002-09-30,2006-10-02,7301,1463,5838,0,0,f,6,0,0,f,0,f,0,0,0,0,5,0,0,0,f,f,f,f,4,0,4383,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,128,44,53,28,3,0,0,3,42.7,High,Individual-focused,2.3,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",2002-10-23,2006-04-18
