person_id,first_name,last_name,party,born_year,gender,status,election_region,total_votes,yes_percentage,no_percentage,absence_rate,rebel_rate,success_rate,voting_days,first_vote_date,last_vote_date,voting_participation_rate,loyalty_rate,voting_consistency_score,analysis_comment
50e201e9-75b0-4d9e-98a1-e8aef36b6776,Maria,Lagergren,S,1919,KVINNA,Inga uppdrag,Östergötlands län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0718034011110,Jessika,Roswall,M,1972,KVINNA,Avgången riksdagsledamot,Uppsala län,1971850,55.19,16.34,23.11,0.02,58.92,13,2010-01-01,2022-01-01,76.89,99.98,58.91,Generally aligned
0449003924218,Kalle,Larsson,V,1969,MAN,Tidigare riksdagsledamot,Stockholms kommun,1106330,56.43,22.38,17.26,0.10,41.86,9,2002-01-01,2010-01-01,82.74,99.90,41.82,Generally aligned
294c27ba-93d1-438d-8496-0b5d0fab2e59,Gösta,Sterne,L,1912,MAN,Inga uppdrag,Jönköpings län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0195228370311,Andreas,Carlgren,C,1958,MAN,Tidigare riksdagsledamot,Stockholms kommun,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0306428620407,Gunhild,Bolander,C,1932,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0121939297619,Jamal,El-Haj,-,1960,MAN,Tjänstgörande riksdagsledamot,Malmö kommun,1555842,51.33,15.07,26.73,1.77,59.51,11,2016-01-01,2026-01-01,73.27,98.23,58.46,Frequently absent
0132818093422,Rickard,Nordin,C,1983,MAN,Tjänstgörande riksdagsledamot,Göteborgs kommun,2190324,55.27,15.94,22.54,0.08,51.64,16,2011-01-01,2026-01-01,77.46,99.92,51.60,Generally aligned
0231923542904,Per,Sundgren,V,1944,MAN,Tidigare ersättare,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0327449447106,Inger,Koch,M,1934,KVINNA,Avliden  2021-12-06,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0439752610809,Lena,Hjelm-Wallén,S,1943,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
041911485722,Magdalena,Thuresson,M,1990,KVINNA,Tjänstgörande riksdagsledamot,Stockholms län,684040,40.64,11.63,42.01,0.00,46.84,9,2018-01-01,2026-01-01,57.99,100.00,46.84,Frequently absent
6dd4e2ff-f0c4-40ef-9b30-8d6832606aca,Ingrid,Andersson,M,1920,KVINNA,Inga uppdrag,Kalmar län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0405574090504,Per-Ola,Eriksson,C,1946,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0393332254704,Inga,Berggren,M,1941,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
037508021018,Torbjörn,Björlund,V,1957,MAN,Tidigare riksdagsledamot,Östergötlands län,1167754,59.58,22.49,14.17,0.27,21.28,10,2006-01-01,2015-01-01,85.83,99.73,21.22,Generally aligned
0632149550015,Lars-Olof,Karlsson,S,1959,MAN,Tidigare ersättare,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
037781229619,Staffan,Eklöf,SD,1965,MAN,Tjänstgörande riksdagsledamot,Jönköpings län,1179620,47.79,14.39,30.76,0.00,44.23,9,2018-01-01,2026-01-01,69.24,100.00,44.23,Frequently absent
0552248175312,Berit,Högman,S,1958,KVINNA,Tidigare riksdagsledamot,Värmlands län,2238835,60.17,20.53,14.86,0.05,60.08,17,2002-01-01,2018-01-01,85.14,99.95,60.05,Generally aligned
0767167947420,Erik,Slottner,KD,1980,MAN,Civilminister,Stockholms kommun,154258,61.67,16.37,15.34,0.23,44.57,1,2018-01-01,2018-01-01,84.66,99.77,44.47,Generally aligned
039371311407,Marianne,Watz,M,1940,KVINNA,Tidigare ersättare,Stockholms kommun,452304,53.16,26.81,17.56,0.00,99.46,5,2006-01-01,2010-01-01,82.44,100.00,99.46,Often on winning side
80053fe4-521e-496d-8e5b-4993f1bbed85,Kerstin,Jordan,S,1931,KVINNA,Inga uppdrag,Stockholms län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0714579775816,Ewa,Thalén Finné,M,1959,KVINNA,Tidigare riksdagsledamot,Skåne läns södra,2024898,60.09,20.67,14.80,0.03,74.65,15,2004-01-01,2018-01-01,85.20,99.97,74.63,Often on winning side
0647201845206,Lars,Biörck,M,1939,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
7820bd49-2371-4c37-8b2c-9c9d3638fa91,Gunnar,Helén,L,1918,MAN,Inga uppdrag,Stockholms kommun,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0110842257006,Bengt,Kronblad,S,1942,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0815435847817,Lars-Erik,Lövdén,S,1950,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0814703093208,Lennart,Holmsten,S,1945,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0644591005314,Crister,Spets,SD,1964,MAN,Tillgänglig ersättare,Västra Götalands läns södra,228595,63.29,17.46,13.44,0.15,51.15,4,2015-01-01,2018-01-01,86.56,99.85,51.07,Generally aligned
35de6160-e596-42c8-9141-0800cd0d707e,Börje,Runesson,S,1943,MAN,Inga uppdrag,Östergötlands län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0557059020608,Stina,Gustavsson,C,1935,KVINNA,Avliden  2018-02-25,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0918472842401,Marita,Bengtsson,S,1943,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0741187745315,Britta,Rådström,S,1954,KVINNA,Avliden  2015-07-28,Västerbottens län,1104585,56.42,22.38,17.27,0.00,63.70,9,2002-01-01,2010-01-01,82.73,100.00,63.70,Generally aligned
0223069839622,Robert,Hannah,L,1985,MAN,Avgången riksdagsledamot,Göteborgs kommun,1541882,52.29,15.00,26.80,0.07,52.96,12,2014-01-01,2025-01-01,73.20,99.93,52.92,Frequently absent
0568736532719,RosMarie,Jönsson Neckö,S,1952,KVINNA,Tidigare riksdagsledamot,Kronobergs län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0732945766402,Olle,Westberg,S,1926,MAN,Avliden  2013-05-14,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0157844699102,Mona,Nyberg,S,1948,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
046703152205,Kent,Olsson,M,1944,MAN,Tidigare riksdagsledamot,Västra Götalands läns västra,1106330,56.43,22.38,17.26,0.19,35.65,9,2002-01-01,2010-01-01,82.74,99.81,35.58,Generally aligned
9908b721-2555-4af5-8c8e-d905a059286b,Gudmund,Ernulf,L,1914,MAN,Inga uppdrag,Älvsborgs läns södr,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0327372175911,Fredrik,Ahlstedt,M,1968,MAN,Tjänstgörande riksdagsledamot,Uppsala län,451606,59.15,17.20,14.54,0.00,92.19,5,2022-01-01,2026-01-01,85.46,100.00,92.19,Often on winning side
0615371546701,Leif,Blomberg,S,1941,MAN,Tidigare statsråd,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0796312429425,Viktor,Wärnick,M,1991,MAN,Tjänstgörande riksdagsledamot,Gävleborgs län,1179620,47.79,14.39,30.76,0.00,51.80,9,2018-01-01,2026-01-01,69.24,100.00,51.80,Frequently absent
0992604658114,Cecilia,Wigström,FP,1971,KVINNA,Tidigare riksdagsledamot,Göteborgs kommun,1084343,56.43,22.39,17.27,0.07,47.28,9,2002-01-01,2010-01-01,82.73,99.93,47.25,Generally aligned
0447461551212,Per,Svedberg,S,1965,MAN,Tidigare riksdagsledamot,Gävleborgs län,1082947,59.12,22.90,14.27,0.03,34.19,9,2006-01-01,2014-01-01,85.73,99.97,34.18,Generally aligned
0713431429202,Sten,Söderberg,-,1941,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0671881934227,Johan,Nissinen,SD,1989,MAN,Tidigare riksdagsledamot,Jönköpings län,613193,63.91,16.86,13.59,0.23,40.24,5,2014-01-01,2018-01-01,86.41,99.77,40.15,Generally aligned
0871764071911,Nina,Kain,SD,1973,KVINNA,Tidigare riksdagsledamot,Västra Götalands läns södra,613193,63.91,16.86,13.59,0.06,8.71,5,2014-01-01,2018-01-01,86.41,99.94,8.70,Generally aligned
0554072553108,Bo,Holmberg,S,1942,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0846171262302,Kjell,Eldensjö,KD,1941,MAN,Tidigare riksdagsledamot,Södermanlands län,418102,52.84,27.07,17.57,0.00,95.91,5,2006-01-01,2010-01-01,82.43,100.00,95.91,Often on winning side
0705556766027,Karla,López,MP,1977,KVINNA,Tidigare riksdagsledamot,Göteborgs kommun,98069,56.52,22.96,17.66,0.71,24.91,2,2006-01-01,2007-01-01,82.34,99.29,24.73,Generally aligned
0731809135516,Carina,Adolfsson Elgestam,S,1959,KVINNA,Tidigare riksdagsledamot,Kronobergs län,1736973,58.96,21.55,15.31,0.06,49.49,13,2002-01-01,2014-01-01,84.69,99.94,49.46,Generally aligned
0612453628106,Christer,Windén,NYD,1944,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
033722755191,Ingemund,Bengtsson,S,1919,MAN,Avliden  2000-04-13,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0483338990013,Roland,Gustbée,M,1958,MAN,Tidigare ersättare,Kronobergs län,35249,62.23,17.43,12.72,0.00,54.45,2,2016-01-01,2017-01-01,87.28,100.00,54.45,Generally aligned
a72fa07a-8a59-41e8-9588-a52172f090da,Einar,Larsson,C,1925,MAN,Inga uppdrag,Kristianstads län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0685433188501,Ulla,Bouvin,MP,1946,KVINNA,Status saknas,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0898090064906,Sven-Erik,Alkemark,S,1937,MAN,Avliden  1990-02-16,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0869873635602,Anna,Lindgren,M,1946,KVINNA,Tidigare riksdagsledamot,Östergötlands län,654026,58.70,19.31,17.05,0.05,45.14,5,2002-01-01,2006-01-01,82.95,99.95,45.12,Generally aligned
0879782396219,Olle,Thorell,S,1967,MAN,Tjänstgörande riksdagsledamot,Västmanlands län,2801772,55.29,18.13,21.10,0.06,46.10,21,2006-01-01,2026-01-01,78.90,99.94,46.07,Generally aligned
0969167775028,Msciwoj,Swigon,SD,1979,MAN,Avgången riksdagsledamot,Stockholms län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0836001490919,Ulrika,Heie,C,1965,KVINNA,Tjänstgörande riksdagsledamot,Västra Götalands läns östra,2875760,55.49,18.12,20.89,0.01,57.34,21,2006-01-01,2026-01-01,79.11,99.99,57.33,Generally aligned
4f307193-53c4-4b13-a395-e4f3086ce0d0,Arne,Fransson,C,1938,MAN,Inga uppdrag,Jönköpings län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0272604986201,Claes-Göran,Brandin,S,1948,MAN,Tidigare riksdagsledamot,Göteborgs kommun,1106330,56.43,22.38,17.26,0.38,54.76,9,2002-01-01,2010-01-01,82.74,99.62,54.55,Generally aligned
0892978334516,Michael,Anefur,KD,1957,MAN,Tillgänglig ersättare,Skåne läns södra,729061,45.13,16.43,32.91,0.00,42.08,7,2009-01-01,2022-01-01,67.09,100.00,42.08,Frequently absent
f1cfa7ca-a2ec-4be7-ab39-88d9c3d515ad,Rune B,Johansson,S,1915,MAN,Inga uppdrag,Kronobergs län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0766285636614,Kjell,Nordström,S,1949,MAN,Tidigare riksdagsledamot,Västra Götalands läns östra,654026,58.70,19.31,17.05,0.05,81.27,5,2002-01-01,2006-01-01,82.95,99.95,81.23,Often on winning side
0248883870202,Göran,Montan,M,1946,MAN,Avliden  2023-06-09,Skåne läns norra och östra,1082947,59.12,22.90,14.27,0.00,89.14,9,2006-01-01,2014-01-01,85.73,100.00,89.14,Often on winning side
c29a17cc-f0df-47d3-b0c4-741040bb17bf,Erik,Grebäck,C,1905,MAN,Inga uppdrag,Stockholms län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0323000187920,Solange,Olame Bayibsa,S,1987,KVINNA,Tillgänglig ersättare,Stockholms län,195789,13.77,4.68,79.84,0.00,22.11,2,2020-01-01,2021-01-01,20.16,100.00,22.11,Frequently absent
0556755096938,Axel,Hallberg,MP,1999,MAN,Tidigare ersättare,Skåne läns södra,174849,56.27,18.97,16.36,0.00,69.07,2,2021-01-01,2022-01-01,83.64,100.00,69.07,Generally aligned
0998279389622,Karin,Ernlund,C,1985,KVINNA,"","",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0170700930812,Joe,Frans,S,1963,MAN,Tidigare riksdagsledamot,Stockholms kommun,654026,58.70,19.31,17.05,0.05,85.59,5,2002-01-01,2006-01-01,82.95,99.95,85.55,Often on winning side
0926477102420,Cecilia,Rönn,L,1980,KVINNA,Tjänstgörande riksdagsledamot,Hallands län,451606,59.15,17.20,14.54,0.00,87.71,5,2022-01-01,2026-01-01,85.46,100.00,87.71,Often on winning side
0218878014918,Stefan,Löfven,S,1957,MAN,Tidigare riksdagsledamot,Västernorrlands län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
7e08f906-f4f2-4d6a-9b15-47e8e1b46f5a,Valfrid,Wikner,S,1911,MAN,Inga uppdrag,Jämtlands län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0860699089813,Jeannette,Escanilla,V,1961,KVINNA,Tidigare riksdagsledamot,Uppsala län,25826,65.29,16.93,12.47,0.00,72.97,1,2018-01-01,2018-01-01,87.53,100.00,72.97,Often on winning side
0689360934600,Sven,Britton,S,1938,MAN,Tidigare ersättare,Stockholms kommun,39786,65.58,18.80,9.85,0.00,50.00,1,2012-01-01,2012-01-01,90.15,100.00,50.00,Generally aligned
0257612529618,Kenneth G,Forslund,S,1967,MAN,Förste vice talman (tjänstgörande riksdagsledamot),Västra Götalands läns västra,3529786,56.09,18.34,20.18,0.17,54.45,25,2002-01-01,2026-01-01,79.82,99.83,54.36,Generally aligned
080652068106,Leo,Persson,S,1942,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0258169509601,Bengt,Rosén,L,1936,MAN,Avliden  2017-05-03,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0687163544710,Sofia,Modigh,KD,1970,KVINNA,Tidigare ersättare,Stockholms kommun,80968,62.57,17.14,14.56,0.00,62.50,1,2017-01-01,2017-01-01,85.44,100.00,62.50,Generally aligned
0637028706011,Bodil,Ceballos,MP,1958,KVINNA,Tidigare riksdagsledamot,Gävleborgs län,1073175,59.08,22.90,14.32,0.23,29.92,9,2006-01-01,2014-01-01,85.68,99.77,29.85,Generally aligned
3dd930e7-189a-4238-a339-512d343b43bc,Arne,Pettersson,S,1918,MAN,Inga uppdrag,"Fyrstadskretsen 1971-1979/80
(9.1.1980) (Ledamot",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0111697351426,Louise,Eklund,L,1979,KVINNA,Tjänstgörande riksdagsledamot,Malmö kommun,451606,59.15,17.20,14.54,0.08,89.72,5,2022-01-01,2026-01-01,85.46,99.92,89.65,Often on winning side
0943925396910,Hugo,Andersson,C,1950,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0668060748617,Stefan,Käll,L,1962,MAN,Avliden  2023-01-13,Södermanlands län,331201,64.27,18.91,11.91,0.00,94.95,3,2012-01-01,2014-01-01,88.09,100.00,94.95,Often on winning side
0859909330720,Sanna,Backeskog,S,1985,KVINNA,Tjänstgörande riksdagsledamot,Gävleborgs län,451606,59.15,17.20,14.54,0.00,44.51,5,2022-01-01,2026-01-01,85.46,100.00,44.51,Generally aligned
0437269990517,Anna,Steele,FP,1959,KVINNA,Tidigare ersättare,Stockholms län,630643,63.39,20.10,11.90,0.00,89.93,5,2010-01-01,2014-01-01,88.10,100.00,89.93,Often on winning side
0864542495614,Sten,Tolgfors,M,1966,MAN,Tidigare riksdagsledamot,Örebro län,772337,59.66,19.23,16.14,0.00,43.06,7,2002-01-01,2013-01-01,83.86,100.00,43.06,Generally aligned
0316345926026,Gustaf,Hoffstedt,M,1974,MAN,Tidigare riksdagsledamot,Gotlands län,640415,63.40,20.05,11.91,0.00,96.40,6,2010-01-01,2015-01-01,88.09,100.00,96.40,Often on winning side
0338278373318,Dan,Kihlström,KD,1957,MAN,Tidigare riksdagsledamot,Värmlands län,1106330,56.43,22.38,17.26,0.13,58.55,9,2002-01-01,2010-01-01,82.74,99.87,58.47,Generally aligned
0778276090510,Peter,Kling,NYD,1953,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
3952299a-9561-48bd-b9f0-4363649b3004,Sten,Sjöholm,L,1917,MAN,Inga uppdrag,"Fyrstadskretsen 1971--1975/76
(LAK för Malmö, He",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
f1c5bb03-6ef1-4721-b366-8f1a37583aa8,Bengt,Bengtsson,C,1920,MAN,Inga uppdrag,Göteborgs kommun,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0185680273604,Åke,Bergbäck,FP,1937,MAN,Tidigare ersättare,Norrbottens län,16403,56.26,18.65,19.25,0.00,38.30,1,2005-01-01,2005-01-01,80.75,100.00,38.30,Generally aligned
0780069612618,Göran,S Persson,S,1960,MAN,Tidigare riksdagsledamot,Skåne läns norra och östra,1106330,56.43,22.38,17.26,0.03,66.15,9,2002-01-01,2010-01-01,82.74,99.97,66.13,Generally aligned
0388994689418,Malin,Östh,V,1972,KVINNA,Tjänstgörande riksdagsledamot,Östergötlands län,186366,58.51,17.19,14.68,0.00,36.70,3,2024-01-01,2026-01-01,85.32,100.00,36.70,Generally aligned
0531431759204,Anders,Svärd,C,1939,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
7a8563ee-104e-4518-a921-ec17c3a442e0,Henry,Berndtsson,L,1905,MAN,Inga uppdrag,Bohuslän,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
a35d6a1c-6e6e-43ff-a34f-7c969dbaf31a,Ingemar,Leander,S,1929,MAN,Inga uppdrag,Östergötlands län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0977860675311,Gunilla,Carlsson,M,1963,KVINNA,Tidigare riksdagsledamot,Östergötlands län,654026,58.70,19.31,17.05,0.59,26.04,5,2002-01-01,2006-01-01,82.95,99.41,25.89,Generally aligned
0643205912808,Börje,Stensson,FP,1925,MAN,Avliden  2013-04-14,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
094134653807,Lars,Svensk,KD,1947,MAN,Tidigare riksdagsledamot,Uppsala län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0600369882602,Ulf,Lönnqvist,S,1936,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0474619812103,Laila,Strid-Jansson,NYD,1936,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0525562399327,Caroline,Högström,M,1991,KVINNA,Tjänstgörande riksdagsledamot,Västmanlands län,366101,59.26,17.30,14.55,0.00,84.56,5,2022-01-01,2026-01-01,85.45,100.00,84.56,Often on winning side
0148994807513,David,Lega,KD,1973,MAN,Tidigare europaparlamentariker,Göteborgs kommun,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0551169456620,Gabriel,Wikström,S,1985,MAN,Tidigare riksdagsledamot,Västmanlands län,8027,59.10,17.58,16.64,0.00,0.00,1,2018-01-01,2018-01-01,83.36,100.00,0.00,Generally aligned
0957300271615,Loui,Bernal,MP,1961,MAN,Status saknas,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0810201628512,Ann-Charlotte,Hammar Johnsson,M,1966,KVINNA,Tjänstgörande riksdagsledamot,Skåne läns västra,2875760,55.49,18.12,20.89,0.01,68.41,21,2006-01-01,2026-01-01,79.11,99.99,68.40,Generally aligned
0247000811207,Sten,Svensson,M,1937,MAN,Avliden  2023-02-11,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0412502344925,Ida,Ekeroth Clausson,S,1991,KVINNA,Tjänstgörande riksdagsledamot,Västra Götalands läns östra,347953,60.23,17.26,14.36,0.00,49.45,6,2015-01-01,2026-01-01,85.64,100.00,49.45,Generally aligned
037561614928,Lawen,Redar,S,1989,KVINNA,Tjänstgörande riksdagsledamot,Stockholms kommun,1792813,53.30,15.23,24.89,0.17,62.97,13,2014-01-01,2026-01-01,75.11,99.83,62.86,Generally aligned
0229002789006,Reynoldh,Furustrand,S,1942,MAN,Tidigare riksdagsledamot,Södermanlands län,654026,58.70,19.31,17.05,0.00,72.20,5,2002-01-01,2006-01-01,82.95,100.00,72.20,Often on winning side
0731442709013,Christer,Nylander,L,1968,MAN,Tidigare riksdagsledamot,Skåne läns norra och östra,3078180,55.64,18.51,21.01,0.02,62.18,21,2002-01-01,2022-01-01,78.99,99.98,62.17,Generally aligned
0598571445305,Jan,Fransson,S,1939,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0125847791412,Dan,Eriksson,NYD,1956,MAN,Avliden  2024-12-01,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0313166627901,Margareta,Gard,M,1928,KVINNA,Avliden  2022-12-25,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0746759738009,Lena,Boström,S,1935,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0534948028412,Magnus,Sjödahl,KD,1958,MAN,Tidigare riksdagsledamot,Skåne läns södra,281294,64.20,18.90,12.18,0.12,97.77,2,2013-01-01,2014-01-01,87.82,99.88,97.65,Often on winning side
0596495003124,Max,Elger,S,1973,MAN,Tidigare statsråd,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0962854674801,Gudrun,Lindvall,MP,1948,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0825004049003,Göran,Persson,S,1949,MAN,Tidigare riksdagsledamot,Södermanlands län,69451,57.44,22.81,17.01,0.00,0.00,2,2006-01-01,2007-01-01,82.99,100.00,0.00,Generally aligned
9c287526-30e3-46dc-9eb7-3cc2280a4ad2,Anders,Gernandt,C,1916,MAN,Inga uppdrag,Västmanlands län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0222691314314,Ulf,Kristersson,M,1963,MAN,Statsminister,Södermanlands län,1341207,51.33,14.57,28.38,0.03,21.00,9,2014-01-01,2022-01-01,71.62,99.97,20.99,Frequently absent
0489591175704,Ingemar,Josefsson,S,1939,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0664751846104,Göte,Jonsson,M,1939,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
8e60e813-e2f0-47f2-a115-45a68bb53d6c,Axel,Kristiansson,C,1914,MAN,Inga uppdrag,Hallands län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0397377293714,Göran,Lindell,C,1954,MAN,Tidigare ersättare,Jönköpings län,679503,56.91,16.86,21.42,0.00,65.74,8,2011-01-01,2020-01-01,78.58,100.00,65.74,Generally aligned
0156574552406,Eva,Eriksson,FP,1947,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0117613859601,Erling,Bager,L,1946,MAN,Tidigare riksdagsledamot,Göteborgs kommun,654026,58.70,19.31,17.05,0.96,34.47,5,2002-01-01,2006-01-01,82.95,99.04,34.14,Generally aligned
0112806493429,Fredrik,Saweståhl,M,1977,MAN,Tillgänglig ersättare,Stockholms län,210098,58.49,17.40,14.48,0.00,94.02,3,2023-01-01,2025-01-01,85.52,100.00,94.02,Often on winning side
0160374603998,Sten,Andersson,S,1923,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0667054859301,Alf,Eriksson,S,1948,MAN,Tidigare riksdagsledamot,Hallands län,1106330,56.43,22.38,17.26,0.13,61.83,9,2002-01-01,2010-01-01,82.74,99.87,61.75,Generally aligned
0834369509410,Ulf,Grape,M,1960,MAN,Tidigare riksdagsledamot,Västerbottens län,233830,51.29,29.13,17.48,0.00,92.83,3,2008-01-01,2010-01-01,82.52,100.00,92.83,Often on winning side
0435740736429,Hampus,Hagman,KD,1987,MAN,Tidigare riksdagsledamot,Göteborgs kommun,728014,40.74,12.65,40.83,0.00,36.72,5,2018-01-01,2022-01-01,59.17,100.00,36.72,Frequently absent
0275884973900,Monica,Andersson,S,1948,KVINNA,Tillgänglig ersättare,Stockholms län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
9fd8b14b-ac57-4582-8d0d-29caa1006ec1,Bengt,Wiklund,S,1919,MAN,Inga uppdrag,Västernorrlands län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0354810740804,Carl Erik,Hedlund,M,1936,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
7780cfc8-f441-4253-bee8-481e1c3f7c2f,Astrid,Bergegren,S,1909,KVINNA,Inga uppdrag,Östergötlands län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0199679103214,Cecilia,Stegö Chilò,M,1959,KVINNA,Tidigare kulturminister,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0972914963202,Björn,Kaaling,S,1948,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0904448094023,Linus,Lakso,MP,1983,MAN,Tjänstgörande riksdagsledamot,Södermanlands län,321429,58.63,17.30,14.74,0.00,29.75,5,2022-01-01,2026-01-01,85.26,100.00,29.75,Generally aligned
1c1359fd-9a7c-4431-86e0-c83c523e74e6,Erik,Larsson,C,1918,MAN,Inga uppdrag,Örebro län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0702674089702,Carl-Axel,Roslund,M,1948,MAN,Tidigare riksdagsledamot,Malmö kommun,654026,58.70,19.31,17.05,0.27,42.74,5,2002-01-01,2006-01-01,82.95,99.73,42.62,Generally aligned
0272248812808,Ian,Wachtmeister,NYD,1932,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
a5a29b08-c9a9-4141-a131-2da5bf1a9c38,Otto,Stadling,S,1909,MAN,Inga uppdrag,Västernorrlands län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0188653245302,Bengt,Berg,V,1946,MAN,Tidigare riksdagsledamot,Värmlands län,630643,63.39,20.10,11.90,0.33,26.01,5,2010-01-01,2014-01-01,88.10,99.67,25.92,Generally aligned
