hjid,country_id,country_value,data_value,indicator_id,indicator_value,year_date,data__data_element_hjid
2758992,FI,Finland,"",SM.POP.FDIP,Forcibly displaced people,1966,
2873128,US,United States,"",DT.DOD.MIBR.CD,"PPG, IBRD (DOD, current US$)",1981,
2808545,FI,Finland,"",EG.USE.COMM.CL.ZS,Alternative and nuclear energy (% of total energy use),1983,
2396079,SE,Sweden,282906290562.15,NE.CON.TOTL.CD,Final consumption expenditure (current US$),2005,
3025133,NO,Norway,100,CC.PER.RNK.UPPER,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",2018,
2862351,US,United States,"",DT.NFL.BLAT.CD,"Net financial flows, bilateral (NFL, current US$)",1999,
2610631,GB,United Kingdom,1.29166666666667,FR.INR.LNDP,"Interest rate spread (lending rate minus deposit rate, %)",1967,
2411860,SE,Sweden,5.652217440255,SP.POP.6569.MA.5Y,"Population ages 65-69, male (% of male population)",2010,
2793974,US,United States,"",SE.PRM.TCHR.FE.ZS,"Primary education, teachers (% female)",1990,
2932068,FI,Finland,"",NV.AGR.EMPL.KD,"Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)",1961,
3007373,NO,Norway,0.193470524060528,AG.LND.ARBL.HA.PC,Arable land (hectares per person),2002,
3025093,NO,Norway,1833060337043.75,NY.GDY.TOTL.KN,Gross domestic income (constant LCU),1993,
2981426,GB,United Kingdom,5.94039707065148,GC.TAX.OTHR.RV.ZS,Other taxes (% of revenue),2017,
2613678,DK,Denmark,"",EG.USE.CRNW.ZS,Combustible renewables and waste (% of total energy),1969,
2568458,FI,Finland,144.226,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2009,
2608579,GB,United Kingdom,"",SH.VAC.TTNS.ZS,Newborns protected against tetanus (%),1975,
2506336,SE,Sweden,"",IP.JRN.ARTC.SC,Scientific and technical journal articles,1980,
2535519,FI,Finland,"",DT.ODA.ODAT.GN.ZS,Net ODA received (% of GNI),2011,
2746579,NO,Norway,139978086917.183,NY.GDP.FCST.CD,Gross value added at basic prices (GVA) (current US$),1997,
2457189,SE,Sweden,724,SH.DTH.MORT,Number of under-five deaths,1983,
2633396,FI,Finland,89.2142,GF.XPD.BUDG.ZS,Primary government expenditures as a proportion of original approved budget (%),2022,
2826814,US,United States,"",NV.IND.MANF.KN,"Manufacturing, value added (constant LCU)",2021,
2909806,GB,United Kingdom,"",NY.GNP.MKTP.CN.AD,GNI: linked series (current LCU),1981,
2867858,US,United States,"",NV.AGR.TOTL.KD,"Agriculture, forestry, and fishing, value added (constant 2015 US$)",1971,
2672537,DK,Denmark,"",DT.DOD.PVLX.CD,Present value of external debt (current US$),1976,
2749352,NO,Norway,"",SI.POV.SOPO,Poverty headcount ratio at societal poverty line (% of population),1968,
2813058,FI,Finland,5.13707088169919,NE.CON.PRVT.KD.ZG,Households and NPISHs Final consumption expenditure (annual % growth),1982,
3005863,NO,Norway,35697046306.5186,NY.ADJ.SVNX.CD,"Adjusted net savings, excluding particulate emission damage (current US$)",2003,
2723956,FI,Finland,"",NE.GDI.TOTL.KD.ZG,Gross capital formation (annual % growth),1961,
2396456,NO,Norway,"",SH.STA.AIRP.MA.P5,"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",2017,
2328056,NO,Norway,7.63550897573242,SP.POP.1014.FE.5Y,"Population ages 10-14, female (% of female population)",1971,
1031626,DK,Denmark,"",HD_HCIP_OVRL_FE,"Human capital index plus (HCI+): overall score, female (scale 0–325)",1981,
2656401,NO,Norway,667.79586091823,SH.XPD.OOPC.PP.CD,"Out-of-pocket expenditure per capita, PPP (current international $)",2005,
2823233,GB,United Kingdom,15.485,SL.UEM.NEET.MA.ZS,"Share of youth not in education, employment or training, male (% of male youth population)",2012,
2623857,GB,United Kingdom,158.972569875821,GC.DOD.TOTL.GD.ZS,"Central government debt, total (% of GDP)",2019,
2539060,FI,Finland,"",DT.NFL.IAEA.CD,"Net official flows from UN agencies, IAEA (current US$)",1990,
2543544,DK,Denmark,1.1,SL.UEM.TOTL.MA.NE.ZS,"Unemployment, male (% of male labor force) (national estimate)",1973,
2476284,SE,Sweden,6.84623022585183,NV.IND.TOTL.KD.ZG,"Industry (including construction), value added (annual % growth)",2021,
2549634,GB,United Kingdom,2135173000000,NE.CON.TOTL.CN,Final consumption expenditure (current LCU),2022,
2378036,NO,Norway,18095.7389698741,NE.CON.PRVT.PC.KD,Households and NPISHs Final consumption expenditure per capita (constant 2015 US$),1991,
2813548,US,United States,77.2946853637695,VA.PER.RNK,Voice and Accountability: Percentile Rank,2019,
2979941,GB,United Kingdom,19.1230006038524,SP.POP.0014.FE.ZS,"Population ages 0-14, female (% of female population)",1982,
2768942,DK,Denmark,"",SL.TLF.0714.SW.FE.TM,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",2006,
2346030,US,United States,"",DC.DAC.GBRL.CD,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",1985,
2843558,GB,United Kingdom,"",IC.BRE.US.OS,B-READY: Utility Services: Overall Score,1987,
2436092,NO,Norway,"",BX.GSR.INSF.ZS,"Insurance and financial services (% of service exports, BoP)",2015,
2425466,NO,Norway,38.3865932127508,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),1999,
2790848,GB,United Kingdom,"",SL.TLF.0714.SW.FE.ZS,"Children in employment, study and work, female (% of female children in employment, ages 7-14)",2016,
2390371,US,United States,"",SE.PRM.OENR.MA.ZS,"Over-age students, primary, male (% of male enrollment)",2018,
2749123,GB,United Kingdom,12.293,SL.UEM.1524.ZS,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",1999,
2351949,US,United States,98.0952377319336,RQ.PER.RNK.UPPER,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",2021,
2422136,SE,Sweden,12.8,SH.ANM.NPRG.ZS,Prevalence of anemia among non-pregnant women (% of women ages 15-49),2013,
2970673,GB,United Kingdom,"",IQ.CPA.IRAI.XQ,IDA resource allocation index (1=low to 6=high),1984,
2583068,SE,Sweden,"",IQ.CPA.PRES.XQ,CPIA equity of public resource use rating (1=low to 6=high),1993,
2360401,FI,Finland,"",SE.PRM.TCAQ.ZS,Trained teachers in primary education (% of total teachers),1995,
2829342,NO,Norway,"",FR.INR.LEND,Lending interest rate (%),1994,
2488715,SE,Sweden,"",DT.NFL.PRVT.CD,"PPG, private creditors (NFL, US$)",1962,
2806264,GB,United Kingdom,6.5,SL.UEM.TOTL.MA.NE.ZS,"Unemployment, male (% of male labor force) (national estimate)",1979,
2801303,US,United States,866.552,EN.GHG.CH4.MT.CE.AR5,Methane (CH4) emissions (total) excluding LULUCF (Mt CO2e),2019,
2658361,NO,Norway,1.7992555674721,BX.GSR.CCIS.ZS,"ICT service exports (% of service exports, BoP)",1992,
2403022,SE,Sweden,0.1803,EN.GHG.N2O.BU.MT.CE.AR5,Nitrous oxide (N2O) emissions from Building (Energy) (Mt CO2e),1984,
2883772,US,United States,"",GE.PER.RNK,Government Effectiveness: Percentile Rank,1974,
2319005,SE,Sweden,"",SE.LPV.PRIM.FE,Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),1982,
2701083,DK,Denmark,66.8632848341853,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),1974,
2808062,GB,United Kingdom,"",DC.DAC.CANL.CD,"Net bilateral aid flows from DAC donors, Canada (current US$)",2007,
2641316,NO,Norway,0.51862882318582,VC.IHR.PSRC.MA.P5,"Intentional homicides, male (per 100,000 male)",2006,
2441190,NO,Norway,1792993,SP.POP.1564.MA.IN,"Population ages 15-64, male",2020,
2984952,GB,United Kingdom,"",SH.DYN.1014,"Probability of dying among adolescents ages 10-14 years (per 1,000)",1976,
2607675,DK,Denmark,"",FR.INR.LNDP,"Interest rate spread (lending rate minus deposit rate, %)",1988,
2973430,GB,United Kingdom,3.53339096338078,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1995,
2709618,DK,Denmark,"",SH.STA.AIRP.FE.P5,"Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)",2004,
2576582,US,United States,1,PA.NUS.FCRF,"Official exchange rate (LCU per US$, period average)",2024,
2677942,DK,Denmark,"",SP.REG.BRTH.UR.ZS,"Completeness of birth registration, urban (%)",2013,
2648650,NO,Norway,"",TM.VAL.SERV.CD.WT,Commercial service imports (current US$),1972,
2783421,GB,United Kingdom,397100,IS.AIR.DPRT,"Air transport, registered carrier departures worldwide",1975,
2783870,FI,Finland,"",SE.PRM.NINT.FE.ZS,"Net intake rate in grade 1, female (% of official school-age population)",2007,
2473937,SE,Sweden,"",SE.PRE.TCAQ.MA.ZS,"Trained teachers in preprimary education, male (% of male teachers)",2018,
2975681,GB,United Kingdom,"",SE.TER.TCHR.FE.ZS,"Tertiary education, academic staff (% female)",1961,
2818667,US,United States,11.4,SP.DYN.CBRT.IN,"Birth rate, crude (per 1,000 people)",2019,
2490522,GB,United Kingdom,"",SP.UWT.TFRT,Unmet need for contraception (% of married women ages 15-49),1962,
2752175,DK,Denmark,"",BM.GSR.ROYL.CD,"Charges for the use of intellectual property, payments (BoP, current US$)",1978,
2727361,FI,Finland,28.3697899057638,SP.POP.0014.TO.ZS,Population ages 0-14 (% of total population),1963,
3025391,NO,Norway,"",DC.DAC.HUNL.CD,"Net bilateral aid flows from DAC donors, Hungary (current US$)",2020,
2435482,NO,Norway,49.1288971298146,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",2022,
2659750,NO,Norway,"",PA.NUS.PPPC.RF,Price level ratio of PPP conversion factor (GDP) to market exchange rate,1966,
2426657,SE,Sweden,76299161848.1929,NV.IND.MANF.KD,"Manufacturing, value added (constant 2015 US$)",2007,
2603446,DK,Denmark,"",SE.SEC.ENRL.LO.TC.ZS,"Pupil-teacher ratio, lower secondary",2023,
2968281,GB,United Kingdom,"",RQ.PER.RNK.LOWER,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",1965,
2983128,GB,United Kingdom,"",SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1985,
3008083,NO,Norway,1.9,SH.DYN.2024,"Probability of dying among youth ages 20-24 years (per 1,000)",2015,
2366807,DK,Denmark,"",IQ.CPA.PRES.XQ,CPIA equity of public resource use rating (1=low to 6=high),1969,
2782699,NO,Norway,387990,SE.SEC.ENRL,"Secondary education, pupils",1986,
2660581,DK,Denmark,245115790000,NV.IND.MANF.KN,"Manufacturing, value added (constant LCU)",2006,
3005871,NO,Norway,19071206525.1467,NY.ADJ.SVNX.CD,"Adjusted net savings, excluding particulate emission damage (current US$)",1995,
2372829,FI,Finland,"",LP.LPI.TIME.XQ,Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high),1973,
2607253,DK,Denmark,"",FX.OWN.TOTL.PL.ZS,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",1988,
2495440,SE,Sweden,765554,SP.POP.65UP.FE.IN,"Population ages 65 and above, female",1980,
2525748,SE,Sweden,2.94100999832153,SE.SEC.PRIV.ZS,"School enrollment, secondary, private (% of total secondary)",2001,
2646505,DK,Denmark,0.459098841781269,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP),2018,
2382719,US,United States,"",BX.GSR.TOTL.CD,"Exports of goods, services and primary income (BoP, current US$)",1961,
2632039,NO,Norway,-0.81589152493798,EG.ELC.RNWX.ZS,"Electricity production from renewable sources, excluding hydroelectric (% of total)",1997,
2507237,SE,Sweden,"",IC.CUS.DURS.IM,Average time to clear imports through customs (days),1993,
2715176,US,United States,53672805,SP.POP.1564.MA.IN,"Population ages 15-64, male",1961,
2856705,US,United States,"",SL.TLF.0714.WK.TM,"Average working hours of children, working only, ages 7-14 (hours per week)",1967,
2398168,SE,Sweden,"",GC.XPN.TRFT.ZS,Subsidies and other transfers (% of expense),1970,
2972422,GB,United Kingdom,"",ST.INT.XPND.MP.ZS,"International tourism, expenditures (% of total imports)",2002,
2971433,GB,United Kingdom,"",TX.MNF.TECH.ZS.UN,Medium and high-tech exports (% manufactured exports),1962,
2610496,FI,Finland,"",SL.EMP.VULN.ZS,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",2024,
2860131,GB,United Kingdom,7,VA.NO.SRC,Voice and Accountability: Number of Sources,1998,
2828589,GB,United Kingdom,"",DT.ODA.ODAT.KD,Net official development assistance received (constant 2023 US$),1962,
2681022,DK,Denmark,23.1119518555279,SP.POP.0014.TO.ZS,Population ages 0-14 (% of total population),1971,
2967190,FI,Finland,"",BN.GSR.MRCH.CD,"Net trade in goods (BoP, current US$)",1963,
2602394,DK,Denmark,99.20923,SE.PRM.GINT.ZS,"Gross intake ratio in first grade of primary education, total (% of relevant age group)",2010,
2647177,DK,Denmark,0.287534744912893,NY.ADJ.DRES.GN.ZS,Adjusted savings: natural resources depletion (% of GNI),2016,
2683434,DK,Denmark,0,SH.STA.ODFC.UR.ZS,"People practicing open defecation, urban (% of urban population)",2009,
2660778,NO,Norway,"",SP.DYN.CONU.ZS,"Contraceptive prevalence, any method (% of married women ages 15-49)",2019,
2864664,US,United States,"",SH.STA.STNT.ME.FE.ZS,"Prevalence of stunting, height for age, female (modeled estimate, % of children under 5)",1985,
2883196,US,United States,319.877794929994,CM.MKT.TRAD.GD.ZS,"Stocks traded, total value (% of GDP)",2008,
2791543,FI,Finland,"",IC.FRM.CDP.ZS,Firms that use a third party to resolve commercial disputes (% of firms),1979,
2780887,DK,Denmark,362568099705.264,NY.GNP.MKTP.PP.CD,"GNI, PPP (current international $)",2019,
2499753,FI,Finland,0,NY.GDP.COAL.RT.ZS,Coal rents (% of GDP),1983,
3013818,NO,Norway,"",VA.EST,Voice and Accountability: Estimate,1997,
2872560,US,United States,0.2437,EN.GHG.N2O.FE.MT.CE.AR5,Nitrous oxide (N2O) emissions from Fugitive Emissions (Energy) (Mt CO2e),2004,
2514720,SE,Sweden,3820.8,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1987,
2761578,DK,Denmark,"",SL.SRV.0714.MA.ZS,"Child employment in services, male (% of male economically active children ages 7-14)",1986,
2625111,DK,Denmark,"",IP.IDS.NRCT,"Industrial design applications, nonresident, by count",1963,
2314327,FI,Finland,"",SH.CON.1524.FE.ZS,"Condom use, population ages 15-24, female (% of females ages 15-24)",1962,
2707586,GB,United Kingdom,"",IP.TMK.NRCT,"Trademark applications, nonresident, by count",1967,
2793177,GB,United Kingdom,8.33625701358407,EG.ELC.LOSS.ZS,Electric power transmission and distribution losses (% of output),2001,
2829434,GB,United Kingdom,21.4,SP.DYN.IMRT.MA.IN,"Mortality rate, infant, male (per 1,000 live births)",1967,
2819593,US,United States,"",SN.ITK.VITA.ZS,Vitamin A supplementation coverage rate (% of children ages 6-59 months),1968,
2948479,FI,Finland,70.355,SP.DYN.AMRT.FE,"Mortality rate, adult, female (per 1,000 female adults)",1990,
2534792,SE,Sweden,"",IP.TMK.NRCT,"Trademark applications, nonresident, by count",1981,
2322913,SE,Sweden,"",BM.GSR.TRAN.ZS,"Transport services (% of service imports, BoP)",1964,
2902772,US,United States,"",SL.FAM.WORK.MA.ZS,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",2024,
2641799,GB,United Kingdom,"",SL.WAG.0714.MA.ZS,"Children in employment, wage workers, male (% of male children in employment, ages 7-14)",1991,
2602463,DK,Denmark,99.4166870117188,SE.PRM.ENRR.FE,"School enrollment, primary, female (% gross)",2006,
2471923,SE,Sweden,76915324873.7937,NE.CON.GOVT.CD,General government final consumption expenditure (current US$),1992,
2731763,DK,Denmark,100,SE.PRM.CUAT.ZS,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2002,
2852832,FI,Finland,"",FD.AST.PRVT.GD.ZS,Domestic credit to private sector by banks (% of GDP),1988,
2486296,DK,Denmark,166479.441429269,NY.GNP.PCAP.CN,GNI per capita (current LCU),1991,
2385139,GB,United Kingdom,"",IC.BRE.IT.P2,B-READY: International Trade Pillar 2: Quality of Public Services for the Facilitation of International Trade,2024,
2589990,DK,Denmark,"",TX.VAL.TECH.MF.ZS,High-technology exports (% of manufactured exports),1965,
2780313,DK,Denmark,5.36871153508772,PA.NUS.FCRF,"Official exchange rate (LCU per US$, period average)",2011,
2573073,GB,United Kingdom,"",SE.SEC.CMPT.LO.MA.ZS,"Lower secondary completion rate, male (% of relevant age group)",1976,
2468067,NO,Norway,"",per_si_allsi.adq_pop_tot,Adequacy of social insurance programs (% of total welfare of beneficiary households),1994,
2512354,SE,Sweden,"",CM.MKT.LCAP.CD,Market capitalization of listed domestic companies (current US$),2006,
2873114,US,United States,"",DT.DOD.MIBR.CD,"PPG, IBRD (DOD, current US$)",1995,
2869293,US,United States,"",SI.RMT.COST.OB.ZS,Average transaction cost of sending remittances from a specific country (%),1962,
3019930,NO,Norway,244993993049.882,BX.GSR.TOTL.CD,"Exports of goods, services and primary income (BoP, current US$)",2011,
3136433,GB,United Kingdom,"",SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),1978,
2750737,GB,United Kingdom,"",SP.POP.SCIE.RD.P6,Researchers in R&D (per million people),1960,
2611077,DK,Denmark,8.6619,EN.GHG.CO2.TR.MT.CE.AR5,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),1975,
2861403,US,United States,"",SH.ANM.ALLW.ZS,Prevalence of anemia among women of reproductive age (% of women ages 15-49),1992,
3007786,NO,Norway,"",SH.SGR.IRSK.ZS,Risk of impoverishing expenditure for surgical care (% of people at risk),1979,
2330709,DK,Denmark,"",SE.PRM.DURS,"Primary education, duration (years)",1969,
2366890,FI,Finland,"",CC.PER.RNK.LOWER,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",2001,
2446468,SE,Sweden,"",DT.DOD.PVLX.GN.ZS,Present value of external debt (% of GNI),1977,
3019109,NO,Norway,5.2,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",1997,
2806400,NO,Norway,"",IC.BRE.P2.PS,B-READY: Pillar 2: Public Services,1973,
2801790,US,United States,19945291445267.8,NY.GNP.MKTP.KD,GNI (constant 2015 US$),2018,
2657486,NO,Norway,"",SE.TER.ENRR.FE,"School enrollment, tertiary, female (% gross)",1993,
2718475,DK,Denmark,"",DT.NFL.FAOG.CD,"Net official flows from UN agencies, FAO (current US$)",2022,
2964176,FI,Finland,"",IC.ELC.DURS,Time to obtain an electrical connection (days),2011,
2694633,DK,Denmark,"",GC.XPN.GSRV.CN,Goods and services expense (current LCU),1965,
2835798,NO,Norway,3.36954837481236,FM.LBL.BMNY.IR.ZS,Broad money to total reserves ratio,1993,
2795865,GB,United Kingdom,12.1,SP.DYN.IMRT.IN,"Mortality rate, infant (per 1,000 live births)",1980,
2793733,NO,Norway,"",SL.TLF.0714.MA.ZS,"Children in employment, male (% of male children ages 7-14)",1967,
2794412,US,United States,"",SE.PRM.TCAQ.FE.ZS,"Trained teachers in primary education, female (% of female teachers)",2013,
2827430,US,United States,"",IC.BRE.LB.P2,B-READY: Labor Pillar 2: Adequacy of Public Services for Labor,2006,
2830589,GB,United Kingdom,0.4101,EN.GHG.N2O.BU.MT.CE.AR5,Nitrous oxide (N2O) emissions from Building (Energy) (Mt CO2e),1988,
2506136,DK,Denmark,11.2,SP.DYN.CDRT.IN,"Death rate, crude (per 1,000 people)",1984,
2655975,DK,Denmark,"",SG.LAW.INDX,Women Business and the Law Index Score (scale 1-100),1961,
2355683,SE,Sweden,"",DT.TDS.DPPF.XP.ZS,"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",2006,
2797110,DK,Denmark,14.3421475462103,NY.ADJ.SVNX.GN.ZS,"Adjusted net savings, excluding particulate emission damage (% of GNI)",2011,
2876767,US,United States,58864000000,ST.INT.TVLX.CD,"International tourism, expenditures for travel items (current US$)",1999,
2501653,DK,Denmark,"",EN.GHG.CO2.LU.MT.CE.AR5,Carbon dioxide (CO2) net fluxes from LULUCF - Total excluding non-tropical fires (Mt CO2e),1984,
2542996,GB,United Kingdom,"",IQ.CPA.ECON.XQ,CPIA economic management cluster average (1=low to 6=high),2001,
2922972,FI,Finland,"",DT.TDS.MLAT.CD,"Multilateral debt service (TDS, current US$)",1967,
2587325,FI,Finland,"",NV.IND.TOTL.KD.ZG,"Industry (including construction), value added (annual % growth)",1965,
2768561,DK,Denmark,11.6332586639393,CM.MKT.INDX.ZG,S&P Global Equity Indices (annual % change),1991,
2833472,FI,Finland,"",SM.POP.RRWA.EA,Refugees under the mandate of the UNRWA by country or territory of asylum,1966,
2427292,SE,Sweden,"",NV.AGR.TOTL.KD.ZG,"Agriculture, forestry, and fishing, value added (annual % growth)",1971,
2788199,FI,Finland,"",SI.DST.05TH.20,Income share held by highest 20%,1974,
3012436,NO,Norway,"",SH.STA.FGMS.ZS,Female genital mutilation prevalence (%),2020,
2589452,SE,Sweden,12.2239991488709,BX.GSR.TRVL.ZS,"Travel services (% of service exports, BoP)",2016,
2854785,US,United States,4754.3785,EN.GHG.CO2.MT.CE.AR5,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),2021,
2902097,FI,Finland,"",DT.TDS.DPPG.XP.ZS,"Public and publicly guaranteed debt service (% of exports of goods, services and primary income)",1996,
2362316,FI,Finland,"",SL.MNF.0714.ZS,Child employment in manufacturing (% of economically active children ages 7-14),1965,
2574848,SE,Sweden,"",per_sa_allsa.ben_q1_tot,Benefit incidence of social safety net programs to poorest quintile (% of total safety net benefits),2018,
2325795,DK,Denmark,"",SE.SEC.TCAQ.MA.ZS,"Trained teachers in secondary education, male (% of male teachers)",1979,
2828142,GB,United Kingdom,0,EN.ATM.PM25.MC.T1.ZS,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)",2014,
2372509,SE,Sweden,0.1971,EN.GHG.CH4.PI.MT.CE.AR5,Methane (CH4) emissions from Power Industry (Energy) (Mt CO2e),2023,
2844752,US,United States,"",SH.SVR.WAST.ZS,"Prevalence of severe wasting, weight for height (% of children under 5)",1998,
3136418,GB,United Kingdom,27.2003116691291,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),1993,
2709002,DK,Denmark,"",SL.TLF.0714.SW.MA.TM,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",1999,
2927295,FI,Finland,"",SH.HIV.0014,Children (0-14) living with HIV,1996,
2761248,DK,Denmark,"",SE.SEC.CMPT.LO.FE.ZS,"Lower secondary completion rate, female (% of relevant age group)",1975,
2731379,DK,Denmark,24.6706881693955,NV.MNF.FBTO.ZS.UN,"Food, beverages and tobacco (% of value added in manufacturing)",1982,
2707148,GB,United Kingdom,-0.994679893854295,NY.ADJ.NNAT.GN.ZS,Adjusted savings: net national savings (% of GNI),1992,
2567257,SE,Sweden,"",SE.SEC.PROG.MA.ZS,"Progression to secondary school, male (%)",1975,
2699831,DK,Denmark,2939388462,DC.ODA.TOTL.KD,"Net ODA provided, total (constant 2023 US$)",2001,
2911985,US,United States,"",DC.DAC.FINL.CD,"Net bilateral aid flows from DAC donors, Finland (current US$)",1978,
2328525,SE,Sweden,3.7833,EN.GHG.N2O.AG.MT.CE.AR5,Nitrous oxide (N2O) emissions from Agriculture (Mt CO2e),2008,
2906258,US,United States,"",per_sa_allsa.cov_q3_tot,Coverage of social safety net programs in 3rd quintile (% of population),2021,
2540558,US,United States,91.9786071777344,CC.PER.RNK,Control of Corruption: Percentile Rank,1998,
2944105,NO,Norway,105.6,TM.QTY.MRCH.XD.WD,Import volume index (2015 = 100),2019,
2784524,GB,United Kingdom,19344600000,DC.ODA.TOTL.CD,"Net ODA provided, total (current US$)",2019,
2877160,NO,Norway,100,TM.TAX.MANF.BC.ZS,"Binding coverage, manufactured products (%)",2016,
2594387,FI,Finland,"",SL.FAM.WORK.ZS,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",1964,
2861562,US,United States,"",SH.STA.BFED.ZS,Exclusive breastfeeding (% of children under 6 months),1999,
2422043,SE,Sweden,"",DT.ODA.ODAT.GI.ZS,Net ODA received (% of gross capital formation),2013,
3001599,NO,Norway,5.49993544766723,SP.POP.4044.MA.5Y,"Population ages 40-44, male (% of male population)",1972,
2793916,NO,Norway,"",SH_UHC_SCI,UHC service coverage index,1979,
2652883,DK,Denmark,"",SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),1967,
2891582,US,United States,"",SI.POV.MPWB,Multidimensional poverty headcount ratio (World Bank) (% of population),1998,
2332621,DK,Denmark,"",PA.NUS.PPPC.RF,Price level ratio of PPP conversion factor (GDP) to market exchange rate,1962,
2794517,US,United States,"",SE.PRM.PRS5.MA.ZS,"Persistence to grade 5, male (% of cohort)",1973,
2818447,GB,United Kingdom,4.5652,EN.GHG.N2O.IP.MT.CE.AR5,Nitrous oxide (N2O) emissions from Industrial Processes (Mt CO2e),1972,
2448702,SE,Sweden,34.1,SI.DST.05TH.20,Income share held by highest 20%,1995,
3007483,NO,Norway,110.33116718313,FS.AST.DOMS.GD.ZS,Domestic credit provided by financial sector (% of GDP),2022,
2602548,DK,Denmark,391895,SE.PRM.ENRL,"Primary education, pupils",1987,
2422621,US,United States,"",IC.BRE.IT.P2,B-READY: International Trade Pillar 2: Quality of Public Services for the Facilitation of International Trade,1998,
2806459,GB,United Kingdom,"",RL.PER.RNK.LOWER,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",1980,
2788621,US,United States,1.42,TM.TAX.TCOM.WM.AR.ZS,"Tariff rate, applied, weighted mean, primary products (%)",2013,
2967363,GB,United Kingdom,84,SP.DYN.CONU.ZS,"Contraceptive prevalence, any method (% of married women ages 15-49)",2004,
2361728,SE,Sweden,2.85912688702313,SP.POP.80UP.FE.5Y,"Population ages 80 and above, female (% of female population)",1971,
2480701,SE,Sweden,71.5555092058306,NE.CON.TOTL.ZS,Final consumption expenditure (% of GDP),1975,
2972511,GB,United Kingdom,"",TM.TAX.TCOM.BR.ZS,"Bound rate, simple mean, primary products (%)",1978,
2462012,SE,Sweden,"",SL.TLF.0714.SW.MA.ZS,"Children in employment, study and work, male (% of male children in employment, ages 7-14)",1983,
2532562,US,United States,12.2,SP.DYN.IMRT.FE.IN,"Mortality rate, infant, female (per 1,000 live births)",1978,
2577571,US,United States,766049000000,NY.GDS.TOTL.CN,Gross domestic savings (current LCU),1981,
2449443,SE,Sweden,"",SL.TLF.CACT.NE.ZS,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",1969,
2443557,SE,Sweden,"",DT.NFL.UNCTAD.CD,"Net official flows from UN agencies, UNCTAD (current US$)",1964,
2437377,SE,Sweden,147000000,MS.MIL.XPRT.KD,Arms exports (SIPRI trend indicator values),1992,
2421771,US,United States,"",SE.SEC.ENRL.TC.ZS,"Pupil-teacher ratio, secondary",1962,
2755028,DK,Denmark,"",DC.DAC.DNKL.CD,"Net bilateral aid flows from DAC donors, Denmark (current US$)",1970,
2652398,FI,Finland,"",SL.TLF.0714.SW.MA.ZS,"Children in employment, study and work, male (% of male children in employment, ages 7-14)",2004,
2866908,US,United States,"",IQ.CPA.PUBS.XQ,CPIA public sector management and institutions cluster average (1=low to 6=high),1997,
2334982,GB,United Kingdom,104897,SM.POP.ASYS.EA,Asylum-seekers by country or territory of asylum,2021,
2954166,FI,Finland,2.02,SL.UEM.TOTL.FE.NE.ZS,"Unemployment, female (% of female labor force) (national estimate)",1975,
2983374,GB,United Kingdom,"",SM.POP.TOTL.ZS,International migrant stock (% of population),1981,
2913315,FI,Finland,"",SP.DYN.CONU.ZS,"Contraceptive prevalence, any method (% of married women ages 15-49)",1983,
