embedded_id_id,embedded_id_issue,embedded_id_hangar_id,committee_report,rm,title,sub_title,end_number,org,created_date,public_date,ballot_id,decision_type,against_proposal_parties,against_proposal_number,winner,embedded_id_concern,ballot_type,label,vote_date,avg_born_year,total_votes,yes_votes,no_votes,abstain_votes,absent_votes,approved,no_winner,percentage_yes,percentage_no,percentage_absent,percentage_abstain,percentage_male
GV01UbU9,15,2288364,UbU9,2007/08,Högskolan,Högskoleutbildningars kvalitet,0,UBU,2008-03-07,2008-03-07,F37DBD37-5A82-48F2-B540-FF274C604ADE,röstning,"""s"",""v""",11,utskottet,SAKFRÅGAN,HUVUD,UbU9,2008-03-07,1958,349,165,130,0,54,t,f,47.28,37.25,15.47,0.00,53.30
GV01MJU18,16,2246032,MJU18,2007/08,En skogspolitik i takt med tiden,Ökat uttag av biobränsle,0,MJU,2008-06-03,2008-06-03,983A3969-3C99-493C-A019-6999D007F903,röstning,"""v""",25,utskottet,SAKFRÅGAN,HUVUD,MJU18,2008-06-03,1958,349,148,21,112,68,t,f,42.41,6.02,19.48,32.09,53.30
GS01KRU9,3,2289068,KRU9,2004/05,Arkivfrågor,Svenska kyrkans arkiv,0,KRU,2005-04-26,2006-03-15,FBF7517C-5219-48B8-9995-1E7EE1C5FD78,röstning,"""m"",""c"",""fp"",""kd""",1,utskottet,SAKFRÅGAN,HUVUD,KRU9,2005-04-26,1954,349,162,126,0,61,t,f,46.42,36.10,17.48,0.00,54.73
GQ01SOU1,26,2226911,SOU1,2002/03,"Utgiftsområde  9  Hälsovård,  sjukvård  och socialomsorg",Bidrag till nationella anhörigorganisationer,0,SOU,2002-12-03,2006-03-15,901DC656-01DB-11D7-AE39-0004755038EE,röstning,"""m"",""c"",""fp"",""kd""",8,utskottet,SAKFRÅGAN,HUVUD,SOU1,2002-12-03,1954,349,173,137,0,39,t,f,49.57,39.26,11.17,0.00,54.73
GX01CU1,5,2291489,CU1,2009/10,"Utgiftsområde 18 Samhällsplanering, bostadsförsörjning, byggande samt konsumentpolitik    ",Mål för bostadsbyggandet,0,CU,2009-12-04,2009-12-04,C26BFFDA-2B4E-4957-881F-4442BF4FB713,röstning,"""s"",""v"",""mp""",3,utskottet,SAKFRÅGAN,HUVUD,CU1,2009-12-04,1959,349,152,145,0,52,t,f,43.55,41.55,14.90,0.00,53.58
H101TU11,2,2902244,TU11,2013/14,Kollektivtrafik,Ökad kollektivtrafik,0,TU,2014-03-05,2014-03-05,F162CB31-1D74-4ADE-8F91-E37DF9CA9295,röstning,"""S"",""MP""",2,utskottet,SAKFRÅGAN,HUVUD,TU11,2014-03-19,1963,349,167,117,16,49,t,f,47.85,33.52,14.04,4.58,56.73
H101SfU2,1,2876289,SfU2,2013/14,Utgiftsområde 8 Migration,Anslagen för 2014 inom utgiftsområde 8,0,SFU,2013-11-26,2013-11-26,18291B34-0C86-49F2-A653-486F7353DD20,röstning,"""SD""",1,utskottet,SAKFRÅGAN,HUVUD,SfU2,2013-12-04,1963,349,276,20,20,33,t,f,79.08,5.73,9.46,5.73,55.59
GT01TU8,9,2222721,TU8,2005/06,Väg- och fordonsfrågor,Fordonsregler och fordonshobby,0,TU,2006-02-21,2006-02-28,2FB1EE2D-9210-4AD4-B2AD-02A4AB556003,röstning,"""m"",""c"",""fp"",""kd""",2,utskottet,SAKFRÅGAN,HUVUD,TU8,2006-02-21,1954,349,154,129,0,66,t,f,44.13,36.96,18.91,0.00,54.15
GS01TU17,1,2224474,TU17,2004/05,Åtgärder inom kommunikationsområdet med anledning av stormen i januari2005 över södra Sverige,Vägfrågor,0,TU,2005-03-10,2006-03-15,BC5A92F6-2538-40A7-9038-5C898BEDD537,röstning,"""m"",""c"",""fp""",1,utskottet,SAKFRÅGAN,HUVUD,TU17,2005-03-10,1954,349,195,113,0,41,t,f,55.87,32.38,11.75,0.00,54.15
GT01UbU13,17,2225935,UbU13,2005/06,Fristående skolor m.m.,Prövning av ersättningen,0,UBU,2006-04-20,2006-04-26,5BDBE6C9-95B3-4336-BA57-9BF927E811D4,röstning,"""m"",""c"",""fp"",""kd"",""mp""",18,reservation 18,SAKFRÅGAN,HUVUD,UbU13,2006-04-20,1954,349,132,140,0,77,f,f,37.82,40.11,22.06,0.00,53.87
GZ01AU12,1,2770117,AU12,2011/12,"Samverkan mellan kommuner om samhällsorientering, m.m.",Nämndemäns medverkan i kammarrätten,0,AU,2012-05-15,2012-05-15,2A5102A9-1B51-48C5-A1F4-E3A83B579DB1,röstning,"""S"",""MP"",""V""",1,utskottet,SAKFRÅGAN,HUVUD,AU12,2012-05-15,1963,349,172,134,0,43,t,f,49.28,38.40,12.32,0.00,57.02
GS01BOU1,3,2229288,BOU1,2004/05,"Utgiftsområde 18 Samhällsplanering, bostadsförsörjning och byggande",Målet för bostadspolitiken,0,BOU,2004-11-25,2006-03-15,EF8FB2A0-3C58-11D9-AE6A-000475504780,röstning,"""m""",1,utskottet,SAKFRÅGAN,HUVUD,BOU1,2004-11-25,1954,349,259,47,0,43,t,f,74.21,13.47,12.32,0.00,53.30
H101KrU3,20,2869832,KrU3,2013/14,Bildning och tillgänglighet – radio och tv i allmänhetens tjänst 2014–2019,Granskningsnämndens uppdrag,0,KRU,2013-11-12,2013-11-12,5D0943D2-B129-4A88-9D09-ED70DAEC99B1,röstning,"""SD""",26,utskottet,SAKFRÅGAN,HUVUD,KrU3,2013-11-21,1963,349,148,19,131,51,t,f,42.41,5.44,14.61,37.54,55.59
GT01UbU7,15,2228973,UbU7,2005/06,Särskolan och specialskolan,Parlamentarisk utredning,0,UBU,2006-01-26,2006-02-01,15CA23D3-31F1-4304-8DDC-195AFCC81DFA,röstning,"""m"",""c"",""fp"",""kd""",14,utskottet,SAKFRÅGAN,HUVUD,UbU7,2006-01-26,1954,349,159,130,0,60,t,f,45.56,37.25,17.19,0.00,53.58
GZ01FiU32,8,2754679,FiU32,2011/12,Offentlig upphandling,Översyn av LOU och EU:s regelverk samt egen-regi-undantag,0,FIU,2012-03-26,2012-06-28,55867075-F5D8-4869-A41D-9EFB2E92673D,röstning,"""S""",12,utskottet,SAKFRÅGAN,HUVUD,FiU32,2012-03-26,1963,349,184,94,15,56,t,f,52.72,26.93,16.05,4.30,56.73
GZ01CU13,13,2752551,CU13,2011/12,Hyresrätt m.m.,Främjande av kooperativ hyresrätt,0,CU,2012-03-05,2012-03-06,0AC953DE-FA67-4DCC-9F7E-7D4740B8A8A0,röstning,"""S"",""MP"",""V""",12,utskottet,SAKFRÅGAN,HUVUD,CU13,2012-03-05,1963,349,168,136,0,45,t,f,48.14,38.97,12.89,0.00,55.59
H801UFöU5,4,5081461,UFöU5,2020/21,Internationella försvarssamarbeten,Förtydligande av Sveriges säkerhetspolitiska linje,0,UFÖU,2021-04-16,2021-01-20,C10798CF-2074-4A8F-98CF-226BDFA0EC0E,röstning,"S, V, MP",4,utskottet,SAKFRÅGAN,HUVUD,UFöU5,2021-04-21,1973,349,32,24,0,293,t,f,9.17,6.88,83.95,0.00,53.01
GQ01JUU6,14,2295668,JUU6,2002/03,Kriminalvårdsfrågor,Besöksrum med s.k. glasruta,0,JUU,2003-02-20,2006-03-15,EBCB6CF1-47D1-11D7-AECA-000475504BC9,röstning,"""m"",""fp"",""kd""",18,utskottet,SAKFRÅGAN,HUVUD,JUU6,2003-02-20,1954,349,193,122,0,34,t,f,55.30,34.96,9.74,0.00,53.87
GR01KRU5,11,2303065,KRU5,2003/04,Folkbildning,Minoritetsspråk och minoriteters kultur inom folkbildningen,0,KRU,2004-02-12,2006-03-15,9C70EBB0-45D4-4372-9629-981B5F153C56,röstning,"""c"",""fp""",3,utskottet,SAKFRÅGAN,HUVUD,KRU5,2004-02-12,1954,349,235,59,0,55,t,f,67.34,16.91,15.76,0.00,55.01
GT01KU28,7,2227798,KU28,2005/06,Offentlighet och sekretess samt integritetsfrågor,Åtgärdskrav för kärnkraftsreaktorer,0,KU,2006-03-16,2006-03-30,6A6BEE00-5645-4AF3-9433-67626FD87880,röstning,"""mp""",3,utskottet,SAKFRÅGAN,HUVUD,KU28,2006-03-16,1954,349,243,13,0,93,t,f,69.63,3.72,26.65,0.00,54.44
GS01AU4,9,2227788,AU4,2004/05,Arbetslöshetsförsäkringen,Familjehemsförälder och a-kassa,0,AU,2005-03-01,2006-03-15,B7F2DD81-AAB3-418F-AA02-06DBD181932C,röstning,"""m"",""c"",""fp"",""kd""",5,utskottet,SAKFRÅGAN,HUVUD,AU4,2005-03-01,1954,349,163,131,0,55,t,f,46.70,37.54,15.76,0.00,54.44
GT01SkU22,1,2223672,SkU22,2005/06,Motioner om alkoholskatt m.m.,Alkoholbeskattning,0,SKU,2006-04-20,2006-05-02,E18D5483-261E-4FFD-9FC8-A0C6758CCF74,röstning,"""m""",1,utskottet,SAKFRÅGAN,HUVUD,SkU22,2006-04-20,1954,349,117,45,101,86,t,f,33.52,12.89,24.64,28.94,53.87
GR01AU3,2,2287971,AU3,2003/04,Avgift till den kompletterande arbetslöshetskassanm.m.,En allmän och obligatorisk arbetslöshetsförsäkring,0,AU,2004-03-02,2006-03-15,4382A7E1-2688-4339-A332-25020D4FFE4C,röstning,"""kd""",3,utskottet,SAKFRÅGAN,HUVUD,AU3,2004-03-02,1954,349,216,27,43,63,t,f,61.89,7.74,18.05,12.32,54.73
GQ01KU27,16,2289316,KU27,2002/03,"Offentlighet, integritetsfrågor, m.m.",Rakt skaderekvisit i brottsförebyggande och brottsbeivrande verksamhet,0,KU,2003-03-25,2006-03-15,C049B1D7-6354-11D7-AEB4-0004755030A2,röstning,"""v"",""mp""",10,utskottet,SAKFRÅGAN,HUVUD,KU27,2003-03-25,1954,349,247,38,0,64,t,f,70.77,10.89,18.34,0.00,54.44
GS01LU4,1,2224970,LU4,2004/05,Ny försäkringsavtalslag,En ny försäkringsavtalslag m.m.,0,LU,2005-02-01,2006-03-15,F0B2C0C5-7103-11D9-AE37-000475530052,röstning,"""m"",""c"",""fp""",1,utskottet,SAKFRÅGAN,HUVUD,LU4,2005-02-01,1954,349,185,96,0,68,t,f,53.01,27.51,19.48,0.00,53.58
GS01LU17,7,2289918,LU17,2004/05,Ersättningsrättsliga frågor,Det s.k. överfallsskyddet i hemförsäkringar,0,LU,2005-03-22,2006-03-15,BC4F1057-AD57-4B0E-AF44-7BB2153B5595,röstning,"""c"",""v""",4,utskottet,SAKFRÅGAN,HUVUD,LU17,2005-03-22,1954,349,207,52,0,90,t,f,59.31,14.90,25.79,0.00,54.15
GT01SoU5,19,2230457,SoU5,2005/06,Arbetet med att förverkliga FN:s barnkonvention i Sverige och andra barnfrågor,Ekonomiskt utsatta barn,0,SOU,2005-11-22,2005-12-21,FF778B2D-36F5-4067-BE9E-853D5190149F,röstning,"""v""",23,utskottet,SAKFRÅGAN,HUVUD,SoU5,2005-11-22,1954,349,127,25,120,77,t,f,36.39,7.16,22.06,34.38,53.58
GZ01AU1,9,2721534,AU1,2011/12,Utgiftsområde 13 Integration och jämställdhet,Anslag på utgiftsområde 13 för 2012,0,AU,2011-11-28,2011-11-28,3BC1FFDC-ADA6-493B-8E6D-106C70301337,röstning,"",0,utskottet,SAKFRÅGAN,HUVUD,AU1,2011-11-28,1963,349,141,17,124,67,t,f,40.40,4.87,19.20,35.53,55.01
GZ01FöU8,1,2767359,FöU8,2011/12,Nordisk stridsgrupp 2015,Den nordiska stridsgruppen 2015,0,FÖU,2012-05-28,2012-05-29,C5066CF2-1325-4D24-9D3C-A025C6BADBDB,röstning,"""V""",1,utskottet,SAKFRÅGAN,HUVUD,FöU8,2012-05-28,1963,349,263,36,0,50,t,f,75.36,10.32,14.33,0.00,57.02
GS01SOU1,37,2227582,SOU1,2004/05,"Utgiftsområde  9  Hälsovård,  sjukvård  och socialomsorg m.m.",Finansieringen av läkemedelsverket,0,SOU,2004-11-30,2006-03-15,142D3FDD-D5E4-4FC9-8FE3-FE33376BCF61,röstning,"""mp""",22,utskottet,SAKFRÅGAN,HUVUD,SOU1,2004-11-30,1954,349,279,15,0,55,t,f,79.94,4.30,15.76,0.00,53.30
GS01KRU8,8,2289975,KRU8,2004/05,Radio- och TV-frågor,Finansieringen av programföretagens verksamhet,0,KRU,2005-03-08,2006-03-15,9F83BD02-454B-493F-94F9-C977C9FF45B0,röstning,"""fp""",11,utskottet,SAKFRÅGAN,HUVUD,KRU8,2005-03-08,1954,349,182,37,39,91,t,f,52.15,10.60,26.07,11.17,54.15
GR01SFU1,40,2227637,SFU1,2003/04,"Anslag        inom        socialförsäkringsområdet(utgiftsområdena 10, 11 och 12)",Elöverkänslighet som arbetsskada,0,SFU,2003-11-25,2006-03-15,2D6220E7-DEFB-438F-B383-7F62FACE7F70,röstning,"""c"",""v"",""mp""",41,utskottet,SAKFRÅGAN,HUVUD,SFU1,2003-11-25,1954,349,248,55,0,46,t,f,71.06,15.76,13.18,0.00,54.73
GT01SfU1,31,2222509,SfU1,2005/06,"Anslag inom socialförsäkringsområdet (utgiftsområdena 10, 11 och 12)",Samordning av ersättningssystem,0,SFU,2005-11-29,2005-12-02,83E000CB-60AB-4A76-B2E2-18C7C2E98FFB,röstning,"""mp""",32,utskottet,SAKFRÅGAN,HUVUD,SfU1,2005-11-29,1954,349,222,16,52,59,t,f,63.61,4.58,16.91,14.90,53.87
GX01NU6,4,2223179,NU6,2009/10,Genomförande av tjänstedirektivet,Uppföljning av tillståndsförfaranden,0,NU,2009-10-27,2009-10-27,07E176D2-8418-463E-B9C8-EF56C841FA63,röstning,"""s"",""v"",""mp""",3,utskottet,SAKFRÅGAN,HUVUD,NU6,2009-10-27,1958,349,152,145,0,52,t,f,43.55,41.55,14.90,0.00,54.15
GZ01AU6,2,2753311,AU6,2011/12,Jämställdhetspolitikens inriktning 2011–2014,Jämställd arbetsmiljö,0,AU,2012-03-06,2012-03-06,0A1DCD90-6C96-4D39-9672-EAFAD2E54565,röstning,"""S"",""MP"",""V""",2,utskottet,SAKFRÅGAN,HUVUD,AU6,2012-03-06,1963,349,168,135,1,45,t,f,48.14,38.68,12.89,0.29,55.59
GX01UbU13,1,2303849,UbU13,2009/10,Högskolan,Övergripande högskolefrågor,0,UBU,2010-03-08,2010-03-08,2E973E39-865B-43CD-858F-D2C460C4425E,röstning,"""s"",""v"",""mp""",1,utskottet,SAKFRÅGAN,HUVUD,UbU13,2010-03-08,1959,349,147,137,0,65,t,f,42.12,39.26,18.62,0.00,53.01
H001UbU8,1,2832838,UbU8,2012/13,Högskolan,Övergripande högskolefrågor,0,UBU,2013-03-11,2013-03-11,04CF9C73-F49A-47CF-8B19-5B6136CAFAE0,röstning,"""S""",1,utskottet,SAKFRÅGAN,HUVUD,UbU8,2013-03-11,1963,349,152,93,58,46,t,f,43.55,26.65,13.18,16.62,56.73
GW01TU2,4,2210484,TU2,2008/09,Framtidens resor och transporter – infrastruktur för hållbar tillväxt,Utveckling av transportsystemet,0,TU,2008-12-11,2008-12-11,A22F808B-9ACC-4E59-BF88-F363CA0094B1,röstning,"""s"",""v"",""mp""",7,utskottet,SAKFRÅGAN,HUVUD,TU2,2008-12-11,1958,349,152,144,0,53,t,f,43.55,41.26,15.19,0.00,53.30
GX01SkU21,1,2292312,SkU21,2009/10,Vissa punktskattefrågor med anledning av budgetpropositionen för 2010,Koldioxidskatt,0,SKU,2009-12-02,2009-12-02,06474AC3-88DB-49E7-9B85-FD9F7ABA0BE4,röstning,"""mp""",3,utskottet,SAKFRÅGAN,HUVUD,SkU21,2009-12-02,1959,349,153,19,115,62,t,f,43.84,5.44,17.77,32.95,53.58
GZ01KrU3,2,2761642,KrU3,2011/12,Kultur och fritid för barn och unga,Maxtaxesystem för avgifter till kultur- och musikskolor,0,KRU,2012-03-07,2012-03-07,3B55D106-5222-4E52-A14C-3739712C45DC,röstning,"""S"",""MP"",""V""",1,utskottet,SAKFRÅGAN,HUVUD,KrU3,2012-03-07,1963,349,173,137,0,39,t,f,49.57,39.26,11.17,0.00,55.87
H101SoU1,7,2875229,SoU1,2013/14,"Utgiftsområde 9 Hälsovård, sjukvård och social omsorg",Högkostnadsskyddet inom vården,0,SOU,2013-12-06,2013-12-06,06CBAE98-759E-4427-AA5B-9FA39AFB8C96,röstning,"""MP""",7,utskottet,SAKFRÅGAN,HUVUD,SoU1,2013-12-17,1963,349,304,25,0,20,t,f,87.11,7.16,5.73,0.00,55.87
GZ01UbU17,10,2768645,UbU17,2011/12,Högskolan,Framtida förstärkningar av vissa utbildningar och lärosäten,0,UBU,2012-03-30,2012-06-28,4D3087B2-D789-4F9F-8B71-E9163737A04A,röstning,"""SD""",14,utskottet,SAKFRÅGAN,HUVUD,UbU17,2012-03-30,1963,349,280,19,0,50,t,f,80.23,5.44,14.33,0.00,57.02
GU01UbU15,2,2233060,UbU15,2006/07,"Frisökning – ökade valmöjligheter till gymnasieskolan, m.m.",Närhetsgaranti vid intagning till gymnasieskolan,0,UBU,2007-05-14,2007-05-14,756112F9-3D76-45AE-BACF-04B5E327A852,röstning,"""v""",2,utskottet,SAKFRÅGAN,HUVUD,UbU15,2007-05-14,1958,349,289,20,0,40,t,f,82.81,5.73,11.46,0.00,51.58
GS01UBU4,2,2289270,UBU4,2004/05,Lärarutbildning och lärare,Fler yrkeslärare,0,UBU,2005-02-17,2006-03-15,0EF97B37-8186-11D9-88CB-000475502EFF,röstning,"""kd""",2,utskottet,SAKFRÅGAN,HUVUD,UBU4,2005-02-17,1954,349,263,30,0,56,t,f,75.36,8.60,16.05,0.00,54.15
GS01UU2,8,2242203,UU2,2004/05,Utgiftsområde 7 Internationellt bistånd,"Biståndsmålen, avbindningen av biståndet m.m.",0,UU,2004-11-18,2006-03-15,1C5F71D6-3BC4-11D9-AEC3-000475504B20,röstning,"""mp""",8,utskottet,SAKFRÅGAN,HUVUD,UU2,2004-11-18,1954,349,189,14,93,53,t,f,54.15,4.01,15.19,26.65,53.30
GR01MJU10,18,2284690,MJU10,2003/04,Jordbrukspolitik m.m.,Miljöstödens inriktning,0,MJU,2004-03-09,2006-03-15,356E9F49-19D3-4354-9785-5B5E904204C9,röstning,"""mp""",19,utskottet,SAKFRÅGAN,HUVUD,MJU10,2004-03-09,1954,349,247,10,0,92,t,f,70.77,2.87,26.36,0.00,54.73
GS01TU1,12,2229665,TU1,2004/05,Utgiftsområde 22 Kommunikationer,Europavägsklassning av riksväg 45,0,TU,2004-11-18,2006-03-15,AA89D93C-3711-11D9-AE49-0004755047CD,röstning,"""m"",""c"",""fp"",""kd""",4,utskottet,SAKFRÅGAN,HUVUD,TU1,2004-11-18,1954,349,152,123,0,74,t,f,43.55,35.24,21.20,0.00,53.30
GV01CU20,5,2287411,CU20,2007/08,Naturresursfrågor och vattenrätt,Riksintresse av områden för jordbruk och vindkraft,0,CU,2008-05-23,2008-05-23,3F75C903-9127-4857-BF5E-9E64468AB685,röstning,"""mp""",3,utskottet,SAKFRÅGAN,HUVUD,CU20,2008-05-23,1958,349,237,12,18,82,t,f,67.91,3.44,23.50,5.16,53.30
H101CU19,5,2897280,CU19,2013/14,Familjerätt,Översyn av vårdnadsreglerna,0,CU,2014-02-24,2014-02-24,62776F0F-7BF7-4809-88E9-5AC0379EA3D3,röstning,"""SD""",7,utskottet,SAKFRÅGAN,HUVUD,CU19,2014-03-06,1963,349,147,19,127,56,t,f,42.12,5.44,16.05,36.39,57.02
H001MJU17,5,2826022,MJU17,2012/13,Jakt och viltvård,Det allmänna uppdraget,0,MJU,2013-04-17,2013-04-17,1AE1AEBB-1BBE-4387-8EEB-BCDAC318D26C,röstning,"""MP"",""V""",4,utskottet,SAKFRÅGAN,HUVUD,MJU17,2013-04-17,1963,349,283,40,0,26,t,f,81.09,11.46,7.45,0.00,56.45
GQ01KUU2,1,2288586,KUU2,2002/03,EU:s  yttre förbindelser i ett framtidakonstitutionellt fördrag,EU:s yttre förbindelser i ett framtida konstitutionellt fördrag,0,KUU,2003-05-22,2006-03-15,B98665DD-90E7-11D7-AE6A-0004755038F6,röstning,"""m""",1,utskottet,MOTIVFRÅGAN,HUVUD,KUU2,2003-05-22,1954,349,159,49,98,43,t,f,45.56,14.04,12.32,28.08,55.01
GT01KrU8,11,2289417,KrU8,2005/06,Idrottsfrågor,Internationella idrottsevenemang m.m.,0,KRU,2006-02-07,2006-03-02,96CCCE01-A952-40B8-BD1D-EA6ADC0E9B53,röstning,"""m"",""c"",""fp"",""kd""",10,utskottet,SAKFRÅGAN,HUVUD,KrU8,2006-02-07,1954,349,155,128,1,65,t,f,44.41,36.68,18.62,0.29,54.44
GT01SoU10,7,2227397,SoU10,2005/06,Legitimation och skyddad yrkestitel,Patientsäkerhet,0,SOU,2006-01-26,2006-02-01,D6995084-7CC9-4636-A41F-70A5B2951EAF,röstning,"""m"",""c"",""fp""",2,utskottet,SAKFRÅGAN,HUVUD,SoU10,2006-01-26,1954,349,159,103,27,60,t,f,45.56,29.51,17.19,7.74,53.58
GU01NU9,1,2223901,NU9,2006/07,Vissa elmarknadsfrågor,Elmarknadens funktion,0,NU,2007-04-04,2007-04-04,C83799D4-F550-40C9-9F26-B25B96DBC741,röstning,"""s"",""v""",1,utskottet,SAKFRÅGAN,HUVUD,NU9,2007-04-04,1958,349,140,113,15,81,t,f,40.11,32.38,23.21,4.30,51.58
H001AU8,17,2833037,AU8,2012/13,"Arbetsrätt
",Integritetsfrågor,0,AU,2013-04-15,2013-04-15,F3D8820C-4E20-4849-92AB-5C7EB5D458F3,röstning,"""MP""",15,utskottet,SAKFRÅGAN,HUVUD,AU8,2013-04-15,1963,349,267,23,17,42,t,f,76.50,6.59,12.03,4.87,56.45
GT01LU9,2,2290941,LU9,2005/06,Förmynderskap och föräldraskap,God man för ensamkommande barn,0,LU,2005-12-01,2005-12-14,5E5D8E12-6FED-4F4A-BE91-445D2839E928,röstning,"""m"",""fp"",""kd""",3,utskottet,SAKFRÅGAN,HUVUD,LU9,2005-12-01,1954,349,147,116,0,86,t,f,42.12,33.24,24.64,0.00,53.58
GZ01SfU9,2,2768342,SfU9,2011/12,Socialavgifter,Övrigt om socialavgifter,0,SFU,2012-04-02,2012-04-02,93DDBC10-8435-46D3-B070-457151B6BE4A,röstning,"""V""",3,utskottet,SAKFRÅGAN,HUVUD,SfU9,2012-04-02,1963,349,301,17,0,31,t,f,86.25,4.87,8.88,0.00,56.45
GR01LU7,1,2291532,LU7,2003/04,"Franchising, m.m.",Franchising,0,LU,2004-01-22,2006-03-15,9500E862-1705-4347-81BE-A79699515F8A,röstning,"""kd"",""v""",1,utskottet,SAKFRÅGAN,HUVUD,LU7,2004-01-22,1954,349,225,63,0,61,t,f,64.47,18.05,17.48,0.00,55.01
GU01SoU7,12,2246063,SoU7,2006/07,Socialtjänstfrågor,Särskilda avgiftningsplatser för kvinnor,0,SOU,2007-02-21,2007-02-21,6AD83555-DFEF-4D52-96F4-66491605BDB2,röstning,"""mp""",10,utskottet,SAKFRÅGAN,HUVUD,SoU7,2007-02-21,1958,349,225,16,17,91,t,f,64.47,4.58,26.07,4.87,52.15
GT01KU17,21,2222391,KU17,2005/06,"En andra nationell handlingsplan för de mänskliga rättigheterna, m.m.",Barn som brottsoffer,0,KU,2006-05-02,2006-05-22,CA1DB877-F462-49F9-BA24-68C605E98C74,röstning,"""m"",""fp"",""kd""",16,utskottet,SAKFRÅGAN,HUVUD,KU17,2006-05-02,1954,349,152,111,0,86,t,f,43.55,31.81,24.64,0.00,53.87
GW01KrU1,41,2222210,KrU1,2008/09,"Utgiftsområde 17 Kultur, medier, trossamfund och fritid (prop. 2008/09:1)",Konkurrens på biografmarknaden,0,KRU,2008-11-24,2008-11-24,98FF6015-EFE2-42F5-812F-22638013D1E7,röstning,"""s"",""v""",15,utskottet,SAKFRÅGAN,HUVUD,KrU1,2008-11-24,1958,349,170,133,0,46,t,f,48.71,38.11,13.18,0.00,53.01
GX01UU14,3,2313934,UU14,2009/10,Att möta globala utmaningar – om samstämmighet för utveckling,Uppföljning av avräkningar,0,UU,2010-05-11,2010-05-11,AEFB9066-11BC-4FCC-A6EE-9FE2583E2E32,röstning,"""s"",""v"",""mp""",3,utskottet,SAKFRÅGAN,HUVUD,UU14,2010-05-11,1959,349,146,139,0,64,t,f,41.83,39.83,18.34,0.00,53.01
GV01KU1,11,2287151,KU1,2007/08,Utgiftsområde 1 Rikets styrelse,Debatt kring EU-frågor,0,KU,2007-12-04,2007-12-04,0082AAFB-FC1A-4633-A194-DEEA8F33BACD,röstning,"""s""",4,utskottet,SAKFRÅGAN,HUVUD,KU1,2007-12-04,1958,349,171,108,0,70,t,f,49.00,30.95,20.06,0.00,53.01
GX01NU22,1,2313624,NU22,2009/10,Förändrat uppdrag för Sveaskog AB,Förändrat uppdrag för Sveaskog,0,NU,2010-06-15,2010-06-16,22D085B6-E39E-4FB1-9B30-91E9129B0B2A,röstning,"""s"",""v"",""mp""",1,utskottet,SAKFRÅGAN,HUVUD,NU22,2010-06-15,1959,349,159,151,0,39,t,f,45.56,43.27,11.17,0.00,53.01
GS01BOU5,11,2292482,BOU5,2004/05,Byggfrågor,Direktverkande elvärme,0,BOU,2005-02-17,2006-03-15,5129F7ED-DCB5-402C-9362-55A68114CCF8,röstning,"""c"",""v"",""mp""",11,utskottet,SAKFRÅGAN,HUVUD,BOU5,2005-02-17,1954,349,197,56,39,57,t,f,56.45,16.05,16.33,11.17,54.15
GQ01TU6,10,2223872,TU6,2002/03,"Elektronisk kommunikation, m.m.",Sektorsansvaret på miljöområdet,0,TU,2003-05-20,2006-03-15,241B024E-9117-11D7-AE44-000475503116,röstning,"""mp""",7,utskottet,SAKFRÅGAN,HUVUD,TU6,2003-05-20,1954,349,255,14,0,80,t,f,73.07,4.01,22.92,0.00,55.01
GR01NU11,1,2253598,NU11,2003/04,Vissa elmarknadsfrågor,Reformering av elmarknaden,0,NU,2004-03-30,2006-03-15,3D73507D-71B5-11D8-88C3-0004755038E0,röstning,"""mp""",1,utskottet,SAKFRÅGAN,HUVUD,NU11,2004-03-30,1954,349,277,13,0,59,t,f,79.37,3.72,16.91,0.00,55.01
GQ01UBU10,4,2303257,UBU10,2002/03,Vuxenutbildning,Fristående skolor för vuxenutbildning,0,UBU,2003-03-20,2006-03-15,10CA1619-5617-11D7-AE7D-006008577F08,röstning,"""m"",""c"",""fp"",""kd""",2,utskottet,SAKFRÅGAN,HUVUD,UBU10,2003-03-20,1954,349,158,126,1,64,t,f,45.27,36.10,18.34,0.29,54.15
GZ01UbU13,15,2768592,UbU13,2011/12,Förskolan,Syskonförtur,0,UBU,2012-05-02,2012-05-02,775C820A-CA9F-4264-861A-57889771BC4B,röstning,"""S"",""SD""",11,utskottet,SAKFRÅGAN,HUVUD,UbU13,2012-05-02,1963,349,198,118,0,33,t,f,56.73,33.81,9.46,0.00,57.02
GZ01UU11,4,2769238,UU11,2011/12,Strategisk exportkontroll,Små och lätta vapen samt ett internationellt vapenhandelsfördrag m.m.,0,UU,2012-05-14,2012-05-30,787E0B8D-A3DD-43CC-BC7C-D688578EA0D7,röstning,"""SD""",9,utskottet,SAKFRÅGAN,HUVUD,UU11,2012-05-14,1963,349,252,19,36,42,t,f,72.21,5.44,12.03,10.32,57.02
GS01SOU3,4,2225202,SOU3,2004/05,Internationella adoptionsfrågor m.m.,Auktorisation att arbeta med internationell adoptionsförmedling i ett annat land,0,SOU,2004-09-21,2006-03-15,26F44942-5190-460A-820D-5A7D251ABD4B,röstning,"""c"",""fp"",""kd""",2,utskottet,SAKFRÅGAN,HUVUD,SOU3,2004-09-21,1954,349,168,87,41,53,t,f,48.14,24.93,15.19,11.75,53.58
