person_id,first_name,last_name,previous_party,new_party,transition_date,transition_type,transition_year,next_election,months_until_next_election,previous_election,months_since_last_election
0875221317013,Gunilla,Carlsson,KD,RS,2022-10-04,REJOINED_RIKSDAGEN,2022,2026-09-13,47,2022-09-11,0
0789353702707,Mats,Lindberg,KD,RS,2000-07-01,REJOINED_RIKSDAGEN,2000,2002-09-15,26,,
0603490586517,Jan,Björklund,FP,KD,2014-10-14,REJOINED_RIKSDAGEN,2014,2018-09-09,46,2014-09-14,1
039655712615,Margareta,Pålsson,KD,M,2008-03-12,SWITCHED_WHILE_SERVING,2008,2010-09-19,30,2006-09-17,17
0959102638818,Roger,Tiefensee,C,KD,2006-10-17,REJOINED_RIKSDAGEN,2006,2010-09-19,47,2006-09-17,1
0814945477312,Gunilla,Wahlén,V,KD,2006-10-17,REJOINED_RIKSDAGEN,2006,2010-09-19,47,2006-09-17,1
0637028706011,Bodil,Ceballos,MP,KD,2010-10-19,REJOINED_RIKSDAGEN,2010,2014-09-14,46,2010-09-19,1
042839539117,Alice,Åström,V,KD,2006-10-17,REJOINED_RIKSDAGEN,2006,2010-09-19,47,2006-09-17,1
0692076685824,Camilla,Hansén,MP,RS,2022-11-10,SWITCHED_WHILE_SERVING,2022,2026-09-13,46,2022-09-11,1
014744660015,Mikael,Damberg,KD,S,2012-02-23,SWITCHED_WHILE_SERVING,2012,2014-09-14,30,2010-09-19,17
0973474532717,Ibrahim,Baylan,KD,M,2015-01-01,REJOINED_RIKSDAGEN,2015,2018-09-09,44,2014-09-14,3
0338458649710,Anti,Avsan,RS,KD,2015-03-12,SWITCHED_WHILE_SERVING,2015,2018-09-09,41,2014-09-14,5
0992420223820,Jessica,Rosencrantz,RS,KD,2022-11-15,SWITCHED_WHILE_SERVING,2022,2026-09-13,45,2022-09-11,2
0959102638818,Roger,Tiefensee,RS,KD,2006-10-17,REJOINED_RIKSDAGEN,2006,2010-09-19,47,2006-09-17,1
0744993950910,Anders,Ygeman,S,RS,2017-08-31,REJOINED_RIKSDAGEN,2017,2018-09-09,12,2014-09-14,35
0331967573912,Maria,Larsson,RS,S,2006-10-06,REJOINED_RIKSDAGEN,2006,2010-09-19,47,2006-09-17,0
0288805051019,Lars,Johansson,KD,RS,2010-10-12,REJOINED_RIKSDAGEN,2010,2014-09-14,47,2010-09-19,0
0992420223820,Jessica,Rosencrantz,M,RS,2022-10-27,SWITCHED_WHILE_SERVING,2022,2026-09-13,46,2022-09-11,1
0630022377501,Bengt,Westerberg,S,KD,1994-10-18,REJOINED_RIKSDAGEN,1994,2002-09-15,94,,
0584183916016,Ulf,Holm,MP,KD,2025-10-10,REJOINED_RIKSDAGEN,2025,2026-09-13,11,2022-09-11,36
0800956862429,Gulan,Avci,L,KD,2022-11-17,SWITCHED_WHILE_SERVING,2022,2026-09-13,45,2022-09-11,2
0853395328224,Lena,Hallengren,S,RS,2022-10-11,REJOINED_RIKSDAGEN,2022,2026-09-13,47,2022-09-11,1
0628005785225,Jörgen,Berglund,KD,M,2022-11-24,SWITCHED_WHILE_SERVING,2022,2026-09-13,45,2022-09-11,2
0630824497414,Jessica,Polfjärd,M,KD,2016-03-18,SWITCHED_WHILE_SERVING,2016,2018-09-09,29,2014-09-14,18
0939158389321,Samuel,Gonzalez Westling,V,RS,2022-10-04,REJOINED_RIKSDAGEN,2022,2026-09-13,47,2022-09-11,0
0721509806321,Nooshi,Dadgostar,KD,V,2020-10-31,SWITCHED_WHILE_SERVING,2020,2022-09-11,22,2018-09-09,25
0483316376813,Mikael,Odenberg,RS,KD,2003-11-24,SWITCHED_WHILE_SERVING,2003,2006-09-17,33,2002-09-15,14
037063714405,Anders,Björck,KD,RS,2000-07-01,REJOINED_RIKSDAGEN,2000,2002-09-15,26,,
0744993950910,Anders,Ygeman,KD,S,2017-08-08,REJOINED_RIKSDAGEN,2017,2018-09-09,13,2014-09-14,34
0875221317013,Gunilla,Carlsson,S,RS,2022-10-04,REJOINED_RIKSDAGEN,2022,2026-09-13,47,2022-09-11,0
0229760896014,Anders,W Jonsson,C,KD,2011-10-19,SWITCHED_WHILE_SERVING,2011,2014-09-14,34,2010-09-19,13
0284192765516,Tomas,Eneroth,KD,RS,2014-10-07,REJOINED_RIKSDAGEN,2014,2018-09-09,47,2014-09-14,0
0922497728524,Ardalan,Shekarabi,S,KD,2022-10-11,REJOINED_RIKSDAGEN,2022,2026-09-13,47,2022-09-11,1
0980681611418,Hans,Wallmark,KD,RS,2015-01-28,SWITCHED_WHILE_SERVING,2015,2018-09-09,43,2014-09-14,4
0962841101917,Annika,Qarlsson,RS,C,2006-10-11,REJOINED_RIKSDAGEN,2006,2010-09-19,47,2006-09-17,0
0199751900210,Annelie,Karlsson,S,RS,2018-04-10,SWITCHED_WHILE_SERVING,2018,2018-09-09,4,2014-09-14,42
0612916684825,Johan,Löfstrand,KD,S,2022-10-07,REJOINED_RIKSDAGEN,2022,2026-09-13,47,2022-09-11,0
0836001490919,Ulrika,Heie,C,KD,2014-10-14,REJOINED_RIKSDAGEN,2014,2018-09-09,46,2014-09-14,1
0824721092613,Carina,Moberg,S,RS,2011-05-03,SWITCHED_WHILE_SERVING,2011,2014-09-14,40,2010-09-19,7
0584659199514,Göran,Hägglund,RS,S,2006-10-06,REJOINED_RIKSDAGEN,2006,2010-09-19,47,2006-09-17,0
0665485817222,Daniel,Bäckström,RS,KD,2022-10-11,REJOINED_RIKSDAGEN,2022,2026-09-13,47,2022-09-11,1
0181942435301,Ingela,Thalén,S,KD,1990-05-31,REJOINED_RIKSDAGEN,1990,2002-09-15,147,,
0893004490313,Cecilia,Widegren,RS,KD,2010-10-19,REJOINED_RIKSDAGEN,2010,2014-09-14,46,2010-09-19,1
0714579775816,Ewa,Thalén Finné,RS,KD,2013-01-22,SWITCHED_WHILE_SERVING,2013,2014-09-14,19,2010-09-19,28
0183788551910,Åsa,Torstensson,KD,C,2010-10-25,REJOINED_RIKSDAGEN,2010,2014-09-14,46,2010-09-19,1
0406831930624,Henrik,Vinge,KD,SD,2019-04-01,SWITCHED_WHILE_SERVING,2019,2022-09-11,41,2018-09-09,6
0284192765516,Tomas,Eneroth,S,RS,2014-10-07,REJOINED_RIKSDAGEN,2014,2018-09-09,47,2014-09-14,0
012053331219,Anna,Kinberg Batra,RS,KD,2010-10-19,REJOINED_RIKSDAGEN,2010,2014-09-14,46,2010-09-19,1
0222691314314,Ulf,Kristersson,M,KD,2017-12-14,SWITCHED_WHILE_SERVING,2017,2018-09-09,8,2014-09-14,39
064601872511,Catharina,Elmsäter-Svärd,KD,RS,2006-10-10,REJOINED_RIKSDAGEN,2006,2010-09-19,47,2006-09-17,0
023767922422,Mats,Persson,L,KD,2022-10-11,REJOINED_RIKSDAGEN,2022,2026-09-13,47,2022-09-11,1
0962841101917,Annika,Qarlsson,C,KD,2006-10-17,REJOINED_RIKSDAGEN,2006,2010-09-19,47,2006-09-17,1
0667220767927,Erik,Ezelius,S,KD,2022-06-10,SWITCHED_WHILE_SERVING,2022,2022-09-11,3,2018-09-09,45
0956444284814,Per,Bolund,MP,M,2021-02-05,REJOINED_RIKSDAGEN,2021,2022-09-11,19,2018-09-09,28
0824721092613,Carina,Moberg,KD,S,2011-04-12,SWITCHED_WHILE_SERVING,2011,2014-09-14,41,2010-09-19,6
0415959965211,Mia,Sydow Mölleby,KD,RS,2018-10-02,REJOINED_RIKSDAGEN,2018,2022-09-11,47,2018-09-09,0
0161616238120,Lina,Nordquist,L,KD,2022-11-17,SWITCHED_WHILE_SERVING,2022,2026-09-13,45,2022-09-11,2
0806338394516,Mona,Sahlin,KD,S,2007-03-17,SWITCHED_WHILE_SERVING,2007,2010-09-19,42,2006-09-17,6
0332067570917,Berit,Andnor,KD,RS,2000-07-01,REJOINED_RIKSDAGEN,2000,2002-09-15,26,,
0384833975200,Bo,Könberg,RS,KD,2002-10-15,REJOINED_RIKSDAGEN,2002,2006-09-17,47,2002-09-15,1
0529963707818,Martin,Nilsson,RS,KD,2002-10-15,REJOINED_RIKSDAGEN,2002,2006-09-17,47,2002-09-15,1
0522054204918,Mattias,Karlsson,M,KD,2022-11-15,SWITCHED_WHILE_SERVING,2022,2026-09-13,45,2022-09-11,2
0411459873625,Hanna,Gunnarsson,RS,KD,2022-04-29,SWITCHED_WHILE_SERVING,2022,2022-09-11,4,2018-09-09,43
0334816698724,Karolina,Skog,MP,RS,2021-02-25,SWITCHED_WHILE_SERVING,2021,2022-09-11,18,2018-09-09,29
0475643059428,Jonny,Cato,RS,KD,2025-09-04,REJOINED_RIKSDAGEN,2025,2026-09-13,12,2022-09-11,35
0371688419616,Lars,Ohly,KD,V,2004-02-20,SWITCHED_WHILE_SERVING,2004,2006-09-17,30,2002-09-15,17
039655712615,Margareta,Pålsson,RS,M,2008-03-12,SWITCHED_WHILE_SERVING,2008,2010-09-19,30,2006-09-17,17
0940980416614,Jan,Ericson,KD,RS,2022-11-08,SWITCHED_WHILE_SERVING,2022,2026-09-13,46,2022-09-11,1
0792716417210,Lars,Bäckström,KD,RS,2000-07-01,REJOINED_RIKSDAGEN,2000,2002-09-15,26,,
0522460069116,Cecilia,Magnusson,M,RS,2010-10-12,REJOINED_RIKSDAGEN,2010,2014-09-14,47,2010-09-19,0
0980681611418,Hans,Wallmark,KD,M,2015-01-20,SWITCHED_WHILE_SERVING,2015,2018-09-09,43,2014-09-14,4
0847676507229,Stina,Larsson,RS,C,2026-01-07,SWITCHED_WHILE_SERVING,2026,2026-09-13,8,2022-09-11,39
0446973363306,Lennart,Nilsson,KD,RS,2002-10-08,REJOINED_RIKSDAGEN,2002,2006-09-17,47,2002-09-15,0
0463606088610,Bertil,Kjellberg,KD,RS,2008-04-04,SWITCHED_WHILE_SERVING,2008,2010-09-19,29,2006-09-17,18
0875221317013,Gunilla,Carlsson,KD,S,2022-09-26,REJOINED_RIKSDAGEN,2022,2026-09-13,47,2022-09-11,0
