embedded_id_party,embedded_id_id,embedded_id_issue,embedded_id_hangar_id,committee_report,rm,title,sub_title,end_number,org,created_date,public_date,ballot_id,decision_type,against_proposal_parties,against_proposal_number,winner,embedded_id_concern,ballot_type,label,vote_date,avg_born_year,total_votes,yes_votes,no_votes,abstain_votes,absent_votes,approved,no_winner,percentage_yes,percentage_no,percentage_absent,percentage_abstain,percentage_male,party_avg_born_year,party_total_votes,party_yes_votes,party_no_votes,party_abstain_votes,party_absent_votes,party_approved,party_no_winner,party_percentage_yes,party_percentage_no,party_percentage_absent,party_percentage_abstain,party_percentage_male
MP,GW01SkU23,1,2222164,SkU23,2008/09,"Allmänna motioner om beskattning av företag, kapital och fastighet","Företagande och investeringar, allmänna frågor",0,SKU,2009-03-17,2009-03-17,B86273E5-84C0-4AEC-9E90-1B079B0C5CBF,röstning,"""s""",1,utskottet,SAKFRÅGAN,HUVUD,SkU23,2009-03-17,1959,349,168,111,19,51,t,f,48.14,31.81,14.61,5.44,51.86,1964,19,15,0,0,4,t,f,78.95,0.00,21.05,0.00,57.89
V,GT01SfU12,6,2229771,SfU12,2005/06,Mottagande av ensamkommande barn,Tidsfrist för förordnande av god man,0,SFU,2006-02-16,2006-02-22,F01202DB-4D7A-4341-B0D9-91924AAF642C,röstning,"""s""",6,utskottet,SAKFRÅGAN,HUVUD,SfU12,2006-02-16,1954,349,144,128,2,75,t,f,41.26,36.68,21.49,0.57,54.15,1953,28,1,20,2,5,f,f,3.57,71.43,17.86,7.14,53.57
MP,GX01KrU9,1,2305879,KrU9,2009/10,Idrotts- och spelfrågor,Frågor om idrottsetiskt arbete m.m.,0,KRU,2010-02-23,2010-02-23,5D22A947-7DD3-4973-9D6F-325CA4EAA752,röstning,"""s"",""v"",""mp""",1,utskottet,SAKFRÅGAN,HUVUD,KrU9,2010-02-23,1959,349,150,144,0,55,t,f,42.98,41.26,15.76,0.00,53.01,1964,19,0,18,0,1,f,f,0.00,94.74,5.26,0.00,57.89
V,GT01TU14,2,2222988,TU14,2005/06,Åtgärder mot svarttaxi m.m.,Fullbordande av brottet,0,TU,2006-05-04,2006-05-05,308122CD-F65D-4063-8A1C-579034E06E34,röstning,"""m""",1,utskottet,SAKFRÅGAN,HUVUD,TU14,2006-05-04,1954,349,236,43,0,70,t,f,67.62,12.32,20.06,0.00,53.87,1953,28,23,0,0,5,t,f,82.14,0.00,17.86,0.00,53.57
S,GW01FiU41,3,2222290,FiU41,2008/09,Utvidgning av uppdrag för Vasallen AB och överlåtelse av aktierna i Kasernen Fastighetsaktiebolag,Riksrevisionens granskning av Kasernen Fastighetsaktiebolag,0,FIU,2009-05-13,2009-05-13,AB17F4AE-CE28-4C0F-B74D-A7AE0FD47014,röstning,"""s"",""v"",""mp""",1,utskottet,MOTIVFRÅGAN,HUVUD,FiU41,2009-05-13,1959,349,143,134,0,72,t,f,40.97,38.40,20.63,0.00,52.44,1959,130,0,105,0,25,f,f,0.00,80.77,19.23,0.00,51.54
KD,GV01JuU26,3,2242365,JuU26,2007/08,Ökade möjligheter att ingripa mot rattfylleri och sjöfylleri,Alkolås,0,JUU,2008-05-06,2008-05-06,08D1F019-4A1C-4DFB-BEAC-157185B20F17,röstning,"""s"",""v"",""mp""",2,utskottet,SAKFRÅGAN,HUVUD,JuU26,2008-05-06,1958,349,149,143,0,57,t,f,42.69,40.97,16.33,0.00,53.30,1952,24,19,0,0,5,t,f,79.17,0.00,20.83,0.00,54.17
MP,GQ01JUU9,9,2224961,JUU9,2002/03,Polisfrågor,Polisens arbetsmiljö,0,JUU,2003-01-01,2006-03-15,950F0B45-5BA0-11D7-AE7D-000475504C4C,röstning,"""m"",""c"",""fp"",""kd""",9,utskottet,SAKFRÅGAN,HUVUD,JUU9,2003-01-01,1954,349,172,137,0,40,t,f,49.28,39.26,11.46,0.00,53.87,1954,17,15,0,0,2,t,f,88.24,0.00,11.76,0.00,47.06
L,GV01KrU1,10,2284781,KrU1,2007/08,"Utgiftsområde 17 Kultur,  medier, trossamfund och fritid (prop. 2007/08:1)",Svenska Spels stöd till idrotten m.m.,0,KRU,2007-11-28,2007-11-28,4578A269-BBC0-4D41-AF59-760476D86FE3,röstning,"""v""",3,utskottet,SAKFRÅGAN,HUVUD,KrU1,2007-11-28,1958,349,272,20,0,57,t,f,77.94,5.73,16.33,0.00,53.01,1960,28,21,0,0,7,t,f,75.00,0.00,25.00,0.00,46.43
S,GQ01SFU4,1,2242406,SFU4,2002/03,Uppehållstillstånd   med   tillfälligt  skydd  vidmassflykt,Tillfälligt skydd enligt EG-direktivet,0,SFU,2002-11-26,2006-03-15,0CEDFD2D-0396-11D7-AEA1-000475504757,röstning,"""fp""",1,utskottet,SAKFRÅGAN,HUVUD,SFU4,2002-11-26,1954,349,277,43,0,29,t,f,79.37,12.32,8.31,0.00,54.73,1954,144,137,0,0,7,t,f,95.14,0.00,4.86,0.00,52.08
S,GS01AU1,6,2230459,AU1,2004/05,Utgiftsområdena 13 Arbetsmarknad och 14 Arbetsliv,Arbetsmarknadspolitiska program för personer med utländsk bakgrund,0,AU,2004-11-25,2006-03-15,7F4A8BAA-E40A-45D5-956A-C91749F2D459,röstning,"""fp""",11,utskottet,SAKFRÅGAN,HUVUD,AU1,2004-11-25,1954,349,244,40,31,34,t,f,69.91,11.46,9.74,8.88,53.30,1954,144,134,0,0,10,t,f,93.06,0.00,6.94,0.00,49.31
L,GQ01KU26,1,2289377,KU26,2002/03,Fri- och rättighetsskyddsfrågor,Förstärkt skydd för fri- och rättigheter,0,KU,2003-02-13,2006-03-15,FDCF720A-4896-11D7-AE2C-000475503867,röstning,"""m""",1,utskottet,SAKFRÅGAN,HUVUD,KU26,2003-02-13,1954,349,266,45,2,36,t,f,76.22,12.89,10.32,0.57,53.87,1956,48,44,0,0,4,t,f,91.67,0.00,8.33,0.00,47.92
V,H101KU22,3,2899267,KU22,2013/14,Vallagsfrågor,Gemensamma valsedlar,0,KU,2014-03-20,2014-03-20,C8B56BC6-475C-441A-803E-FAADD3D6B65E,röstning,"""SD""",1,utskottet,SAKFRÅGAN,HUVUD,KU22,2014-03-27,1963,349,266,19,0,64,t,f,76.22,5.44,18.34,0.00,56.45,1961,19,17,0,0,2,t,f,89.47,0.00,10.53,0.00,47.37
MP,GS01SKU6,1,2299127,SKU6,2004/05,Avdrag för s.k. sponsring,Avdrag för s.k. sponsring,0,SKU,2004-10-12,2006-03-15,821D298E-466F-40BA-976B-62D1C31353F4,röstning,"""m"",""c"",""fp"",""kd""",1,utskottet,SAKFRÅGAN,HUVUD,SKU6,2004-10-12,1954,349,163,133,0,53,t,f,46.70,38.11,15.19,0.00,53.58,1957,17,15,0,0,2,t,f,88.24,0.00,11.76,0.00,47.06
S,GT01KrU3,1,2253811,KrU3,2005/06,Spel- och lotterifrågor m.m.,Reglerad spelmarknad,0,KRU,2005-10-11,2005-10-14,DF63F004-10E1-42F2-85BD-A3270F42008E,röstning,"""m""",1,utskottet,SAKFRÅGAN,HUVUD,KrU3,2005-10-11,1954,349,152,42,78,77,t,f,43.55,12.03,22.06,22.35,54.44,1954,144,116,0,0,28,t,f,80.56,0.00,19.44,0.00,51.39
S,GR01MJU12,2,2285429,MJU12,2003/04,Icke-joniserande strålning,Rekommendationer för barn m.m.,0,MJU,2004-03-11,2006-03-15,6FC9A717-470A-4332-A0E4-CBD9717CF908,röstning,"""mp""",2,utskottet,SAKFRÅGAN,HUVUD,MJU12,2004-03-11,1954,349,277,18,4,50,t,f,79.37,5.16,14.33,1.15,54.73,1954,144,131,0,0,13,t,f,90.97,0.00,9.03,0.00,52.78
M,GR01BOU1,8,2227988,BOU1,2003/04,"Utgiftsområde         18        Samhällsplanering,bostadsförsörjning och byggande",Konkurrensen i bostadsbyggandet,0,BOU,2003-11-20,2006-03-15,2B942E4D-1B52-11D8-AF24-00047553005B,röstning,"""m"",""c"",""fp"",""kd""",11,utskottet,SAKFRÅGAN,HUVUD,BOU1,2003-11-20,1954,349,175,141,0,33,t,f,50.14,40.40,9.46,0.00,54.73,1953,55,0,49,0,6,f,f,0.00,89.09,10.91,0.00,61.82
V,GW01SkU22,3,2222163,SkU22,2008/09,"Allmänna motioner om taxering, skattebetalning och folkbokföring",Skatteflyktslagen,0,SKU,2009-03-18,2009-03-19,18DFF843-C789-44F9-9A17-0443C6859B0F,röstning,"""s"",""v"",""mp""",3,utskottet,SAKFRÅGAN,HUVUD,SkU22,2009-03-18,1959,349,153,145,0,51,t,f,43.84,41.55,14.61,0.00,51.86,1958,22,0,19,0,3,f,f,0.00,86.36,13.64,0.00,36.36
MP,H001JuU2,9,2793095,JuU2,2012/13, Att hantera brottmål effektivt – en utmaning för regeringen och rättsväsendet,Övervakning med s.k. elektronisk fotboja efter avtjänat straff för vissa brott,0,JUU,2012-10-25,2012-10-25,9E7CF278-9897-4561-B569-38AC9639DB75,röstning,"""SD""",8,utskottet,SAKFRÅGAN,HUVUD,JuU2,2012-10-25,1963,349,268,20,0,61,t,f,76.79,5.73,17.48,0.00,56.16,1963,25,19,0,0,6,t,f,76.00,0.00,24.00,0.00,48.00
-,GZ01FiU22,7,2752489,FiU22,2011/12,"Bank-, försäkrings- och kreditupplysningsfrågor",Försäkringspremier och betalningsanmärkningar,0,FIU,2012-06-12,2012-06-13,4DC7CEDA-9DF2-4135-87CA-7AE1134DAFAA,röstning,"""S"",""V""",4,utskottet,SAKFRÅGAN,HUVUD,FiU22,2012-06-12,1963,349,200,120,0,29,t,f,57.31,34.38,8.31,0.00,57.02,1988,1,0,0,0,1,f,t,0.00,0.00,100.00,0.00,100.00
L,GQ01UMJU1,17,2289341,UMJU1,2002/03,Johannesburg  -  FN:s  världstoppmöte  om  hållbarutveckling,Kunskap och information om hållbar utveckoing,0,UMJU,2003-04-29,2006-03-15,818980C4-7987-11D7-AF13-000475505303,röstning,"""mp""",32,utskottet,SAKFRÅGAN,HUVUD,UMJU1,2003-04-29,1954,349,215,15,77,42,t,f,61.60,4.30,12.03,22.06,55.30,1956,48,39,0,1,8,t,f,81.25,0.00,16.67,2.08,52.08
M,GX01SoU12,7,2310282,SoU12,2009/10,Socialtjänst,Tvångsvård - avskiljning,0,SOU,2010-03-24,2010-03-24,C72A8E79-C8DA-4B8B-854B-777F52C49641,röstning,"""v""",5,utskottet,SAKFRÅGAN,HUVUD,SoU12,2010-03-24,1959,349,280,18,1,50,t,f,80.23,5.16,14.33,0.29,53.01,1960,96,85,0,0,11,t,f,88.54,0.00,11.46,0.00,57.29
S,GV01SkU24,1,2284782,SkU24,2007/08,Nya skatteregler för pensionsförsäkring samt förlängd ansökningstid för skattereduktion för hushållsarbete,Nya skatteregler för pensionsförsäkring samt förlängd ansökningstid för skattereduktion för hushållsarbete,0,SKU,2008-04-01,2008-04-01,1CF9D3C6-A82A-4AAD-9403-6E8D6C45B7E3,röstning,"""s"",""v""",1,utskottet,SAKFRÅGAN,HUVUD,SkU24,2008-04-01,1958,349,143,119,16,71,t,f,40.97,34.10,20.34,4.58,53.30,1958,130,0,100,0,30,f,f,0.00,76.92,23.08,0.00,52.31
-,GZ01NU14,3,2756447,NU14,2011/12,Mineralpolitiska frågor,Kommunalt veto mot uranprospektering,0,NU,2012-02-23,2012-02-23,81FF68EE-8B59-4638-830D-7D0C7E58926E,röstning,"""MP"",""V""",5,utskottet,SAKFRÅGAN,HUVUD,NU14,2012-02-23,1963,349,265,39,0,45,t,f,75.93,11.17,12.89,0.00,55.59,1988,1,1,0,0,0,t,f,100.00,0.00,0.00,0.00,100.00
M,GW01MJU29,14,2222014,MJU29,2008/09,En sammanhållen svensk havspolitik m.m.,Utkast och bottentrålning,0,MJU,2009-06-02,2009-06-02,8A4682A9-B651-40CA-B49A-BE7470220AE9,röstning,"""v"",""mp""",22,utskottet,SAKFRÅGAN,HUVUD,MJU29,2009-06-02,1958,349,269,38,0,42,t,f,77.08,10.89,12.03,0.00,52.72,1959,97,87,0,0,10,t,f,89.69,0.00,10.31,0.00,58.76
C,GZ01CU16,23,2752555,CU16,2011/12,Familjerätt,Förhindrande av separationer,0,CU,2012-03-15,2012-03-15,D61EABE0-195E-4035-8A4D-AEB1024A9805,röstning,"""SD""",19,utskottet,SAKFRÅGAN,HUVUD,CU16,2012-03-15,1963,349,290,19,1,39,t,f,83.09,5.44,11.17,0.29,55.87,1964,23,19,0,0,4,t,f,82.61,0.00,17.39,0.00,65.22
MP,GQ01MJU2,9,2303205,MJU2,2002/03,"Utgiftsområde  23  Jord-  och skogsbruk, fiske medanslutande näringar",Finansiering av ekologisk forskning vid Stiftelsen Biodynamiska Forskningsinstitutet,0,MJU,2002-12-05,2006-03-15,90390AF2-05FE-11D7-AEA7-000475505303,röstning,"""c"",""mp""",5,utskottet,SAKFRÅGAN,HUVUD,MJU2,2002-12-05,1954,349,250,31,30,38,t,f,71.63,8.88,10.89,8.60,54.44,1955,17,0,15,0,2,f,f,0.00,88.24,11.76,0.00,47.06
V,GW01SfU8,23,2222147,SfU8,2008/09,Migration och asylpolitik,Ansökan om uppehållstillstånd för anhöriga m.fl.,0,SFU,2009-04-07,2009-04-07,8C5B1CFB-D997-4CC4-B02E-E9BAD7C30704,röstning,"""s"",""v"",""mp""",24,utskottet,SAKFRÅGAN,HUVUD,SfU8,2009-04-07,1958,349,147,141,0,61,t,f,42.12,40.40,17.48,0.00,52.15,1958,22,0,18,0,4,f,f,0.00,81.82,18.18,0.00,36.36
M,GT01AU5,8,2222468,AU5,2005/06,Arbetslöshetsförsäkringen,Inträdesvillkor,0,AU,2006-03-23,2006-03-31,12B19BB7-96A6-4860-99FC-D26B41D4741E,röstning,"""v"",""mp""",4,utskottet,SAKFRÅGAN,HUVUD,AU5,2006-03-23,1954,349,224,31,0,94,t,f,64.18,8.88,26.93,0.00,54.44,1954,55,40,0,0,15,t,f,72.73,0.00,27.27,0.00,58.18
MP,H101SoU26,2,2902770,SoU26,2013/14,Fritidspeng för barn i hushåll med försörjningsstöd,Uppföljning av reformen,0,SOU,2014-05-09,2014-05-12,58649F70-54C1-461F-82F2-533E35C9F5A8,röstning,"""MP""",2,utskottet,SAKFRÅGAN,HUVUD,SoU26,2014-05-27,1963,349,273,20,20,36,t,f,78.22,5.73,10.32,5.73,56.45,1964,25,0,20,0,5,f,f,0.00,80.00,20.00,0.00,52.00
M,GW01CU26,2,2223467,CU26,2008/09,Insolvens- och utsökningsrätt,Utmätning av bostäder,0,CU,2009-04-22,2009-04-22,A94BE89C-AB7B-4662-9954-3865A058987B,röstning,"""s"",""v"",""mp""",2,utskottet,SAKFRÅGAN,HUVUD,CU26,2009-04-22,1959,349,147,138,0,64,t,f,42.12,39.54,18.34,0.00,52.44,1959,97,84,0,0,13,t,f,86.60,0.00,13.40,0.00,58.76
M,GQ01FIU5,3,2294242,FIU5,2002/03,Utgiftsområde    27   Avgiften   till   Europeiskagemenskapen,EU:s budgettak samt beivrande av fusk och bedrägerier,0,FIU,2002-12-10,2006-03-15,6B6F6AD9-0D00-11D7-AE21-00010313F932,röstning,"""m"",""fp""",1,utskottet,SAKFRÅGAN,HUVUD,FIU5,2002-12-10,1954,349,198,88,12,51,t,f,56.73,25.21,14.61,3.44,54.44,1954,55,0,46,0,9,f,f,0.00,83.64,16.36,0.00,61.82
KD,GU01FiU21,6,2229693,FiU21,2006/07,Tilläggsbudget 1 för 2007,Bemyndiganden för beställningar av materiel och anläggningar inom försvarsområdet,0,FIU,2007-06-12,2007-06-12,27BAD834-A268-41D8-A2A0-FD7215472CDC,röstning,"""s""",3,utskottet,SAKFRÅGAN,HUVUD,FiU21,2007-06-12,1958,349,144,106,31,68,t,f,41.26,30.37,19.48,8.88,51.58,1952,24,18,0,0,6,t,f,75.00,0.00,25.00,0.00,54.17
KD,GQ01UU8,15,2301803,UU8,2002/03,FN och vissa multilaterala frågor,Internflyktingar,0,UU,2003-05-15,2006-03-15,AE7E112C-811E-11D7-AE36-000475504B20,röstning,"""v"",""mp""",26,utskottet,SAKFRÅGAN,HUVUD,UU8,2003-05-15,1954,349,241,38,0,70,t,f,69.05,10.89,20.06,0.00,55.30,1951,33,26,0,0,7,t,f,78.79,0.00,21.21,0.00,69.70
C,GS01KU27,7,2285706,KU27,2004/05,Fri- och rättighetsskyddsfrågor,HBT-förordning,0,KU,2005-03-01,2006-03-15,A0A5FE59-AD60-49AC-AE62-1F33DAB1A83B,röstning,"""v"",""mp""",6,utskottet,SAKFRÅGAN,HUVUD,KU27,2005-03-01,1954,349,240,37,0,72,t,f,68.77,10.60,20.63,0.00,54.44,1954,22,17,0,0,5,t,f,77.27,0.00,22.73,0.00,54.55
SD,H001KU1,5,2793098,KU1,2012/13,Utgiftsområde 1 Rikets styrelse,Kvinno- och mansjourer,0,KU,2012-11-28,2012-11-28,EC8440A8-D17F-42FA-9A2F-21EA530D0FE6,röstning,"""MP""",3,utskottet,SAKFRÅGAN,HUVUD,KU1,2012-11-28,1963,349,291,22,0,36,t,f,83.38,6.30,10.32,0.00,57.02,1969,20,19,0,0,1,t,f,95.00,0.00,5.00,0.00,85.00
M,GQ01KU26,10,2289377,KU26,2002/03,Fri- och rättighetsskyddsfrågor,Skyddet mot diskriminering i 2 kap. 15 § regeringsformen,0,KU,2003-02-13,2006-03-15,FDCF7220-4896-11D7-AE2C-000475503867,röstning,"""fp""",9,utskottet,SAKFRÅGAN,HUVUD,KU26,2003-02-13,1954,349,200,82,30,37,t,f,57.31,23.50,10.60,8.60,53.87,1954,55,45,0,0,10,t,f,81.82,0.00,18.18,0.00,60.00
M,GZ01SoU8,1,2751094,SoU8,2011/12,Barnfattigdom,Barnfattigdom,0,SOU,2012-02-14,2012-02-14,1B67B073-C22E-4A07-8A24-DF6AEA3A4651,röstning,"""S"",""MP"",""V""",1,utskottet,SAKFRÅGAN,HUVUD,SoU8,2012-02-14,1963,349,149,131,20,49,t,f,42.69,37.54,14.04,5.73,55.30,1965,107,98,0,0,9,t,f,91.59,0.00,8.41,0.00,56.07
L,H101CU10,3,2896008,CU10,2013/14,Planering och byggande,Överklaganderegler,0,CU,2014-03-14,2014-03-14,496E29CC-B2DC-4D5B-86D9-EC36CF4FF655,röstning,"""SD""",3,utskottet,SAKFRÅGAN,HUVUD,CU10,2014-03-27,1963,349,266,19,0,64,t,f,76.22,5.44,18.34,0.00,56.45,1960,24,17,0,0,7,t,f,70.83,0.00,29.17,0.00,58.33
C,GZ01SfU11,3,2768358,SfU11,2011/12,Arbetskraftsinvandring,Övrigt om arbetskraftsinvandring,0,SFU,2012-05-21,2012-05-21,4617BEDC-208A-4B92-BD91-4CFFE2CC51AF,röstning,"""SD""",4,utskottet,SAKFRÅGAN,HUVUD,SfU11,2012-05-21,1963,349,171,19,118,41,t,f,49.00,5.44,11.75,33.81,57.02,1964,23,20,0,0,3,t,f,86.96,0.00,13.04,0.00,65.22
MP,GX01KrU5,22,2287810,KrU5,2009/10,Tid för kultur,Kultur och hälsa,0,KRU,2009-12-07,2009-12-07,41A858F3-3339-4357-BCF0-E2CF50404779,röstning,"""s"",""v"",""mp""",29,utskottet,SAKFRÅGAN,HUVUD,KrU5,2009-12-07,1959,349,154,148,0,47,t,f,44.13,42.41,13.47,0.00,53.58,1964,19,0,13,0,6,f,f,0.00,68.42,31.58,0.00,57.89
L,GV01MJU1,8,2245869,MJU1,2007/08,Utgiftsområde 20 Allmän miljö- och naturvård m.m.,Rapportering till riksdagen m.m.,0,MJU,2007-12-10,2007-12-10,7EDA7F69-EDC1-4529-B28A-3559362C399F,röstning,"""v"",""mp""",6,utskottet,SAKFRÅGAN,HUVUD,MJU1,2007-12-10,1958,349,241,35,0,73,t,f,69.05,10.03,20.92,0.00,53.01,1960,28,20,0,0,8,t,f,71.43,0.00,28.57,0.00,46.43
KD,GZ01FiU11,10,2720004,FiU11,2011/12,Höständringsbudget för 2011,Ändrade ramar för utgiftsområden och ändrade anslag,0,FIU,2011-11-14,2011-11-14,CCDEBAFC-03DE-47D4-85B2-787C51B7B2FE,röstning,"""SD""",1,utskottet,SAKFRÅGAN,HUVUD,FiU11,2011-11-14,1963,349,271,18,5,55,t,f,77.65,5.16,15.76,1.43,54.73,1961,19,15,0,0,4,t,f,78.95,0.00,21.05,0.00,57.89
KD,GU01FiU1,1,2225150,FiU1,2006/07,Utgiftsramar och beräkning av statsinkomsterna (prop. 2006/07:1),Riktlinjer för den ekonomiska politiken,0,FIU,2006-11-29,2006-11-29,698FB805-522A-4E9E-B6C0-C6DD656FAC48,röstning,"""s""",1,utskottet,SAKFRÅGAN,HUVUD,FiU1,2006-11-29,1958,349,149,109,33,58,t,f,42.69,31.23,16.62,9.46,52.72,1952,24,19,0,0,5,t,f,79.17,0.00,20.83,0.00,54.17
S,H001AU2,22,2802532,AU2,2012/13,Utgiftsområde 14 Arbetsmarknad och arbetsliv,Arbetslivsforskning,0,AU,2012-12-07,2012-12-10,9EE9D45E-0E2D-4C6E-BBE8-009D2D50FC31,röstning,"""S"",""V""",22,utskottet,SAKFRÅGAN,HUVUD,AU2,2012-12-07,1963,349,212,126,0,11,t,f,60.74,36.10,3.15,0.00,57.02,1962,112,0,108,0,4,f,f,0.00,96.43,3.57,0.00,50.89
KD,GT01SoU17,23,2225366,SoU17,2005/06,Hälso- och sjukvård,Könskonsekvensanalyser,0,SOU,2006-03-30,2006-04-18,FA703F74-2F22-4860-A256-DED2E5AEFBB5,röstning,"""v"",""mp""",41,utskottet,SAKFRÅGAN,HUVUD,SoU17,2006-03-30,1954,349,233,38,0,78,t,f,66.76,10.89,22.35,0.00,53.87,1951,33,20,0,0,13,t,f,60.61,0.00,39.39,0.00,69.70
KD,GQ01JUU15,1,2228023,JUU15,2002/03,Godkännande av rambeslut om frysning,Godkännande av rambeslut om verkställighet i Europieska unionen av beslut om frysning av egendom eller bevismaterial,0,JUU,2003-04-29,2006-03-15,B00B7C72-7EFC-11D7-AE97-000475504C4C,röstning,"""m""",1,utskottet,SAKFRÅGAN,HUVUD,JUU15,2003-04-29,1954,349,249,45,3,52,t,f,71.35,12.89,14.90,0.86,55.30,1951,33,28,0,1,4,t,f,84.85,0.00,12.12,3.03,69.70
MP,GR01SKU33,1,2287984,SKU33,2003/04,Titel saknas,"Överföring av periodiseringsfond och expansionsfond vid ombildning till aktiebolag, m.m.",0,SKU,2004-05-13,2006-03-15,FC3ECA7D-808B-4EA1-8A26-432D5882B1B5,röstning,"""m"",""c"",""fp"",""kd""",1,utskottet,SAKFRÅGAN,HUVUD,SKU33,2004-05-13,1954,349,147,115,1,86,t,f,42.12,32.95,24.64,0.29,55.01,1955,17,12,0,0,5,t,f,70.59,0.00,29.41,0.00,47.06
L,H001SfU8,1,2832113,SfU8,2012/13,Genomförande av direktivet om sanktioner mot arbetsgivare,Minimilön,0,SFU,2013-06-04,2013-06-04,80258830-B5A8-4C63-86C8-F10E5CE78218,röstning,"""S"",""V""",1,utskottet,SAKFRÅGAN,HUVUD,SfU8,2013-06-04,1963,349,189,106,0,54,t,f,54.15,30.37,15.47,0.00,56.45,1960,24,20,0,0,4,t,f,83.33,0.00,16.67,0.00,54.17
S,GX01KrU1,20,2287209,KrU1,2009/10,"Utgiftsområde 17 Kultur, medier, trossamfund och fritid (prop. 2009/10:1)",Läsfrämjande verksamhet,0,KRU,2009-12-07,2009-12-07,729D7F4E-EDBD-415F-952F-722317A72F30,röstning,"""mp""",4,utskottet,SAKFRÅGAN,HUVUD,KrU1,2009-12-07,1959,349,251,12,16,70,t,f,71.92,3.44,20.06,4.58,53.58,1958,130,108,0,0,22,t,f,83.08,0.00,16.92,0.00,53.08
M,GQ01SOU6,13,2230289,SOU6,2002/03,Alkoholfrågor,Tillsyn över folkölsförsäljningen,0,SOU,2003-03-13,2006-03-15,DD98A222-555C-11D7-AE73-0004755038EE,röstning,"""fp"",""kd""",11,utskottet,SAKFRÅGAN,HUVUD,SOU6,2003-03-13,1954,349,226,69,6,48,t,f,64.76,19.77,13.75,1.72,54.44,1954,55,46,2,0,7,t,f,83.64,3.64,12.73,0.00,60.00
S,H001SkU17,8,2824860,SkU17,2012/13,"Beskattning av företag, kapital och fastighet",Tonnageskatt,0,SKU,2013-03-12,2013-03-12,9147271C-5075-46BE-B44D-02F1A446A80B,röstning,"""SD""",6,utskottet,SAKFRÅGAN,HUVUD,SkU17,2013-03-12,1963,349,165,21,101,62,t,f,47.28,6.02,17.77,28.94,56.73,1962,112,0,1,84,27,f,f,0.00,0.89,24.11,75.00,50.89
C,H001UU8,12,2793450,UU8,2012/13,Mellanöstern och Nordafrika,Folkomröstning och humanitära insatser i Västsahara,0,UU,2012-11-20,2012-11-20,1D9ED737-1CB7-43C7-9C9C-3E56755DB0D1,röstning,"""S""",19,utskottet,SAKFRÅGAN,HUVUD,UU8,2012-11-20,1963,349,156,104,54,35,t,f,44.70,29.80,10.03,15.47,57.02,1963,23,21,0,0,2,t,f,91.30,0.00,8.70,0.00,65.22
MP,GV01UU9,2,2284006,UU9,2007/08,Mänskliga rättigheter i svensk utrikespolitik,Vissa frågor om mål och inriktning,0,UU,2008-05-27,2008-05-27,620E11CB-9BB3-4CD5-852B-C1FE926AD0F3,röstning,"""s"",""v""",2,utskottet,SAKFRÅGAN,HUVUD,UU9,2008-05-27,1958,349,148,122,15,64,t,f,42.41,34.96,18.34,4.30,53.30,1964,19,0,0,15,4,f,t,0.00,0.00,21.05,78.95,57.89
C,GS01LU4,1,2224970,LU4,2004/05,Ny försäkringsavtalslag,En ny försäkringsavtalslag m.m.,0,LU,2005-02-01,2006-03-15,F0B2C0C5-7103-11D9-AE37-000475530052,röstning,"""m"",""c"",""fp""",1,utskottet,SAKFRÅGAN,HUVUD,LU4,2005-02-01,1954,349,185,96,0,68,t,f,53.01,27.51,19.48,0.00,53.58,1954,22,2,16,0,4,f,f,9.09,72.73,18.18,0.00,50.00
S,GW01MJU23,2,2222015,MJU23,2008/09,Överlåtbara fiskerättigheter m.m.,Fiskebestånden m.m.,0,MJU,2009-06-01,2009-06-01,C2CB84C6-BF38-466C-87CF-35AFFE99743D,röstning,"""s"",""v"",""mp""",1,utskottet,SAKFRÅGAN,HUVUD,MJU23,2009-06-01,1959,349,144,137,0,68,t,f,41.26,39.26,19.48,0.00,52.44,1959,130,0,104,0,26,f,f,0.00,80.00,20.00,0.00,51.54
L,H001FiU25,8,2813441,FiU25,2012/13,Statlig förvaltning och statistikfrågor,Statens ägande i Akademiska hus AB,0,FIU,2013-03-18,2013-03-18,BA2386C9-CA13-4439-A3C1-E68FF6A80515,röstning,"""MP""",6,utskottet,SAKFRÅGAN,HUVUD,FiU25,2013-03-18,1963,349,297,24,0,28,t,f,85.10,6.88,8.02,0.00,56.16,1960,24,22,0,0,2,t,f,91.67,0.00,8.33,0.00,54.17
V,GQ01SFU10,3,2288591,SFU10,2002/03,Förändringar  inom sjukförsäkringen för ökad hälsai arbetslivet,Incitament för arbetsgivare att minska sjukfrånvaron,0,SFU,2003-05-20,2006-03-15,4D989A38-8F6D-11D7-AE3C-000475504757,röstning,"""c""",5,utskottet,SAKFRÅGAN,HUVUD,SFU10,2003-05-20,1954,349,212,16,45,76,t,f,60.74,4.58,21.78,12.89,55.01,1953,30,25,0,0,5,t,f,83.33,0.00,16.67,0.00,50.00
C,H101SfU1,37,2876290,SfU1,2013/14,"Utgiftsområdena 10, 11 och 12 inom socialförsäkringsområdet",Underhållsstöd,0,SFU,2013-12-02,2013-12-02,B3D01ADB-E1A7-435B-91E2-B9E2339C2502,röstning,"""V""",45,utskottet,SAKFRÅGAN,HUVUD,SfU1,2013-12-10,1963,349,300,19,0,30,t,f,85.96,5.44,8.60,0.00,55.87,1963,23,21,0,0,2,t,f,91.30,0.00,8.70,0.00,60.87
