hjid,against_proposal_number,against_proposal_parties,ballot_id,ballot_summary_item,ballot_url_xml,committee_report,decision_type,header,issue_number,proposal,rm,winner,committee_proposal_list_comm_0
2773951,9,"""M"",""C"",""L"",""KD""",bc8528d0-eb49-4fde-bed1-733903f6b9f9,485132,http://data.riksdagen.se/votering/BC8528D0-EB49-4FDE-BED1-733903F6B9F9,FöU4,röstning,Studieuppehåll och tjänstledighet,5,"<BR/>Riksdagen avslår motion 

2016/17:2092 av Allan Widman m.fl. (L, M, C, KD) yrkande 8.<BR/><BR/>",2016/17,utskottet,2773946
617244,0,"","",70856,"",KU12,acklamation,Samlad diskrimineringslag,15,"Riksdagen avslår motion 2003/04:A258 yrkande 8.
",2003/04,utskottet,617229
2795705,0,"","",494889,"",JuU15,acklamation,Utökad användning av hemliga tvångsmedel,12,"<BR/>Riksdagen avslår motionerna 

2014/15:3004 av Kent Ekeroth m.fl. (SD) yrkandena 3-5, 

2014/15:2535 av Kent Ekeroth och Adam Marttinen (SD) yrkande 2 och 

2014/15:340 av Andreas Norlén och Finn Bengtsson (M) yrkandena 1 och 2.<BR/><BR/>",2014/15,utskottet,2795693
1911568,7,"""S""",00EFA243-1494-49CE-AF7E-BA12C369BE38,258253,http://data.riksdagen.se/votering/00EFA243-1494-49CE-AF7E-BA12C369BE38,UU17,röstning,Sexuell exploatering av barn,6,"Riksdagen avslår motionerna 2011/12:Ju338 yrkande 4 och 2011/12:U315 yrkande 97.
",2011/12,utskottet,1911562
234133,0,"","",43521,"",MJU4,acklamation,"Rapportskyldighet, m.m.",8,"Riksdagen avslår motionerna 2004/05:MJ2 yrkande 4, 2004/05:MJ3 yrkande 4 och 2004/05:MJ4 yrkande 3.
",2004/05,utskottet,234125
1803696,30,"""c"",""v""",D702E521-4E96-4474-8391-452BA6D52A3B,242265,http://data.riksdagen.se/votering/D702E521-4E96-4474-8391-452BA6D52A3B,JuU11,röstning,Kompensation och stöd till oskyldigt misstänkta,27,"Riksdagen avslår motionerna 2005/06:Ju307, 2005/06:Ju373 yrkandena 1-3, 2005/06:Ju384 yrkande 1 och 2005/06:Ju419 yrkande 3.
",2005/06,utskottet,1803669
2778596,0,"","",487118,"",TU2,acklamation,Straffrättsliga regler mot förorening från fartyg,1,"Riksdagen antar regeringens förslag till lag om ändring i lagen (1980:424) om åtgärder mot förorening från fartyg.
Därmed bifaller riksdagen proposition 2005/06:209.
",2006/07,utskottet,2778595
1908904,0,"","",257239,"",JuU9,acklamation,En möjlighet för Kustbevakningen att förelägga ordningsbot,1,"Riksdagen antar regeringens förslag till lag om ändring i rättegångsbalken.
Därmed bifaller riksdagen proposition 2005/06:33.
",2005/06,utskottet,1908903
602115,0,"","",67129,"",NU3,acklamation,Stöd åt landsbygdens energiförsörjning,12,"Riksdagen bifaller proposition 2003/04:1 Utgiftsområde 21 punkt 9.
",2003/04,utskottet,602103
612416,0,"","",69610,"",SKU12,acklamation,Redovisning av arbetsgivaravgifter m.m. på slutskattsedeln,3,"Riksdagen avslår motionerna 2002/03:Sk229, 2002/03:Sk322 och 2002/03:Sk328.
",2002/03,utskottet,612413
2788839,0,"","",491784,"",JuU15,acklamation,Olaga intrång,2,"Riksdagen avslår motion 2013/14:Ju386.
",2013/14,utskottet,2788837
2078737,0,"","",329442,"",JuU22,acklamation,Ökad likvärdighet i stödet till brottsoffer,28,"<BR/>Riksdagen avslår motion 

2015/16:3072 av Anna Kinberg Batra m.fl. (M) yrkande 9.<BR/><BR/>",2015/16,utskottet,2078709
1317226,0,"","",166903,"",UBU1,acklamation,Högskoleutbildning i medicinsk fotvård,33,"Riksdagen avslår motionerna 2004/05:Ub267 och 2004/05:Ub305.
",2004/05,utskottet,1317193
73067,0,"","",33088,"",UBU2,acklamation,Särskilt utbildningsbidrag för egenföretagare ,16,"Riksdagen avslår motion 2001/02:Ub349. 
",2001/02,utskottet,73051
1810582,0,"","",243879,"",SfU1,acklamation,Efterlevandepension,73,"Riksdagen avslår motion 2005/06:Sf205 yrkandena 1-3.
",2005/06,utskottet,1810509
2794208,0,"","",494223,"",TU1,acklamation,Anslagsfrågor m.m. inom utgiftsområde 22 Kommunikationer,2,"Riksdagen
a) bemyndigar regeringen att disponera de avgifter som, med stöd av väglagen (1971:948), tas ut för passage över den nya bron över Motalaviken på riksväg 50, för räntor och amorteringar för de lån som tagits upp för byggandet av bron samt kostnader för vägavgiftssystemet,
b) bemyndigar regeringen att under 2013 för anslaget 1:1 Väghållning ingå ekonomiska åtaganden som inklusive tidigare åtaganden medför behov av framtida anslag på högst 29 800 000 000 kronor under 2014-2040,
c) bemyndigar regeringen att för 2013 ta upp lån i Riksgäldskontoret som inklusive tidigare upplåning uppgår till högst 9 506 000 000 kronor för prioriterade vägprojekt m.m.,
d) bemyndigar regeringen att under 2013 för anslaget 1:2 Banhållning ingå ekonomiska åtaganden som inklusive tidigare åtaganden medför behov av framtida anslag på högst 84 000 000 000 kronor under 2014-2050,
e) bemyndigar regeringen att för 2013 ta upp lån i Riksgäldskontoret som inklusive tidigare upplåning uppgår till högst 35 444 000 000 kronor för prioriterade järnvägsprojekt m.m.,
f) godkänner att Trafikverket, i egenskap av infrastrukturförvaltare, deltar som medlem i samt betalar medlemsavgift till följande europeiska intressegrupperingar (EEIG): GEIE des Utilisateurs d'ERTMS, European Railway Telecommunications EWIV (Euratel) samt ytterligare en europeisk intressegruppering vars verksamhet ska röra förvaltning av godskorridoren på järnväg mellan Stockholm och Palermo,
g) bemyndigar regeringen att under 2013 för anslaget 1:7 Trafikavtal ingå ekonomiska åtaganden i samband med tjänstekoncessioner, avtal om trafiktjänst baserat på allmän trafikplikt, samverkansavtal och upphandling av transportpolitiskt motiverad trafik som inklusive tidigare åtaganden medför behov av framtida anslag på högst 7 500 000 000 kronor under 2014-2027,
h) bemyndigar regeringen att under 2013 för anslaget 1:11 Trängselskatt i Stockholm ingå ekonomiska åtaganden som inklusive tidigare åtaganden medför behov av framtida anslag på högst 7 500 000 000 kronor under 2014-2048,
i) bemyndigar regeringen att under 2013 för anslaget 1:14 Trängselskatt i Göteborg ingå ekonomiska åtaganden som inklusive tidigare åtaganden medför behov av framtida anslag på högst 3 300 000 000 kronor under 2014-2039,
j) fastställer avgiftsuttaget för finansiering av åtgärder mot allvarliga fredstida hot och påfrestningar som gäller elektronisk kommunikation till högst 100 000 000 kronor 2013,
k) bemyndigar regeringen att under 2013 för anslaget 2:2 Ersättning för särskilda tjänster till funktionshindrade ingå ekonomiska åtaganden som inklusive tidigare åtaganden medför behov av framtida anslag på högst 205 000 000 kronor under 2014-2015,
l) bemyndigar regeringen att under 2013 för anslaget 2:3 Grundläggande betaltjänster ingå ekonomiska åtaganden som medför behov av framtida anslag på högst 60 000 000 kronor under 2014-2015,
m) bemyndigar regeringen att under 2013 för anslaget 2:5 Driftsäker och tillgänglig elektronisk kommunikation ingå ekonomiska åtaganden som inklusive tidigare åtaganden medför behov av framtida anslag på högst 240 000 000 kronor 2014 och 2015,
n) anvisar anslagen under utgiftsområde 22 Kommunikationer för budgetåret 2013 enligt utskottets förslag i bilaga 3.
Därmed bifaller riksdagen proposition 2012/13:1 utgiftsområde 22 punkterna 2-10 och 19-23 samt avslår motionerna 
2012/13:Fi303 av Åsa Romson m.fl. (MP) yrkande 16, 
2012/13:T320 av Jonas Sjöstedt m.fl. (V) yrkandena 15 och 21, 
2012/13:T414 av Tony Wiklander m.fl. (SD), 
2012/13:T472 av Stina Bergström m.fl. (MP) yrkande 1, 
2012/13:T477 av Anders Ygeman m.fl. (S) yrkande 1, 
2012/13:T479 av Jonas Sjöstedt m.fl. (V) yrkandena 1 och 2, 
2012/13:T503 av Stina Bergström m.fl. (MP) yrkandena 1, 3-6, 10-13 och 15-19, 
2012/13:T508 av Åsa Romson m.fl. (MP) yrkande 3 och 
2012/13:T509 av Stina Bergström m.fl. (MP) yrkandena 2 och 3.
",2012/13,utskottet,2794206
225867,0,"","",42048,"",MJU5,-,Dioxinhalter i fisk ,5,"Riksdagen avslår motionerna 2001/02:MJ370 yrkande 14 och 2001/02:MJ422 yrkande 7.
",2001/02,uppgift saknas,225862
225872,8,"""m""","",42053,http://data.riksdagen.se/votering/80326742-565D-4F2D-B81B-B743479E679D,MJU5,röstning,Småskalig livsmedelsproduktion ,10,"Riksdagen avslår motionerna 2001/02:MJ219 yrkandena 10 13, 2001/02:MJ237 yrkandena 3 och 4, 2001/02:MJ343 yrkande 8, 2001/02:MJ371 och 2001/02:N27 yrkande 9.
",2001/02,utskottet,225862
1663322,0,"","",220648,"",FiU25,acklamation,Öppen källkod,4,"<BR/>Riksdagen avslår motion 

2015/16:2056 av Mattias Bäckström Johansson (SD).<BR/><BR/>",2015/16,utskottet,1663318
622276,0,"","",72743,"",AU5,-,Lokala initiativ ,17,"Riksdagen avslår motionerna 2000/01:Ub38 yrkande 7, 2001/02:A226 yrkande 7 och 2001/02:Sf334 yrkande 3.
",2001/02,uppgift saknas,622259
1661535,3,"""S"",""MP"",""V""",1B5CA5FF-CFE2-4024-AF64-1D09FDEAC33B,220093,http://data.riksdagen.se/votering/1B5CA5FF-CFE2-4024-AF64-1D09FDEAC33B,NU13,röstning,Insyn i handelspolitiken,2,"Riksdagen avslår motion 
2012/13:N206 av Hans Linde m.fl. (V) yrkande 12.
",2012/13,utskottet,1661533
241029,7,"""m""",32FC13A4-6119-11D8-AF7C-0004755048D1,44953,http://data.riksdagen.se/votering/32FC13A4-6119-11D8-AF7C-0004755048D1,UBU6,röstning,Införande av ett system med nationell skolpeng,8,"Riksdagen avslår motionerna 2003/04:Ub237 yrkande 1, 2003/04:Ub276 yrkandena 11 och 12, 2003/04:Ub367 yrkande 23, 2003/04:Ub388 yrkande 10, 2003/04:Ub427 yrkande 11, 2003/04:Ub472 yrkande 3, 2003/04:N341 yrkande 13 och 2003/04:N344 yrkande 5.
",2003/04,utskottet,241021
1804620,0,"","",242508,"",SoU26,acklamation,Rätten att flytta,21,"Riksdagen avslår motion 2005/06:So40 yrkande 12.
",2005/06,utskottet,1804590
2779462,1,"""MP""",DAC3CD09-0D08-488D-B76A-E52584DF8A04,487513,http://data.riksdagen.se/votering/DAC3CD09-0D08-488D-B76A-E52584DF8A04,CU12,röstning,Förbättrat skydd för nationalstadsparker,2,"Riksdagen avslår motion 2012/13:C436 yrkandena 1-4.
",2012/13,utskottet,2779460
2798005,0,"","",495898,"",SoU25,acklamation,Arbetsmiljökonsekvenser m.m. för butiksanställda,4,"Riksdagen avslår motion 2008/09:So20 yrkandena 1 och 2.
",2008/09,utskottet,2798001
2786496,0,"","",490691,"",KU17,acklamation,Tillämpning av Socialstyrelsens definition av hemlösa,29,"Riksdagen avslår motion 2005/06:K22 yrkande 22.
",2005/06,utskottet,2786467
1806297,0,"","",242936,"",MJU10,acklamation,Klassificering av svenska viner,2,"Riksdagen avslår motion 2009/10:MJ211.
",2009/10,utskottet,1806295
1674656,0,"","",223713,"",TU5,acklamation,Transportforskning och innovation,12,"Riksdagen avslår motionerna 
2004/05:T245 av Claes Roxbergh m.fl. (mp), 
2004/05:T468 av Erling Bager m.fl. (fp) yrkande 5, 
2005/06:T26 av Elizabeth Nyström m.fl. (m) yrkande 8, 
2005/06:T296 av Maria Wetterstrand m.fl. (mp, -) yrkande 13 och 
2005/06:T559 av Erling Bager m.fl. (fp) yrkande 5.
",2005/06,utskottet,1674644
1666925,0,"","",221584,"",KU6,acklamation,Övrigt lagförslag,2,Riksdagen antar regeringens förslag till lag om ändring i lagen (1991:1559) med föreskrifter på tryckfrihetsförordningens och yttrandefrihetsgrundlagens områden.<BR/>Därmed bifaller riksdagen proposition 2021/22:59 punkt 3.<BR/><BR/>,2022/23,utskottet,1666923
2795167,25,"""SD""",0a55ef27-ff6c-4d90-96a3-fd3b5e6e6655,494645,http://data.riksdagen.se/votering/0A55EF27-FF6C-4D90-96A3-FD3B5E6E6655,JuU16,röstning,Medgärningsmannaskap,27,"<BR/>Riksdagen avslår motion 

2016/17:2340 av Kent Ekeroth (SD).<BR/><BR/>",2016/17,utskottet,2795140
1810191,0,"","",243747,"",SfU7,acklamation,Underhållsbidrag vid växelvis boende,4,"Riksdagen avslår motion 
2005/06:Sf15 av Bo Könberg m.fl. (fp) yrkande 4.
",2005/06,utskottet,1810187
1321391,0,"","",168149,"",KU8,acklamation,Överklagande av beslut med anledning av begäran om rättelse i röstlängden ,7,"Riksdagen antar det av utskottet i bilaga 3 intagna förslaget till 19 kap. 2 § vallagen (1997:157). 
",2001/02,utskottet,1321384
1666134,0,"","",221369,"",NU1,acklamation,Låneramar till järnvägsrelaterade bolag,3,"Riksdagen bemyndigar regeringen att för år 2006 besluta om låneramar i Riksgäldskontoret för SJ AB, Jernhusen AB och AB Swedcarrier på sammanlagt 3 300 000 000 kr.
Därmed bifaller riksdagen proposition 2005/06:1 Utgiftsområde 24 punkt 10 och avslår motionerna 2005/06:N386 yrkande 23 och 2005/06:N477 yrkande 3.
",2005/06,utskottet,1666128
2135749,0,"","",379732,"",SoU13,acklamation,Drogturism och import av narkotika,13,"<BR/>Riksdagen avslår motion 

2024/25:3022 av Fredrik Lundh Sammeli m.fl. (S) yrkande 140.<BR/><BR/>",2024/25,utskottet,2135736
620779,0,"","",72198,"",SFU1,acklamation,Postdoktorala studier,13,"Riksdagen avslår motionerna 2003/04:Sf232 och 2003/04:Ub385 yrkande 8.
",2003/04,utskottet,620766
607829,0,"","",68288,"",KRU1,-,Världskultur som nytt ämnesområde för nationella uppdrag ,23,"Riksdagen avslår motion 2001/02:Kr422 yrkande 22 i denna del.
",2001/02,uppgift saknas,607806
1795446,0,"","",240296,"",KU27,acklamation,Demokratisk delaktighet,15,"<BR/>Riksdagen avslår motion 

2021/22:3217 av Per Schöldberg m.fl. (C) yrkande 5.<BR/><BR/>",2021/22,utskottet,1795412
2789955,0,"","",492297,"",SkU16,acklamation,Återkallelseskrivelse,11,"För mer information om förslagspunkten, se ärendets PDF-dokument",2014/15,utskottet,2789944
2784131,7,"""v""",CE12D4F1-6322-49BA-BC51-57F4B6347DA8,489568,http://data.riksdagen.se/votering/CE12D4F1-6322-49BA-BC51-57F4B6347DA8,TU13,röstning,Barn och ungdomar,5,"Riksdagen avslår motionerna 2005/06:Ub428 yrkande 21, 2005/06:T208, 2005/06:T291, 2005/06:T336 yrkandena 1-3, 2005/06:T380 yrkandena 4 och 5 i denna del, 2005/06:T384, 2005/06:T538 i denna del, 2005/06:T544 och 2005/06:T592.
",2005/06,utskottet,2784126
2771270,8,"""M"",""C"",""L"",""KD""",49e60e76-1dc4-4a5c-82d5-af9ad6f590f1,483932,http://data.riksdagen.se/votering/49E60E76-1DC4-4A5C-82D5-AF9AD6F590F1,TU12,röstning,Elvägar,5,"<BR/>Riksdagen avslår motionerna 

2015/16:222 av Sten Bergheden (M) yrkande 2, 

2016/17:1831 av Sten Bergheden (M) yrkandena 1 och 2, 

2016/17:2530 av Jessica Rosencrantz m.fl. (M, C, L, KD) yrkande 8, 

2016/17:3391 av Robert Halef m.fl. (KD) yrkande 4, 

2016/17:3507 av Anders Åkesson (C) yrkande 18, 

2016/17:3513 av Jessica Rosencrantz m.fl. (M) yrkande 17 och 

2016/17:3633 av Nina Lundström m.fl. (L) yrkande 6.<BR/><BR/>",2016/17,utskottet,2771265
1912999,4,"""m"",""c"",""fp"",""kd""",3AF9AAA6-268A-4F50-ACFA-D3E08DEBC39F,258973,http://data.riksdagen.se/votering/3AF9AAA6-268A-4F50-ACFA-D3E08DEBC39F,FöU9,röstning,Frivillig medverkan i säkerhetsarbetet,6,"Riksdagen avslår motionerna 2004/05:MJ5 yrkande 4, 2005/06:Fö7 yrkandena 4, 6 och 7 samt 2005/06:Fö234.
",2005/06,utskottet,1912993
1317939,0,"","",167191,"",UBU9,acklamation,Skolgången för flickor i patriarkala miljöer,33,"Riksdagen avslår motion 2004/05:Ub306 yrkande 4.
",2004/05,utskottet,1317906
1805001,0,"","",242626,"",UU8,acklamation,Nationella ratifikationsprocesser i EU:s medlemsstater,5,"Riksdagen avslår motion 2008/09:U2 yrkande 1.
",2008/09,utskottet,1804996
2774008,10,"""S"",""SD""",3EBCC757-4827-4BD6-A287-97C23616419B,485155,http://data.riksdagen.se/votering/3EBCC757-4827-4BD6-A287-97C23616419B,TU9,röstning,Vägräcken och mötesseparerade vägar,11,"Riksdagen avslår motionerna 2013/14:T511 yrkandena 4 och 5 samt 2013/14:T517 yrkande 21.
",2013/14,utskottet,2773997
1320360,0,"","",167906,"",SOU15,acklamation,Ökad mångfald av vårdgivare,3,"Riksdagen avslår motion 2004/05:So19 yrkande 12.
",2004/05,utskottet,1320357
611755,0,"","",69255,"",JUU7,acklamation,Rättens sammansättning i mål som rör barn ,13,"Riksdagen avslår motionerna 2000/01:Ju411 yrkande 2, 2000/01:Ju416 yrkande 2 och 2001/02:A211 yrkande 24. 
",2001/02,utskottet,611742
1911581,0,"","",258262,"",UU16,acklamation,Verksamheten i OSSE,1,"Riksdagen avslår motion 
2011/12:U315 av Urban Ahlin m.fl. (S) yrkande 98.
",2011/12,utskottet,1911580
1913330,0,"","",259121,"",SfU8,acklamation,Lagförslagen i övrigt,16,"Riksdagen 
a) antar regeringens förslag till 
1. lag om ändring i utlänningslagen (2005:716),
2. lag om ändring i lagen (1962:381) om allmän försäkring,
3. lag om ändring i folkbokföringslagen (1991:481),
4. lag om ändring i lagen (1994:137) om mottagande av asylsökande m.fl.,
5. lag om ändring i lagen (1998:702) om garantipension,
6. lag om ändring i lagen (2006:304) om rättsprövning av vissa
regeringsbeslut,
7. lag om ändring i lagen (2008:290) om godkännande för
forskningshuvudmän att ta emot gästforskare,
8. lag om ändring i lagen (2008:344) om hälso- och sjukvård åt
asylsökande m.fl.,
b) beslutar att 6 kap. 6 § utlänningslagen (2005:716) ska få ändrad lydelse i enlighet med utskottets förslag i bilaga 3 och beslutar om sådan ändring av ingressen till regeringens förslag till lag om ändring i utlänningslagen (2005:716) som föranleds av detta.
Därmed bifaller riksdagen proposition 2009/10:31 i denna del.
",2009/10,utskottet,1913314
2771942,0,"","",484187,"",UbU15,acklamation,Stöd till innovation,25,"<BR/>Riksdagen avslår motionerna 

2024/25:1494 av Gustaf Göthberg och Helena Storckenfeldt (båda M) yrkande 2, 

2024/25:3201 av Staffan Eklöf (SD), 

2024/25:3309 av Åsa Westlund m.fl. (S) yrkandena 22 och 23, 

2024/25:3312 av Anders Ådahl m.fl. (C) yrkandena 34 och 35 samt 

2024/25:3313 av Daniel Helldén m.fl. (MP) yrkande 26.<BR/><BR/>",2024/25,utskottet,2771917
2781910,1,"""c""",EA776E0F-84AB-4FCA-AB7A-0B6F79F79ACF,488539,http://data.riksdagen.se/votering/EA776E0F-84AB-4FCA-AB7A-0B6F79F79ACF,KU28,röstning,Generell integritetsskyddslagstiftning,1,"Riksdagen avslår motionerna 2005/06:K306 yrkandena 1 och 2, 2005/06:K371 yrkandena 1 och 2 samt 2005/06:K399 yrkande 1.
",2005/06,utskottet,2781909
2784189,0,"","",489595,"",SkU12,acklamation,"Företagande och investeringar, allmänna skattefrågor",1,"<BR/>Riksdagen avslår motionerna 

2023/24:346 av Jonas Andersson m.fl. (SD) yrkande 5, 

2023/24:378 av Staffan Eklöf m.fl. (SD) yrkande 2, 

2023/24:439 av Ciczie Weidby m.fl. (V) yrkande 13, 

2023/24:893 av Elin Söderberg m.fl. (MP) yrkandena 11 och 13, 

2023/24:1389 av Peter Ollén (M), 

2023/24:1634 av Niels Paarup-Petersen (C) yrkande 4, 

2023/24:1655 av Per Söderlund m.fl. (SD) yrkande 13, 

2023/24:2453 av Rickard Nordin m.fl. (C) yrkande 35 och 

2023/24:2457 av Muharrem Demirok m.fl. (C) yrkande 5.<BR/><BR/>",2023/24,utskottet,2784188
1808389,0,"","",243400,"",MJU14,acklamation,Fiske i fjällområdet m.m.,6,"Riksdagen avslår motionerna 2006/07:MJ230 och 2006/07:MJ358.
",2006/07,utskottet,1808383
2079193,0,"","",329657,"",SfU15,acklamation,Asylprocessen,8,"<BR/>Riksdagen avslår motionerna 

2022/23:126 av Yasmine Bladelius (S), 

2022/23:181 av Märta Stenevi m.fl. (MP) yrkande 16 i denna del, 

2022/23:915 av Ludvig Aspling och Nima Gholam Ali Pour (båda SD) yrkande 4, 

2022/23:916 av Ludvig Aspling och Nima Gholam Ali Pour (båda SD) yrkande 6, 

2022/23:1294 av Sanna Backeskog m.fl. (S) och 

2022/23:1382 av Magnus Jacobsson (KD).<BR/><BR/>",2022/23,utskottet,2079185
2793798,0,"","",494043,"",KrU11,acklamation,Höjd åldersgräns för spel,6,"<BR/>Riksdagen avslår motion 

2024/25:1810 av Patrik Lundqvist m.fl. (S) yrkande 1.<BR/><BR/>",2024/25,utskottet,2793792
2076166,0,"","",328525,"",CU16,acklamation,Översyn av plan- och bygglagen,2,"<BR/>Riksdagen avslår motionerna 

2017/18:1919 av Jesper Skalberg Karlsson och Johan Hultberg (båda M) yrkande 3, 

2017/18:2817 av Ida Drougge (M), 

2017/18:2911 av Åsa Coenraads (M), 

2017/18:2933 av Erik Ottoson (M), 

2017/18:3343 av Caroline Szyber m.fl. (KD, M, C, L) yrkandena 3 och 10, 

2017/18:3363 av Nooshi Dadgostar m.fl. (V) yrkande 4, 

2017/18:3580 av Jan Björklund m.fl. (L) yrkandena 32 och 40, 

2017/18:3633 av Roger Hedlund och Mikael Eskilandersson (båda SD) yrkandena 8 och 11, 

2017/18:3757 av Ola Johansson m.fl. (C) yrkandena 10 och 17 samt 

2017/18:3855 av Eskil Erlandsson m.fl. (C) yrkande 19.<BR/><BR/>",2017/18,utskottet,2076164
1807837,0,"","",243285,"",SoU22,acklamation,E-hälsa och välfärdsteknik,17,"<BR/>Riksdagen avslår motionerna 

2022/23:901 av Christofer Bergenblock m.fl. (C) yrkandena 33 och 36 samt 

2022/23:2061 av Fredrik Lundh Sammeli m.fl. (S) yrkande 47.<BR/><BR/>",2022/23,utskottet,1807819
2781840,1,"""m"",""c"",""fp"",""kd"",""mp""",E7BA0C12-521E-4A67-8D46-714C7267F6FA,488501,http://data.riksdagen.se/votering/E7BA0C12-521E-4A67-8D46-714C7267F6FA,KU26,röstning,Minoritetsåterremiss,2,"Riksdagen avslår motion 2005/06:K365.
",2005/06,reservation 1,2781838
1661070,7,"""M"",""C"",""L"",""KD""",efcc6c1c-94ca-455d-a0a8-2b4982a8c5a3,219962,http://data.riksdagen.se/votering/EFCC6C1C-94CA-455D-A0A8-2B4982A8C5A3,MJU24,röstning,Påverkan i de internationella klimatförhandlingarna,9,"<BR/>Riksdagen avslår motionerna 

2016/17:821 av Annie Lööf m.fl. (C) yrkande 7, 

2016/17:2670 av Kristina Yngwe m.fl. (C, M, L, KD) yrkande 1 i denna del och 

2016/17:2767 av Karin Enström m.fl. (M) yrkande 4.<BR/><BR/>",2016/17,utskottet,1661061
2081831,0,"","",330477,"",SfU12,acklamation,Överföring av premiepensionsrätt,1,"Riksdagen antar regeringens förslag till<br>1.&nbsp;lag om ändring i socialförsäkringsbalken,<br>2.&nbsp;lag om ändring i lagen (1988:1465) om ledighet för närståendevård,<br>3. lag om ändring i lagen (1997:238) om arbetslöshetsförsäkring,<br>4.&nbsp;lag om ändring i inkomstskattelagen (1999:1229),<br>5.&nbsp;lag om ändring i diskrimineringslagen (2008:567),<br>6.&nbsp;lag om ändring i lagen (2010:111) om införande av socialförsäkringsbalken.<BR/>Därmed bifaller riksdagen proposition 2017/18:10 punkterna 1-6 och avslår motionerna 

2017/18:2804 av Aron Modig m.fl. (KD), 

2017/18:3625 av Désirée Pethrus m.fl. (KD) yrkande 4, 

2017/18:3685 av Annie Lööf m.fl. (C) yrkande 74, 

2017/18:3776 av Solveig Zander m.fl. (C) yrkande 20, 

2017/18:3836 av Andreas Carlson m.fl. (KD) yrkandena 14 och 15 samt 

2017/18:3842 av Aron Modig m.fl. (KD) yrkandena 7 och 8.<BR/><BR/>",2017/18,utskottet,2081830
237468,0,"","",44142,"",MJU14,acklamation,Bekämpningsmedelsrester i vatten ,14,"Riksdagen avslår motionerna 2001/02:MJ464 yrkande 3 och 2001/02:MJ515 yrkande 8. 
",2001/02,utskottet,237454
619903,3,"""m"",""fp"",""kd""",1855CD4E-8A00-11D7-AE1E-000475530052,71773,http://data.riksdagen.se/votering/1855CD4E-8A00-11D7-AE1E-000475530052,LU7,röstning,Könskvotering,4,"Riksdagen avslår motion 2002/03:L236.
",2002/03,utskottet,619899
2797808,0,"","",495795,"",JuU20,acklamation,Barn som upplevt våld,5,"<BR/>Riksdagen avslår motion 

2016/17:3237 av Beatrice Ask m.fl. (M, C, L, KD) yrkande 2.<BR/><BR/>",2016/17,utskottet,2797803
2777815,0,"","",486783,"",SoU16,acklamation,Handikappanpassade medicinförpackningar,7,"Riksdagen avslår motion 
2011/12:So235 av Christina Karlsson (S).
",2011/12,utskottet,2777808
1805306,0,"","",242729,"",SoU24,acklamation,Nationella hjälplinjen,35,"Riksdagen avslår motion 2005/06:So46 yrkande 29.
",2005/06,utskottet,1805271
2792060,0,"","",493279,"",TU12,acklamation,Lastbilars och bussars längd och vikt,7,"Riksdagen tillkännager för regeringen som sin mening vad utskottet anför om dels behovet av att skyndsamt&nbsp;utarbeta erforderliga regeländringar&nbsp;så att lastbilar med en bruttovikt på upp till 74 ton tillåts att trafikera de delar av det allmänna vägnätet som har tillräcklig bärighet,&nbsp;dels behovet av en generösare dispensgivning och fortsatt utredning när det gäller frågan om att tillåta fordonsekipage på upp till 30 meter.<BR/>Därmed bifaller riksdagen motionerna 

2014/15:1791 av Jessica Rosencrantz (M), 

2014/15:2317 av Lars Hjälmered m.fl. (M, C, FP, KD) yrkande 11, 

2014/15:2318 av Lars Hjälmered m.fl. (M) yrkande 6 och 

2014/15:2427 av Anders Åkesson (C) yrkande 6, 

bifaller delvis motionerna 

2014/15:2003 av Edward Riedl (M) och 

2014/15:2318 av Lars Hjälmered m.fl. (M) yrkande 7 och 

avslår motion 

2014/15:367 av Lotta Finstorp (M).<BR/><BR/>",2014/15,utskottet,2792053
2779191,30,"""s"",""v"",""mp""",B9339FD1-2FB9-4794-8013-20F180DC378D,487379,http://data.riksdagen.se/votering/B9339FD1-2FB9-4794-8013-20F180DC378D,SoU8,röstning,HBT-kompetens och bemötande,35,"Riksdagen avslår motionerna 2006/07:K312 yrkande 35 i denna del, 2006/07:U294 yrkandena 3, 5 och 7, 2006/07:So243, 2006/07:So384 yrkandena 1 och 4 samt 2006/07:So463 yrkandena 3, 4 och 18.
",2006/07,utskottet,2779156
605675,1,"""kd""",AA5258CC-05E4-11D8-AE8F-000475530032,67906,http://data.riksdagen.se/votering/AA5258CC-05E4-11D8-AE8F-000475530032,LU3,röstning,Lagens tillämpningsområde,1,"Riksdagen antar 1 § regeringens förslag till lag om finansiell rådgivning till  konsumenter. 
Riksdagen antar 1 § regeringens förslag till lag om finansiell rådgivning till  konsumenter. 
Därmed bifaller riksdagen proposition 2002/03:133 i denna del och avslår motion 2003/04:L303.
",2003/04,utskottet,605674
73498,0,"","",33223,"",UBU1,acklamation,Forskning om fibromyalgi ,78,"Riksdagen avslår motion 2001/02:Ub262. 
",2001/02,utskottet,73412
1810943,0,"","",243983,"",FöU4,acklamation,Totalförsvaret,7,"<BR/>Riksdagen avslår motionerna 

2023/24:1269 av Kjell-Arne Ottosson (KD) och 

2023/24:2214 av Sten Bergheden och Johanna Rantsi (båda M).<BR/><BR/>",2023/24,utskottet,1810936
