person_id,first_name,last_name,party,role_code,status,assignment_type,org_code,role_tier,role_weight,role_start,role_end,role_start_year,role_end_year,role_instances,total_days_in_role,is_current_role,role_sequence,peak_role_weight,career_first_year,career_last_year,years_in_role,progression_pattern,career_level,advancement_velocity,time_bucket,rn
0284192765516,Tomas,Eneroth,S,Suppleant,"",Riksdagsorgan,NR,SUBSTITUTE,100,2014-10-07,2017-07-27,2014,2017,3,1024,f,16,900,1994,2029,4,DESCENDING,ENTRY_LEVEL,,2017-07-01 00:00:00+02,1
0780214960516,Eva,Lindh,S,Ersättare,Ersättare,kammaruppdrag,kam,SUBSTITUTE,100,2015-09-01,2017-06-30,2015,2017,3,502,f,1,400,2015,2026,3,CAREER_PEAK,ENTRY_LEVEL,,2017-06-01 00:00:00+02,1
0638497389621,Julia,Kronlid,SD,Riksdagsledamot,Ledig,kammaruppdrag,kam,MP,400,2010-10-12,2017-05-14,2010,2017,4,715,f,3,750,2010,2026,8,CAREER_PEAK,MID_LEVEL,,2017-05-01 00:00:00+02,1
0879782396219,Olle,Thorell,S,Riksdagsledamot,Ledig,kammaruppdrag,kam,MP,400,2016-08-15,2017-04-01,2016,2017,1,229,f,14,600,2006,2026,2,CAREER_PEAK,MID_LEVEL,300.00,2017-04-01 00:00:00+02,1
0403769921921,Tina,Ghasemi Liljekvist,M,Ledamot,"",Riksdagsorgan,ER,OTHER,350,2014-11-01,2017-03-30,2014,2017,1,880,f,4,400,2014,2018,4,ASCENDING,JUNIOR,,2017-03-01 00:00:00+01,1
0530361204603,Rolf,Åbjörnsson,KD,Extra suppleant,"",uppdrag,UU,SUBSTITUTE,50,2017-01-12,2017-02-12,2017,2017,1,31,f,9,550,1994,2017,1,LATERAL,ENTRY_LEVEL,0.00,2017-02-01 00:00:00+01,1
0526874284718,Stefan,Svanström,KD,Extra suppleant,"",uppdrag,KU,SUBSTITUTE,50,2016-10-11,2017-01-01,2016,2017,1,82,f,3,100,2013,2017,2,DESCENDING,ENTRY_LEVEL,-16.67,2017-01-01 00:00:00+01,1
0741005094627,Gustav,Blix,M,Ersättare,Ersättare,kammaruppdrag,kam,SUBSTITUTE,100,2016-10-03,2016-12-02,2016,2016,1,60,f,18,400,2006,2016,1,CAREER_PEAK,ENTRY_LEVEL,,2016-12-01 00:00:00+01,1
0482927154110,Leif,Jakobsson,S,Ledamot,"",Riksdagsorgan,KD,COMMITTEE_MEMBER,350,2002-02-15,2016-11-09,2002,2016,4,3423,f,5,550,1998,2018,15,ASCENDING,JUNIOR,250.00,2016-11-01 00:00:00+01,1
0128805841317,Katarina,Brännström,M,Ledamot,"",Riksdagsorgan,VB,OTHER,350,2013-01-22,2016-10-25,2013,2016,2,1372,f,7,600,2006,2026,4,LATERAL,JUNIOR,0.00,2016-10-01 00:00:00+02,1
0641953830512,Magnus,Persson,SD,Suppleant,"",uppdrag,AU,SUBSTITUTE,100,2014-10-07,2016-09-27,2014,2016,1,721,f,3,600,2014,2026,3,LATERAL,ENTRY_LEVEL,,2016-09-01 00:00:00+02,1
0819601620927,Annika,Hirvonen,MP,Ledamot,"",uppdrag,JuU,OTHER,350,2015-12-11,2016-08-06,2015,2016,1,239,f,6,650,2014,2026,2,DESCENDING,JUNIOR,,2016-08-01 00:00:00+02,1
0393199907225,Jenny,Bengtsson,V,Extra suppleant,"",uppdrag,AU,SUBSTITUTE,50,2016-05-13,2016-07-27,2016,2016,2,71,f,4,100,2016,2016,1,LATERAL,ENTRY_LEVEL,,2016-07-01 00:00:00+02,1
0456066032422,Mathias,Sundin,L,Suppleant,"",uppdrag,SkU,SUBSTITUTE,100,2014-10-07,2016-06-09,2014,2016,1,611,f,6,400,2012,2018,3,DESCENDING,ENTRY_LEVEL,,2016-06-01 00:00:00+02,1
0500493436208,Kristina,Persson,S,Statsråd,"",Departement,SB,MINISTER,900,2014-10-03,2016-05-25,2014,2016,1,600,f,12,900,1991,2016,3,PEAK_ROLE,TOP_LEADERSHIP,26.32,2016-05-01 00:00:00+02,1
0116084827614,Mehmet,Kaplan,MP,Statsråd,"",Departement,N,MINISTER,900,2014-10-03,2016-04-18,2014,2016,1,563,f,16,900,2006,2016,3,PEAK_ROLE,TOP_LEADERSHIP,800.00,2016-04-01 00:00:00+02,1
0731809135516,Carina,Adolfsson Elgestam,S,Revisor,"",Riksdagsorgan,Systembolaget,OTHER,50,2015-03-25,2016-03-16,2015,2016,1,357,f,12,400,1998,2016,2,DESCENDING,ENTRY_LEVEL,-10.00,2016-03-01 00:00:00+01,1
0415959965211,Mia,Sydow Mölleby,V,Förste vice gruppledare,"",partiuppdrag,V,OTHER,50,2012-02-14,2016-02-02,2012,2016,2,1449,f,4,650,2010,2022,5,DESCENDING,ENTRY_LEVEL,-25.00,2016-02-01 00:00:00+01,1
0920966427818,Anders,Ahlgren,C,Suppleant,"",uppdrag,FiU,SUBSTITUTE,100,2014-10-07,2016-01-10,2014,2016,1,460,f,4,400,2012,2016,3,LATERAL,ENTRY_LEVEL,0.00,2016-01-01 00:00:00+01,1
0448155122323,Olof,Lavesson,M,Vice ordförande,"",Riksdagsorgan,ER,COMMITTEE_VICE_CHAIR,550,2015-01-20,2015-12-10,2015,2015,1,324,f,9,600,2006,2018,1,CAREER_PEAK,MID_LEVEL,450.00,2015-12-01 00:00:00+01,1
0535526562910,Lars,Tysklind,L,Kvittningsperson,"",partiuppdrag,FP,OTHER,50,2014-09-29,2015-11-24,2014,2015,1,421,f,13,400,2002,2018,2,DESCENDING,ENTRY_LEVEL,-12.50,2015-11-01 00:00:00+01,1
0483837558914,Anna-Lena,Sörenson,S,Suppleant,"",Riksdagsorgan,UN,SUBSTITUTE,100,2014-10-07,2015-10-20,2014,2015,1,378,f,8,550,2010,2018,2,LATERAL,ENTRY_LEVEL,,2015-10-01 00:00:00+02,1
0448155122323,Olof,Lavesson,M,Ledamot,"",uppdrag,SkU,OTHER,350,2014-10-07,2015-09-18,2014,2015,1,346,f,7,600,2006,2018,2,CAREER_PEAK,JUNIOR,,2015-09-01 00:00:00+02,1
0658668232410,Per,Bill,M,Suppleant,"",uppdrag,KU,SUBSTITUTE,100,2014-10-07,2015-08-27,2014,2015,1,324,f,21,600,1994,2015,2,LATERAL,ENTRY_LEVEL,0.00,2015-08-01 00:00:00+02,1
0438928446810,Lena,Ek,C,Riksdagsledamot,Tjänstgörande,kammaruppdrag,kam,MP,400,1998-10-05,2015-07-31,1998,2015,3,2414,f,1,850,1998,2015,18,CAREER_PEAK,MID_LEVEL,,2015-07-01 00:00:00+02,1
0788526088220,Emma,Henriksson,KD,Gruppledare,"",partiuppdrag,KD,PARTY_LEADER,650,2012-02-21,2015-06-16,2012,2015,2,1211,f,12,650,2006,2018,4,PEAK_ROLE,SENIOR_LEADERSHIP,50.00,2015-06-01 00:00:00+02,1
0114869877121,Sara,Karlsson,S,Ledamot,"",Riksdagsorgan,NR,OTHER,350,2014-10-07,2015-05-22,2014,2015,1,227,f,5,400,2010,2018,2,LATERAL,JUNIOR,,2015-05-01 00:00:00+02,1
0584659199514,Göran,Hägglund,KD,Riksdagsledamot,Tjänstgörande,kammaruppdrag,kam,MP,400,1991-09-30,2015-04-24,1991,2015,6,5686,f,1,850,1991,2015,25,CAREER_PEAK,MID_LEVEL,,2015-04-01 00:00:00+02,1
0462699892622,Maria,Ferm,MP,Ledamot,"",Riksdagsorgan,LR,OTHER,350,2015-01-28,2015-03-25,2015,2015,1,56,f,13,650,2010,2022,1,CAREER_PEAK,JUNIOR,,2015-03-01 00:00:00+01,1
0365797008114,Leif,Pettersson,S,Suppleant,"",Riksdagsorgan,VPN,SUBSTITUTE,100,2011-04-06,2015-02-18,2011,2015,1,1414,f,8,400,2006,2019,5,DESCENDING,ENTRY_LEVEL,-250.00,2015-02-01 00:00:00+01,1
0618583795602,Sören,Lekberg,S,Personlig ersättare,"",Riksdagsorgan,DN,OTHER,50,2011-01-01,2015-01-01,2011,2015,1,1461,f,22,600,1976,2015,5,DESCENDING,ENTRY_LEVEL,-68.75,2015-01-01 00:00:00+01,1
0126797549328,Johan,Forssell,M,Ledamot,"",uppdrag,FöU,OTHER,350,2010-10-12,2014-12-18,2010,2014,2,1520,f,2,900,2006,2026,5,DESCENDING,JUNIOR,-12.50,2014-12-01 00:00:00+01,1
0582811195313,Tina,Acketoft,L,Suppleant,"",Riksdagsorgan,ER,SUBSTITUTE,100,2007-01-11,2014-11-01,2007,2014,2,2799,f,5,400,2002,2022,8,LATERAL,ENTRY_LEVEL,,2014-11-01 00:00:00+01,1
0784309503313,Ewa,Björling,M,Suppleant,"",uppdrag,UU,SUBSTITUTE,100,2014-10-14,2014-10-16,2014,2014,1,2,f,14,900,2002,2014,1,DESCENDING,ENTRY_LEVEL,-42.86,2014-10-01 00:00:00+02,1
0583257327619,Kerstin,Haglö,S,Suppleant,"",Riksdagsorgan,NR,SUBSTITUTE,100,2006-10-17,2014-09-29,2006,2014,5,2845,f,8,600,2002,2014,9,LATERAL,ENTRY_LEVEL,,2014-09-01 00:00:00+02,1
0751995030915,Olle,Schmidt,FP,Ledamot,"",Europaparlamentet,EP,OTHER,350,2009-07-14,2014-07-01,2009,2014,1,1813,f,6,400,1991,2014,6,DESCENDING,JUNIOR,-3.33,2014-07-01 00:00:00+02,1
0280087199210,Valter,Mutt,MP,Suppleant,"",uppdrag,UU,SUBSTITUTE,100,2010-10-12,2014-06-23,2010,2014,1,1350,f,2,400,2010,2018,5,DESCENDING,ENTRY_LEVEL,,2014-06-01 00:00:00+02,1
03856618629,Linda,Wemmert,M,Suppleant,"",uppdrag,MJU,SUBSTITUTE,100,2011-02-02,2014-05-23,2011,2014,2,1205,f,3,400,2011,2014,4,DESCENDING,ENTRY_LEVEL,,2014-05-01 00:00:00+02,1
0132698667318,Thoralf,Alfsson,SD,Suppleant,"",uppdrag,KU,SUBSTITUTE,100,2010-11-26,2014-04-24,2010,2014,1,1245,f,14,400,2010,2014,5,LATERAL,ENTRY_LEVEL,,2014-04-01 00:00:00+02,1
0338458649710,Anti,Avsan,M,Extra suppleant,"",uppdrag,UU,SUBSTITUTE,50,2014-01-24,2014-03-14,2014,2014,1,49,f,8,600,2006,2018,1,DESCENDING,ENTRY_LEVEL,-150.00,2014-03-01 00:00:00+01,1
0326963110315,Anna,Rheyneuclaudes Kihlman,M,Ersättare,Ersättare,kammaruppdrag,kam,SUBSTITUTE,100,2013-03-01,2014-02-28,2013,2014,2,210,f,1,100,2013,2014,2,PEAK_ROLE,ENTRY_LEVEL,,2014-02-01 00:00:00+01,1
0285352171912,Henrik,Ripa,M,Riksdagsledamot,Tjänstgörande,kammaruppdrag,kam,MP,400,2010-10-04,2014-01-15,2010,2014,1,1199,f,1,400,2010,2014,5,PEAK_ROLE,MID_LEVEL,,2014-01-01 00:00:00+01,1
0485476395125,Christian,Holm Barenfeld,M,Deputerad,"",uppdrag,UFöU,OTHER,50,2010-11-23,2013-12-17,2010,2013,6,123,f,8,400,2006,2018,4,DESCENDING,ENTRY_LEVEL,,2013-12-01 00:00:00+01,1
0116603319117,Josefin,Brink,V,Riksdagsledamot,Tjänstgörande,kammaruppdrag,kam,MP,400,2006-10-02,2013-11-13,2006,2013,3,2521,f,2,400,2006,2014,8,PEAK_ROLE,MID_LEVEL,,2013-11-01 00:00:00+01,1
0463955388312,Bengt-Anders,Johansson,M,Suppleant,"",uppdrag,EUN,SUBSTITUTE,100,2010-11-17,2013-10-03,2010,2013,1,1051,f,9,550,2002,2023,4,DESCENDING,ENTRY_LEVEL,,2013-10-01 00:00:00+02,1
0699506181311,Karin,Åström,S,Ordförande,"",Riksdagsorgan,NR,COMMITTEE_CHAIR,600,2010-10-20,2013-09-16,2010,2013,3,999,f,10,600,2004,2014,4,PEAK_ROLE,SENIOR_LEADERSHIP,,2013-09-01 00:00:00+02,1
0766496753128,Fredrik,Malm,L,Statsrådsersättare,Ledig Ersättare,kammaruppdrag,kam,OTHER,50,2013-02-15,2013-08-14,2013,2013,1,180,f,11,600,2006,2026,1,DESCENDING,ENTRY_LEVEL,-50.00,2013-08-01 00:00:00+02,1
0467253407311,Hans,Unander,S,Extra suppleant,"",uppdrag,SoU,SUBSTITUTE,50,2013-01-15,2013-07-31,2013,2013,1,197,f,9,400,2002,2017,1,DESCENDING,ENTRY_LEVEL,-16.67,2013-07-01 00:00:00+02,1
0703330864716,Inger,Fredriksson,C,Extra suppleant,"",uppdrag,MJU,SUBSTITUTE,50,2011-10-03,2013-06-02,2011,2013,2,129,f,2,100,2011,2013,3,LATERAL,ENTRY_LEVEL,,2013-06-01 00:00:00+02,1
0961349903416,Rebwar,Hassan,MP,Suppleant,"",uppdrag,SfU,SUBSTITUTE,100,2012-11-29,2013-05-17,2012,2013,1,169,f,2,100,2012,2013,2,PEAK_ROLE,ENTRY_LEVEL,,2013-05-01 00:00:00+02,1
0868286862422,Fredrick,Federley,C,Riksdagsledamot,Ledig,kammaruppdrag,kam,MP,400,2012-09-03,2013-04-26,2012,2013,1,235,f,7,400,2006,2021,2,PEAK_ROLE,MID_LEVEL,25.00,2013-04-01 00:00:00+02,1
0444616389415,Mats,Johansson,M,Ledamot,"",Riksdagsorgan,ER,OTHER,350,2010-11-01,2013-03-22,2010,2013,1,872,f,8,400,2006,2014,4,LATERAL,JUNIOR,,2013-03-01 00:00:00+01,1
0241675049710,Otto,von Arnold,KD,Riksdagsledamot,Tjänstgörande,kammaruppdrag,kam,MP,400,2007-11-05,2013-02-21,2007,2013,2,1935,f,1,400,2007,2013,7,PEAK_ROLE,MID_LEVEL,,2013-02-01 00:00:00+01,1
0802373156815,Nyamko,Sabuni,L,Riksdagsledamot,Ledig,kammaruppdrag,kam,MP,400,2010-10-04,2013-01-22,2010,2013,1,841,f,7,900,2002,2022,4,DESCENDING,MID_LEVEL,-150.00,2013-01-01 00:00:00+01,1
0456066032422,Mathias,Sundin,L,Extra suppleant,"",uppdrag,UbU,SUBSTITUTE,50,2012-05-01,2012-12-31,2012,2012,1,244,f,2,400,2012,2018,1,LATERAL,ENTRY_LEVEL,,2012-12-01 00:00:00+01,1
0239948123229,Erik,Almqvist,SD,Ledamot,"",uppdrag,FiU,OTHER,350,2012-01-18,2012-11-21,2012,2012,1,308,f,5,400,2010,2013,1,LATERAL,JUNIOR,0.00,2012-11-01 00:00:00+01,1
0760437424714,Magdalena,Andersson,M,Ledamot,"",uppdrag,CU,OTHER,350,2010-10-12,2012-10-16,2010,2012,1,735,f,14,400,2003,2012,3,LATERAL,JUNIOR,,2012-10-01 00:00:00+02,1
0714307225418,Sven-Erik,Österberg,S,Ledamot,"",Riksdagsorgan,KD,COMMITTEE_MEMBER,350,2001-03-22,2012-09-30,2001,2012,4,4208,f,10,900,1994,2025,12,DESCENDING,JUNIOR,-250.00,2012-09-01 00:00:00+02,1
039655712615,Margareta,Pålsson,M,Suppleant,"",Riksdagsorgan,VB,SUBSTITUTE,100,2006-10-02,2012-08-31,2006,2012,2,2160,f,5,600,2002,2012,7,DESCENDING,ENTRY_LEVEL,-125.00,2012-08-01 00:00:00+02,1
0905637653912,Kerstin,Nilsson,S,Suppleant,"",uppdrag,KU,SUBSTITUTE,100,2011-02-04,2012-07-31,2011,2012,1,543,f,4,400,2010,2018,2,LATERAL,ENTRY_LEVEL,0.00,2012-07-01 00:00:00+02,1
069436402021,Tomas,Tobé,M,Ordförande,"",uppdrag,AU,COMMITTEE_CHAIR,600,2010-10-12,2012-06-18,2010,2012,1,615,f,6,600,2006,2029,3,PEAK_ROLE,SENIOR_LEADERSHIP,,2012-06-01 00:00:00+02,1
0772402807013,Sven-Olof,Sällström,SD,Förste vice gruppledare,"",partiuppdrag,SD,OTHER,50,2010-10-04,2012-05-21,2010,2012,1,595,f,3,550,2010,2024,3,DESCENDING,ENTRY_LEVEL,,2012-05-01 00:00:00+02,1
064601872511,Catharina,Elmsäter-Svärd,M,Infrastruktur- och försvarsminister,"",Departement,N,MINISTER,850,2012-03-30,2012-04-17,2012,2012,1,18,f,20,900,1996,2014,1,DESCENDING,TOP_LEADERSHIP,-25.00,2012-04-01 00:00:00+02,1
0188653245302,Bengt,Berg,V,Ledamot,"",uppdrag,KrU,COMMITTEE_MEMBER,350,2010-10-12,2012-03-01,2010,2012,1,506,f,2,400,2010,2014,3,DESCENDING,JUNIOR,,2012-03-01 00:00:00+01,1
0110600080618,Håkan,Juholt,S,Suppleant,"",Riksdagsorgan,NR,SUBSTITUTE,100,2011-05-04,2012-02-23,2011,2012,2,268,f,16,700,1994,2016,2,DESCENDING,ENTRY_LEVEL,,2012-02-01 00:00:00+01,1
0132698667318,Thoralf,Alfsson,SD,Suppleant,"",uppdrag,SkU,SUBSTITUTE,100,2010-11-26,2012-01-24,2010,2012,1,424,f,9,400,2010,2014,3,LATERAL,ENTRY_LEVEL,,2012-01-01 00:00:00+01,1
0292756653724,Henrik,von Sydow,M,Ledamot,"",uppdrag,SkU,OTHER,350,2010-10-12,2011-12-31,2010,2011,2,121,f,11,600,2002,2014,2,DESCENDING,JUNIOR,,2011-12-01 00:00:00+01,1
0529103571012,Jan R,Andersson,M,Ledamot,"",uppdrag,SoU,OTHER,350,2006-10-10,2011-11-22,2006,2011,2,1861,f,3,400,2006,2022,6,CAREER_PEAK,JUNIOR,,2011-11-01 00:00:00+01,1
0934639939611,Ola,Johansson,C,Suppleant,"",uppdrag,CU,SUBSTITUTE,100,2010-10-12,2011-10-13,2010,2011,1,366,f,3,400,2010,2022,2,LATERAL,ENTRY_LEVEL,,2011-10-01 00:00:00+02,1
0880452278816,Mikaela,Valtersson,MP,Riksdagsledamot,Tjänstgörande,kammaruppdrag,kam,MP,400,2002-09-30,2011-09-15,2002,2011,3,3272,f,1,650,2002,2011,10,CAREER_PEAK,MID_LEVEL,,2011-09-01 00:00:00+02,1
0741225202024,Meeri,Wasberg,S,Ledamot,"",uppdrag,FiU,OTHER,350,2011-05-04,2011-08-01,2011,2011,1,89,f,5,400,2006,2014,1,CAREER_PEAK,JUNIOR,150.00,2011-08-01 00:00:00+02,1
0662364517619,Luciano,Astudillo,S,Extra suppleant,"",uppdrag,CU,SUBSTITUTE,50,2010-12-10,2011-06-30,2010,2011,1,202,f,7,400,2002,2011,2,DESCENDING,ENTRY_LEVEL,,2011-06-01 00:00:00+02,1
0447198048312,Peter,Eriksson,MP,Språkrör,"",partiuppdrag,MP,OTHER,50,2002-05-10,2011-05-21,2002,2011,1,3298,f,11,900,1994,2020,10,DESCENDING,ENTRY_LEVEL,-12.50,2011-05-01 00:00:00+02,1
0502174718806,Carin,Runeson,S,Deputerad,"",uppdrag,UFöU,OTHER,50,2008-04-22,2011-04-01,2008,2011,2,58,f,6,400,2006,2014,4,DESCENDING,ENTRY_LEVEL,,2011-04-01 00:00:00+02,1
0806338394516,Mona,Sahlin,S,Ledamot,"",Riksdagsorgan,UN,OTHER,350,2007-05-11,2011-03-31,2007,2011,2,1420,f,15,900,1982,2011,5,DESCENDING,JUNIOR,,2011-03-01 00:00:00+01,1
0327078838011,Christine,Jönsson,M,Riksdagsledamot,Tjänstgörande,kammaruppdrag,kam,MP,400,2006-10-02,2011-01-10,2006,2011,2,1561,f,1,400,2006,2011,6,PEAK_ROLE,MID_LEVEL,,2011-01-01 00:00:00+01,1
0899112324519,Elisabeth,Svantesson,M,Ledamot,"",Riksdagsorgan,RRS,OTHER,350,2009-11-02,2010-12-31,2009,2010,2,424,f,5,850,2006,2026,2,ASCENDING,JUNIOR,,2010-12-01 00:00:00+01,1
0630824497414,Jessica,Polfjärd,M,Ledamot,"",uppdrag,SoU,OTHER,350,2010-10-12,2010-11-01,2010,2010,1,20,f,6,650,2006,2029,1,LATERAL,JUNIOR,0.00,2010-11-01 00:00:00+01,1
0447198048312,Peter,Eriksson,MP,Suppleant,"",uppdrag,KU,SUBSTITUTE,100,1998-10-13,2010-10-04,1998,2010,2,1534,f,10,900,1994,2020,13,DESCENDING,ENTRY_LEVEL,,2010-10-01 00:00:00+02,1
0911990886006,Solveig,Ternström,-,Suppleant,"",uppdrag,SoU,SUBSTITUTE,100,2007-06-18,2010-07-22,2007,2010,1,1130,f,3,400,2006,2010,4,LATERAL,ENTRY_LEVEL,0.00,2010-07-01 00:00:00+02,1
0191316991613,Christer,Eriksson,C,Extra suppleant,"",uppdrag,SkU,SUBSTITUTE,50,2010-01-19,2010-06-13,2010,2010,2,45,f,1,400,2010,2010,1,ASCENDING,ENTRY_LEVEL,,2010-06-01 00:00:00+02,1
0197306878612,Greger,Tidlund,S,Extra suppleant,"",uppdrag,SkU,SUBSTITUTE,50,2010-02-01,2010-05-31,2010,2010,1,119,f,2,100,2010,2010,1,DESCENDING,ENTRY_LEVEL,,2010-05-01 00:00:00+02,1
0977557986415,Gunnel,Söderberg,M,Extra suppleant,"",uppdrag,CU,SUBSTITUTE,50,2010-01-18,2010-04-05,2010,2010,1,77,f,2,100,2010,2010,1,DESCENDING,ENTRY_LEVEL,,2010-04-01 00:00:00+02,1
0846171262302,Kjell,Eldensjö,KD,Suppleant,"",uppdrag,UFöU,SUBSTITUTE,100,2009-02-12,2010-03-03,2009,2010,3,82,f,7,400,1991,2010,2,DESCENDING,ENTRY_LEVEL,,2010-03-01 00:00:00+01,1
0457213878205,Jan Erik,Ågren,KD,Ersättare,Ersättare,kammaruppdrag,kam,SUBSTITUTE,100,2009-06-15,2010-02-28,2009,2010,2,243,f,13,400,1991,2010,2,LATERAL,ENTRY_LEVEL,,2010-02-01 00:00:00+01,1
0246672208812,Cecilia,Malmström,FP,Statsråd,"",Departement,SB,MINISTER,900,2006-10-06,2010-01-21,2006,2010,1,1203,f,2,900,2004,2010,5,PEAK_ROLE,TOP_LEADERSHIP,275.00,2010-01-01 00:00:00+01,1
0739152363302,Göran,Lennmarker,M,Deputerad,"",uppdrag,UFöU,OTHER,50,1999-03-23,2009-12-09,1999,2009,7,546,f,18,600,1991,2012,11,DESCENDING,ENTRY_LEVEL,-300.00,2009-12-01 00:00:00+01,1
0612916684825,Johan,Löfstrand,S,Ordförande,"",uppdrag,CU,COMMITTEE_CHAIR,600,2009-11-03,2009-11-27,2009,2009,1,24,f,6,600,2002,2026,1,PEAK_ROLE,SENIOR_LEADERSHIP,166.67,2009-11-01 00:00:00+01,1
0630824497414,Jessica,Polfjärd,M,Suppleant,"",uppdrag,SkU,SUBSTITUTE,100,2006-10-10,2009-10-16,2006,2009,1,1102,f,2,650,2006,2029,4,DESCENDING,ENTRY_LEVEL,,2009-10-01 00:00:00+02,1
0574724112206,Rosita,Runegrund,KD,Suppleant,"",uppdrag,AU,SUBSTITUTE,100,1998-10-13,2009-09-03,1998,2009,2,2350,f,2,400,1998,2010,12,DESCENDING,ENTRY_LEVEL,,2009-09-01 00:00:00+02,1
0879055385113,Jeppe,Johnsson,M,Suppleant,"",uppdrag,JuU,SUBSTITUTE,100,1994-10-11,2009-08-15,1994,2009,2,2494,f,3,400,1994,2009,16,LATERAL,ENTRY_LEVEL,,2009-08-01 00:00:00+02,1
033486567915,Ewa,Hedkvist Petersen,S,Ledamot,"",Europaparlamentet,EP,OTHER,350,2004-07-20,2009-07-14,2004,2009,1,1820,f,6,400,1985,2009,6,CAREER_PEAK,JUNIOR,25.00,2009-07-01 00:00:00+02,1
099373212513,Tobias,Krantz,FP,Suppleant,"",uppdrag,CU,SUBSTITUTE,100,2006-10-24,2009-06-17,2006,2009,1,967,f,10,900,2002,2010,4,LATERAL,ENTRY_LEVEL,,2009-06-01 00:00:00+02,1
0591624095901,Björn,Leivik,M,Suppleant,"",uppdrag,KUU,SUBSTITUTE,100,2007-03-27,2009-05-06,2007,2009,1,771,f,7,400,1998,2014,3,DESCENDING,ENTRY_LEVEL,-250.00,2009-05-01 00:00:00+02,1
0286498639614,Willemo,Carlsson,M,Suppleant,"",uppdrag,MJU,SUBSTITUTE,100,2008-11-13,2009-04-30,2008,2009,1,168,f,3,100,2008,2009,2,PEAK_ROLE,ENTRY_LEVEL,,2009-04-01 00:00:00+02,1
0955635879822,Dan,Nilsson,S,Ersättare,Ersättare,kammaruppdrag,kam,SUBSTITUTE,100,2008-03-03,2009-03-01,2008,2009,1,363,f,3,100,2006,2009,2,PEAK_ROLE,ENTRY_LEVEL,,2009-03-01 00:00:00+01,1
0585684563812,Andreas,Norlén,M,Ledamot,"",uppdrag,CU,OTHER,350,2006-10-10,2009-02-09,2006,2009,1,853,f,2,800,2006,2026,4,DESCENDING,JUNIOR,,2009-02-01 00:00:00+01,1
0467253407311,Hans,Unander,S,Suppleant,"",uppdrag,KrU,SUBSTITUTE,100,2008-10-27,2009-01-31,2008,2009,1,96,f,6,400,2002,2017,2,LATERAL,ENTRY_LEVEL,,2009-01-01 00:00:00+01,1
0214849275619,Christopher,Ödmann,MP,Suppleant,"",uppdrag,NU,SUBSTITUTE,100,2008-10-01,2008-12-31,2008,2008,1,91,f,7,100,2007,2008,1,PEAK_ROLE,ENTRY_LEVEL,0.00,2008-12-01 00:00:00+01,1
0224712677012,Johan,Pehrson,L,Suppleant,"",Riksdagsorgan,RB,SUBSTITUTE,100,2006-10-17,2008-11-11,2006,2008,1,756,f,16,850,1998,2025,3,DESCENDING,ENTRY_LEVEL,,2008-11-01 00:00:00+01,1
0615338062910,Lena,Olsson,V,Suppleant,"",uppdrag,EUN,SUBSTITUTE,100,2006-10-10,2008-10-27,2006,2008,1,748,f,4,400,1998,2014,3,LATERAL,ENTRY_LEVEL,0.00,2008-10-01 00:00:00+02,1
0552248175312,Berit,Högman,S,Ledamot,"",uppdrag,AU,OTHER,350,2002-10-08,2008-09-17,2002,2008,2,716,f,2,600,2002,2018,7,DESCENDING,JUNIOR,,2008-09-01 00:00:00+02,1
0699354970600,Rose-Marie,Frebran,KD,Ledamot,"",Riksdagsorgan,RRS,OTHER,350,2003-03-12,2008-08-31,2003,2008,2,1998,f,12,750,1991,2008,6,CAREER_PEAK,JUNIOR,50.00,2008-08-01 00:00:00+02,1
0552248175312,Berit,Högman,S,Ledamot,"",uppdrag,NU,OTHER,350,2004-06-19,2008-06-12,2004,2008,2,1446,f,5,600,2002,2018,5,ASCENDING,JUNIOR,250.00,2008-06-01 00:00:00+02,1
0721657655513,Finn,Bengtsson,M,Suppleant,"",uppdrag,JuSoU,SUBSTITUTE,100,2008-01-29,2008-05-07,2008,2008,1,99,f,5,400,2006,2018,1,ASCENDING,ENTRY_LEVEL,50.00,2008-05-01 00:00:00+02,1
0542215898226,Jan Emanuel,Johansson,S,Suppleant,"",uppdrag,UU,SUBSTITUTE,100,2008-02-11,2008-04-13,2008,2008,1,62,f,9,400,2002,2010,1,ASCENDING,ENTRY_LEVEL,25.00,2008-04-01 00:00:00+02,1
064601872511,Catharina,Elmsäter-Svärd,M,Suppleant,"",Riksdagsorgan,RB,SUBSTITUTE,100,2006-10-17,2008-03-03,2006,2008,1,503,f,18,900,1996,2014,3,LATERAL,ENTRY_LEVEL,,2008-03-01 00:00:00+01,1
064601872511,Catharina,Elmsäter-Svärd,M,Suppleant,"",Riksdagsorgan,RS,SUBSTITUTE,100,2006-10-10,2008-02-29,2006,2008,1,507,f,17,900,1996,2014,3,DESCENDING,ENTRY_LEVEL,,2008-02-01 00:00:00+01,1
0802826314426,Sofia,Arkelsten,M,Suppleant,"",uppdrag,EUN,SUBSTITUTE,100,2006-10-10,2008-01-17,2006,2008,1,464,f,4,600,2006,2018,3,DESCENDING,ENTRY_LEVEL,,2008-01-01 00:00:00+01,1
0151848520718,Katja,Larsson,S,Suppleant,"",uppdrag,KU,SUBSTITUTE,100,2007-10-15,2007-12-21,2007,2007,1,67,f,1,100,2007,2007,1,PEAK_ROLE,ENTRY_LEVEL,,2007-12-01 00:00:00+01,1
