person_id,first_name,last_name,party,election_year,career_cycle_number,total_cycles,career_start_year,career_end_year,ballot_count,attendance_rate,win_rate,leadership_roles,documents_authored,avg_career_attendance,performance_vs_baseline,career_stage,performance_trend,career_pattern
0405594274208,Ewa,Pihl Krabbe,S,2022,1,2,2022,2026,1295,95.83,55.06,0,63,97.7600000000000000,-1.93,EARLY_CAREER,NEW_ENTRY,CONSISTENT
0977023188809,Sylvia,Lindgren,S,2010,3,3,2002,2010,221,92.31,24.43,0,207,92.1933333333333333,0.12,LATE_CAREER,STABLE,CONSISTENT
0148424181819,Ann-Christine,Frohm,SD,2026,3,3,2018,2026,318,100.00,84.59,0,167,84.0666666666666667,15.93,LATE_CAREER,IMPROVING,PEAK_PERFORMANCE
0764949934324,Ulrika,Heindorff,M,2014,1,4,2014,2026,89,98.88,59.55,0,260,78.4800000000000000,20.40,EARLY_CAREER,NEW_ENTRY,RISING_STAR
0388920259006,Inger,René,M,2006,2,3,2002,2010,1504,79.39,88.50,4,398,77.9266666666666667,1.46,LATE_CAREER,STABLE,CONSISTENT
0903307301618,Peter,Persson,S,2018,3,3,2010,2018,1342,56.11,94.86,0,184,75.2000000000000000,-19.09,LATE_CAREER,DECLINING,LATE_CAREER_DECLINE
0251617324715,Katarina,Köhler,S,2010,2,3,2006,2014,1494,86.55,49.60,0,147,87.0966666666666667,-0.55,LATE_CAREER,DECLINING,CONSISTENT
0906336297511,Marie,Engström,V,2006,2,3,2002,2010,1356,77.21,25.15,0,517,87.1400000000000000,-9.93,LATE_CAREER,DECLINING,CONSISTENT
0172220256016,Annika,Lillemets,MP,2010,1,3,2010,2018,1494,91.70,46.99,0,317,83.8233333333333333,7.88,EARLY_CAREER,NEW_ENTRY,RISING_STAR
0457308547314,Karin,Svensson Smith,MP,2010,3,5,2002,2018,221,74.21,18.55,1,343,76.5760000000000000,-2.37,LATE_CAREER,STABLE,CONSISTENT
055257333723,Oscar,Sjöstedt,SD,2018,2,4,2014,2026,1972,61.76,47.77,0,107,86.3275000000000000,-24.57,LATE_CAREER,DECLINING,STRUGGLING_NEWCOMER
0649200228012,Stefan,Wikén,S,2006,2,2,2002,2006,327,98.17,41.59,0,16,97.5000000000000000,0.67,LATE_CAREER,STABLE,CONSISTENT
0973474532717,Ibrahim,Baylan,S,2022,5,5,2006,2022,653,85.60,89.59,2,153,76.1100000000000000,9.49,LATE_CAREER,IMPROVING,CONSISTENT
011731125914,Ylva,Johansson,S,2010,2,3,2006,2014,1715,78.48,46.36,2,203,74.8333333333333333,3.65,LATE_CAREER,IMPROVING,CONSISTENT
0956444284814,Per,Bolund,MP,2014,3,5,2006,2022,367,86.65,45.78,0,450,72.3700000000000000,14.28,LATE_CAREER,STABLE,CONSISTENT
0732677378827,Marta,Obminska,M,2018,3,4,2010,2022,1646,38.27,55.89,2,182,51.0025000000000000,-12.73,LATE_CAREER,DECLINING,LATE_CAREER_DECLINE
0957513768616,Johan,Johansson,M,2014,2,2,2010,2014,367,95.10,98.64,0,28,96.1400000000000000,-1.04,LATE_CAREER,STABLE,CONSISTENT
0591020192311,Ulf,Lindholm,SD,2026,2,2,2022,2026,318,100.00,84.59,0,14,96.6000000000000000,3.40,LATE_CAREER,IMPROVING,CONSISTENT
0538982776628,Anton,Abele,M,2010,1,2,2010,2014,1494,96.32,98.19,0,23,98.1600000000000000,-1.84,EARLY_CAREER,NEW_ENTRY,CONSISTENT
0339894357417,Jennie,Nilsson,S,2018,4,6,2006,2026,579,92.06,93.96,5,481,92.8816666666666667,-0.82,LATE_CAREER,STABLE,CONSISTENT
0932000030511,Maria,Stockhaus,M,2022,3,4,2014,2026,1948,76.90,85.42,1,317,78.9950000000000000,-2.10,LATE_CAREER,IMPROVING,CONSISTENT
0224712677012,Johan,Pehrson,L,2014,4,6,2002,2022,554,71.84,91.16,6,691,53.4933333333333333,18.35,LATE_CAREER,IMPROVING,PEAK_PERFORMANCE
0801311569314,Gunilla,Svantorp,S,2018,3,4,2010,2022,1972,72.01,93.36,1,266,87.1450000000000000,-15.14,LATE_CAREER,DECLINING,LATE_CAREER_DECLINE
0301987597720,Liza-Maria,Norlin,KD,2006,1,3,2006,2022,191,84.29,100.00,0,0,85.9500000000000000,-1.66,EARLY_CAREER,NEW_ENTRY,CONSISTENT
0759167494321,Petra,Ekerum,S,2014,1,2,2014,2018,501,87.03,93.81,0,5,86.5250000000000000,0.51,EARLY_CAREER,NEW_ENTRY,CONSISTENT
0192918410514,Gunilla,Nordgren,M,2018,3,3,2010,2018,472,93.64,57.63,0,287,93.3400000000000000,0.30,LATE_CAREER,STABLE,CONSISTENT
0965245623824,Nicklas,Attefjord,MP,2018,1,2,2018,2022,492,34.55,91.67,0,78,65.0000000000000000,-30.45,EARLY_CAREER,NEW_ENTRY,STRUGGLING_NEWCOMER
0376395541120,Joakim,Sandell,S,2022,2,3,2018,2026,1418,91.40,64.60,0,155,76.0400000000000000,15.36,LATE_CAREER,IMPROVING,PEAK_PERFORMANCE
0884738092723,Kristina,Yngwe,C,2018,2,3,2014,2022,1742,67.39,70.38,3,204,79.5900000000000000,-12.20,LATE_CAREER,DECLINING,LATE_CAREER_DECLINE
0410640630411,Ulrik,Nilsson,M,2014,2,4,2010,2026,367,91.83,98.64,0,23,91.1050000000000000,0.73,LATE_CAREER,STABLE,CONSISTENT
0582811195313,Tina,Acketoft,L,2022,6,6,2002,2022,653,48.09,67.99,0,709,68.3533333333333333,-20.26,LATE_CAREER,STABLE,LATE_CAREER_DECLINE
0250583732424,Jesper,Skalberg Karlsson,M,2018,2,4,2014,2026,472,81.57,57.63,0,183,89.9525000000000000,-8.38,LATE_CAREER,DECLINING,CONSISTENT
0262017901513,Beatrice,Ask,M,2014,3,4,2002,2018,1336,76.50,64.30,8,294,79.3200000000000000,-2.82,LATE_CAREER,IMPROVING,CONSISTENT
0362924695201,Birgitta,Eriksson,S,2006,1,2,2006,2010,1128,85.82,35.73,0,147,92.4600000000000000,-6.64,EARLY_CAREER,NEW_ENTRY,CONSISTENT
0251564185908,Kerstin,Engle,S,2010,3,4,2002,2014,1715,77.08,46.36,2,572,79.6825000000000000,-2.60,LATE_CAREER,DECLINING,CONSISTENT
039102787629,Oliver,Rosengren,M,2026,2,2,2022,2026,318,85.22,85.22,0,31,88.4000000000000000,-3.18,LATE_CAREER,DECLINING,CONSISTENT
0871764071911,Nina,Kain,SD,2018,2,2,2014,2018,472,0.00,52.54,0,31,12.0900000000000000,-12.09,LATE_CAREER,DECLINING,LATE_CAREER_DECLINE
0248492534018,Pia,Trollehjelm,SD,2022,1,2,2022,2026,369,91.87,75.61,0,8,95.9350000000000000,-4.07,EARLY_CAREER,NEW_ENTRY,CONSISTENT
0538404901718,Malin,Löfsjögård,M,2010,2,2,2006,2010,815,95.34,98.53,0,28,94.0350000000000000,1.31,LATE_CAREER,STABLE,CONSISTENT
058426570914,Sven,Bergström,C,2002,1,3,2002,2010,1571,85.61,51.62,1,494,82.1800000000000000,3.43,EARLY_CAREER,NEW_ENTRY,CONSISTENT
0476457225115,Pär Axel,Sahlberg,S,2006,2,2,2002,2006,376,84.84,93.09,0,37,80.9000000000000000,3.94,LATE_CAREER,IMPROVING,CONSISTENT
09812885803,Jan,Ertsborn,FP,2014,4,4,2002,2014,367,71.66,98.64,1,373,82.8125000000000000,-11.15,LATE_CAREER,DECLINING,LATE_CAREER_DECLINE
0828001951212,Ingemar,Kihlström,KD,2018,1,3,2018,2026,1500,53.20,55.93,1,200,73.3233333333333333,-20.12,EARLY_CAREER,NEW_ENTRY,STRUGGLING_NEWCOMER
0461756329828,Karin,Granbom Ellison,FP,2006,2,4,2002,2014,1504,88.96,87.17,0,168,86.0775000000000000,2.88,LATE_CAREER,STABLE,CONSISTENT
0888126424314,Leif,Pagrotsky,S,2006,1,2,2006,2010,1128,56.38,35.73,1,71,61.8100000000000000,-5.43,EARLY_CAREER,NEW_ENTRY,STRUGGLING_NEWCOMER
0742251416419,Renée,Jeryd,S,2010,2,2,2006,2010,221,100.00,24.43,0,73,93.6350000000000000,6.37,LATE_CAREER,IMPROVING,RISING_STAR
0308306375022,Roger,Haddad,L,2014,2,4,2010,2022,1703,92.13,74.69,1,265,82.2325000000000000,9.90,LATE_CAREER,STABLE,RISING_STAR
0584506101017,Magnus,Stuart,M,2018,1,2,2018,2022,535,22.43,55.33,0,35,60.2200000000000000,-37.79,EARLY_CAREER,NEW_ENTRY,STRUGGLING_NEWCOMER
0292756653724,Henrik,von Sydow,M,2002,1,4,2002,2014,1571,89.37,51.62,2,152,84.2975000000000000,5.07,EARLY_CAREER,NEW_ENTRY,RISING_STAR
0701525641715,Bo,Bernhardsson,S,2014,4,4,2002,2014,367,78.47,51.50,0,175,87.3450000000000000,-8.88,LATE_CAREER,DECLINING,CONSISTENT
0468775142013,Christina,Oskarsson,S,2002,1,4,2002,2014,1512,90.28,97.02,0,469,85.9575000000000000,4.32,EARLY_CAREER,NEW_ENTRY,CONSISTENT
0932000030511,Maria,Stockhaus,M,2026,4,4,2014,2026,318,85.22,85.22,1,317,78.9950000000000000,6.23,LATE_CAREER,IMPROVING,CONSISTENT
0996403729104,Tone,Tingsgård,S,2002,1,3,2002,2010,1571,75.94,97.07,8,93,71.9166666666666667,4.02,EARLY_CAREER,NEW_ENTRY,CONSISTENT
0575413157004,Ingvar,Svensson,KD,2002,1,3,2002,2010,1571,94.02,47.74,0,546,94.9700000000000000,-0.95,EARLY_CAREER,NEW_ENTRY,CONSISTENT
0957631371811,Lars U,Granberg,S,2006,2,3,2002,2010,1504,76.20,50.07,0,387,70.1600000000000000,6.04,LATE_CAREER,IMPROVING,RISING_STAR
025877594729,John,Widegren,M,2026,4,4,2014,2026,318,83.65,85.22,0,164,83.7725000000000000,-0.12,LATE_CAREER,DECLINING,CONSISTENT
0503363679811,Stefan,Plath,SD,2022,2,2,2018,2022,653,86.52,49.00,0,4,87.8050000000000000,-1.29,LATE_CAREER,STABLE,CONSISTENT
0775091111217,Britta,Lejon,S,2002,1,2,2002,2006,1571,91.85,97.07,0,21,89.0100000000000000,2.84,EARLY_CAREER,NEW_ENTRY,CONSISTENT
019331401512,Anna-Karin,Nylund,S,2006,1,1,2006,2006,108,99.07,30.56,0,0,99.0700000000000000,0.00,EARLY_CAREER,NEW_ENTRY,CONSISTENT
0228027853620,Vasiliki,Tsouplaki,V,2026,4,4,2014,2026,318,85.85,32.39,1,420,79.9850000000000000,5.87,LATE_CAREER,STABLE,CONSISTENT
0228907110117,Mariam,Osman Sherifay,S,2002,1,2,2002,2006,1318,85.96,97.04,0,17,92.9800000000000000,-7.02,EARLY_CAREER,NEW_ENTRY,CONSISTENT
0980725315516,Lars,Leijonborg,FP,2002,1,2,2002,2006,1571,46.34,48.82,0,210,32.6100000000000000,13.73,EARLY_CAREER,NEW_ENTRY,RISING_STAR
0924947945722,Maryam,Yazdanfar,S,2006,2,3,2002,2010,1316,87.46,53.27,1,119,86.1633333333333333,1.30,LATE_CAREER,DECLINING,CONSISTENT
0235974887200,Susanne,Eberstein,S,2018,5,5,2002,2018,472,86.86,95.55,6,382,87.7160000000000000,-0.86,LATE_CAREER,DECLINING,CONSISTENT
0992604658114,Cecilia,Wigström,FP,2006,2,3,2002,2010,1504,62.30,87.17,0,195,71.6866666666666667,-9.39,LATE_CAREER,DECLINING,STRUGGLING_NEWCOMER
0980316377627,Lars,Hjälmered,M,2010,2,5,2006,2022,1596,87.78,98.43,4,378,82.0160000000000000,5.76,MID_CAREER,STABLE,RISING_STAR
0197306878612,Greger,Tidlund,S,2010,1,1,2010,2010,152,98.68,23.68,0,2,98.6800000000000000,0.00,EARLY_CAREER,NEW_ENTRY,CONSISTENT
0836001490919,Ulrika,Heie,C,2006,1,6,2006,2026,1128,73.05,100.00,4,522,77.5650000000000000,-4.52,EARLY_CAREER,NEW_ENTRY,CONSISTENT
0708565346310,Anne,Ludvigsson,S,2006,2,3,2002,2010,1504,84.77,50.07,0,341,84.1200000000000000,0.65,LATE_CAREER,DECLINING,CONSISTENT
0693341580004,Tony,Wiklander,SD,2010,1,3,2010,2018,1494,98.53,60.78,0,78,87.4866666666666667,11.04,EARLY_CAREER,NEW_ENTRY,RISING_STAR
0522460069116,Cecilia,Magnusson,M,2002,1,5,2002,2018,1571,82.37,51.62,0,457,84.6560000000000000,-2.29,EARLY_CAREER,NEW_ENTRY,CONSISTENT
0837394708917,Anders,Ådahl,C,2022,1,2,2022,2026,1295,86.10,52.20,1,167,87.7050000000000000,-1.61,EARLY_CAREER,NEW_ENTRY,CONSISTENT
0130640724922,Clara,Aranda,SD,2022,2,3,2018,2026,1948,85.37,65.61,0,153,74.4100000000000000,10.96,LATE_CAREER,IMPROVING,PEAK_PERFORMANCE
0538494048717,Jonas,Andersson,SD,2018,1,2,2018,2022,1500,60.07,46.27,0,86,78.8850000000000000,-18.82,EARLY_CAREER,NEW_ENTRY,STRUGGLING_NEWCOMER
0628005785225,Jörgen,Berglund,M,2026,3,3,2018,2026,318,100.00,85.22,1,109,80.6766666666666667,19.32,LATE_CAREER,IMPROVING,PEAK_PERFORMANCE
0653904370212,Fredrik,Olovsson,S,2022,6,7,2002,2026,1295,84.32,55.06,4,444,85.1457142857142857,-0.83,LATE_CAREER,IMPROVING,CONSISTENT
0372414474424,Oskar,Svärd,M,2022,1,2,2022,2026,1295,95.60,99.31,0,12,93.3950000000000000,2.21,EARLY_CAREER,NEW_ENTRY,CONSISTENT
0115057914316,Lars,Lilja,S,2006,2,3,2002,2010,1504,88.76,50.07,0,158,91.5500000000000000,-2.79,LATE_CAREER,DECLINING,CONSISTENT
0861447317415,Thomas,Finnborg,M,2010,1,3,2010,2018,1494,94.85,98.19,0,357,86.5700000000000000,8.28,EARLY_CAREER,NEW_ENTRY,RISING_STAR
046703152205,Kent,Olsson,M,2010,3,3,2002,2010,221,37.10,100.00,1,299,51.4433333333333333,-14.34,LATE_CAREER,DECLINING,LATE_CAREER_DECLINE
0899112324519,Elisabeth,Svantesson,M,2018,4,5,2006,2022,1972,47.11,55.88,8,412,70.2480000000000000,-23.14,LATE_CAREER,DECLINING,LATE_CAREER_DECLINE
0238588409223,Gustav,Fridolin,MP,2018,5,5,2002,2018,411,61.56,95.86,0,411,67.5720000000000000,-6.01,LATE_CAREER,STABLE,CONSISTENT
0292756653724,Henrik,von Sydow,M,2014,4,4,2002,2014,367,77.66,98.64,2,152,84.2975000000000000,-6.64,LATE_CAREER,DECLINING,CONSISTENT
0105689536302,Eva,Selin Lindgren,C,2006,1,2,2006,2010,1128,85.82,100.00,0,41,89.7450000000000000,-3.93,EARLY_CAREER,NEW_ENTRY,CONSISTENT
0934639939611,Ola,Johansson,C,2010,1,4,2010,2022,1494,88.62,98.19,0,382,80.7300000000000000,7.89,EARLY_CAREER,NEW_ENTRY,RISING_STAR
0928223863802,Berit,Jóhannesson,V,2002,1,2,2002,2006,1571,89.12,76.51,0,396,89.5050000000000000,-0.39,EARLY_CAREER,NEW_ENTRY,CONSISTENT
0534056896314,Lars,Gustafsson,KD,2010,3,4,2002,2014,1715,83.09,98.25,0,575,86.6650000000000000,-3.58,LATE_CAREER,STABLE,CONSISTENT
0616721755222,Louise,Meijer,M,2018,1,3,2018,2026,1191,54.83,55.75,1,232,80.0400000000000000,-25.21,EARLY_CAREER,NEW_ENTRY,STRUGGLING_NEWCOMER
0911990886006,Solveig,Ternström,-,2010,2,2,2006,2010,221,97.29,100.00,0,26,90.9750000000000000,6.32,LATE_CAREER,IMPROVING,RISING_STAR
0574724112206,Rosita,Runegrund,KD,2010,3,3,2002,2010,221,69.23,100.00,0,708,75.3933333333333333,-6.16,LATE_CAREER,DECLINING,CONSISTENT
0262124593702,Kurt,Kvarnström,S,2002,1,4,2002,2014,1571,91.66,97.07,0,577,85.4950000000000000,6.17,EARLY_CAREER,NEW_ENTRY,RISING_STAR
0588282566419,Lars,Beckman,M,2010,1,5,2010,2026,1494,99.53,98.19,0,666,86.4200000000000000,13.11,EARLY_CAREER,NEW_ENTRY,RISING_STAR
0895706637124,Abir,Al-Sahlani,C,2018,3,3,2010,2018,411,63.99,72.75,0,21,43.3033333333333333,20.69,LATE_CAREER,IMPROVING,PEAK_PERFORMANCE
0760500234712,Monica,Haider,S,2018,2,4,2014,2026,1972,57.51,93.36,0,222,79.5875000000000000,-22.08,LATE_CAREER,DECLINING,STRUGGLING_NEWCOMER
0136310791918,Marie,Granlund,S,2018,5,6,2002,2022,520,79.23,94.23,4,265,86.2683333333333333,-7.04,LATE_CAREER,DECLINING,CONSISTENT
0332067570917,Berit,Andnor,S,2006,1,2,2006,2010,1128,86.70,35.73,4,212,90.6350000000000000,-3.94,EARLY_CAREER,NEW_ENTRY,CONSISTENT
0269067253614,Thomas,Strand,S,2010,3,5,2002,2018,1715,93.99,46.36,0,460,93.5560000000000000,0.43,LATE_CAREER,STABLE,CONSISTENT
0125165702713,Marietta,de Pourbaix-Lundin,M,2010,3,4,2002,2014,1715,54.11,98.43,1,867,69.5600000000000000,-15.45,LATE_CAREER,DECLINING,LATE_CAREER_DECLINE
0344222203323,Dennis,Dioukarev,SD,2022,3,4,2014,2026,1948,91.53,65.61,0,208,85.5650000000000000,5.97,LATE_CAREER,IMPROVING,CONSISTENT
0834369509410,Ulf,Grape,M,2006,1,2,2006,2010,472,97.03,100.00,0,8,91.0500000000000000,5.98,EARLY_CAREER,NEW_ENTRY,RISING_STAR
0154189076919,Tina,Ehn,MP,2006,1,3,2006,2014,1128,90.69,30.41,0,440,91.0366666666666667,-0.35,EARLY_CAREER,NEW_ENTRY,CONSISTENT
0324815829026,Johan,Linander,C,2006,2,4,2002,2014,1077,75.21,81.71,1,305,85.6100000000000000,-10.40,LATE_CAREER,DECLINING,CONSISTENT
0905312407726,Cassandra,Sundin,SD,2022,3,3,2014,2022,653,99.85,49.00,0,318,79.4333333333333333,20.42,LATE_CAREER,IMPROVING,PEAK_PERFORMANCE
0679228585116,Per,Åsling,C,2014,3,5,2006,2022,1703,90.96,71.29,2,422,67.3200000000000000,23.64,LATE_CAREER,IMPROVING,CONSISTENT
0714307225418,Sven-Erik,Österberg,S,2010,3,3,2002,2010,1108,93.05,42.87,8,197,83.7000000000000000,9.35,LATE_CAREER,IMPROVING,CONSISTENT
0893004490313,Cecilia,Widegren,M,2014,4,6,2002,2022,1703,85.97,71.70,9,718,75.7516666666666667,10.22,LATE_CAREER,STABLE,PEAK_PERFORMANCE
0440225263920,Robert,Olesen,S,2026,2,2,2022,2026,318,90.57,35.22,0,25,91.2850000000000000,-0.72,LATE_CAREER,STABLE,CONSISTENT
0853831481615,Lars,Thomsson,C,2022,2,2,2018,2022,653,89.59,68.30,0,150,66.1300000000000000,23.46,LATE_CAREER,IMPROVING,PEAK_PERFORMANCE
0157618290428,Rashid,Farivar,SD,2022,1,2,2022,2026,1295,89.96,73.98,0,59,94.9800000000000000,-5.02,EARLY_CAREER,NEW_ENTRY,CONSISTENT
0634122058105,Per Erik,Granström,S,2002,1,2,2002,2006,1571,92.04,97.07,0,208,94.6900000000000000,-2.65,EARLY_CAREER,NEW_ENTRY,CONSISTENT
0204494765606,Ann-Britt,Åsebol,M,2010,1,4,2010,2022,1494,97.19,98.19,0,411,85.4075000000000000,11.78,EARLY_CAREER,NEW_ENTRY,RISING_STAR
0685749336810,Dag,Larsson,S,2022,2,2,2018,2022,521,79.65,89.44,1,37,67.8900000000000000,11.76,LATE_CAREER,IMPROVING,PEAK_PERFORMANCE
0864542495614,Sten,Tolgfors,M,2006,2,3,2002,2010,376,87.50,53.99,2,405,77.5066666666666667,9.99,LATE_CAREER,STABLE,RISING_STAR
0583257327619,Kerstin,Haglö,S,2006,2,4,2002,2014,1504,88.76,50.07,1,564,94.3900000000000000,-5.63,LATE_CAREER,DECLINING,CONSISTENT
0319703582208,Björn,Hamilton,M,2006,2,3,2002,2010,1504,93.42,88.50,1,126,90.6666666666666667,2.75,LATE_CAREER,STABLE,CONSISTENT
0742883909221,John,E Weinerhall,M,2026,3,3,2018,2026,318,94.03,85.22,0,206,78.1766666666666667,15.85,LATE_CAREER,IMPROVING,PEAK_PERFORMANCE
0281408160607,Gunnar,Goude,MP,2006,2,2,2002,2006,7,100.00,100.00,0,132,96.5200000000000000,3.48,LATE_CAREER,IMPROVING,CONSISTENT
099373212513,Tobias,Krantz,FP,2006,2,2,2002,2006,1267,76.56,85.87,0,256,82.1050000000000000,-5.55,LATE_CAREER,DECLINING,CONSISTENT
0183788551910,Åsa,Torstensson,C,2010,3,4,2002,2014,1494,74.43,98.19,0,366,72.1125000000000000,2.32,LATE_CAREER,IMPROVING,CONSISTENT
0237055280513,Roland,Utbult,KD,2010,1,5,2010,2026,1494,88.55,97.99,0,320,79.4460000000000000,9.10,EARLY_CAREER,NEW_ENTRY,RISING_STAR
083953568015,Malin,Höglund,M,2018,1,3,2018,2026,95,7.37,51.58,0,58,68.5066666666666667,-61.14,EARLY_CAREER,NEW_ENTRY,STRUGGLING_NEWCOMER
0283117091429,Emanuel,Öz,S,2018,2,2,2014,2018,139,56.12,96.40,0,62,72.6700000000000000,-16.55,LATE_CAREER,DECLINING,LATE_CAREER_DECLINE
0653578338415,Agneta,Nilsson,S,2022,1,2,2022,2026,372,100.00,50.00,0,29,100.0000000000000000,0.00,EARLY_CAREER,NEW_ENTRY,CONSISTENT
0313210809828,Emil,Källström,C,2010,1,3,2010,2018,1494,83.27,98.19,0,117,74.3300000000000000,8.94,EARLY_CAREER,NEW_ENTRY,RISING_STAR
0792474127508,Karl Gustav,Abramsson,S,2002,1,3,2002,2010,1571,80.01,97.07,0,153,71.7533333333333333,8.26,EARLY_CAREER,NEW_ENTRY,RISING_STAR
0456066032422,Mathias,Sundin,L,2018,3,3,2010,2018,472,80.30,66.53,0,173,88.6933333333333333,-8.39,LATE_CAREER,DECLINING,CONSISTENT
0779781772919,Kristina,Nilsson,S,2010,1,4,2010,2022,1494,89.49,49.60,1,279,80.3300000000000000,9.16,EARLY_CAREER,NEW_ENTRY,RISING_STAR
0492644357418,Per,Söderlund,SD,2022,2,3,2018,2026,1948,88.04,65.61,1,100,72.5766666666666667,15.46,LATE_CAREER,IMPROVING,PEAK_PERFORMANCE
0467253407311,Hans,Unander,S,2002,1,4,2002,2014,967,84.07,97.52,0,165,86.5675000000000000,-2.50,EARLY_CAREER,NEW_ENTRY,CONSISTENT
0843345349823,Anders,Hansson,M,2022,5,5,2006,2022,653,90.66,57.89,0,512,85.7960000000000000,4.86,LATE_CAREER,IMPROVING,CONSISTENT
0993294767708,Lennart,Beijer,V,2002,1,2,2002,2006,1571,78.68,76.51,0,144,72.7200000000000000,5.96,EARLY_CAREER,NEW_ENTRY,RISING_STAR
0226631365426,Mikael,Larsson,C,2026,3,3,2018,2026,318,90.57,35.85,0,356,78.2200000000000000,12.35,LATE_CAREER,STABLE,PEAK_PERFORMANCE
0731265898310,Marianne,Kierkemann,M,2010,3,3,2002,2010,321,81.31,99.38,0,22,84.8766666666666667,-3.57,LATE_CAREER,STABLE,CONSISTENT
0128805841317,Katarina,Brännström,M,2018,4,5,2006,2022,1972,53.09,55.88,3,239,85.6080000000000000,-32.52,LATE_CAREER,DECLINING,LATE_CAREER_DECLINE
0321885416125,Rossana,Dinamarca,V,2014,4,5,2002,2018,1703,71.34,60.78,0,891,75.9340000000000000,-4.59,LATE_CAREER,DECLINING,CONSISTENT
0729710260118,Helena,Bouveng,M,2006,1,6,2006,2026,1128,92.11,100.00,0,246,85.9350000000000000,6.18,EARLY_CAREER,NEW_ENTRY,RISING_STAR
0427127522211,Lena,Adelsohn Liljeroth,M,2002,1,2,2002,2006,1571,92.11,51.62,0,156,86.7450000000000000,5.37,EARLY_CAREER,NEW_ENTRY,RISING_STAR
0905755961314,Lars,Elinderson,M,2006,2,4,2002,2014,1128,86.79,100.00,0,197,85.4350000000000000,1.36,LATE_CAREER,IMPROVING,CONSISTENT
0516528386117,Patrik,Björck,S,2018,4,6,2006,2026,1972,54.51,93.36,0,255,85.7116666666666667,-31.20,LATE_CAREER,DECLINING,LATE_CAREER_DECLINE
0313390540217,Ingela,Nylund Watz,S,2018,3,5,2010,2026,1972,47.87,93.36,0,252,67.7560000000000000,-19.89,LATE_CAREER,DECLINING,CONSISTENT
0523902030928,Aylin,Nouri,S,2026,3,3,2018,2026,318,77.67,35.22,0,102,67.7466666666666667,9.92,LATE_CAREER,DECLINING,CONSISTENT
0401968752713,Stina,Bergström,MP,2010,1,3,2010,2018,1494,92.44,46.99,0,269,81.4566666666666667,10.98,EARLY_CAREER,NEW_ENTRY,RISING_STAR
0701525641715,Bo,Bernhardsson,S,2006,2,4,2002,2014,1337,89.60,50.86,0,175,87.3450000000000000,2.26,LATE_CAREER,STABLE,CONSISTENT
0283117091429,Emanuel,Öz,S,2014,1,2,2014,2018,1336,89.22,95.21,0,62,72.6700000000000000,16.55,EARLY_CAREER,NEW_ENTRY,RISING_STAR
0922497728524,Ardalan,Shekarabi,S,2026,4,4,2010,2026,318,94.65,35.22,2,143,85.3375000000000000,9.31,LATE_CAREER,IMPROVING,CONSISTENT
0749416304126,Marie,Nicholson,M,2022,1,2,2022,2026,1295,85.64,99.31,0,47,81.6550000000000000,3.99,EARLY_CAREER,NEW_ENTRY,CONSISTENT
0534173087404,Carin,Lundberg,S,2006,2,2,2002,2006,376,78.46,93.09,0,109,82.1350000000000000,-3.68,LATE_CAREER,DECLINING,CONSISTENT
084677425329,Oskar,Öholm,M,2014,3,3,2006,2014,367,84.47,98.64,0,65,92.8566666666666667,-8.39,LATE_CAREER,DECLINING,CONSISTENT
0962841101917,Annika,Qarlsson,C,2018,5,6,2002,2022,1972,47.82,70.84,0,667,74.7633333333333333,-26.94,LATE_CAREER,DECLINING,LATE_CAREER_DECLINE
0447198048312,Peter,Eriksson,MP,2002,1,4,2002,2014,1571,34.75,71.29,1,218,53.3200000000000000,-18.57,EARLY_CAREER,NEW_ENTRY,STRUGGLING_NEWCOMER
0604459858621,Emilia,Töyrä,S,2018,2,3,2014,2022,1138,52.02,93.15,1,116,71.3633333333333333,-19.34,LATE_CAREER,DECLINING,LATE_CAREER_DECLINE
0211726202212,Maria,Kornevik Jakobsson,C,2010,2,2,2006,2010,221,76.92,100.00,0,70,79.3300000000000000,-2.41,LATE_CAREER,STABLE,CONSISTENT
0180442748612,Johan,Andersson,S,2002,1,2,2002,2006,712,95.65,96.63,0,28,94.0300000000000000,1.62,EARLY_CAREER,NEW_ENTRY,CONSISTENT
0628870165823,Emma,Hult,MP,2018,2,3,2014,2022,1972,58.11,93.26,1,152,71.0400000000000000,-12.93,LATE_CAREER,DECLINING,LATE_CAREER_DECLINE
0315499690028,Teresa,Carvalho,S,2026,4,4,2014,2026,318,74.53,35.22,2,368,77.3125000000000000,-2.78,LATE_CAREER,DECLINING,CONSISTENT
0522054204918,Mattias,Karlsson,M,2022,2,3,2018,2026,1948,76.33,85.42,3,120,67.7333333333333333,8.60,LATE_CAREER,IMPROVING,RISING_STAR
0220064764318,Camilla,Brunsberg,M,2026,2,2,2022,2026,318,83.33,85.22,0,72,83.3300000000000000,0.00,LATE_CAREER,STABLE,CONSISTENT
051207517226,Jimmie,Åkesson,SD,2014,2,5,2010,2026,1559,45.86,53.18,1,62,34.8560000000000000,11.00,MID_CAREER,DECLINING,RISING_STAR
0545733815610,Patrick,Reslow,SD,2022,4,5,2010,2026,1948,90.09,65.61,0,349,80.9440000000000000,9.15,LATE_CAREER,IMPROVING,CONSISTENT
0782242286018,Gunnar,Axén,M,2006,2,4,2002,2014,1504,90.63,88.50,2,354,94.5925000000000000,-3.96,LATE_CAREER,STABLE,CONSISTENT
