hjid,application_operation,created_date,event_group,model_object_id,model_object_version,events_application_session_h_0,session_id,page,page_mode,element_id,action_name,user_id,error_message,application_message
3389593,READ,2026-02-03 13:31:27.085,USER,,0,3389592,node01kfkij3s08mvs1sk6qqi7cbcwv8,partyranking,CHARTS,ALLPARTIES,VISIT_PARTY_RANKING_VIEW,anonymousUser,,VISIT_PARTY_RANKING_VIEW
3390040,READ,2026-02-03 13:41:20.543,USER,,0,3390037,node0olr2t7iykjia1sutnofxmo28s166,userhome,OVERVIEW,"",VISIT_USER_HOME_VIEW,04825a07-ce9a-42d7-8987-5ea83e769e3a,,VISIT_USER_HOME_VIEW
3393156,READ,2026-02-06 22:17:37.596,USER,,0,3392613,node0v4ftppxxu2uz1dwdiru1j68xr0,document,DOCUMENTATTACHMENTS,hd0970,VISIT_DOCUMENT_VIEW,04825a07-ce9a-42d7-8987-5ea83e769e3a,,VISIT_DOCUMENT_VIEW
3389713,READ,2026-02-03 13:33:55.981,USER,,0,3389712,node013bm5o4r73di4ul4cjg4er93h68,ministry,GOVERNMENT_BODIES_INCOME,Finansdepartementet,VISIT_MINISTRY_VIEW,anonymousUser,,VISIT_MINISTRY_VIEW
3377201,READ,2026-01-26 13:53:42.592,USER,,0,3377199,node01x4xerujukjv1lbyhsoh9wq7x0,partyranking,Overview,DATAGRID,VISIT_PARTY_RANKING_VIEW,anonymousUser,,VISIT_PARTY_RANKING_VIEW
3393334,READ,2026-02-06 22:49:07.622,USER,,0,3392613,node0v4ftppxxu2uz1dwdiru1j68xr0,documents,OVERVIEW,"",VISIT_DOCUMENTS_VIEW,04825a07-ce9a-42d7-8987-5ea83e769e3a,,VISIT_DOCUMENTS_VIEW
212,READ,2026-01-15 04:27:20.908,ADMIN,,0,206,node08xkrw7wryubt1wcaht6jr4yav0,adminagentoperation,"","",VISIT_ADMIN_AGENT_OPERATION_VIEW,04825a07-ce9a-42d7-8987-5ea83e769e3a,,VISIT_ADMIN_AGENT_OPERATION_VIEW
3390031,AUTHORIZATION,2026-02-03 13:41:10.288,APPLICATION,,0,3390030,node0v4wju4azjdsl1muo2zorgvp8l165,AdminUseraccountView,!adminuseraccount,,,anonymousUser,"SECURITY:Url:https://localhost:28443/#!adminuseraccount , MethodAdminUserAccountPageModContentFactoryImpl.createContent ,Authorities:[ROLE_ANONYMOUS] , RequiredAuthorities:[ROLE_ADMIN] source:ReflectiveMethodInvocation: public abstract com.vaadin.ui.Layout com.hack23.cia.web.impl.ui.application.views.common.pagemode.PageModeContentFactory.createContent(java.lang.String,com.vaadin.ui.MenuBar,com.vaadin.ui.Panel); target is of class [com.hack23.cia.web.impl.ui.application.views.admin.system.pagemode.AdminUserAccountPageModContentFactoryImpl]",Access Denied
3389892,READ,2026-02-03 13:38:00.168,USER,,0,3389888,node0bqipw1yd26sh1l4glr2kv7nd2137,userhome,OVERVIEW,"",VISIT_USER_HOME_VIEW,2c908a86-c3cc-4187-8fb2-0495ae46e640,,VISIT_USER_HOME_VIEW
3389938,READ,2026-02-03 13:39:04.333,USER,,0,3389937,node01leyor10pzjwh1sqi1ayqccb6d148,main,Overview,LOGIN,VISIT_MAIN_VIEW,anonymousUser,,VISIT_MAIN_VIEW
3389853,READ,2026-02-03 13:36:55.759,USER,,0,3389849,node01wgksiwtu8djow1d5q8eatqo2129,userhome,OVERVIEW,"",VISIT_USER_HOME_VIEW,7a3d8dbc-2e5f-4115-b0a1-25df1d123a4d,,VISIT_USER_HOME_VIEW
3389945,AUTHENTICATION,2026-02-03 13:39:15.716,USER,,0,3389943,node013c81jepyrdwfsylakiy9ywqz149,,,admin@hack23.com,LoginRequest,04825a07-ce9a-42d7-8987-5ea83e769e3a,,SUCCESS
3389914,READ,2026-02-03 13:38:31.205,USER,,0,3389913,node01av912najtik91lbqrrvevvqep142,main,Overview,"",VISIT_MAIN_VIEW,anonymousUser,,VISIT_MAIN_VIEW
3389667,READ,2026-02-03 13:33:03.754,USER,,0,3389666,node01vc8zfw8myiceaykbks6tbfx745,committeeranking,OVERVIEW,"",VISIT_COMMITTEE_RANKING_VIEW,anonymousUser,,VISIT_COMMITTEE_RANKING_VIEW
1811561,READ,2026-01-15 15:52:39.625,USER,,0,1807482,node0wt5r05nx25sp6lx04ziq2nai0,politicianranking,Overview,DATAGRID,VISIT_POLITICIAN_RANKING_VIEW,anonymousUser,,VISIT_POLITICIAN_RANKING_VIEW
3390001,READ,2026-02-03 13:40:34.778,USER,,0,3389998,node01e6x2dr3kj8ozvmpflyqxxk1q159,userhome,OVERVIEW,"",VISIT_USER_HOME_VIEW,04825a07-ce9a-42d7-8987-5ea83e769e3a,,VISIT_USER_HOME_VIEW
3387268,READ,2026-01-30 11:52:15.342,USER,,0,3387265,node068qv4r0dik9103nuvruir8qk1,politicianranking,Overview,DATAGRID,VISIT_POLITICIAN_RANKING_VIEW,anonymousUser,,VISIT_POLITICIAN_RANKING_VIEW
3366315,READ,2026-01-21 00:45:33.823,USER,,0,3366310,node01wfxeoa2jpjsbexnjr5w46k800,main,OVERVIEW,"",VISIT_MAIN_VIEW,anonymousUser,,VISIT_MAIN_VIEW
3135345,READ,2026-01-15 22:14:11.818,USER,,0,3135340,node01ckjkar0g7ya11x8isiirgic5m0,userhome,OVERVIEW,"",VISIT_USER_HOME_VIEW,04825a07-ce9a-42d7-8987-5ea83e769e3a,,VISIT_USER_HOME_VIEW
3389804,READ,2026-02-03 13:35:47.292,USER,,0,3389803,node012gn36e8zdhak2kwem28df2z114,document,DOCUMENTACTIVITY,hb022647,VISIT_DOCUMENT_VIEW,anonymousUser,,VISIT_DOCUMENT_VIEW
3371380,READ,2026-01-24 16:15:04.124,USER,,0,3371376,node0ujqz1zai5mqj1ur17ii15f5y0,main,OVERVIEW,"",VISIT_MAIN_VIEW,anonymousUser,,VISIT_MAIN_VIEW
3389817,READ,2026-02-03 13:36:00.385,USER,,0,3389816,node01l14zduvluqfu1fgmisxaaozle120,documents,OVERVIEW,"",VISIT_DOCUMENTS_VIEW,anonymousUser,,VISIT_DOCUMENTS_VIEW
3389909,CREATE,2026-02-03 13:38:27.349,USER,,0,3389906,node01trpp7g8xbus81coqxnqrnoj6e141,,,d147016c-8e7d-432c-be94-9af358a8407a@test.com,RegisterUserRequest,20c559d0-c5bb-4699-8ed0-d357cdddceda,,SUCCESS
192,READ,2026-01-15 04:01:45.428,USER,,0,190,node01kblhqqdd2tbw16tgn3vi4jcx10,main,Overview,REGISTER,VISIT_MAIN_VIEW,anonymousUser,,VISIT_MAIN_VIEW
2289576,READ,2026-01-15 16:36:18.634,USER,,0,2289458,node0t711ivg723bv1euodc9zxp5j50,main,Overview,LOGIN,VISIT_MAIN_VIEW,anonymousUser,,VISIT_MAIN_VIEW
1811074,READ,2026-01-15 15:52:35.972,USER,,0,1807482,node0wt5r05nx25sp6lx04ziq2nai0,politician,OVERVIEW,0386912710815,VISIT_POLITICIAN_VIEW,anonymousUser,,VISIT_POLITICIAN_VIEW
3135341,AUTHORIZATION,2026-01-15 22:13:32.588,APPLICATION,,0,3135340,node01ckjkar0g7ya11x8isiirgic5m0,AdminMonitoringView,!adminmonitoring,,,anonymousUser,"SECURITY:Url:https://localhost:8443/cia/#!adminmonitoring , MethodAdminMonitoringPageModContentFactoryImpl.createContent ,Authorities:[ROLE_ANONYMOUS] , RequiredAuthorities:[ROLE_ADMIN] source:ReflectiveMethodInvocation: public abstract com.vaadin.ui.Layout com.hack23.cia.web.impl.ui.application.views.common.pagemode.PageModeContentFactory.createContent(java.lang.String,com.vaadin.ui.MenuBar,com.vaadin.ui.Panel); target is of class [com.hack23.cia.web.impl.ui.application.views.admin.system.pagemode.AdminMonitoringPageModContentFactoryImpl]",Access Denied
3389798,READ,2026-02-03 13:35:42.296,USER,,0,3389797,node01h3m0q74wlsrj1i42rzjt03e4k111,document,PERSONREFERENCES,hb022647,VISIT_DOCUMENT_VIEW,anonymousUser,,VISIT_DOCUMENT_VIEW
3365888,READ,2026-01-16 13:10:46.794,ADMIN,,0,3365758,node01pgjs92vqpr231xf20lrldn6q80,adminmonitoring,"","",VISIT_ADMIN_MONITORING_VIEW,04825a07-ce9a-42d7-8987-5ea83e769e3a,,VISIT_ADMIN_MONITORING_VIEW
3371381,READ,2026-01-24 16:15:06.347,USER,,0,3371376,node0ujqz1zai5mqj1ur17ii15f5y0,politicianranking,Overview,DATAGRID,VISIT_POLITICIAN_RANKING_VIEW,anonymousUser,,VISIT_POLITICIAN_RANKING_VIEW
3389884,DELETE,2026-02-03 13:37:52.122,USER,,0,3389878,node01n1ul4p8jijcv1in8ym7drg0m135,,,,DeleteAccountRequest,1738f31b-f0e0-4cdd-8c77-6d60333d0040,,SUCCESS
3365767,READ,2026-01-16 13:06:52.383,USER,,0,3365758,node01pgjs92vqpr231xf20lrldn6q80,countryranking,INDICATORS,MS.MIL.XPND.CD,VISIT_COUNTRY_VIEW,04825a07-ce9a-42d7-8987-5ea83e769e3a,,VISIT_COUNTRY_VIEW
3390041,READ,2026-02-03 13:41:21.475,ADMIN,,0,3390037,node0olr2t7iykjia1sutnofxmo28s166,adminapplicationsession,"","",VISIT_ADMIN_APPLICATION_SESSION_VIEW,04825a07-ce9a-42d7-8987-5ea83e769e3a,,VISIT_ADMIN_APPLICATION_SESSION_VIEW
3389796,READ,2026-02-03 13:35:40.663,USER,,0,3389795,node01aspbz4hdgtaln77vdirq3w1c110,document,PAGEVISITHISTORY,hb022647,VISIT_DOCUMENT_VIEW,anonymousUser,,VISIT_DOCUMENT_VIEW
3389665,READ,2026-02-03 13:33:02.014,USER,,0,3389664,node0nc4r9xg19ips1cgjmujig0pb844,committeeranking,CHARTS,ALLCOMMITTEESBYHEADCOUNT,VISIT_COMMITTEE_RANKING_VIEW,anonymousUser,,VISIT_COMMITTEE_RANKING_VIEW
207,AUTHORIZATION,2026-01-15 04:26:39.462,APPLICATION,,0,206,node08xkrw7wryubt1wcaht6jr4yav0,AdminMonitoringView,!adminmonitoring,,,anonymousUser,"SECURITY:Url:https://localhost:8443/cia/#!adminmonitoring , MethodAdminMonitoringPageModContentFactoryImpl.createContent ,Authorities:[ROLE_ANONYMOUS] , RequiredAuthorities:[ROLE_ADMIN] source:ReflectiveMethodInvocation: public abstract com.vaadin.ui.Layout com.hack23.cia.web.impl.ui.application.views.common.pagemode.PageModeContentFactory.createContent(java.lang.String,com.vaadin.ui.MenuBar,com.vaadin.ui.Panel); target is of class [com.hack23.cia.web.impl.ui.application.views.admin.system.pagemode.AdminMonitoringPageModContentFactoryImpl]",Access Denied
3390032,AUTHORIZATION,2026-02-03 13:41:11.503,APPLICATION,,0,3390030,node0v4wju4azjdsl1muo2zorgvp8l165,AdminMonitoringView,!adminmonitoring,,,anonymousUser,"SECURITY:Url:https://localhost:28443/#!adminmonitoring , MethodAdminMonitoringPageModContentFactoryImpl.createContent ,Authorities:[ROLE_ANONYMOUS] , RequiredAuthorities:[ROLE_ADMIN] source:ReflectiveMethodInvocation: public abstract com.vaadin.ui.Layout com.hack23.cia.web.impl.ui.application.views.common.pagemode.PageModeContentFactory.createContent(java.lang.String,com.vaadin.ui.MenuBar,com.vaadin.ui.Panel); target is of class [com.hack23.cia.web.impl.ui.application.views.admin.system.pagemode.AdminMonitoringPageModContentFactoryImpl]",Access Denied
3390011,READ,2026-02-03 13:40:48.909,USER,,0,3390010,node018rrvujftt3bg1dubp17orv7ef161,main,Overview,LOGIN,VISIT_MAIN_VIEW,anonymousUser,,VISIT_MAIN_VIEW
217,READ,2026-01-15 05:33:32.434,USER,,0,213,node0epp9byyktd3n1qyel8exuzoe20,userhome,OVERVIEW,"",VISIT_USER_HOME_VIEW,04825a07-ce9a-42d7-8987-5ea83e769e3a,,VISIT_USER_HOME_VIEW
3366326,READ,2026-01-21 01:18:34.806,USER,,0,3366319,node01skde6unvnmp0l3a6z9iyqr10,partyranking,Overview,DATAGRID,VISIT_PARTY_RANKING_VIEW,anonymousUser,,VISIT_PARTY_RANKING_VIEW
3390003,CREATE,2026-02-03 13:40:39.756,ADMIN,,0,3389998,node01e6x2dr3kj8ozvmpflyqxxk1q159,,,,SendEmailRequest,04825a07-ce9a-42d7-8987-5ea83e769e3a,,SUCCESS
3377196,READ,2026-01-26 11:06:41.022,ADMIN,,0,3377189,node0uqmmg5o99jld4c88fog0u4y60,adminmonitoring,"","",VISIT_ADMIN_MONITORING_VIEW,04825a07-ce9a-42d7-8987-5ea83e769e3a,,VISIT_ADMIN_MONITORING_VIEW
3389775,READ,2026-02-03 13:35:15.343,USER,,0,3389774,node017s7sukmnq8uspqqoyir8rzhe99,politician,VOTEHISTORY,0222691314314,VISIT_POLITICIAN_VIEW,anonymousUser,,VISIT_POLITICIAN_VIEW
3389685,READ,2026-02-03 13:33:28.24,USER,,0,3389684,node010bhxqrafev911k0d37qcu1ipk54,ministryranking,CHARTS,CURRENTMINISTRIESBYHEADCOUNT,VISIT_MINISTRY_RANKING_VIEW,anonymousUser,,VISIT_MINISTRY_RANKING_VIEW
2289460,AUTHORIZATION,2026-01-15 16:36:12.303,APPLICATION,,0,2289458,node0t711ivg723bv1euodc9zxp5j50,AdminMonitoringView,!adminmonitoring,,,anonymousUser,"SECURITY:Url:https://localhost:8443/cia/#!adminmonitoring , MethodAdminMonitoringPageModContentFactoryImpl.createContent ,Authorities:[ROLE_ANONYMOUS] , RequiredAuthorities:[ROLE_ADMIN] source:ReflectiveMethodInvocation: public abstract com.vaadin.ui.Layout com.hack23.cia.web.impl.ui.application.views.common.pagemode.PageModeContentFactory.createContent(java.lang.String,com.vaadin.ui.MenuBar,com.vaadin.ui.Panel); target is of class [com.hack23.cia.web.impl.ui.application.views.admin.system.pagemode.AdminMonitoringPageModContentFactoryImpl]",Access Denied
3389611,READ,2026-02-03 13:31:53.473,USER,,0,3389610,node0bvvwcj2mlld84q2rayrbkvn17,party,GOVERNENTROLES,M,VISIT_PARTY_VIEW,anonymousUser,,VISIT_PARTY_VIEW
3389874,CREATE,2026-02-03 13:37:37.53,USER,,0,3389868,node01pijhuuvhmlzj5u5vile3ox5u132,,,,DisableGoogleAuthenticatorCredentialRequest,10865e80-8999-4cba-b06e-842755332a67,,FAILURE
3390008,READ,2026-02-03 13:40:44.792,ADMIN,,0,3390004,node04ebwjj8cddgo1665a71g5rbef160,adminemail,"","",VISIT_ADMIN_EMAIL_VIEW,04825a07-ce9a-42d7-8987-5ea83e769e3a,,VISIT_ADMIN_EMAIL_VIEW
3393139,READ,2026-02-06 22:15:54.25,USER,,0,3392613,node0v4ftppxxu2uz1dwdiru1j68xr0,document,OVERVIEW,rdhdc120260205ip,VISIT_DOCUMENT_VIEW,04825a07-ce9a-42d7-8987-5ea83e769e3a,,VISIT_DOCUMENT_VIEW
3389635,READ,2026-02-03 13:32:17.423,USER,,0,3389634,node016rdirl4autd51o8kis7tia2u29,committee,MEMBERHISTORY,JuU,VISIT_COMMITTEE_VIEW,anonymousUser,,VISIT_COMMITTEE_VIEW
3377198,UPDATE,2026-01-26 11:11:04.241,ADMIN,,0,3377189,node0uqmmg5o99jld4c88fog0u4y60,,,,RefreshDataViewsRequest,04825a07-ce9a-42d7-8987-5ea83e769e3a,,SUCCESS
3389891,CREATE,2026-02-03 13:38:00.15,USER,,0,3389888,node0bqipw1yd26sh1l4glr2kv7nd2137,,,f4e04353-bd1c-42fe-b5fd-719e56877fdc@test.com,RegisterUserRequest,2c908a86-c3cc-4187-8fb2-0495ae46e640,,SUCCESS
3365894,READ,2026-01-16 16:09:01.18,USER,,0,3365758,node01pgjs92vqpr231xf20lrldn6q80,partyranking,CHARTS,CURRENTPARTYLEADERSCORECARD,VISIT_PARTY_RANKING_VIEW,04825a07-ce9a-42d7-8987-5ea83e769e3a,,VISIT_PARTY_RANKING_VIEW
3389940,READ,2026-02-03 13:39:07.366,USER,,0,3389937,node01leyor10pzjwh1sqi1ayqccb6d148,userhome,OVERVIEW,"",VISIT_USER_HOME_VIEW,04825a07-ce9a-42d7-8987-5ea83e769e3a,,VISIT_USER_HOME_VIEW
3389922,READ,2026-02-03 13:38:37.314,USER,,0,3389921,node01e7u1dvxc27lr1utoneu6qc69y145,main,Overview,REGISTER,VISIT_MAIN_VIEW,anonymousUser,,VISIT_MAIN_VIEW
204,READ,2026-01-15 04:03:09.699,ADMIN,,0,199,node01flx0n3e0nlxx14wu9vlcthouz1,adminagentoperation,"","",VISIT_ADMIN_AGENT_OPERATION_VIEW,04825a07-ce9a-42d7-8987-5ea83e769e3a,,VISIT_ADMIN_AGENT_OPERATION_VIEW
3392614,AUTHORIZATION,2026-02-06 20:26:19.87,APPLICATION,,0,3392613,node0v4ftppxxu2uz1dwdiru1j68xr0,AdminMonitoringView,!adminmonitoring,,,anonymousUser,"SECURITY:Url:https://localhost:8443/cia/#!adminmonitoring , MethodAdminMonitoringPageModContentFactoryImpl.createContent ,Authorities:[ROLE_ANONYMOUS] , RequiredAuthorities:[ROLE_ADMIN] source:ReflectiveMethodInvocation: public abstract com.vaadin.ui.Layout com.hack23.cia.web.impl.ui.application.views.common.pagemode.PageModeContentFactory.createContent(java.lang.String,com.vaadin.ui.MenuBar,com.vaadin.ui.Panel); target is of class [com.hack23.cia.web.impl.ui.application.views.admin.system.pagemode.AdminMonitoringPageModContentFactoryImpl]",Access Denied
3389865,CREATE,2026-02-03 13:37:17.327,USER,,0,3389862,node04lhhab0pzemw1nnlys8oy6pyg131,,,c4e10c75-cb32-45d7-871a-9be3a5f017be@test.com,RegisterUserRequest,053aace2-cd51-4566-baf1-caccb645aebd,,SUCCESS
3389641,READ,2026-02-03 13:32:22.961,USER,,0,3389640,node0jux5z4yq9lco15m6401cx70d932,committee,DECISIONSUMMARY,JuU,VISIT_COMMITTEE_VIEW,anonymousUser,,VISIT_COMMITTEE_VIEW
3390018,READ,2026-02-03 13:40:57.435,USER,,0,3390015,node01ankwikfgq5ga12q2ftga36lrp162,userhome,OVERVIEW,"",VISIT_USER_HOME_VIEW,04825a07-ce9a-42d7-8987-5ea83e769e3a,,VISIT_USER_HOME_VIEW
3389833,READ,2026-02-03 13:36:25.016,USER,,0,3389832,node0xl6pjt1pqwkk12svn9279ndt0125,ballot,CHARTS,6459ABCF-ABDB-4511-87B8-C7CC09737090,VISIT_BALLOT_VIEW,anonymousUser,,VISIT_BALLOT_VIEW
3389661,READ,2026-02-03 13:32:58.472,USER,,0,3389660,node0i4c5n4hefatz1ff83b6on48xl42,committeeranking,CHARTS,CURRENTCOMMITTEESBYPARTYDAYSSERVED,VISIT_COMMITTEE_RANKING_VIEW,anonymousUser,,VISIT_COMMITTEE_RANKING_VIEW
3387276,READ,2026-02-03 13:31:02.358,USER,,0,3387275,node01d0s5vlstmpqt1wlm7v28yg4ft2,main,Overview,REGISTER,VISIT_MAIN_VIEW,anonymousUser,,VISIT_MAIN_VIEW
3392571,AUTHENTICATION,2026-02-06 19:56:21.182,USER,,0,3390043,node0xp2r8wrgi92w1rr9jabyr480j0,,,admin@hack23.com,LoginRequest,04825a07-ce9a-42d7-8987-5ea83e769e3a,,SUCCESS
3390038,READ,2026-02-03 13:41:17.51,USER,,0,3390037,node0olr2t7iykjia1sutnofxmo28s166,main,Overview,LOGIN,VISIT_MAIN_VIEW,anonymousUser,,VISIT_MAIN_VIEW
3389881,CREATE,2026-02-03 13:37:44.018,USER,,1,3389878,node01n1ul4p8jijcv1in8ym7drg0m135,,,a23bf694-23e7-4cc1-8221-182a4f8f3377@test.com,RegisterUserRequest,,,SUCCESS
54092,READ,2026-01-15 13:57:24.361,ADMIN,,0,54086,node01ozjy4f3zp0nx1t7it3eu4cbrm1,adminagentoperation,"","",VISIT_ADMIN_AGENT_OPERATION_VIEW,04825a07-ce9a-42d7-8987-5ea83e769e3a,,VISIT_ADMIN_AGENT_OPERATION_VIEW
3366321,READ,2026-01-21 01:08:28.2,USER,,0,3366319,node01skde6unvnmp0l3a6z9iyqr10,main,OVERVIEW,"",VISIT_MAIN_VIEW,anonymousUser,,VISIT_MAIN_VIEW
3393336,READ,2026-02-06 22:49:24.638,USER,,0,3392613,node0v4ftppxxu2uz1dwdiru1j68xr0,document,DOCUMENTATTACHMENTS,rdhda3fiu26,VISIT_DOCUMENT_VIEW,04825a07-ce9a-42d7-8987-5ea83e769e3a,,VISIT_DOCUMENT_VIEW
3389779,READ,2026-02-03 13:35:24.093,USER,,0,3389778,node0n6gypnahg7b615xc0m5zj3dm6101,politician,DOCUMENTACTIVITY,0222691314314,VISIT_POLITICIAN_VIEW,anonymousUser,,VISIT_POLITICIAN_VIEW
3377190,READ,2026-01-26 11:01:31.424,USER,,0,3377189,node0uqmmg5o99jld4c88fog0u4y60,main,Overview,"",VISIT_MAIN_VIEW,anonymousUser,,VISIT_MAIN_VIEW
3365981,READ,2026-01-18 02:08:31.39,USER,,0,3365979,node0pzpjjtqwip6yfsd2m15v1njg0,main,Overview,"",VISIT_MAIN_VIEW,anonymousUser,,VISIT_MAIN_VIEW
191,AUTHORIZATION,2026-01-15 04:01:40.217,APPLICATION,,0,190,node01kblhqqdd2tbw16tgn3vi4jcx10,AdminMonitoringView,!adminmonitoring,,,anonymousUser,"SECURITY:Url:https://localhost:8443/cia/#!adminmonitoring , MethodAdminMonitoringPageModContentFactoryImpl.createContent ,Authorities:[ROLE_ANONYMOUS] , RequiredAuthorities:[ROLE_ADMIN] source:ReflectiveMethodInvocation: public abstract com.vaadin.ui.Layout com.hack23.cia.web.impl.ui.application.views.common.pagemode.PageModeContentFactory.createContent(java.lang.String,com.vaadin.ui.MenuBar,com.vaadin.ui.Panel); target is of class [com.hack23.cia.web.impl.ui.application.views.admin.system.pagemode.AdminMonitoringPageModContentFactoryImpl]",Access Denied
3365766,READ,2026-01-16 13:06:25.902,ADMIN,,0,3365758,node01pgjs92vqpr231xf20lrldn6q80,adminagentoperation,"","",VISIT_ADMIN_AGENT_OPERATION_VIEW,04825a07-ce9a-42d7-8987-5ea83e769e3a,,VISIT_ADMIN_AGENT_OPERATION_VIEW
3389886,READ,2026-02-03 13:37:53.09,USER,,0,3389885,node01wp6rgqliazti1ts8nxc1atmd1136,main,Overview,LOGIN,VISIT_MAIN_VIEW,anonymousUser,,VISIT_MAIN_VIEW
3371378,READ,2026-01-24 16:13:51.152,USER,,0,3371376,node0ujqz1zai5mqj1ur17ii15f5y0,main,OVERVIEW,"",VISIT_MAIN_VIEW,anonymousUser,,VISIT_MAIN_VIEW
3389844,READ,2026-02-03 13:36:43.255,USER,,0,3389843,node0j15el0i557vr1ons1mh1rl1km128,main,Overview,REGISTER,VISIT_MAIN_VIEW,anonymousUser,,VISIT_MAIN_VIEW
3389842,CREATE,2026-02-03 13:36:39.662,USER,,0,3389836,node01q35lc7niy5m0hdq2jhyp3e6j127,,,,SetGoogleAuthenticatorCredentialRequest,cc359f65-1403-476e-ba05-d1858c610f2b,,SUCCESS
3389761,READ,2026-02-03 13:35:03.195,USER,,0,3389760,node0zuz8xct65so41966molk5tlmy92,parliamentranking,Overview,PAGEVISITHISTORY,VISIT_PARLIAMENT_RANKING_VIEW,anonymousUser,,VISIT_PARLIAMENT_RANKING_VIEW
3389709,READ,2026-02-03 13:33:51.697,USER,,0,3389708,node0j82gs2bscdl0xj4nx6kd8me166,ministry,GOVERNMENT_BODIES_EXPENDITURE,Finansdepartementet,VISIT_MINISTRY_VIEW,anonymousUser,,VISIT_MINISTRY_VIEW
3387278,READ,2026-02-03 13:31:04.396,USER,,0,3387277,node01d1bot1c34k461h5xhb5bnwr5q3,main,Overview,PAGEVISITHISTORY,VISIT_MAIN_VIEW,anonymousUser,,VISIT_MAIN_VIEW
3389956,READ,2026-02-03 13:39:31.013,ADMIN,,0,3389951,node0lzw4zh5a35oq1f0us9om04dub150,admincountry,"",78560,VISIT_ADMIN_COUNTRY_VIEW,04825a07-ce9a-42d7-8987-5ea83e769e3a,,VISIT_ADMIN_COUNTRY_VIEW
3365892,READ,2026-01-16 16:07:16.925,USER,,0,3365758,node01pgjs92vqpr231xf20lrldn6q80,partyranking,CHARTS,CURRENTPARTYLEADERSCORECARD,VISIT_PARTY_RANKING_VIEW,04825a07-ce9a-42d7-8987-5ea83e769e3a,,VISIT_PARTY_RANKING_VIEW
3392618,READ,2026-02-06 20:26:50.413,ADMIN,,0,3392613,node0v4ftppxxu2uz1dwdiru1j68xr0,adminagentoperation,"","",VISIT_ADMIN_AGENT_OPERATION_VIEW,04825a07-ce9a-42d7-8987-5ea83e769e3a,,VISIT_ADMIN_AGENT_OPERATION_VIEW
3389848,READ,2026-02-03 13:36:51.699,USER,,0,3389843,node0j15el0i557vr1ons1mh1rl1km128,userhome,Overview,USER_EVENTS,VISIT_USER_HOME_VIEW,c1997517-e190-4b16-8c70-929ebfb3bde5,,VISIT_USER_HOME_VIEW
3393152,READ,2026-02-06 22:17:05.688,USER,,0,3392613,node0v4ftppxxu2uz1dwdiru1j68xr0,documents,OVERVIEW,"",VISIT_DOCUMENTS_VIEW,04825a07-ce9a-42d7-8987-5ea83e769e3a,,VISIT_DOCUMENTS_VIEW
201,AUTHENTICATION,2026-01-15 04:02:45.841,USER,,0,199,node01flx0n3e0nlxx14wu9vlcthouz1,,,admin@hack23.com,LoginRequest,,Security:USERNAME_OR_PASSWORD_DO_NOT_MATCH,FAILURE
3389715,READ,2026-02-03 13:33:57.89,USER,,0,3389714,node01hf7kd47z7tv614ayt0xwhi03g69,ministry,MEMBERHISTORY,Finansdepartementet,VISIT_MINISTRY_VIEW,anonymousUser,,VISIT_MINISTRY_VIEW
3366314,READ,2026-01-21 00:45:27.541,USER,,0,3366310,node01wfxeoa2jpjsbexnjr5w46k800,politicianranking,Overview,DATAGRID,VISIT_POLITICIAN_RANKING_VIEW,anonymousUser,,VISIT_POLITICIAN_RANKING_VIEW
3389677,READ,2026-02-03 13:33:13.104,USER,,0,3389676,node01e5wrs46y6qvrm8y2calow3vo50,ministryranking,Overview,GOVERNMENT_OUTCOME,VISIT_MINISTRY_RANKING_VIEW,anonymousUser,,VISIT_MINISTRY_RANKING_VIEW
3389975,READ,2026-02-03 13:39:55.125,USER,,0,3389974,node01bbilj8l7a0wkkbzxqd3qfemo154,main,Overview,LOGIN,VISIT_MAIN_VIEW,anonymousUser,,VISIT_MAIN_VIEW
3366318,READ,2026-01-21 00:51:41.125,USER,,0,3366316,node01k4wtq7ds96xw1lifqz8ootcjq0,partyranking,Overview,DATAGRID,VISIT_PARTY_RANKING_VIEW,anonymousUser,,VISIT_PARTY_RANKING_VIEW
3389959,AUTHENTICATION,2026-02-03 13:39:35.199,USER,,0,3389957,node05xgrampdsdvx15vailnh2fjqz151,,,admin@hack23.com,LoginRequest,04825a07-ce9a-42d7-8987-5ea83e769e3a,,SUCCESS
3389903,READ,2026-02-03 13:38:15.029,USER,,0,3389899,node0h1zrgkpggmmg1mrsy4vjcbezl140,userhome,OVERVIEW,"",VISIT_USER_HOME_VIEW,c96934fe-4385-4201-9b92-ba4079a75b0e,,VISIT_USER_HOME_VIEW
3389994,READ,2026-02-03 13:40:22.965,USER,,0,3389993,node0a4rj5jtif6fd1ugj0t1vio10u158,main,Overview,LOGIN,VISIT_MAIN_VIEW,anonymousUser,,VISIT_MAIN_VIEW
3389859,CREATE,2026-02-03 13:37:07.876,USER,,0,3389856,node0nrwhtnurphq1vzwlublkfp8130,,,6b3e256c-849f-4c42-88f7-ed7bb8163374@test.com,RegisterUserRequest,00b752b2-d9f8-428f-bbb3-602b6f3b9318,,SUCCESS
3389683,READ,2026-02-03 13:33:19.24,USER,,0,3389682,node01n7b0u2us70z318p7q9vvqqhop53,ministryranking,CHARTS,CURRENTMINISTRIESLEADERSCORECARD,VISIT_MINISTRY_RANKING_VIEW,anonymousUser,,VISIT_MINISTRY_RANKING_VIEW
