person_id,first_name,last_name,party,role_code,status,assignment_type,org_code,from_date,to_date,is_current_role,career_level,career_level_name,career_score,career_step,total_career_steps,career_start_date,career_end_date,career_start_year,career_end_year,career_span_years,years_in_role,years_since_prev_role,total_years_at_level,peak_career_level,peak_career_score,is_peak_role,years_at_peak,prev_career_level,next_career_level,progression_direction,level_change,score_change,advancement_velocity,promotions_count,demotions_count,avg_career_score,career_score_volatility,avg_years_per_promotion,career_pattern,downward_spiral_flag,exit_risk_score,overall_career_rank,career_percentile,career_decile,behavioral_win_rate,behavioral_rebel_rate,behavioral_absence_rate,behavioral_assessment,attendance_status,effectiveness_status,discipline_status,risk_level,risk_score,total_violations,absenteeism_violations,effectiveness_violations,discipline_violations,influence_classification,broker_score,strong_connections,predictive_success_score,comprehensive_risk_level,leadership_potential_score,high_retention_risk_flag,career_health_score,career_stage,is_typical_career_path,is_atypical_career_path
0191316991613,Christer,Eriksson,C,Riksdagsledamot,Tjänstgörande,kammaruppdrag,kam,2010-06-14,2010-10-04,f,4,L04_ACTIVE_MP,400,4,6,2010-01-19,2010-10-04,2010,2010,0,0,0,0,4,400,t,0,1,3,PROMOTION,3,390,,1,1,136.6666666666666667,154.452437842708,0.0,EARLY_CAREER,f,10,12698,0.39215142480759896,9,,,,,,,,,,,,,,,,,47.5,LOW_RISK,40,f,50.0,EARLY_CAREER,f,f
0176437434123,Jenny,Petersson,M,Riksdagsledamot,Ledig,kammaruppdrag,kam,2014-11-03,2018-05-06,f,4,L04_ACTIVE_MP,400,4,6,2010-10-04,2018-09-24,2010,2018,7,3,4,10,4,400,t,20,2,2,PROMOTION,2,350,0.50,1,1,208.3333333333333333,161.804065324563,7.0,STABLE,f,10,10002,0.39215142480759896,8,,,,,,,,,,,,,,,,,51.5,LOW_RISK,40,f,60.0,MID_CAREER,f,f
0996403729104,Tone,Tingsgård,S,Ledamot,"",Riksdagsorgan,UN,2002-10-08,2006-10-10,f,3,L03_COMMITTEE_MEMBER,300,2,8,2002-10-01,2010-10-12,2002,2010,8,4,0,4,6,600,f,0,4,2,DEMOTION,-1,-100,,0,1,245.0000000000000000,220.056810846654,,DECLINING,f,60,3787,0.1313873673992928,3,,,,,,,,,,,,,,,,,35.5,HIGH_RISK,40,f,20.0,MID_CAREER,f,t
0112333043027,Rasmus,Giertz,SD,Ledamot,"",Riksdagsorgan,DEM,2023-03-28,2026-10-27,f,3,L03_COMMITTEE_MEMBER,300,5,8,2022-09-26,2026-10-27,2022,2026,4,3,0,3,4,400,f,0,4,2,DEMOTION,-1,-100,,1,1,125.0000000000000000,132.287565553230,4.0,STABLE,f,40,11099,0.39215142480759896,8,100.00,0.00,0.93,HIGH_PERFORMER,EXCELLENT_ATTENDANCE,HIGHLY_EFFECTIVE,PARTY_LOYAL,LOW,22.82,5,2,1,1,INFLUENTIAL,STRONG_BROKER,208,60.7,MEDIUM_RISK,40,f,25.0,MID_CAREER,f,f
0148424181819,Ann-Christine,Frohm,SD,Ledamot,"",Riksdagsorgan,NR,2022-10-11,2026-10-31,f,3,L03_COMMITTEE_MEMBER,300,21,22,2018-09-24,2026-10-31,2018,2026,8,4,0,13,4,400,f,0,3,3,LATERAL,0,0,,1,1,111.3636363636363636,114.744596012403,8.0,STABLE,f,10,8826,0.39215142480759896,7,100.00,0.00,0.93,HIGH_PERFORMER,EXCELLENT_ATTENDANCE,HIGHLY_EFFECTIVE,PARTY_LOYAL,LOW,22.87,5,2,1,1,INFLUENTIAL,STRONG_BROKER,208,62.6,LOW_RISK,40,f,30.0,MID_CAREER,f,f
0980316377627,Lars,Hjälmered,M,Suppleant,"",Riksdagsorgan,NR,2010-10-19,2014-09-29,f,2,L02_SUBSTITUTE_MP,50,8,29,2006-10-02,2022-09-26,2006,2022,15,3,0,33,6,600,f,0,3,4,DEMOTION,-1,-250,,2,3,164.4827586206896552,174.999235602204,7.5,DECLINING,t,90,2756,0.1313873673992928,2,,,,,,,,,,,,,,,,,23.5,HIGH_RISK,20,f,-10.0,SENIOR_CAREER,f,t
0974061238314,Paula,Holmqvist,S,Suppleant,"",uppdrag,KU,2020-03-18,2020-09-03,f,2,L02_SUBSTITUTE_MP,50,12,23,2014-09-29,2024-03-03,2014,2024,9,0,0,26,4,400,f,0,2,2,LATERAL,0,0,,1,3,100.4347826086956522,116.674137847014,9.0,DECLINING,f,60,8613,0.39215142480759896,6,,,,,,,,,,,,,,,,,35.5,HIGH_RISK,20,f,20.0,SENIOR_CAREER,f,t
0301987597720,Liza-Maria,Norlin,KD,Extra suppleant,"",uppdrag,AU,2024-04-02,2024-06-16,f,1,L01_OTHER_ENTRY,10,7,9,2009-01-15,2026-08-30,2009,2026,17,0,0,0,5,500,f,0,2,1,DEMOTION,-1,-40,,2,3,164.4444444444444444,192.764168587832,8.5,DECLINING,t,90,4484,0.3059696318380365,4,100.00,0.00,15.79,MODERATE_RISK,MODERATE_ABSENTEEISM,HIGHLY_EFFECTIVE,PARTY_LOYAL,LOW,12.00,1,0,0,0,MODERATELY_INFLUENTIAL,STRONG_BROKER,176,47.4,HIGH_RISK,20,f,-10.0,VETERAN_CAREER,f,t
0624040854527,Emma,Berginger,MP,Suppleant,"",Riksdagsorgan,NATO,2024-04-10,2026-10-26,f,2,L02_SUBSTITUTE_MP,50,13,14,2018-09-24,2026-10-31,2018,2026,8,2,0,16,4,400,f,0,3,2,DEMOTION,-1,-250,,2,6,168.5714285714285714,146.329234597736,4.0,DECLINING,t,90,8826,0.39215142480759896,7,31.75,0.00,0.93,STANDARD_BEHAVIOR,EXCELLENT_ATTENDANCE,LOW_EFFECTIVENESS,PARTY_LOYAL,MEDIUM,27.42,5,2,1,1,LIMITED_INFLUENCE,STRONG_BROKER,22,20.6,CRITICAL_RISK,20,t,-25.0,MID_CAREER,f,t
0788526088220,Emma,Henriksson,KD,Ordförande,"",uppdrag,SoU,2014-10-07,2018-09-24,f,6,L06_PARTY_SEC_COMMITTEE_CHAIR,600,16,17,2006-10-06,2018-09-24,2006,2018,11,3,0,9,6,600,t,51,3,2,PROMOTION,3,300,,6,5,283.5294117647058824,214.693794986107,1.8,RISING_STAR,f,10,3354,0.1313873673992928,3,,,,,,,,,,,,,,,,,49.5,LOW_RISK,60,f,55.0,SENIOR_CAREER,t,f
0627371646324,William,Petzäll,-,Suppleant,"",uppdrag,NU,2010-11-26,2011-09-29,f,2,L02_SUBSTITUTE_MP,50,8,17,2010-10-04,2012-09-01,2010,2012,1,0,0,1,4,400,f,0,2,2,LATERAL,0,0,,0,1,70.5882352941176471,82.3529411764705882,,DECLINING,f,60,12610,0.39215142480759896,9,,,,,,,,,,,,,,,,,37.5,HIGH_RISK,20,f,25.0,EARLY_CAREER,f,t
0628005785225,Jörgen,Berglund,M,Suppleant,"",uppdrag,SoU,2020-03-18,2022-09-26,f,2,L02_SUBSTITUTE_MP,50,10,28,2018-09-24,2026-10-26,2018,2026,8,2,0,35,6,600,f,0,2,2,LATERAL,0,0,,1,2,131.4285714285714286,148.701865818688,8.0,DECLINING,f,60,3787,0.1313873673992928,3,100.00,0.00,0.93,HIGH_PERFORMER,EXCELLENT_ATTENDANCE,HIGHLY_EFFECTIVE,PARTY_LOYAL,MEDIUM,27.40,7,3,1,1,HIGHLY_INFLUENTIAL,STRONG_BROKER,209,61.8,HIGH_RISK,20,f,25.0,MID_CAREER,f,t
0807866053922,Anna,König Jerlmyr,M,Suppleant,"",uppdrag,FöU,2006-10-10,2010-10-04,f,2,L02_SUBSTITUTE_MP,50,3,6,2006-10-02,2010-10-19,2006,2010,4,3,0,3,4,400,f,0,3,2,DEMOTION,-1,-250,,0,2,250.0000000000000000,147.196014438797,,DECLINING,t,90,11099,0.39215142480759896,9,,,,,,,,,,,,,,,,,21.5,HIGH_RISK,20,f,-15.0,MID_CAREER,f,t
0933424396309,Billy,Gustafsson,S,Suppleant,"",uppdrag,KUU,2003-02-18,2009-05-06,f,2,L02_SUBSTITUTE_MP,50,5,11,2002-09-30,2014-09-29,2002,2014,11,6,0,17,5,500,f,0,2,2,LATERAL,0,0,,0,2,213.6363636363636364,159.674255184094,,DECLINING,f,60,4798,0.3059696318380365,4,,,,,,,,,,,,,,,,,35.5,HIGH_RISK,20,f,20.0,SENIOR_CAREER,f,t
0877778793323,Johan,Büser,S,Riksdagsledamot,Tjänstgörande,kammaruppdrag,kam,2014-09-29,2026-09-28,f,4,L04_ACTIVE_MP,400,1,23,2014-09-29,2026-12-31,2014,2026,12,11,,11,6,600,f,0,,2,ENTRY,0,0,,0,0,130.8695652173913043,151.253114764285,,STAGNANT,f,10,3066,0.1313873673992928,3,53.88,0.00,0.93,STANDARD_BEHAVIOR,EXCELLENT_ATTENDANCE,MODERATELY_EFFECTIVE,PARTY_LOYAL,MEDIUM,28.21,6,3,1,1,LIMITED_INFLUENCE,STRONG_BROKER,124,44.8,MEDIUM_RISK,40,f,25.0,SENIOR_CAREER,f,t
0363721826713,Per,Lodenius,C,Suppleant,"",uppdrag,MJU,2020-03-18,2021-09-30,f,2,L02_SUBSTITUTE_MP,50,12,20,2006-10-02,2021-09-30,2006,2021,14,1,0,42,4,400,f,0,2,2,LATERAL,0,0,,1,2,92.5000000000000000,102.804425974760,14.0,DECLINING,f,60,6613,0.39215142480759896,5,,,,,,,,,,,,,,,,,37.5,HIGH_RISK,20,f,25.0,SENIOR_CAREER,f,t
0442629549320,Adnan,Dibrani,S,Suppleant,"",uppdrag,UbU,2010-10-12,2022-09-26,f,2,L02_SUBSTITUTE_MP,50,3,25,2010-10-04,2029-07-16,2010,2029,18,11,0,22,4,400,f,0,2,2,LATERAL,0,0,,0,1,104.0000000000000000,109.471457467232,,DECLINING,f,60,5947,0.39215142480759896,5,13.50,0.00,15.22,MODERATE_RISK,MODERATE_ABSENTEEISM,LOW_EFFECTIVENESS,PARTY_LOYAL,,,,,,,,,,30.2,HIGH_RISK,20,f,25.0,VETERAN_CAREER,f,t
0463606088610,Bertil,Kjellberg,M,Kvittningsperson,"",partiuppdrag,M,2006-10-06,2010-10-04,f,1,L01_OTHER_ENTRY,10,6,11,2002-09-30,2014-10-14,2002,2014,12,3,2,3,4,400,f,0,2,3,DEMOTION,-1,-40,-0.50,0,3,191.8181818181818182,139.923237515054,,DECLINING,t,90,6945,0.39215142480759896,5,,,,,,,,,,,,,,,,,15.5,HIGH_RISK,20,f,-30.0,SENIOR_CAREER,f,t
064711971110,Maria,Gardfjell,MP,Suppleant,"",uppdrag,EUN,2018-12-05,2022-09-26,f,2,L02_SUBSTITUTE_MP,50,6,20,2018-09-24,2022-09-26,2018,2022,4,3,0,6,5,500,f,0,2,2,LATERAL,0,0,,1,2,100.5000000000000000,130.018267947239,4.0,DECLINING,f,60,5533,0.3059696318380365,4,,,,,,,,,,,,,,,,,37.5,HIGH_RISK,20,f,25.0,MID_CAREER,f,t
0389795960120,Martin,Marmgren,MP,Suppleant,"",uppdrag,UbU,2022-01-11,2022-09-26,f,2,L02_SUBSTITUTE_MP,50,11,14,2022-01-11,2022-09-26,2022,2022,0,0,0,0,4,400,f,0,2,2,LATERAL,0,0,,0,2,92.8571428571428571,106.665603736201,,DECLINING,f,60,12698,0.39215142480759896,9,,,,,,,,LOW,10.00,0,0,0,0,MINIMAL_INFLUENCE,NON_BROKER,0,47.5,HIGH_RISK,20,f,20.0,EARLY_CAREER,f,t
0251564185908,Kerstin,Engle,S,Vice ordförande,"",Riksdagsorgan,EMPA,2010-11-17,2011-03-16,f,5,L05_COMMITTEE_VICE_CHAIR,500,12,13,2002-09-30,2014-09-29,2002,2014,11,0,0,0,5,500,t,41,2,5,PROMOTION,3,450,,3,5,200.7692307692307692,179.976987352082,3.7,DECLINING,f,60,4798,0.3059696318380365,4,,,,,,,,,,,,,,,,,43.5,HIGH_RISK,40,f,40.0,SENIOR_CAREER,f,t
064601872511,Catharina,Elmsäter-Svärd,M,Riksdagsledamot,Ledig,kammaruppdrag,kam,2014-09-29,2014-10-03,f,4,L04_ACTIVE_MP,400,13,14,2002-10-08,2014-12-16,2002,2014,12,0,2,0,9,900,f,0,9,5,DEMOTION,-5,-500,-2.50,4,4,442.8571428571428571,312.168191191602,3.0,DOWNWARD_SPIRAL,t,90,797,0.003050682936975664,1,,,,,,,,,,,,,,,,,7.5,HIGH_RISK,40,f,-50.0,SENIOR_CAREER,f,t
0121939297619,Jamal,El-Haj,-,Suppleant,"",uppdrag,SkU,2016-06-28,2022-09-26,f,2,L02_SUBSTITUTE_MP,50,2,21,2016-06-15,2026-09-28,2016,2026,10,6,0,8,4,400,f,0,2,4,LATERAL,0,0,,0,0,78.5714285714285714,89.4046826453266072,,STAGNANT,f,50,8312,0.39215142480759896,6,36.00,25.38,0.93,ELEVATED_RISK,EXCELLENT_ATTENDANCE,LOW_EFFECTIVENESS,HIGH_INDEPENDENCE,MEDIUM,34.66,8,4,1,0,LIMITED_INFLUENCE,STRONG_BROKER,124,41.3,MEDIUM_RISK,20,f,30.0,SENIOR_CAREER,f,t
0591055036519,Mauricio,Rojas,L,Statsrådsersättare,Ersättare,kammaruppdrag,kam,2006-10-06,2008-11-10,f,1,L01_OTHER_ENTRY,10,5,14,2002-09-30,2026-10-27,2002,2026,24,2,2,2,4,400,f,0,2,3,DEMOTION,-1,-40,-0.50,0,2,150.7142857142857143,144.442983596311,,DECLINING,t,90,5657,0.39215142480759896,4,100.00,0.00,0.93,HIGH_PERFORMER,EXCELLENT_ATTENDANCE,HIGHLY_EFFECTIVE,PARTY_LOYAL,LOW,24.47,6,2,1,1,INFLUENTIAL,STRONG_BROKER,208,40.2,CRITICAL_RISK,20,t,-25.0,VETERAN_CAREER,f,t
0741005094627,Gustav,Blix,M,Statsrådsersättare,Ersättare,kammaruppdrag,kam,2014-09-29,2014-10-03,f,1,L01_OTHER_ENTRY,10,16,18,2006-10-03,2016-12-02,2006,2016,10,0,0,2,4,400,f,0,2,2,DEMOTION,-1,-40,,4,8,151.6666666666666667,144.577929774146,2.5,DECLINING,t,90,8312,0.39215142480759896,6,,,,,,,,,,,,,,,,,17.5,HIGH_RISK,20,f,-25.0,SENIOR_CAREER,f,t
0418929039326,Patrik,Lundqvist,S,Suppleant,"",uppdrag,SfU,2020-03-18,2022-09-26,f,2,L02_SUBSTITUTE_MP,50,15,21,2014-09-29,2026-10-13,2014,2026,12,2,0,14,4,400,f,0,2,2,LATERAL,0,0,,0,2,119.0476190476190476,125.808045844028,,DECLINING,f,60,6945,0.39215142480759896,5,9.67,0.00,0.24,STANDARD_BEHAVIOR,EXCELLENT_ATTENDANCE,LOW_EFFECTIVENESS,PARTY_LOYAL,MEDIUM,31.19,9,7,1,0,LIMITED_INFLUENCE,STRONG_BROKER,123,33.1,HIGH_RISK,20,f,20.0,SENIOR_CAREER,f,t
0116759114313,Bengt,Eliasson,L,Suppleant,"",uppdrag,SoU,2014-10-07,2022-09-26,f,2,L02_SUBSTITUTE_MP,50,4,25,2014-09-29,2022-09-26,2014,2022,7,7,0,7,4,400,f,0,2,2,LATERAL,0,0,,0,2,122.4000000000000000,121.335238080287,,DECLINING,f,60,10002,0.39215142480759896,8,,,,,,,,,,,,,,,,,35.5,HIGH_RISK,20,f,20.0,MID_CAREER,f,t
0780214960516,Eva,Lindh,S,Suppleant,"",uppdrag,SkU,2018-10-02,2026-09-28,f,2,L02_SUBSTITUTE_MP,50,7,23,2015-09-01,2026-10-31,2015,2026,11,7,0,8,4,400,f,0,2,3,LATERAL,0,0,,1,2,94.3478260869565217,107.938230603011,11.0,DECLINING,f,60,7394,0.39215142480759896,6,53.88,0.00,0.93,STANDARD_BEHAVIOR,EXCELLENT_ATTENDANCE,MODERATELY_EFFECTIVE,PARTY_LOYAL,LOW,22.15,4,1,1,1,LIMITED_INFLUENCE,STRONG_BROKER,124,46.6,HIGH_RISK,20,f,25.0,SENIOR_CAREER,f,t
0185498861416,Lena,Sommestad,S,Suppleant,"",uppdrag,KU,2012-08-01,2014-02-28,f,2,L02_SUBSTITUTE_MP,50,5,5,2002-09-30,2014-10-14,2002,2014,12,1,0,5,9,900,f,0,4,,DEMOTION,-2,-350,,2,2,340.0000000000000000,312.089730686545,6.0,DOWNWARD_SPIRAL,t,90,797,0.003050682936975664,1,,,,,,,,,,,,,,,,,27.5,HIGH_RISK,20,f,0.0,SENIOR_CAREER,f,t
064711971110,Maria,Gardfjell,MP,Ledamot,"",uppdrag,MJU,2018-10-02,2018-10-02,f,3,L03_COMMITTEE_MEMBER,300,3,20,2018-09-24,2022-09-26,2018,2022,4,0,0,0,5,500,f,0,5,2,DEMOTION,-2,-200,,1,1,100.5000000000000000,130.018267947239,4.0,STABLE,f,40,5533,0.3059696318380365,4,,,,,,,,,,,,,,,,,37.5,MEDIUM_RISK,40,f,25.0,MID_CAREER,f,f
0502174718806,Carin,Runeson,S,Suppleant,"",Riksdagsorgan,NR,2009-03-25,2010-10-04,f,2,L02_SUBSTITUTE_MP,50,7,8,2006-10-02,2014-09-29,2006,2014,7,1,0,12,4,400,f,0,1,2,PROMOTION,1,40,,2,2,120.0000000000000000,135.738719604982,3.5,STABLE,f,50,10002,0.39215142480759896,7,,,,,,,,,,,,,,,,,41.5,MEDIUM_RISK,20,f,35.0,MID_CAREER,f,f
023001325318,Lotta,Edholm,L,"Gymnasie-, högskole- och forskningsminister","",Departement,U,2025-09-08,2026-10-02,f,9,L09_CABINET_MINISTER,900,2,2,2022-10-18,2026-10-02,2022,2026,3,1,2,3,9,900,t,3,9,,LATERAL,0,0,0.00,0,0,900.0000000000000000,0,,EARLY_CAREER,f,10,1420,0.003050682936975664,1,,,,,,,,,,,,,,,,,45.5,LOW_RISK,100,f,45.0,EARLY_CAREER,f,f
0374824090417,Anna,Lipinska,KD,Extra suppleant,"",uppdrag,EUN,2026-05-22,2026-06-19,f,1,L01_OTHER_ENTRY,10,2,8,2026-05-19,2026-06-19,2026,2026,0,0,0,0,1,10,t,0,1,1,LATERAL,0,0,,0,0,10.0000000000000000,0,,EARLY_CAREER,f,50,14409,0.9986826596408515,10,100.00,0.00,0.93,HIGH_PERFORMER,EXCELLENT_ATTENDANCE,HIGHLY_EFFECTIVE,PARTY_LOYAL,LOW,10.00,0,0,0,0,MODERATELY_INFLUENTIAL,STRONG_BROKER,179,70.0,MEDIUM_RISK,20,f,45.0,EARLY_CAREER,f,f
0973782197017,Mikael,Oscarsson,KD,Ledamot,"",uppdrag,NU,2006-10-10,2010-10-04,f,3,L03_COMMITTEE_MEMBER,300,2,23,2002-10-08,2026-10-26,2002,2026,24,3,4,3,3,300,t,37,2,2,PROMOTION,1,250,0.25,1,0,91.7391304347826087,95.9008624848119541,24.0,RISING_STAR,f,30,12781,0.8860847257852041,9,100.00,0.00,0.93,HIGH_PERFORMER,EXCELLENT_ATTENDANCE,HIGHLY_EFFECTIVE,PARTY_LOYAL,MEDIUM,32.25,8,5,1,1,HIGHLY_INFLUENTIAL,STRONG_BROKER,209,74.3,MEDIUM_RISK,40,f,60.0,VETERAN_CAREER,t,f
049290762318,ClasGöran,Carlsson,S,Suppleant,"",uppdrag,FöU,2018-10-02,2022-09-26,f,2,L02_SUBSTITUTE_MP,50,12,26,2010-10-04,2022-10-09,2010,2022,12,3,0,39,4,400,f,0,3,2,DEMOTION,-1,-250,,3,6,78.0769230769230769,94.4220977545971398,4.0,DECLINING,t,90,6945,0.39215142480759896,6,,,,,,,,LOW,10.00,0,0,0,0,MINIMAL_INFLUENCE,NON_BROKER,0,31.5,HIGH_RISK,20,f,-20.0,SENIOR_CAREER,f,t
0397924710612,Ulrika,Karlsson,M,Ledamot,"",Riksdagsorgan,ÖN,2006-10-17,2014-10-14,f,3,L03_COMMITTEE_MEMBER,300,7,18,2004-09-17,2022-06-30,2004,2022,17,7,0,13,6,600,f,0,2,2,PROMOTION,1,250,,2,2,225.5555555555555556,178.238985080339,8.5,STABLE,f,10,2488,0.1313873673992928,2,,,,,,,,,,,,,,,,,41.5,LOW_RISK,40,f,35.0,VETERAN_CAREER,f,f
071293048118,Thomas,Ragnarsson,M,Suppleant,"",uppdrag,SoU,2022-10-04,2025-09-10,f,2,L02_SUBSTITUTE_MP,50,2,4,2022-09-26,2026-09-28,2022,2026,4,2,0,2,4,400,f,0,4,2,DEMOTION,-2,-350,,0,1,200.0000000000000000,154.110350074224,,DECLINING,f,75,11099,0.39215142480759896,9,100.00,0.00,0.93,HIGH_PERFORMER,EXCELLENT_ATTENDANCE,HIGHLY_EFFECTIVE,PARTY_LOYAL,LOW,17.30,3,1,1,0,HIGHLY_INFLUENTIAL,STRONG_BROKER,209,62.8,HIGH_RISK,20,t,20.0,MID_CAREER,f,t
0828198456420,Lise,Nordin,MP,Suppleant,"",uppdrag,TU,2010-10-12,2014-09-29,f,2,L02_SUBSTITUTE_MP,50,2,6,2010-10-04,2018-09-24,2010,2018,7,3,0,3,5,500,f,0,4,2,DEMOTION,-2,-350,,0,1,225.0000000000000000,184.277869895800,,DECLINING,f,75,5357,0.3059696318380365,4,,,,,,,,,,,,,,,,,35.5,HIGH_RISK,20,f,20.0,MID_CAREER,f,t
0463955388312,Bengt-Anders,Johansson,M,Suppleant,"",uppdrag,EUN,2010-11-17,2013-10-03,f,2,L02_SUBSTITUTE_MP,50,9,10,2002-09-30,2023-03-22,2002,2023,20,2,0,10,5,500,f,0,3,3,DEMOTION,-1,-250,,2,4,230.0000000000000000,158.429795177549,10.0,DECLINING,t,90,4414,0.3059696318380365,4,,,,,,,,,,,,,,,,,21.5,HIGH_RISK,20,f,-15.0,VETERAN_CAREER,f,t
067992138910,Peter,Jeppsson,S,Suppleant,"",Riksdagsorgan,UN,2014-10-07,2018-09-24,f,2,L02_SUBSTITUTE_MP,50,10,11,2006-10-02,2018-09-24,2006,2018,11,3,3,37,4,400,f,0,1,2,PROMOTION,1,40,0.33,2,3,100.9090909090909091,119.882862938980,5.5,DECLINING,f,60,7394,0.39215142480759896,6,,,,,,,,,,,,,,,,,42.1,HIGH_RISK,20,f,36.6,SENIOR_CAREER,f,t
0628005785225,Jörgen,Berglund,M,Ordförande,"",Riksdagsorgan,VB,2022-09-26,2024-10-18,f,6,L06_PARTY_SEC_COMMITTEE_CHAIR,600,20,28,2018-09-24,2026-10-26,2018,2026,8,2,2,2,6,600,t,58,1,3,PROMOTION,5,590,2.50,2,3,131.4285714285714286,148.701865818688,4.0,DECLINING,f,60,3787,0.1313873673992928,3,100.00,0.00,0.93,HIGH_PERFORMER,EXCELLENT_ATTENDANCE,HIGHLY_EFFECTIVE,PARTY_LOYAL,MEDIUM,27.40,7,3,1,1,HIGHLY_INFLUENTIAL,STRONG_BROKER,209,89.8,HIGH_RISK,40,f,95.0,MID_CAREER,f,t
0634013303818,Niclas,Lindberg,S,Suppleant,"",uppdrag,JuU,2003-03-12,2004-12-31,f,2,L02_SUBSTITUTE_MP,50,5,5,2002-09-30,2004-12-31,2002,2004,2,1,0,3,3,300,f,0,1,,PROMOTION,1,40,,2,2,84.0000000000000000,109.471457467232,1.0,EARLY_CAREER,f,50,13562,0.8860847257852041,10,,,,,,,,,,,,,,,,,39.5,MEDIUM_RISK,20,f,30.0,EARLY_CAREER,f,f
0322827326923,Arman,Teimouri,L,Suppleant,"",uppdrag,SkU,2020-03-18,2022-09-26,f,2,L02_SUBSTITUTE_MP,50,17,22,2018-09-24,2022-09-26,2018,2022,4,2,0,22,4,400,f,0,2,2,LATERAL,0,0,,0,2,98.1818181818181818,108.821637372035,,DECLINING,f,60,11099,0.39215142480759896,9,,,,,,,,,,,,,,,,,35.5,HIGH_RISK,20,f,20.0,MID_CAREER,f,t
0538387395826,Mats,Green,M,Suppleant,"",uppdrag,UU,2020-03-18,2020-09-03,f,2,L02_SUBSTITUTE_MP,50,18,23,2014-09-29,2026-09-28,2014,2026,11,0,0,24,5,500,f,0,2,2,LATERAL,0,0,,3,3,124.7826086956521739,139.809484197087,3.7,STABLE,f,50,4798,0.3059696318380365,4,100.00,0.00,0.93,HIGH_PERFORMER,EXCELLENT_ATTENDANCE,HIGHLY_EFFECTIVE,PARTY_LOYAL,LOW,22.68,5,2,1,0,HIGHLY_INFLUENTIAL,STRONG_BROKER,209,65.2,MEDIUM_RISK,20,f,30.0,SENIOR_CAREER,f,f
025877594729,John,Widegren,M,Suppleant,"",uppdrag,UU,2020-03-18,2020-09-03,f,2,L02_SUBSTITUTE_MP,50,7,21,2017-09-11,2028-10-31,2017,2028,11,0,1,30,4,400,f,0,2,2,LATERAL,0,0,0.00,2,2,72.8571428571428571,92.2802593109891589,5.5,STABLE,f,50,7394,0.39215142480759896,6,100.00,0.00,0.93,HIGH_PERFORMER,EXCELLENT_ATTENDANCE,HIGHLY_EFFECTIVE,PARTY_LOYAL,MEDIUM,25.12,6,3,1,1,HIGHLY_INFLUENTIAL,STRONG_BROKER,209,64.5,MEDIUM_RISK,20,f,30.0,SENIOR_CAREER,f,f
0183544538819,Patrik,Jönsson,SD,Suppleant,"",uppdrag,KU,2020-03-18,2020-09-03,f,2,L02_SUBSTITUTE_MP,50,11,18,2014-09-29,2026-09-28,2014,2026,11,0,0,6,4,400,f,0,2,2,LATERAL,0,0,,0,2,83.3333333333333333,95.7427107756338110,,DECLINING,f,60,7394,0.39215142480759896,6,100.00,0.00,0.93,HIGH_PERFORMER,EXCELLENT_ATTENDANCE,HIGHLY_EFFECTIVE,PARTY_LOYAL,MEDIUM,26.77,8,5,1,1,INFLUENTIAL,STRONG_BROKER,208,57.5,HIGH_RISK,20,f,20.0,SENIOR_CAREER,f,t
074310796828,Magnus,Resare,M,Suppleant,"",uppdrag,CU,2022-11-29,2026-09-28,f,2,L02_SUBSTITUTE_MP,50,3,4,2022-10-18,2026-09-28,2022,2026,3,3,0,3,3,300,f,0,3,2,DEMOTION,-1,-250,,1,1,102.5000000000000000,115.190060335083,3.0,EARLY_CAREER,f,50,13371,0.8860847257852041,10,100.00,0.00,0.93,HIGH_PERFORMER,EXCELLENT_ATTENDANCE,HIGHLY_EFFECTIVE,PARTY_LOYAL,,,,,,,,,,45.5,MEDIUM_RISK,20,f,20.0,EARLY_CAREER,f,f
0389795960120,Martin,Marmgren,MP,Suppleant,"",uppdrag,NU,2022-01-11,2022-09-26,f,2,L02_SUBSTITUTE_MP,50,6,14,2022-01-11,2022-09-26,2022,2022,0,0,0,0,4,400,f,0,2,2,LATERAL,0,0,,0,2,92.8571428571428571,106.665603736201,,DECLINING,f,60,12698,0.39215142480759896,9,,,,,,,,LOW,10.00,0,0,0,0,MINIMAL_INFLUENCE,NON_BROKER,0,47.5,HIGH_RISK,20,f,20.0,EARLY_CAREER,f,t
0277648711624,Anders,Österberg,S,Riksdagsledamot,Tjänstgörande,kammaruppdrag,kam,2018-09-24,2022-09-26,f,4,L04_ACTIVE_MP,400,6,21,2015-10-01,2022-09-26,2015,2022,6,4,1,4,4,400,t,21,2,2,PROMOTION,2,350,2.00,2,1,64.7619047619047619,75.4427596083564737,3.0,RISING_STAR,f,10,10696,0.39215142480759896,8,,,,,,,,,,,,,,,,,65.5,LOW_RISK,60,f,95.0,MID_CAREER,t,f
0983984918111,Matilda,Ernkrans,S,Ledamot,"",uppdrag,UbU,2018-03-22,2018-10-02,f,3,L03_COMMITTEE_MEMBER,300,13,20,2002-09-30,2026-10-13,2002,2026,24,0,3,20,9,900,f,0,2,6,PROMOTION,1,250,0.33,5,3,320.5000000000000000,265.583790921058,4.8,STEADY_PROGRESS,f,30,70,0.003050682936975664,1,53.25,0.50,0.93,STANDARD_BEHAVIOR,EXCELLENT_ATTENDANCE,MODERATELY_EFFECTIVE,PARTY_LOYAL,LOW,20.41,3,0,1,1,LIMITED_INFLUENCE,STRONG_BROKER,124,59.7,LOW_RISK,40,f,56.6,VETERAN_CAREER,t,f
